Geneid	Chr	Start	End	Strand	Length	SRR11247594	SRR11247595	SRR11247596	SRR11247597	SRR11247598	SRR9592126	SRR9592127	SRR9592128	SRR9592129	SRR9592130	SRR9592131	SRR9592132	SRR9592133	SRR9592134	SRR9592135	SRR9592136	SRR9592137	SRR9592138	SRR9592139	SRR9592140	SRR9592141	SRR9592142	SRR9592143	SRR9592144	SRR9592145	SRR9592146	SRR9592147	SRR9592148	SRR9592149	SRR9592150	SRR9592151	SRR9592152	SRR9592153	SRR9592154	SRR9592155	SRR9592156	SRR9592157	SRR9592158	SRR9592159	SRR9592160	SRR9592161	SRR9592162	SRR9592163	SRR9592164	SRR9592165	SRR9974581	SRR9974582	SRR9974583	SRR9974584	SRR9974585	SRR9974586	SRR9974587	SRR9974588	SRR9974589	SRR9974590
gene:PF3D7_0820300	8	919055	920896	+	1842	6425	4663	4413	9114	5022	10907	5363	1877	2116	5530	3718	10124	11697	7402	5346	5096	4412	7482	12646	4587	3109	3377	2712	10270	3387	3684	7514	3905	2134	8119	4607	2326	3398	5663	1801	2064	8554	6152	3203	7861	1616	2685	5277	10294	10730	8483	4537	1568	4710	2974	1495	12	3171	1863	3607
gene:PF3D7_0820400	8	922208	923932	+	1725	59	47	51	108	14	101	54	220	81	128	105	47	44	74	48	308	250	110	209	77	149	275	239	119	33	490	146	143	385	120	165	369	12	32	77	92	444	360	34	89	273	386	184	83	150	83	66	181	86	116	272	0	132	285	145
gene:PF3D7_0820500	8	925113	927671	+	2559	3548	2498	2569	5070	1753	5350	2257	1623	1430	2892	1568	4991	5407	5008	3554	2296	1870	4306	6288	3030	1631	2771	1572	5163	1994	3392	3282	2452	1805	3675	3006	2153	1176	1885	1237	1351	3707	2776	1644	3783	1064	1793	2116	5345	5341	4254	2855	1255	2053	1902	1293	8	1971	1708	1395
gene:PF3D7_0820600	8	929145	930861	+	1717	98	99	62	162	48	149	108	135	42	1625	1048	48	43	83	49	1102	988	100	102	71	95	1432	969	148	30	1351	178	36	827	171	33	1060	70	118	56	52	4172	2942	70	145	132	201	1476	60	192	111	64	556	109	30	600	0	37	793	1028
gene:PF3D7_0820700	8	932321	935626	+	3306	457	309	387	900	293	843	558	1906	652	5649	5025	299	316	1112	843	9871	8763	994	855	884	1156	11501	7751	1267	525	12693	899	899	8771	1031	1269	9679	465	744	752	859	17084	12362	353	841	1924	3080	7984	496	1140	1125	716	5118	566	734	6506	4	845	7621	5236
gene:PF3D7_0820800	8	936426	938876	-	2451	83	56	76	180	55	167	105	564	290	619	588	80	87	274	164	1120	962	173	163	225	366	1936	963	198	106	1974	273	515	1410	291	610	1501	40	80	302	289	2092	1469	109	270	565	817	979	126	270	157	156	818	168	404	1017	1	413	1309	690
gene:PF3D7_0820900	8	939583	944645	-	5063	1662	1130	1334	2750	1720	3774	1581	482	566	5165	3692	4411	4904	1503	1045	5059	4240	2069	2513	960	998	6450	4639	2901	675	6138	2500	622	2884	2910	746	3516	791	1462	684	737	10731	7819	1138	2804	753	1366	5962	2770	3462	2409	937	2606	1665	524	2006	3	508	2903	3969
gene:PF3D7_0821000	8	948745	950899	+	2155	1058	680	299	635	352	679	437	1557	435	8626	4507	327	453	557	387	6988	6208	520	295	513	753	10131	4644	704	212	10091	839	980	3802	1005	1218	4638	552	859	451	530	12305	8981	457	1055	1047	1782	7304	446	1148	621	335	4024	520	742	2898	1	818	3648	4808
gene:PF3D7_0821100	8	953448	956314	+	2867	8887	6169	7254	14836	5330	15734	6716	1260	1641	2712	1565	18440	20264	5044	3596	4472	3932	12732	17869	3601	2180	4380	2794	17230	2803	5447	9210	1543	2517	10011	2123	3035	3357	5776	1376	1425	5139	3755	4580	11069	1470	2421	3008	14824	14268	14657	3982	2205	5689	1236	1928	15	1405	2288	1988
gene:PF3D7_0821200	8	957498	958073	+	576	505	391	483	1107	802	1293	779	268	710	1040	802	1147	1213	836	564	859	762	740	1399	571	1096	885	1277	1130	402	1369	864	582	1254	973	670	1354	307	619	568	614	2572	1950	514	1156	798	1274	1135	1184	1226	1005	693	560	580	510	812	1	387	1065	787
gene:PF3D7_0821300	8	958531	961740	-	3210	1539	1071	1336	2724	1330	3116	1332	899	1490	287	286	2557	2842	2074	1429	607	493	2170	3023	2416	2194	758	610	2903	1553	1139	2191	2145	743	2221	2467	864	681	1239	1501	1562	712	479	1234	2892	1174	1870	600	2984	3086	2519	2169	474	1365	1712	584	4	1651	683	371
gene:PF3D7_0821400	8	965822	966657	+	836	6841	4696	2842	5420	1967	7346	3226	897	639	2772	2280	5781	6504	1968	1313	3306	2984	4179	5004	1556	926	4187	2125	5156	985	4205	3532	1055	1797	3765	1134	2152	2762	4908	669	703	5170	3751	1639	3843	725	1197	3037	5524	5539	4674	1347	1717	2247	820	1305	10	770	1773	2073
gene:PF3D7_0821500	8	967901	968740	-	840	1144	730	925	1952	1156	2123	1034	1033	1096	237	192	2187	2367	2067	1423	442	403	1625	3129	1914	1519	438	375	1988	1048	613	1516	2360	492	1687	2672	594	462	752	890	917	734	550	740	1735	758	1367	351	2628	2626	1617	1611	280	997	1744	355	5	1690	445	210
gene:PF3D7_0821600	8	969690	971714	+	2025	2817	1945	2602	5192	1741	6079	2029	2616	1863	1141	723	5181	5757	5062	3452	1667	1536	4973	7725	4750	2292	3152	1451	6017	2867	4245	3353	3804	1874	3824	4355	2095	918	1645	1634	1675	2492	1916	1708	3943	1494	2432	1357	5480	5164	5016	4224	1673	2212	3013	1393	6	2839	1710	1011
gene:PF3D7_0821700	8	973586	974267	+	682	4363	3257	4327	8903	3380	12284	4279	8784	10502	3368	2558	6901	7613	13471	9820	4425	4023	6622	12577	16011	16031	7159	5353	7999	9025	9334	6023	16464	6133	5708	16766	6767	2118	3822	9425	9987	8970	6638	3379	7829	8824	14289	3889	7059	5888	7185	12900	3940	3884	12681	4495	19	11371	5505	2573
gene:PF3D7_0821800	8	976074	976644	+	571	2343	1624	2321	4614	1400	4627	1722	4225	3821	4765	3484	2112	2303	13168	9425	6125	5383	3601	5039	7844	4885	9066	5285	4173	4879	9291	2637	6042	5354	2297	5647	6117	815	1450	3491	3560	10592	7801	1710	3606	2369	3870	4706	3322	3142	3556	6746	3641	1660	4611	3933	6	3955	4975	3029
gene:PF3D7_0821900	8	977432	978188	-	757	27	25	62	145	24	116	93	680	401	444	420	22	19	284	196	706	630	113	129	241	643	1130	802	145	159	1393	114	692	1120	97	832	1219	26	65	404	373	1402	1068	32	80	840	1271	550	34	127	134	170	578	54	546	764	0	516	1011	382
gene:PF3D7_0822000	8	978798	980634	+	1837	81	57	100	155	59	136	96	617	289	661	687	54	73	452	314	1837	1518	129	145	258	501	1834	1060	167	115	2141	205	683	1188	245	881	1306	51	102	320	352	1856	1466	132	236	660	1067	1079	99	264	150	147	897	140	493	916	0	531	1116	710
gene:PF3D7_0822100	8	981018	981722	-	705	648	452	579	1362	611	1844	688	1221	1226	343	265	1272	1457	1862	1385	470	405	1018	1898	1735	1684	601	544	1311	1023	999	900	1971	743	855	2039	819	273	439	1041	1125	735	582	408	959	1074	1679	431	1132	1061	1106	1610	385	620	1481	605	6	1257	732	289
gene:PF3D7_0822200	8	982570	987696	+	5127	430	345	332	749	588	831	430	462	466	114	81	1396	1493	781	493	257	215	443	767	564	681	172	188	646	507	377	563	558	222	705	679	234	121	235	401	435	342	238	180	461	508	776	177	535	747	613	671	135	392	428	136	2	456	153	120
gene:PF3D7_0822300	8	988281	988763	-	483	824	559	771	1613	540	2146	887	1439	1037	610	472	1284	1386	1819	1383	897	697	1262	1905	1902	1150	1307	696	1628	1067	1742	1030	2023	1106	1160	2035	1332	322	570	938	998	1608	1203	510	1168	845	1444	637	1437	1326	1379	1430	747	682	1600	786	1	1367	1027	414
gene:PF3D7_0822400	8	990250	992608	+	2359	333	236	380	829	206	744	213	262	205	193	215	577	674	403	251	313	252	496	616	374	284	251	235	634	355	303	533	292	290	581	299	362	98	123	173	170	632	476	207	472	190	293	247	595	679	491	533	155	335	223	197	0	195	308	143
gene:PF3D7_0822500	8	992655	993965	-	1311	191	130	164	319	80	457	187	75	34	69	50	273	297	98	69	62	48	321	690	104	46	57	35	277	104	39	338	59	47	375	72	64	67	109	18	41	192	136	105	313	33	45	59	389	545	259	140	25	258	52	41	0	41	47	40
gene:PF3D7_0822600	8	997055	999529	+	2475	7419	4847	5146	10399	5160	11657	6570	2030	2705	8341	6350	12912	14457	5645	4109	8750	7837	9989	16606	4095	3780	10594	8555	12601	2701	12125	8405	2971	6200	8067	4002	6916	4042	7080	2329	2546	16174	11756	4570	11099	2878	4833	9573	12266	12464	11036	3973	5089	5322	2331	4525	15	2667	5557	6293
gene:PF3D7_0822700	8	1000981	1003755	-	2775	101	85	78	204	54	178	109	695	75	277	230	185	170	125	81	662	581	191	429	127	148	586	369	234	66	592	303	184	813	314	283	901	19	53	160	157	750	559	109	225	492	771	311	267	397	176	103	235	187	152	554	1	167	768	178
gene:PF3D7_0822800	8	1005836	1006810	+	975	852	616	816	1663	665	1630	846	1067	1224	870	661	1430	1532	1638	1136	1361	1193	1325	2282	1634	1538	1453	1103	1798	990	2170	1108	1704	1415	1145	1945	1560	443	738	994	1002	1915	1398	630	1365	1092	1800	953	1316	1517	1527	1359	818	717	1401	951	4	1254	1379	632
gene:PF3D7_0822900	8	1007777	1011307	-	3531	18345	13094	3659	7289	7412	12052	10083	93	242	13712	9647	8353	9445	127	107	2127	1920	5626	3584	502	208	923	4146	7348	353	478	11592	20	108	14041	36	153	18598	32339	241	232	15494	11589	10359	24836	150	286	10744	10183	15170	6255	489	201	7376	15	78	43	33	121	7331
gene:PF3D7_0823000	8	1012927	1017376	-	4450	354	217	266	564	278	887	332	657	663	1270	726	922	927	932	653	1204	1125	552	647	964	679	1396	1207	746	631	1903	577	1001	1127	559	1219	1218	227	315	650	698	2739	1971	246	505	795	1259	1332	515	584	562	826	708	356	732	805	1	811	969	916
gene:PF3D7_0823100	8	1018089	1019268	-	1180	1962	1332	1941	3865	1028	3525	1091	1952	1603	477	287	2738	3186	2311	1632	547	474	2403	2930	2420	2059	813	540	2441	1552	1340	1858	2371	585	2042	2341	687	457	802	1454	1426	1146	906	926	1993	1318	2120	402	2157	1844	2096	2115	575	1119	1905	410	4	1612	582	290
gene:PF3D7_0823200	8	1022629	1023846	-	1218	10199	6846	7322	14334	7520	19858	9849	5414	10180	7002	5830	11565	12560	10861	7806	7877	6826	11613	18736	10583	12744	8421	7606	15110	5930	11876	10660	10090	8114	9921	13466	8381	6867	11661	10118	10407	19799	14040	6073	13534	7468	12265	7057	13520	13819	13034	8665	4787	6831	8004	6314	26	8999	6610	4828
gene:PF3D7_0823300	8	1028752	1033514	+	4763	4678	3107	4777	9479	4000	12330	4960	6420	9876	10270	8173	6898	7975	15392	11379	11572	10349	9120	14376	16627	13721	15722	12022	11338	9705	19415	9126	16158	14010	9536	20578	15395	4682	7927	9688	10564	25314	18960	5256	12246	8757	14463	13515	10875	12152	9481	13814	8052	5763	12227	10151	12	13645	12228	9004
gene:PF3D7_0823400	8	1034417	1036428	+	2012	20	5	28	49	6	54	28	67	9	25	21	6	10	46	22	32	36	30	53	62	20	34	16	18	14	43	48	69	47	51	73	52	0	16	13	10	86	61	30	44	20	21	38	40	63	36	37	13	24	45	27	0	52	31	23
gene:PF3D7_0823500	8	1037100	1038608	-	1509	31	18	74	159	47	169	80	44	28	159	104	27	41	339	243	284	315	256	429	154	88	224	230	298	80	264	140	44	81	187	46	126	23	39	14	23	200	146	78	157	52	85	334	146	433	284	147	100	123	25	72	0	22	94	194
gene:PF3D7_0823600	8	1039907	1041211	-	1305	46	27	52	91	33	184	66	125	26	38	39	61	68	211	121	38	38	180	409	231	70	137	26	152	104	76	169	140	85	195	208	113	18	44	35	28	105	70	66	98	46	79	46	233	209	163	198	46	119	141	52	1	131	93	20
gene:PF3D7_0823700	8	1041832	1042327	-	496	263	160	274	495	195	910	199	741	813	336	308	226	209	2155	1551	553	435	447	862	1643	1323	929	494	684	1073	1117	218	1288	576	216	1228	591	62	135	687	697	1177	858	205	344	704	1052	424	340	327	596	1564	467	125	901	434	0	845	479	290
gene:PF3D7_0823800	8	1043813	1045780	+	1968	895	607	773	1698	872	2035	640	1451	2016	4813	3446	367	348	7879	5624	6583	5752	1277	1571	3434	2372	8361	5047	1845	2544	8538	1086	3361	6058	1384	3808	7252	344	591	1580	1732	13744	10268	620	1467	1599	2949	6497	1432	1576	1613	3569	3585	695	2627	4430	3	2471	5635	4329
gene:PF3D7_0823900	8	1047551	1048507	+	957	151	96	175	339	86	302	193	1256	1392	1637	1251	165	184	1416	1093	2342	2012	266	301	1413	2126	3124	2427	366	728	4019	282	2018	2278	244	2331	2412	128	238	1176	1251	4205	2995	160	309	1894	3054	2086	142	335	298	1043	1718	183	1618	1736	0	1605	1976	1458
gene:PF3D7_0824000	8	1049282	1051705	-	2424	103	94	57	160	46	114	155	90	21	132	122	59	44	125	78	222	209	82	48	42	70	214	204	107	28	220	307	27	283	322	46	377	69	110	34	36	399	328	101	253	103	162	193	128	172	97	33	113	228	33	199	0	27	296	128
gene:PF3D7_0824100	8	1052771	1053991	+	1221	139	99	75	124	71	94	133	597	285	194	110	57	62	392	276	267	205	104	82	239	395	259	234	182	94	508	328	591	433	306	704	447	62	110	254	235	325	242	80	179	386	700	218	105	175	137	138	207	220	441	283	1	463	356	148
gene:PF3D7_0824200	8	1055135	1059003	+	3869	105	52	115	233	61	203	135	1440	791	1241	960	87	102	603	402	1874	1697	194	213	579	1189	2233	1932	265	299	3284	227	1605	2363	260	1995	2412	72	133	630	744	4103	2855	54	169	1497	2531	1540	104	296	247	395	1351	144	1232	1603	1	1245	2047	1049
gene:PF3D7_0824300	8	1059246	1061567	-	2322	129	126	105	221	110	168	192	395	135	1911	1206	70	99	118	121	1453	1243	131	125	144	237	1428	1331	192	74	1586	333	267	1282	410	351	1552	139	212	127	128	4238	3132	78	212	430	682	1609	85	275	138	103	697	207	199	960	0	205	1249	1113
gene:PF3D7_0824400	8	1062304	1064061	-	1758	423	237	370	649	214	969	355	7645	3955	3209	1928	731	869	6001	4187	3905	3398	530	539	6270	5477	5655	3464	688	2657	7620	550	8721	5116	691	9255	5577	236	426	4036	4170	7373	5336	201	424	4455	7459	2986	288	513	570	3694	2970	401	6506	3588	1	6290	4554	1970
gene:PF3D7_0824500	8	1066154	1067472	+	1319	95	48	85	241	55	245	121	2598	1571	772	791	213	193	2899	2051	1668	1394	165	170	2448	2110	1847	938	249	1072	2855	245	4031	1635	252	4481	1647	66	105	1644	1713	1550	986	76	168	1635	2669	897	90	209	225	1450	1149	134	3101	1168	0	2947	1366	630
gene:PF3D7_0824600	8	1068563	1069902	+	1340	1576	1024	1496	3036	1400	2895	1485	1201	1502	870	573	2160	2284	2312	1659	1101	1010	2180	3505	1907	1973	1469	897	3362	1347	1835	1755	2051	871	1697	2160	1053	574	1054	1241	1236	1924	1453	949	2291	1266	2072	959	2794	2943	2794	1903	737	1063	1537	736	2	1402	823	654
gene:PF3D7_0824700	8	1070988	1074417	+	3430	101	79	62	146	59	184	128	128	55	2010	1438	54	43	29	35	2768	2445	103	89	60	94	2896	1793	155	31	3099	126	71	2189	184	69	2636	83	185	86	70	5222	3806	82	196	235	388	2046	88	184	141	50	1289	86	44	1590	0	53	2162	1315
gene:PF3D7_0824800	8	1075800	1079630	+	3831	2832	1930	2499	5106	2790	6702	2451	3300	2871	3536	2917	5139	5802	4928	3540	4341	3878	4301	6950	4781	4522	5694	4042	5894	3200	6264	4096	5471	4231	4906	6257	4928	1320	2241	2754	2965	9659	7078	1844	4413	3079	5093	4664	6000	6162	4988	4350	2687	2589	4153	3099	8	4252	4022	3096
gene:PF3D7_0824900	8	1080055	1082991	-	2937	2195	1532	1945	3980	3177	4970	1973	2062	2309	628	445	3333	3722	4101	2924	912	803	2635	4551	3027	3820	753	792	4011	2002	1364	3011	3584	1205	3306	3908	1356	965	1675	2105	2334	1750	1276	1636	4046	2158	3636	726	4269	4724	3384	2888	572	1875	2586	939	5	2590	1209	468
gene:PF3D7_0825000	8	1086048	1091248	+	5201	937	600	470	964	385	873	520	802	603	3936	2635	997	1069	1035	749	5155	4624	652	510	880	1077	4452	2829	755	462	5456	789	945	2912	1041	1263	3429	379	687	671	662	7259	5466	394	945	1132	1864	3895	687	995	710	640	2259	478	669	2088	0	733	2767	2529
gene:PF3D7_0825100	8	1091998	1093221	+	1224	2	0	11	29	2	6	1	4	3	2	5	3	4	3	2	14	2	5	6	3	4	3	0	2	0	1	7	1	0	3	0	3	0	1	0	2	6	5	2	5	4	6	7	3	7	3	3	2	6	0	5	0	1	2	0
gene:PF3D7_0825200	8	1093690	1094489	+	800	112	65	84	191	70	144	158	306	152	1885	1587	42	48	88	78	1440	1276	136	133	134	327	2351	1632	181	50	2486	153	233	1675	194	235	1843	111	180	152	143	4286	3017	111	180	409	672	1887	73	200	157	93	964	106	201	1183	0	176	1591	1251
gene:PF3D7_0825300	8	1095116	1095562	-	447	98	56	66	136	42	180	81	320	290	652	701	68	93	502	343	902	758	126	118	288	407	933	708	143	190	1094	205	449	787	211	483	872	42	87	226	239	1830	1346	64	119	340	545	840	76	183	152	251	442	131	336	592	1	302	728	560
gene:PF3D7_0825400	8	1096423	1097363	+	941	71	50	120	249	53	192	132	318	215	622	583	78	92	406	273	809	663	175	283	254	347	1195	813	270	131	1436	173	328	766	175	343	861	52	79	182	175	1372	969	70	170	333	555	725	106	235	219	207	565	119	233	576	0	231	759	490
gene:PF3D7_0825500	8	1098484	1100376	+	1893	4250	2900	3602	7623	3091	8951	3414	2878	3326	681	549	6203	6899	4840	3537	1029	1006	5370	8301	5033	4811	1530	1077	7006	3030	2278	4714	5287	1560	5344	5816	1756	1632	2717	2958	3205	1562	1152	2575	6223	2802	4647	1080	8442	8220	5910	4353	1069	3159	4057	1098	13	3879	1346	715
gene:PF3D7_0825600	8	1100816	1101073	-	258	77	49	97	188	46	221	116	141	58	281	243	96	142	141	116	526	450	180	257	75	115	340	327	214	47	517	204	80	556	207	104	597	35	52	78	72	928	617	54	144	142	225	408	211	245	160	73	169	100	64	394	2	79	489	240
gene:PF3D7_0825700	8	1101887	1102804	-	918	16	6	81	161	2	16	4	9	4	18	14	11	7	14	11	14	9	15	15	9	28	27	27	3	8	16	106	0	14	114	3	12	1	5	1	3	51	53	10	26	3	7	22	15	54	7	11	12	65	1	7	1	1	6	15
gene:PF3D7_0825800	8	1103768	1105108	+	1341	27	8	158	251	3	32	16	13	20	28	33	17	24	48	18	60	43	13	37	30	64	60	61	29	21	63	202	3	43	157	8	47	3	6	5	9	141	91	21	57	32	45	77	29	103	28	11	15	115	1	30	2	3	47	47
gene:PF3D7_0825900	8	1106048	1107961	+	1914	6	4	155	324	6	52	19	98	98	53	47	20	31	57	32	48	31	19	36	91	213	76	48	35	46	83	417	186	46	366	217	61	6	9	85	76	96	87	15	68	108	186	91	17	107	16	77	35	276	112	28	0	131	52	55
gene:PF3D7_0826000	8	1109276	1112794	+	3519	45	24	62	120	23	108	49	1345	894	200	138	25	26	1265	880	352	278	89	64	1247	1264	359	312	111	530	689	163	2261	483	171	2657	625	19	55	859	916	436	313	30	80	948	1684	292	35	146	94	693	312	110	1710	364	0	1770	454	185
gene:PF3D7_0826100	8	1113369	1139144	-	25776	13197	9375	11760	24272	14044	26317	13313	8831	21932	7124	8883	26535	30492	29745	21702	22140	19487	22411	25582	30545	28378	19915	18440	28502	18805	29500	21076	25249	18876	24767	34151	23203	8673	14960	19492	20699	19945	14580	13092	31253	22494	37416	12348	31710	37712	24188	26122	12105	13407	19428	13565	52	22539	18660	8139
gene:PF3D7_0826200	8	1142499	1144307	-	1809	75	48	74	149	38	91	71	32	27	745	584	25	45	79	52	425	428	86	65	69	54	980	591	91	41	832	168	19	509	182	30	666	38	81	25	25	1886	1327	48	117	40	76	904	52	170	91	48	331	87	15	354	1	31	529	600
gene:PF3D7_0826300	8	1146167	1147504	+	1338	177	114	154	364	122	304	218	606	576	2317	2154	90	81	493	366	2402	2109	234	180	432	1098	3578	3356	349	203	4219	504	685	3001	503	910	3463	157	267	597	624	6376	4657	147	358	1027	1665	2831	159	455	281	327	1710	299	497	2213	1	557	2772	1915
gene:PF3D7_0826400	8	1148010	1149830	-	1821	202	189	89	184	78	210	154	277	47	2800	1355	123	114	53	40	2523	2124	148	125	78	95	2578	1344	202	27	2396	204	62	941	264	117	1139	112	214	69	62	4590	3349	104	237	185	275	2023	124	232	153	39	960	129	52	659	0	69	887	1336
gene:PF3D7_0826500	8	1152302	1156282	+	3981	2659	1743	2245	4549	1898	5832	2045	2583	2433	6840	4284	5840	6476	4444	3232	7386	6501	4560	6668	3991	4024	10630	7383	5651	2739	12551	3609	3376	5940	3851	4260	6944	1331	2222	2262	2467	14771	10774	1768	4043	3130	5311	8177	4220	4697	4854	3916	5180	2268	2608	4402	16	2820	5366	5489
gene:PF3D7_0826600	8	1157321	1158151	-	831	84	76	88	154	41	233	102	740	790	996	686	89	64	1257	879	971	870	172	450	1278	1207	695	655	167	711	1049	318	1725	658	396	1806	791	83	115	751	706	1789	1344	74	167	858	1435	789	265	367	163	975	441	165	1291	464	0	1203	573	516
gene:PF3D7_0826700	8	1160164	1161708	-	1545	14717	9890	13521	26693	12314	37522	15185	25302	33842	8631	6607	23170	25887	36615	25570	11926	10535	23262	40768	43911	46715	20261	17057	29479	26343	30210	20730	46729	23094	18628	54400	24414	8474	14391	27100	28950	25326	18112	11044	26566	26195	43889	11885	24289	20389	25075	37079	12416	13277	36614	16809	30	36316	19397	8045
gene:PF3D7_0826900	8	1164655	1167205	+	2551	255	197	261	498	142	592	307	1648	333	3443	2702	158	159	463	342	2508	2313	552	903	749	551	4942	3882	502	230	5914	773	1125	4261	1040	1278	4737	207	322	401	484	9233	6703	308	692	977	1628	3773	588	897	479	344	2520	485	840	2954	1	819	4000	2427
gene:PF3D7_0827000	8	1167579	1171448	-	3870	6437	4483	5778	11878	7228	14270	6697	7853	9385	2444	2263	9904	11650	13027	9635	4754	4105	9550	13342	13814	13521	5195	4166	12878	8414	8035	10164	15885	5854	10953	17936	6455	3340	5412	8528	9093	6623	4996	4667	11400	8182	13568	3638	15129	14345	11385	12357	3287	6257	12112	3982	27	11966	5207	2414
gene:PF3D7_0827100	8	1172394	1176587	+	4194	343	237	302	641	218	1175	388	1601	1393	1900	1489	446	481	2562	1783	2432	2071	620	657	2228	1875	2629	1974	747	1190	3471	929	3207	2355	1008	3917	2600	281	480	1439	1376	4997	3759	263	682	1608	2607	2215	468	686	596	1757	1489	592	2403	1619	3	2581	2193	1430
gene:PF3D7_0827200	8	1177310	1180324	+	3015	38	16	91	201	6	44	22	43	18	119	82	9	19	40	22	64	65	16	24	43	70	156	109	10	21	105	106	40	81	139	60	93	6	19	14	21	309	233	31	90	19	48	118	36	66	9	21	44	72	38	49	0	53	83	81
gene:PF3D7_0827300	8	1181295	1183796	+	2502	2189	1448	1798	3801	2015	4320	1672	1341	1697	1187	790	3963	4479	2318	1613	1704	1449	2559	3496	2260	2999	1602	1653	3545	1575	2487	2343	2493	1916	2806	2800	2254	934	1583	1554	1762	3046	2222	1147	2896	1784	2960	1285	3854	3743	2880	2080	1009	1591	1920	1431	2	1898	1841	858
gene:PF3D7_0827400	8	1184595	1185251	+	657	56	50	52	114	20	154	77	94	21	179	133	127	126	75	63	123	119	101	239	79	39	143	84	114	27	100	227	55	89	230	69	120	30	48	18	24	528	377	42	101	20	35	172	163	197	68	38	48	126	51	64	0	51	80	103
gene:PF3D7_0827500	8	1186175	1187125	+	951	170	117	134	222	93	262	196	688	278	2674	2130	99	102	399	258	3191	2847	192	171	257	469	3588	2476	239	111	3865	327	444	2805	391	534	3075	122	248	267	299	6952	5211	136	260	650	1107	2881	187	405	238	169	1721	206	369	1988	0	390	2482	1888
gene:PF3D7_0827600	8	1187623	1192925	-	5303	289	214	203	445	207	520	441	2656	1370	4637	3921	203	240	1580	1207	6427	5675	389	272	1257	2029	9212	6404	512	536	9432	683	2912	6669	827	3607	7652	313	566	1439	1473	13386	10009	276	683	2351	3942	6626	289	762	506	768	4050	395	2200	4884	0	2298	6068	4452
gene:PF3D7_0827700	8	1193847	1196678	-	2832	6	3	10	21	0	18	6	15	6	12	7	8	0	6	3	3	6	0	1	3	3	11	7	1	1	7	18	2	8	18	6	16	3	5	0	1	40	32	13	19	2	6	4	3	12	1	2	3	7	2	8	0	1	10	2
gene:PF3D7_0827800	8	1198858	1206057	+	7200	3864	2822	3246	6674	3231	8802	3203	1660	1831	8674	7073	3202	3672	4949	3676	11595	10083	5786	6864	2408	2703	10450	8548	6918	1816	12044	4888	1629	6961	5936	2183	8383	2146	3472	1661	1774	18517	13180	2712	6583	2822	4725	10342	6611	6909	5956	2615	5109	3218	1325	5092	16	1488	6520	6832
gene:PF3D7_0827900	8	1206788	1208394	-	1607	5185	3393	4778	9213	4170	13936	5730	10084	15058	24857	20760	4386	4936	15775	11307	27435	24427	8425	12293	15667	20953	38676	36678	11166	9414	49032	7747	19907	31926	7602	22903	34585	3871	6596	13226	14205	63631	45161	4656	11141	15793	26760	29109	8349	9168	9353	13282	20583	4954	15385	23946	19	14900	27849	19544
gene:PF3D7_0828000	8	1210692	1211860	+	1169	21	17	22	43	5	54	18	17	11	66	70	8	6	12	21	53	47	21	21	14	33	115	167	14	29	123	34	6	198	38	19	236	9	18	9	20	231	157	16	33	44	58	89	6	43	8	29	68	23	13	153	0	5	190	79
gene:PF3D7_0828100	8	1212337	1215630	-	3294	57	40	106	226	51	177	90	1429	1003	771	553	123	161	1703	1237	1048	915	217	168	1333	1412	931	1003	304	681	1422	151	1907	1001	182	2126	1102	44	90	847	941	1677	1311	41	122	1333	2127	899	76	235	234	920	587	100	1412	695	1	1345	905	650
gene:PF3D7_0828200	8	1216271	1220716	+	4446	404	270	284	614	188	649	466	3541	3441	2651	2325	417	393	5156	3554	4810	4399	546	453	3914	5218	5508	3969	698	2027	6465	827	6454	4082	981	7840	4647	297	494	3174	3300	7217	5326	249	750	3972	6640	3954	354	987	582	2870	2633	545	4985	2960	1	5229	3731	2581
gene:PF3D7_0828300	8	1221025	1222683	-	1659	585	400	317	680	291	1226	593	1769	1664	3530	2518	1141	1305	2400	1764	4330	3904	531	545	1875	2500	4411	3933	637	1025	5151	1074	3068	3718	1301	3165	4330	395	654	1690	1614	7220	5140	477	1263	1959	3456	3748	532	819	597	1510	2187	765	2192	2696	1	2193	3511	2459
gene:PF3D7_0828400	8	1224094	1225863	-	1770	58	32	42	84	29	78	71	410	151	893	641	36	21	187	163	891	771	60	73	170	219	1611	967	94	80	1763	102	347	819	122	413	870	59	83	150	179	2276	1628	55	108	345	538	1091	55	136	74	118	698	74	264	592	1	240	727	697
gene:PF3D7_0828500	8	1226750	1228409	-	1660	223	155	146	223	116	301	214	634	246	3944	2688	97	121	168	102	3839	3444	223	194	194	492	4240	3630	324	114	4689	403	408	3396	430	505	4021	199	331	278	284	9461	6831	160	300	839	1287	3556	140	404	279	174	1885	248	306	2420	1	306	3183	2388
gene:PF3D7_0828600	8	1229899	1232132	-	2234	834	593	207	396	284	575	526	100	59	7344	3175	242	286	26	24	2190	1756	281	258	73	57	1568	1905	405	65	1237	887	42	763	999	22	980	667	1206	45	43	8314	6035	391	963	61	81	3712	322	667	281	74	498	611	18	542	1	17	766	2363
gene:PF3D7_0828700	8	1233372	1236473	+	3102	477	304	146	345	210	398	270	26	16	3435	2017	215	194	26	23	1450	1357	185	113	72	51	970	1098	198	30	875	778	21	467	1025	22	595	259	443	18	22	4491	3363	232	629	28	46	2383	245	549	186	42	319	483	12	356	4	12	460	1604
