Geneid	Chr	Start	End	Strand	Length	SRR5298122	SRR5298123	SRR5298124	SRR5298125	SRR5298126	SRR5298127	SRR5298128	SRR5298129	SRR5298130	SRR5298131	SRR5298132	SRR5298133	SRR5298134	SRR5298135
gene:PVX_090960	9	129288	131925	-	2638	1089	1205	2916	3252	838	912	1903	2120	836	907	709	736	58	69
gene:PVX_090965	9	135191	136726	+	1536	648	684	1295	1341	430	481	948	1049	484	524	430	468	16	23
gene:PVX_090970	9	137941	140849	+	2909	753	1011	2175	2752	607	779	1450	1801	643	756	500	628	43	47
gene:PVX_090975	9	144277	145918	-	1642	719	798	1207	1462	488	555	889	1036	556	636	379	509	45	40
gene:PVX_090980	9	146508	148431	+	1924	679	792	1866	2137	502	579	1259	1485	526	610	454	508	22	31
gene:PVX_090985	9	149202	151508	+	2307	908	1002	2068	2253	682	722	1416	1510	738	769	677	674	29	154
gene:PVX_090990	9	151793	154623	-	2831	1072	1016	2047	2171	771	761	1243	1395	779	864	716	720	41	44
gene:PVX_090995	9	155339	156087	+	749	270	357	972	1109	219	268	577	748	208	268	167	217	6	8
gene:PVX_091000	9	156322	161365	-	5044	1883	2064	2545	2814	1388	1521	1823	1937	1504	1620	1320	1346	61	77
gene:PVX_091005	9	162293	166437	+	4145	1585	1662	2993	3173	1136	1221	1968	2233	1262	1321	1054	1154	50	86
gene:PVX_091010	9	166681	169950	-	3270	1234	1369	1578	1818	952	1078	1049	1217	1101	1165	859	907	37	67
gene:PVX_091015	9	170971	176255	+	5285	1745	2003	4090	4814	1286	1551	2920	3294	1428	1550	1199	1278	103	132
gene:PVX_091020	9	176825	177463	+	639	227	271	685	909	147	196	483	599	170	218	141	177	4	6
gene:PVX_091025	9	179286	180121	+	836	297	389	811	1117	207	284	550	730	234	301	191	252	11	23
gene:PVX_091030	9	182908	186632	+	3725	1220	1359	3334	3828	898	1008	2451	2831	975	1060	784	891	132	77
gene:PVX_091032	9	188161	188979	+	819	324	345	709	790	191	264	544	598	259	271	202	244	18	14
gene:PVX_091035	9	189803	191514	+	1712	521	598	983	1209	361	447	603	693	449	481	371	465	27	34
gene:PVX_091040	9	192117	204136	-	12020	4212	4789	5243	6058	3042	3460	3315	3600	3450	3846	2926	3239	82	249
gene:PVX_091045	9	210854	211906	-	1053	454	532	1252	1395	371	393	899	997	388	428	329	323	15	45
gene:PVX_091050	9	213379	214915	-	1537	555	693	1595	1720	424	456	1110	1269	468	495	329	419	12	21
gene:PVX_091055	9	215326	218526	-	3201	1274	1429	3452	4037	992	1224	2317	2670	1011	1159	898	1090	40	66
gene:PVX_091060	9	220600	222712	+	2113	929	972	2171	2495	728	729	1564	1677	732	801	610	649	26	49
gene:PVX_091065	9	223664	229908	-	6245	1878	2160	2795	3254	1471	1597	2011	2342	1609	1715	1298	1478	65	123
gene:PVX_091075	9	240149	245863	-	5715	2153	2494	3694	3992	1617	1772	2562	2901	1701	2015	1504	1640	86	110
gene:PVX_091080	9	249481	252053	+	2573	998	1157	2975	3413	714	871	1867	2185	869	899	684	749	49	75
gene:PVX_091085	9	253937	256543	+	2607	770	914	2141	2276	613	653	1440	1634	667	742	500	570	30	31
gene:PVX_091090	9	257569	258539	+	971	400	403	1159	1377	301	305	771	867	287	350	265	287	12	17
gene:PVX_091095	9	261138	262490	+	1353	142	158	386	415	114	120	305	334	137	137	106	126	7	17
gene:PVX_091100	9	263658	265332	+	1675	541	617	1325	1631	369	481	919	1132	396	489	343	381	9	19
gene:PVX_091105	9	266688	268111	-	1424	591	644	1567	1850	430	458	1126	1347	401	511	375	458	25	35
gene:PVX_091110	9	269997	271646	-	1650	736	902	1838	2181	609	702	1175	1479	607	733	556	598	20	52
gene:PVX_091115	9	274651	275689	+	1039	407	425	1268	1454	289	344	821	914	293	339	227	302	18	18
gene:PVX_091120	9	275971	277396	+	1426	651	652	1937	1998	487	541	1323	1385	511	540	405	454	17	17
gene:PVX_091135	9	279221	286008	-	6788	2313	2707	4768	5625	1677	1924	3292	3769	1867	2119	1502	1625	332	155
gene:PVX_091140	9	287289	291487	-	4199	1640	1831	3969	4454	1257	1427	2690	3121	1273	1399	1024	1173	137	72
gene:PVX_091145	9	294070	295484	+	1415	603	665	1500	1793	433	542	1049	1169	472	518	375	427	16	41
gene:PVX_091150	9	295641	296972	+	1332	592	586	1518	1771	367	438	1039	1166	390	422	406	395	16	27
gene:PVX_091155	9	297771	299864	+	2094	944	992	2498	2895	764	840	1632	1821	785	845	593	659	20	35
gene:PVX_091160	9	301506	306199	+	4694	1921	2068	3539	3866	1328	1542	2513	2689	1502	1548	1239	1348	59	103
gene:PVX_091165	9	306718	307224	-	507	196	245	498	628	155	170	361	459	127	150	135	164	2	8
gene:PVX_091170	9	313394	318846	+	5453	1775	2063	3427	3935	1300	1476	2552	2696	1528	1664	1136	1359	62	129
gene:PVX_091175	9	321985	325264	+	3280	1336	1373	2354	2630	948	1056	1577	1748	1079	1121	924	1029	34	85
gene:PVX_091180	9	325717	327576	-	1860	685	784	1202	1550	537	546	761	963	560	668	415	526	26	35
gene:PVX_091185	9	328346	329846	+	1501	573	675	1624	1770	459	488	1177	1300	481	496	418	474	24	34
gene:PVX_091190	9	330295	331960	-	1666	555	569	1176	1268	392	436	830	925	460	442	361	425	10	44
gene:PVX_091195	9	331966	334125	-	2160	886	995	2145	2543	707	811	1512	1687	693	787	595	658	60	46
gene:PVX_091200	9	335592	337109	+	1518	574	602	1592	1708	434	477	1097	1199	448	477	331	412	15	30
gene:PVX_091205	9	337323	338661	-	1339	645	690	1705	1961	475	517	1151	1160	420	486	374	403	18	42
gene:PVX_091210	9	340534	342436	-	1903	844	914	2252	2412	629	653	1538	1692	609	659	555	594	20	40
gene:PVX_091215	9	343233	344150	-	918	384	466	1192	1460	305	408	784	926	368	341	289	293	15	28
gene:PVX_091220	9	345268	345834	-	567	318	386	913	1009	243	262	600	681	207	261	198	228	11	12
gene:PVX_091225	9	345937	346963	-	1027	361	435	1179	1423	306	323	772	1003	295	380	284	315	3	21
gene:PVX_091230	9	350102	352948	+	2847	1065	1091	1546	1682	735	850	1104	1286	856	948	718	765	38	61
gene:PVX_091235	9	353255	355919	-	2665	1037	1134	2802	3077	772	864	1905	2217	845	923	739	750	20	48
gene:PVX_091240	9	356810	357953	+	1144	433	516	1204	1486	344	414	896	1006	331	400	286	336	14	33
gene:PVX_091245	9	358668	360378	+	1711	680	713	1752	2031	523	555	1172	1216	469	558	415	436	13	27
gene:PVX_091250	9	360596	361929	+	1334	603	646	1517	1746	476	552	953	1105	456	538	461	478	23	25
gene:PVX_091255	9	363441	370763	+	7323	2690	2946	4652	5275	2010	2304	3225	3554	2118	2286	1733	1963	59	158
gene:PVX_091260	9	372211	373278	+	1068	519	552	1145	1379	368	390	773	879	349	390	307	322	15	15
gene:PVX_091265	9	373549	376498	-	2950	1230	1310	3329	3797	829	1029	2269	2562	1012	1074	786	806	27	91
gene:PVX_091270	9	377585	378553	+	969	334	396	847	987	250	302	644	645	255	284	250	272	11	13
gene:PVX_091275	9	379330	380904	+	1575	565	650	1399	1697	435	543	975	1119	455	495	422	464	16	32
gene:PVX_091280	9	381147	383350	-	2204	916	954	2177	2401	711	777	1417	1531	693	777	542	648	37	49
gene:PVX_091285	9	384454	388648	+	4195	1737	1887	4543	5045	1349	1588	2931	3272	1377	1477	1162	1256	68	91
gene:PVX_091290	9	389639	390862	+	1224	633	686	1640	1776	482	508	1038	1188	463	473	374	411	23	29
gene:PVX_091295	9	392135	392978	-	844	328	399	849	957	245	315	524	639	240	327	201	258	13	21
gene:PVX_091300	9	395589	414129	+	18541	8065	8577	7209	7431	6071	6438	4805	4983	6403	6710	5427	5737	263	421
gene:PVX_091305	9	414609	415346	-	738	273	307	515	622	237	250	365	389	232	287	189	215	6	13
gene:PVX_091310	9	423280	424314	+	1035	486	520	1553	1771	377	424	1099	1198	405	440	345	357	19	33
gene:PVX_091315	9	425103	427146	-	2044	666	814	1902	2375	472	563	1262	1603	585	674	484	533	17	27
gene:PVX_091320	9	428523	430664	+	2142	833	907	1970	2306	593	755	1458	1671	670	796	610	641	18	39
gene:PVX_091325	9	431896	433038	+	1143	513	536	1474	1617	370	456	1033	1095	404	455	363	425	15	24
gene:PVX_091330	9	433440	434866	+	1427	651	703	1648	1738	475	510	1150	1176	527	540	398	443	27	39
gene:PVX_091335	9	435964	438201	-	2238	1048	1066	2418	2785	787	940	1720	1837	772	845	677	746	18	56
gene:PVX_091340	9	440196	441923	-	1728	683	714	1467	1676	425	539	1070	1125	514	550	470	532	24	34
gene:PVX_091345	9	444541	445735	+	1195	436	493	1342	1530	326	375	920	1057	337	466	308	328	22	23
gene:PVX_091350	9	446970	448860	+	1891	759	793	2210	2323	588	656	1392	1597	623	618	455	525	29	52
gene:PVX_091355	9	449909	453429	-	3521	1165	1298	2935	3441	830	978	2142	2648	997	1118	717	902	35	62
gene:PVX_091360	9	455072	457117	-	2046	765	821	1735	1974	552	610	1144	1284	615	680	577	607	21	49
gene:PVX_091365	9	457636	459061	+	1426	560	670	1193	1430	452	502	810	956	467	533	401	446	10	25
gene:PVX_091370	9	460248	461381	+	1134	480	545	895	1014	336	421	676	735	333	412	287	328	12	27
gene:PVX_091375	9	464895	468816	+	3922	1347	1620	2654	3129	952	1188	1893	2132	1059	1265	969	1069	90	129
gene:PVX_091380	9	468641	471593	-	2953	954	1177	2306	2791	720	865	1700	2052	718	925	632	757	32	45
gene:PVX_091385	9	472684	480087	+	7404	2545	2738	3547	4015	1841	2177	2498	2739	2093	2362	1665	1898	77	124
gene:PVX_091390	9	480350	481751	+	1402	504	606	1645	1694	341	408	1068	1215	396	449	331	371	10	39
gene:PVX_091395	9	482365	484367	-	2003	619	808	1421	1870	524	632	1068	1322	500	601	467	486	49	119
gene:PVX_091400	9	487596	491504	+	3909	1235	1390	2357	2954	961	1056	1732	2047	1009	1204	853	1015	36	68
gene:PVX_091405	9	492204	493658	-	1455	635	708	1292	1560	489	558	916	988	509	572	429	445	11	39
gene:PVX_091410	9	496561	498048	-	1488	678	698	1921	2151	435	527	1307	1468	480	570	423	529	16	51
gene:PVX_091415	9	499668	501806	-	2139	905	972	2361	2643	676	763	1698	1829	680	695	602	678	38	52
gene:PVX_091420	9	504652	505606	+	955	307	346	907	1035	217	297	611	732	247	288	213	228	8	23
gene:PVX_091425	9	505950	507379	-	1430	602	691	1836	2073	452	540	1236	1416	480	536	442	483	26	38
gene:PVX_091430	9	510684	512946	+	2263	767	851	1541	1786	471	548	1039	1143	530	667	445	491	41	37
gene:PVX_091435	9	514245	522681	-	8437	2896	3274	6192	7141	2243	2595	4011	4561	2431	2731	2027	2201	161	170
gene:PVX_091440	9	525012	526635	-	1624	582	592	1613	1784	414	442	1159	1251	448	516	338	407	14	32
gene:PVX_091445	9	527745	529327	+	1583	523	527	1173	1284	362	443	760	901	380	477	360	408	11	33
gene:PVX_091450	9	529330	531215	-	1886	531	645	1323	1571	336	477	838	998	420	481	293	368	11	24
gene:PVX_091455	9	533813	535168	+	1356	542	543	1354	1524	368	384	949	1035	438	461	340	381	11	27
gene:PVX_091460	9	535840	538459	-	2620	989	1077	1455	1584	798	775	1010	1090	837	864	681	743	31	47
gene:PVX_091465	9	539598	541670	-	2073	873	905	2270	2579	588	645	1730	1898	642	717	501	551	322	38
gene:PVX_091470	9	545689	548926	-	3238	1225	1412	1755	2267	955	1057	1293	1645	924	1110	825	959	30	74
gene:PVX_091475	9	553348	555593	-	2246	775	873	2348	2830	580	684	1721	1888	641	653	456	557	19	54
gene:PVX_091480	9	556998	560776	-	3779	1094	1145	1871	2304	734	860	1517	1631	859	937	719	762	45	48
gene:PVX_091485	9	562073	564146	+	2074	671	743	1645	1871	483	579	1077	1228	536	596	421	510	16	34
gene:PVX_091490	9	565069	569769	+	4701	1801	1933	4871	5249	1453	1566	3402	3759	1494	1626	1265	1411	50	91
gene:PVX_091495	9	571517	571903	+	387	90	178	246	421	87	117	181	274	79	127	57	96	6	8
gene:PVX_091500	9	574246	575349	+	1104	314	420	1117	1286	239	301	814	915	262	343	243	257	31	14
gene:PVX_091505	9	575712	577247	-	1536	576	663	1628	1911	438	463	1110	1221	452	528	399	474	25	32
gene:PVX_091510	9	577832	580610	+	2779	946	1060	2313	2774	683	769	1630	1773	789	850	615	693	58	82
gene:PVX_091515	9	580205	581025	-	821	275	294	659	859	148	209	415	534	196	234	153	207	15	19
gene:PVX_091520	9	582771	583037	-	267	107	149	352	352	94	109	198	235	75	112	86	95	3	11
gene:PVX_091525	9	584822	587594	-	2773	1097	1073	2079	2350	740	882	1520	1677	906	940	750	767	33	61
gene:PVX_091530	9	588308	592618	+	4311	1367	1527	2372	2708	963	1112	1659	2003	1053	1211	917	1066	43	59
gene:PVX_091535	9	593694	594591	-	898	381	426	1120	1290	326	391	795	841	304	381	284	266	9	15
gene:PVX_091540	9	597225	597970	+	746	230	250	717	828	184	219	478	634	179	240	186	175	9	17
gene:PVX_091545	9	598619	601393	-	2775	1065	1260	2352	2766	757	930	1674	1939	823	973	711	813	24	68
gene:PVX_091550	9	603475	608044	+	4570	1828	1992	3651	3831	1382	1504	2405	2708	1458	1615	1213	1331	149	92
gene:PVX_091555	9	608716	609627	-	912	376	402	756	909	276	291	521	575	300	339	253	293	6	23
gene:PVX_091560	9	611931	614187	+	2257	846	933	2209	2418	668	749	1554	1627	744	779	594	642	41	36
gene:PVX_091565	9	614356	616245	-	1890	720	843	1636	1914	597	631	1074	1128	614	655	558	606	22	36
gene:PVX_091570	9	617942	622424	-	4483	1610	1792	3332	3774	1099	1315	2602	2763	1404	1474	1126	1211	57	98
gene:PVX_091575	9	623669	625710	-	2042	718	812	1778	1900	514	603	1214	1320	575	598	470	470	26	47
gene:PVX_091580	9	626149	628037	+	1889	550	661	1472	1776	438	517	903	1138	469	504	384	433	14	52
gene:PVX_091585	9	628205	629751	-	1547	533	672	1781	2079	463	569	1229	1524	475	612	380	431	11	43
gene:PVX_091590	9	630032	632353	+	2322	792	894	2508	2745	639	705	1586	1804	610	725	563	661	19	28
gene:PVX_091595	9	632406	633476	-	1071	378	506	1252	1592	300	392	882	1062	290	384	278	339	9	22
gene:PVX_091600	9	634134	635451	-	1318	568	624	1451	1759	423	466	1036	1159	444	487	389	414	9	50
gene:PVX_091605	9	637966	643941	+	5976	1887	2127	2500	2852	1325	1535	1680	1951	1580	1723	1253	1487	46	107
gene:PVX_091610	9	645201	646996	+	1796	601	663	1492	1639	446	484	1041	1124	514	532	432	443	26	42
gene:PVX_091615	9	647681	650533	-	2853	1044	1149	1723	1840	799	882	1309	1443	928	921	766	727	45	157
gene:PVX_091620	9	654624	656660	+	2037	567	616	2044	2236	427	428	1311	1465	460	514	351	420	12	34
gene:PVX_091625	9	657690	658316	-	627	212	250	589	664	152	147	398	411	206	204	176	160	5	9
gene:PVX_091630	9	659985	664832	+	4848	1494	1651	3038	3440	1165	1268	2077	2380	1267	1410	1015	1151	34	105
gene:PVX_091635	9	667204	671886	+	4683	1470	1744	4338	5434	1100	1453	2835	3520	1137	1405	1088	1271	53	133
gene:PVX_091640	9	672581	674659	+	2079	711	798	2103	2381	540	587	1267	1421	605	633	516	507	15	27
gene:PVX_091645	9	676240	676710	+	471	146	217	545	695	138	153	412	471	130	153	106	125	12	7
gene:PVX_091650	9	677903	679553	+	1651	638	700	1504	1785	481	499	1052	1157	497	551	462	458	32	40
gene:PVX_091652	9	680477	681766	-	1290	355	467	1169	1411	291	346	854	992	372	418	274	318	53	21
gene:PVX_091655	9	684319	686660	+	2342	1056	1011	2965	3163	815	922	1923	2139	785	874	693	793	25	45
gene:PVX_091660	9	686911	695233	-	8323	2842	3054	3768	4179	2060	2372	2496	2788	2271	2589	1899	2001	83	146
gene:PVX_091662	9	698499	702403	-	3905	1267	1415	2334	2753	897	1124	1632	1901	1056	1086	944	1018	61	73
gene:PVX_091665	9	705151	705471	+	321	147	158	369	454	103	106	262	295	111	129	96	101	5	9
gene:PVX_091670	9	707084	708763	+	1680	566	556	1368	1499	377	394	916	989	444	449	322	364	17	23
gene:PVX_091675	9	708945	714041	-	5097	1919	2231	2443	2901	1492	1811	1788	1983	1613	1772	1440	1547	179	144
gene:PVX_091680	9	715044	716038	-	995	346	428	951	1124	295	301	681	808	283	307	244	273	11	24
gene:PVX_091685	9	716254	721501	-	5248	2038	2168	4176	4458	1560	1717	2807	3118	1600	1778	1374	1484	45	128
gene:PVX_091690	9	725425	727206	+	1782	810	870	2143	2360	594	676	1535	1622	548	641	508	541	17	52
gene:PVX_091695	9	727409	729004	-	1596	829	859	1668	1886	626	632	1108	1284	576	618	480	532	16	34
gene:PVX_091700	9	729619	732285	-	2667	1161	1197	2837	3266	861	1018	1907	2198	890	1029	673	805	36	74
gene:PVX_091705	9	735034	737886	+	2853	1394	1547	3054	3427	1104	1239	2210	2379	1071	1192	974	1058	152	92
gene:PVX_091710	9	738592	743661	-	5070	2679	2906	2837	3019	2039	2438	2166	2270	2023	2208	1738	1862	87	139
gene:PVX_091715	9	752574	754259	-	1686	1029	1166	1449	1682	796	885	928	952	755	851	653	709	48	86
gene:PVX_091725	9	757473	759537	-	2065	1098	1114	2351	2677	779	866	1625	1826	807	928	672	756	32	52
gene:PVX_091730	9	760756	763736	-	2981	1486	1591	3836	4244	1144	1176	2508	2693	1067	1152	896	989	43	56
gene:PVX_091735	9	764441	766038	+	1598	916	910	2255	2590	690	725	1461	1596	643	683	560	599	26	48
gene:PVX_091740	9	767236	771404	+	4169	1662	1900	4412	5112	1204	1375	2861	3383	1288	1439	1033	1223	82	97
gene:PVX_091745	9	772455	778157	+	5703	2092	2359	3637	4184	1489	1819	2375	2671	1727	1951	1386	1522	66	92
gene:PVX_091750	9	779199	787741	+	8543	3083	3199	6707	7375	2223	2403	4497	5049	2416	2663	1985	2185	237	174
gene:PVX_091755	9	791696	797498	+	5803	1901	2170	2756	3193	1385	1664	2039	2189	1480	1749	1352	1428	40	83
gene:PVX_091760	9	799004	815190	+	16187	6373	6919	5133	5883	4821	5369	3786	4136	5033	5420	4385	4708	168	318
gene:PVX_091765	9	815904	822362	-	6459	2370	2721	4112	4602	1793	2124	2623	2926	1839	2135	1589	1855	108	163
gene:PVX_091770	9	828887	835037	+	6151	2307	2463	2622	2850	1685	1924	1638	1870	1793	1945	1543	1794	46	108
gene:PVX_091775	9	836977	839802	+	2826	883	983	1901	2178	657	699	1370	1526	680	733	635	666	22	45
gene:PVX_091780	9	840949	842869	+	1921	648	764	1773	1863	509	593	1298	1377	638	609	505	473	22	33
gene:PVX_091785	9	844128	846906	+	2779	885	998	2134	2484	615	738	1416	1591	732	795	564	657	40	46
gene:PVX_091790	9	848243	851878	-	3636	1395	1631	3402	3862	1033	1201	2316	2727	1215	1251	915	1084	44	104
gene:PVX_091795	9	853774	856505	+	2732	1129	1238	2591	2895	877	979	1870	2033	912	933	831	803	28	52
gene:PVX_091800	9	857148	857863	+	716	269	287	823	1031	217	273	645	727	223	282	212	214	7	19
gene:PVX_091805	9	858943	862593	+	3651	1622	1701	2730	3054	1280	1397	1899	2059	1229	1382	1136	1204	52	94
gene:PVX_091810	9	863291	865082	+	1792	625	740	1770	2150	526	539	1158	1346	495	552	440	490	9	23
gene:PVX_091815	9	867431	869403	+	1973	687	784	1744	1835	542	602	1262	1301	667	716	554	587	19	57
gene:PVX_091820	9	870588	875081	-	4494	1708	1739	2793	2846	1246	1358	1714	1926	1359	1345	1043	1204	46	89
gene:PVX_091825	9	876115	877887	-	1773	713	832	1744	1987	522	586	1270	1404	528	631	442	543	195	28
gene:PVX_091830	9	882693	884766	+	2074	686	839	1262	1535	632	667	855	891	610	679	509	576	51	43
gene:PVX_091835	9	886295	888806	-	2512	752	889	1867	2113	575	652	1326	1491	613	689	508	619	56	100
gene:PVX_091840	9	889522	891015	+	1494	526	641	1066	1092	450	514	678	805	459	494	413	432	8	43
gene:PVX_091845	9	892827	894248	-	1422	457	536	650	799	350	451	501	591	346	490	322	382	13	27
gene:PVX_091850	9	899338	900400	-	1063	393	510	1199	1555	300	369	799	994	318	367	264	299	6	26
gene:PVX_091855	9	901495	903246	-	1752	641	688	1811	2140	472	604	1251	1517	544	548	414	520	19	41
gene:PVX_091860	9	906406	910931	+	4526	1350	1725	2655	3401	1016	1237	1827	2219	1125	1252	933	1111	18	109
gene:PVX_091865	9	912687	914339	+	1653	583	699	1687	2036	439	533	1119	1303	427	504	402	431	15	23
gene:PVX_091870	9	914550	916307	-	1758	604	702	1831	2170	425	492	1243	1299	468	500	412	406	12	26
gene:PVX_091875	9	917176	918657	+	1482	530	633	1222	1382	444	446	932	1137	468	599	359	423	20	31
gene:PVX_091880	9	919785	921086	-	1302	544	557	1709	1923	370	405	1226	1288	413	465	358	379	7	16
gene:PVX_091885	9	923276	927586	+	4311	1394	1591	3206	3594	1023	1196	2255	2533	1225	1299	949	1082	29	68
gene:PVX_091890	9	927759	929926	-	2168	778	864	2431	2747	625	637	1643	1884	623	705	541	536	17	40
gene:PVX_091895	9	931017	932089	-	1073	395	474	1162	1311	300	341	734	859	311	330	220	313	4	38
gene:PVX_091900	9	933470	933965	-	496	187	207	670	759	142	133	436	536	128	166	149	166	1	10
gene:PVX_091905	9	934701	937683	-	2983	829	998	2078	2363	685	789	1339	1520	775	832	595	685	584	43
gene:PVX_091910	9	938945	941234	-	2290	1047	1073	3018	3523	746	807	2041	2336	743	866	692	822	34	49
gene:PVX_091915	9	943610	944336	+	727	279	337	646	912	192	243	406	557	210	261	148	191	5	20
gene:PVX_091920	9	944935	947673	-	2739	1042	1116	2695	2884	733	830	1810	2012	829	861	702	737	17	73
gene:PVX_091925	9	953782	955061	-	1280	521	560	1571	1725	385	453	1072	1031	381	455	293	395	10	29
gene:PVX_091930	9	957357	960160	+	2804	1083	1264	2693	3189	825	1025	1834	2177	827	923	691	837	25	62
gene:PVX_091935	9	960928	962508	+	1581	559	614	1354	1532	427	480	904	1079	438	524	389	387	19	51
gene:PVX_091940	9	963202	967883	+	4682	1465	1647	2978	3356	1093	1276	2159	2496	1210	1353	1070	1190	41	83
gene:PVX_091945	9	969224	971747	-	2524	970	1135	2647	3103	703	857	1979	2339	794	951	653	769	20	66
gene:PVX_091950	9	974041	979398	-	5358	1779	1951	4041	4719	1310	1624	2761	3154	1511	1646	1210	1260	53	78
gene:PVX_091955	9	983120	986377	+	3258	1039	1138	2239	2705	762	884	1736	1931	799	939	682	771	9	48
gene:PVX_091960	9	987614	988500	-	887	229	280	742	919	171	211	531	646	184	242	148	183	13	12
gene:PVX_091965	9	989751	992011	-	2261	607	768	1702	2190	441	595	1296	1532	548	664	411	479	21	25
gene:PVX_091970	9	994473	995423	-	951	299	368	693	941	225	256	516	624	229	281	191	212	9	16
gene:PVX_091975	9	997285	998331	+	1047	352	429	1056	1202	294	326	756	786	297	328	218	271	33	13
gene:PVX_091980	9	998580	999736	-	1157	428	513	1224	1528	323	372	926	1076	341	431	268	309	21	27
gene:PVX_091985	9	999912	1001596	+	1685	554	590	1587	1929	399	445	1145	1274	427	455	350	412	13	27
gene:PVX_091990	9	1002227	1005927	+	3701	1303	1575	3925	4540	1029	1225	2623	2984	1066	1220	913	961	60	93
gene:PVX_091992	9	1007836	1010510	+	2675	657	841	1866	2314	478	636	1257	1531	537	720	373	521	26	68
gene:PVX_091995	9	1010689	1012210	-	1522	539	578	1402	1727	356	447	994	1209	444	492	356	377	11	23
gene:PVX_092000	9	1013052	1017605	-	4554	1603	1769	3708	4237	1220	1341	2582	2822	1259	1393	1070	1212	38	91
gene:PVX_092005	9	1019657	1021443	-	1787	685	773	1849	2259	535	659	1321	1480	535	665	521	532	18	47
gene:PVX_092010	9	1024033	1031515	+	7483	2374	2725	4120	4682	1835	2075	2837	3279	1982	2233	1638	1978	48	155
gene:PVX_092015	9	1033265	1035184	+	1920	737	815	1393	1673	496	601	1087	1309	622	657	463	513	15	45
gene:PVX_092020	9	1035821	1036432	+	612	269	316	468	509	208	205	323	402	216	264	186	197	12	16
gene:PVX_092025	9	1036957	1038066	-	1110	360	360	885	1021	252	288	583	624	305	338	213	291	6	16
gene:PVX_092030	9	1039419	1039829	+	411	137	144	463	531	108	118	304	332	134	134	94	107	1	7
gene:PVX_092035	9	1040434	1045582	-	5149	1800	1841	3114	3451	1317	1441	2296	2542	1420	1539	1208	1237	63	105
gene:PVX_092040	9	1046651	1049612	-	2962	827	946	2268	2791	577	708	1645	1891	677	765	520	586	36	43
gene:PVX_092045	9	1050343	1052840	+	2498	918	1030	2426	2987	643	756	1648	1930	722	848	593	664	19	44
gene:PVX_092050	9	1053331	1055082	-	1752	652	749	1561	1718	491	490	1052	1147	496	527	422	474	26	44
gene:PVX_092055	9	1056453	1057965	+	1513	754	735	1986	2172	557	576	1322	1451	503	573	404	480	22	28
gene:PVX_092060	9	1059657	1062089	+	2433	885	876	1974	2034	631	681	1298	1398	673	790	537	561	35	44
gene:PVX_092065	9	1063132	1065600	+	2469	861	975	2853	3333	681	826	1788	2098	707	880	567	671	19	41
gene:PVX_092070	9	1067558	1070034	+	2477	988	1058	2915	3317	835	980	1967	2191	801	907	689	685	35	57
gene:PVX_092075	9	1071602	1073862	+	2261	807	975	2304	2675	598	678	1613	1810	665	759	490	522	43	69
gene:PVX_092080	9	1074335	1078840	-	4506	1719	1843	2927	3145	1220	1375	1987	2230	1348	1436	1059	1185	29	82
gene:PVX_092085	9	1080488	1082936	-	2449	823	997	2223	2449	626	691	1491	1612	616	759	549	609	17	44
gene:PVX_092090	9	1084199	1087190	+	2992	1179	1229	2820	3321	866	1041	1933	2207	864	1018	703	816	24	63
gene:PVX_092095	9	1087951	1090968	+	3018	1001	1092	1799	2058	696	851	1410	1544	792	867	620	746	22	63
gene:PVX_092100	9	1092335	1093204	+	870	310	400	1011	1224	253	276	683	855	273	313	254	279	3	18
gene:PVX_092105	9	1096165	1097880	+	1716	615	639	1814	2044	453	488	1334	1472	528	560	386	429	7	30
gene:PVX_092110	9	1098520	1100898	-	2379	923	1069	2462	2786	667	799	1712	1908	736	823	587	711	98	56
gene:PVX_092115	9	1102507	1102788	-	282	136	183	461	505	132	131	311	355	110	148	104	134	6	14
gene:PVX_092120	9	1104117	1106224	+	2108	931	941	2601	3042	654	727	1654	1867	742	769	618	635	28	54
gene:PVX_092125	9	1109116	1110978	+	1863	703	866	1971	2132	581	590	1397	1454	586	655	558	525	14	30
gene:PVX_092130	9	1111513	1115847	+	4335	1649	1843	4248	4943	1303	1493	2759	3059	1340	1461	1078	1304	70	85
gene:PVX_092135	9	1116508	1119874	+	3367	1068	1107	1632	1924	731	920	1183	1349	841	905	684	712	49	60
gene:PVX_092140	9	1119933	1124935	-	5003	2005	2112	2828	3104	1464	1699	1852	2035	1626	1720	1303	1496	76	97
gene:PVX_092145	9	1126741	1128374	+	1634	630	746	1169	1298	499	538	784	827	512	565	425	454	16	31
gene:PVX_092150	9	1128807	1132867	+	4061	1435	1621	3454	3959	1194	1284	2406	2624	1181	1330	1041	1185	51	82
gene:PVX_092155	9	1132924	1134049	-	1126	394	439	1285	1398	304	319	946	1083	395	362	267	290	14	15
gene:PVX_092160	9	1135386	1138262	-	2877	1151	1301	3360	3885	791	965	2358	2551	927	1008	813	897	21	69
gene:PVX_092165	9	1138797	1140918	+	2122	661	716	1900	2361	425	586	1387	1561	537	665	408	499	30	43
gene:PVX_092170	9	1141142	1142692	-	1551	477	523	1241	1381	333	435	741	879	438	446	347	373	32	19
gene:PVX_092175	9	1142833	1147507	-	4675	1638	1818	3906	4356	1268	1528	2779	2910	1264	1509	1098	1198	34	94
gene:PVX_092180	9	1148374	1150359	-	1986	709	807	2071	2277	541	587	1355	1456	669	677	466	515	82	50
