Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
gene:PF3D7_0819900	8	899004	899657	-	654	11	132	1	21	6	29	6	34	23	27	3	6	2	2	112	32	21	50	26	36	9	27	24	85	16	75	17	158	23	12	11	12	56	291	11	145	25	160	231
gene:PF3D7_0820000	8	900742	907714	-	6973	286	3782	57	667	306	1575	306	310	326	620	95	324	113	90	3134	1198	832	1906	699	1275	413	971	1135	2402	729	1291	1069	4987	32	46	41	22	1861	3519	105	1455	167	2220	205
gene:PF3D7_0820100	8	909207	910716	-	1510	51	573	7	106	41	216	41	97	39	74	10	60	24	17	519	228	134	354	119	200	44	114	149	467	115	193	192	744	7	9	7	4	7	11	15	92	13	179	72
gene:PF3D7_0820200	8	912264	914249	-	1986	86	1136	6	180	111	548	111	130	73	121	35	73	35	32	1104	406	235	622	268	402	140	310	346	748	187	376	330	1582	13	19	9	8	162	613	5	89	22	371	120
gene:PF3D7_0820300	8	919055	920896	+	1842	75	805	8	147	61	385	61	177	110	199	32	88	24	24	856	309	160	525	185	392	92	142	209	602	140	381	186	1153	403	638	312	228	1882	3244	33	485	64	837	268
gene:PF3D7_0820400	8	922208	923932	+	1725	55	511	5	66	41	164	41	62	46	83	24	26	16	12	686	250	141	441	167	340	38	62	119	528	68	191	126	895	1	7	17	1	2	2	3	37	7	71	40
gene:PF3D7_0820500	8	925113	927671	+	2559	109	1388	20	284	100	610	100	263	202	280	34	97	45	36	1212	441	279	719	256	499	170	384	454	964	260	703	432	1939	273	625	78	184	578	1567	17	117	29	677	143
gene:PF3D7_0820600	8	929145	930861	+	1717	59	711	14	77	62	278	62	157	118	176	16	56	25	16	745	273	200	424	164	333	98	175	200	549	97	350	242	1014	3	10	18	3	3	1	2	16	3	1059	1298
gene:PF3D7_0820700	8	932321	935626	+	3306	158	2013	47	471	191	958	191	270	201	394	58	165	82	58	1666	622	398	980	346	630	403	667	644	1198	503	749	620	2573	1920	13798	1402	4074	162	219	236	2302	454	2735	778
gene:PF3D7_0820800	8	936426	938876	-	2451	94	1125	11	213	64	381	64	218	127	196	26	77	39	27	1037	374	271	652	243	442	93	184	244	810	183	379	341	1583	74	89	39	43	13	6	11	83	17	123	64
gene:PF3D7_0820900	8	939583	944645	-	5063	211	2217	25	350	161	1028	161	331	300	552	43	173	97	37	2195	823	478	1356	497	1002	160	293	545	1915	545	1039	636	2968	351	614	459	170	153	283	19	281	35	329	37
gene:PF3D7_0821000	8	948745	950899	+	2155	86	849	15	149	61	327	61	147	117	205	17	58	34	18	772	331	191	456	182	370	94	181	251	618	207	336	234	1164	288	1308	266	295	80	54	18	246	50	624	195
gene:PF3D7_0821100	8	953448	956314	+	2867	143	1500	18	264	123	627	123	194	125	336	56	147	70	24	1332	446	416	852	261	513	185	332	417	1007	239	644	456	1974	639	2426	461	500	1310	2974	24	185	31	247	58
gene:PF3D7_0821200	8	957498	958073	+	576	34	381	3	71	43	188	43	112	76	104	15	31	15	9	346	124	106	217	60	126	66	122	116	260	40	177	118	447	119	47	52	32	292	794	8	155	30	339	302
gene:PF3D7_0821300	8	958531	961740	-	3210	102	1677	26	303	130	601	130	245	264	416	48	152	64	43	1461	571	313	851	310	543	207	443	547	1081	423	872	464	2088	54	23	25	14	785	1470	31	413	76	658	161
gene:PF3D7_0821400	8	965822	966657	+	836	37	285	5	50	15	101	15	58	31	71	3	26	8	8	400	125	75	180	82	153	46	61	77	220	89	136	53	456	11	35	10	15	887	2287	15	107	29	385	280
gene:PF3D7_0821500	8	967901	968740	-	840	35	527	7	99	40	193	40	97	64	97	10	50	8	13	507	190	138	307	103	195	56	82	172	354	80	192	171	643	4	3	2	0	64	314	4	48	11	62	38
gene:PF3D7_0821600	8	969690	971714	+	2025	90	1101	16	169	89	465	89	150	69	129	52	115	43	28	1079	308	191	594	184	325	141	258	342	681	180	324	350	1572	14	4	2	6	567	1877	27	279	47	425	115
gene:PF3D7_0821700	8	973586	974267	+	682	23	187	1	47	16	75	16	37	40	36	3	20	11	2	187	25	59	72	24	54	22	33	49	107	16	85	42	278	98	69	29	38	2181	7740	68	1149	152	873	664
gene:PF3D7_0821800	8	976074	976644	+	571	14	128	3	33	10	76	10	48	22	81	5	4	2	3	147	71	52	85	34	71	21	25	40	101	28	99	17	186	543	1404	393	457	1227	3380	53	596	110	2313	4374
gene:PF3D7_0821900	8	977432	978188	-	757	14	199	2	17	22	89	22	47	42	103	3	6	11	4	264	111	62	125	63	124	18	59	73	159	24	160	58	269	0	0	3	0	1	9	9	86	13	142	183
gene:PF3D7_0822000	8	978798	980634	+	1837	77	1036	14	175	84	415	84	103	116	179	22	106	35	9	909	333	197	527	199	350	164	247	303	690	184	530	331	1293	60	42	89	10	30	28	19	294	44	359	180
gene:PF3D7_0822100	8	981018	981722	-	705	28	408	3	119	27	156	27	59	53	90	14	30	15	12	363	136	164	260	87	172	37	69	122	312	90	197	103	573	0	0	7	0	255	585	7	70	12	294	331
gene:PF3D7_0822200	8	982570	987696	+	5127	150	1745	22	301	105	587	105	274	225	368	41	119	67	34	1916	765	563	1151	527	994	113	226	387	1639	261	810	466	2306	0	3	33	3	30	71	7	39	14	34	26
gene:PF3D7_0822300	8	988281	988763	-	483	8	201	1	27	16	88	16	17	26	50	3	13	7	3	169	69	28	91	43	77	17	41	42	118	51	90	44	225	13	6	17	1	284	807	15	123	24	352	341
gene:PF3D7_0822400	8	990250	992608	+	2359	81	741	8	136	54	285	54	154	125	171	15	45	31	7	773	346	175	457	194	372	70	92	167	658	141	395	148	929	20	19	37	10	79	129	4	35	14	1455	509
gene:PF3D7_0822500	8	992655	993965	-	1311	49	532	5	73	40	215	40	114	66	94	12	28	10	16	477	170	102	245	93	193	55	102	145	352	70	255	89	656	18	6	6	6	17	45	4	41	3	1060	2400
gene:PF3D7_0822600	8	997055	999529	+	2475	98	1630	25	313	169	788	169	156	97	166	38	117	62	37	1247	434	325	772	284	412	308	571	534	822	264	459	491	1968	67	91	40	20	3564	8875	57	551	89	1776	1582
gene:PF3D7_0822700	8	1000981	1003755	-	2775	115	1390	18	271	124	525	124	269	223	334	26	111	51	30	1276	489	205	803	300	591	111	235	398	1065	300	692	350	1876	193	519	85	147	9	20	5	43	7	23	2
gene:PF3D7_0822800	8	1005836	1006810	+	975	39	679	7	120	64	286	64	177	93	182	27	51	19	19	597	202	104	289	104	171	104	153	208	400	127	369	220	855	57	190	63	46	406	1167	12	162	29	389	320
gene:PF3D7_0822900	8	1007777	1011307	-	3531	168	1807	43	344	176	824	176	243	146	238	51	151	73	43	1751	580	534	1179	427	723	184	429	600	1319	373	670	474	2732	8	69	35	16	130	495	4	31	17	298	19
gene:PF3D7_0823000	8	1012927	1017376	-	4450	148	1810	21	386	135	829	135	222	193	420	54	133	60	34	1740	623	408	979	368	746	173	342	516	1357	342	850	494	2351	13	10	53	6	88	217	9	168	29	278	39
gene:PF3D7_0823100	8	1018089	1019268	-	1180	58	681	11	215	40	262	40	102	65	136	17	52	37	17	579	162	45	342	134	222	59	99	193	420	175	260	218	1001	28	29	25	15	712	2141	21	139	26	228	190
gene:PF3D7_0823200	8	1022629	1023846	-	1218	23	555	8	69	51	242	51	85	76	77	12	41	14	22	425	148	104	243	90	130	120	185	162	256	79	255	143	630	89	238	84	49	7977	19210	69	924	125	2398	5135
gene:PF3D7_0823300	8	1028752	1033514	+	4763	172	2340	31	399	163	910	163	281	197	389	62	248	77	54	2165	728	413	1269	456	821	307	576	631	1647	458	721	591	3103	374	184	196	79	1755	2980	54	892	117	1466	173
gene:PF3D7_0823400	8	1034417	1036428	+	2012	72	983	17	153	87	375	87	175	135	240	43	81	29	13	867	384	211	487	164	322	136	243	287	614	108	482	300	1119	10	27	45	4	1	3	2	16	3	432	422
gene:PF3D7_0823500	8	1037100	1038608	-	1509	68	1034	11	214	89	437	89	109	56	120	41	91	33	26	830	380	226	461	187	280	152	344	311	591	171	339	293	1245	22	39	17	21	27	42	8	78	13	235	52
gene:PF3D7_0823600	8	1039907	1041211	-	1305	67	654	7	125	52	320	52	127	93	115	20	56	27	16	626	264	207	404	148	274	86	128	191	585	145	290	224	965	25	9	4	10	55	110	4	52	13	18	10
gene:PF3D7_0823700	8	1041832	1042327	-	496	11	121	0	19	8	39	8	39	22	40	0	22	2	1	132	52	31	83	50	72	12	13	36	80	0	73	21	107	17	16	11	5	3	17	14	127	33	6	11
gene:PF3D7_0823800	8	1043813	1045780	+	1968	71	1037	12	182	77	489	77	178	60	135	22	87	25	20	1038	360	216	648	202	423	122	260	323	738	167	346	287	1534	147	109	56	42	546	907	24	235	36	340	90
gene:PF3D7_0823900	8	1047551	1048507	+	957	39	676	7	101	54	261	54	96	33	79	27	51	21	15	490	168	114	318	118	143	110	204	212	360	120	243	181	852	9	4	2	0	75	214	77	545	127	670	758
gene:PF3D7_0824000	8	1049282	1051705	-	2424	115	1547	29	273	157	629	157	132	167	275	42	109	53	31	1240	477	358	757	302	506	165	392	446	933	225	670	375	1829	39	89	46	40	1	2	9	87	8	66	7
gene:PF3D7_0824100	8	1052771	1053991	+	1221	61	808	6	163	82	343	82	85	93	148	21	44	22	16	658	315	190	403	159	354	122	238	239	498	166	328	211	978	37	51	11	24	5	1	6	51	16	181	88
gene:PF3D7_0824200	8	1055135	1059003	+	3869	163	1857	24	344	150	741	150	162	200	401	55	144	75	44	1632	575	381	973	341	622	195	358	513	1353	280	738	537	2350	29	19	123	7	5	26	13	130	36	1132	205
gene:PF3D7_0824300	8	1059246	1061567	-	2322	94	1432	20	293	106	629	106	278	136	191	43	117	61	28	1182	533	321	724	287	554	169	322	384	961	375	597	342	1875	43	425	51	98	6	5	26	181	38	254	28
gene:PF3D7_0824400	8	1062304	1064061	-	1758	93	1055	9	212	69	489	69	120	154	254	29	97	46	10	896	324	231	551	190	417	102	199	306	740	241	568	277	1233	0	1	14	1	78	180	8	127	24	234	58
gene:PF3D7_0824500	8	1066154	1067472	+	1319	48	706	17	109	46	298	46	143	74	146	17	36	30	18	655	256	234	356	146	270	61	137	178	450	98	324	193	955	1	6	14	6	11	36	13	116	18	264	154
gene:PF3D7_0824600	8	1068563	1069902	+	1340	34	434	5	81	25	167	25	88	67	114	13	30	14	12	470	168	140	222	92	156	30	71	106	325	81	179	116	599	83	168	54	61	269	913	8	70	13	508	632
gene:PF3D7_0824700	8	1070988	1074417	+	3430	98	860	6	137	53	263	53	146	105	177	27	91	25	15	914	327	247	474	174	320	75	120	180	693	122	348	167	1048	2	1	124	1	9	8	17	181	32	928	1095
gene:PF3D7_0824800	8	1075800	1079630	+	3831	171	1818	22	316	129	713	129	227	235	402	45	137	67	25	1862	784	409	1134	447	894	154	279	485	1487	327	738	440	2219	603	906	488	251	267	646	33	352	72	383	53
gene:PF3D7_0824900	8	1080055	1082991	-	2937	122	1459	26	334	118	591	118	156	192	362	59	98	66	43	1450	694	369	967	337	669	123	239	406	1249	358	784	409	2183	72	81	83	21	137	363	13	141	22	78	32
gene:PF3D7_0825000	8	1086048	1091248	+	5201	203	2856	38	645	263	1277	263	326	248	411	83	226	107	51	2605	972	637	1565	553	1148	286	598	800	1998	634	999	840	3762	2422	4958	2709	1699	123	192	85	1298	184	8094	463
gene:PF3D7_0825100	8	1091998	1093221	+	1224	34	419	3	56	26	148	26	51	64	108	7	60	23	1	389	173	111	213	80	172	26	49	94	325	49	200	104	647	9	0	37	4	0	0	1	2	2	189	202
gene:PF3D7_0825200	8	1093690	1094489	+	800	28	271	6	50	23	108	23	56	27	47	11	16	9	5	241	125	86	149	79	108	18	48	68	212	34	73	62	372	9	3	14	4	9	5	1	67	11	405	332
gene:PF3D7_0825300	8	1095116	1095562	-	447	32	246	1	26	15	123	15	51	37	106	8	5	4	8	285	95	66	128	56	98	17	32	58	137	65	114	75	313	389	1160	180	315	2	4	3	21	6	440	813
gene:PF3D7_0825400	8	1096423	1097363	+	941	26	203	2	30	17	75	17	44	66	131	1	24	7	4	372	136	65	173	48	109	23	47	58	219	88	178	35	313	135	612	82	157	8	8	21	280	46	733	895
gene:PF3D7_0825500	8	1098484	1100376	+	1893	77	1061	16	199	68	434	68	144	97	208	32	94	28	19	1007	323	190	598	219	428	95	237	252	787	282	409	287	1328	597	1362	604	579	459	1432	62	514	116	443	56
gene:PF3D7_0825600	8	1100816	1101073	-	258	14	224	4	56	25	111	25	66	22	33	1	5	7	9	209	85	51	137	71	83	35	60	87	156	107	89	67	320	1	0	2	0	2	2	4	56	11	114	127
gene:PF3D7_0825700	8	1101887	1102804	-	918	35	563	5	144	37	213	37	58	61	117	12	37	24	11	585	198	111	333	140	218	35	89	138	484	100	243	161	763	0	1	13	1	2	1	1	8	1	2147	2360
gene:PF3D7_0825800	8	1103768	1105108	+	1341	61	747	10	120	54	296	54	125	99	202	19	74	21	23	683	246	160	460	147	282	70	158	224	550	155	388	206	998	7	1	17	2	10	13	13	22	5	26317	9492
gene:PF3D7_0825900	8	1106048	1107961	+	1914	78	919	9	157	90	369	90	92	90	164	26	62	22	19	979	355	216	592	192	453	76	150	294	684	107	354	274	1212	17	5	26	9	2	3	0	14	4	836	81
gene:PF3D7_0826000	8	1109276	1112794	+	3519	143	1684	20	331	163	756	163	234	148	340	49	181	68	43	1670	729	419	1047	416	856	146	327	467	1401	347	605	401	2471	13	5	10	0	5	5	8	105	18	160	13
gene:PF3D7_0826100	8	1113369	1139144	-	25776	1092	14427	209	2876	1155	6062	1155	1185	984	1821	449	1184	447	342	12239	4997	3408	7632	2836	5396	1737	3089	4136	10323	2631	4133	4125	20316	4626	7396	6888	3240	3597	8441	226	5630	518	3337	561
gene:PF3D7_0826200	8	1142499	1144307	-	1809	82	1002	10	186	78	422	78	178	116	246	18	78	32	19	1005	365	240	636	222	432	109	222	277	775	200	482	294	1214	1	3	8	0	3	3	3	79	23	134	57
gene:PF3D7_0826300	8	1146167	1147504	+	1338	70	869	6	143	71	323	71	157	89	96	26	87	27	13	686	289	182	437	162	300	115	219	227	573	129	290	235	963	18	22	5	10	19	20	26	190	33	495	389
gene:PF3D7_0826400	8	1148010	1149830	-	1821	33	439	15	75	23	128	23	93	57	132	5	38	19	7	515	233	180	302	141	276	43	92	85	295	88	195	92	545	2	2	19	0	10	14	9	92	17	326	423
gene:PF3D7_0826500	8	1152302	1156282	+	3981	185	2535	32	470	173	887	173	359	182	291	78	194	93	73	2020	834	523	1216	457	841	313	652	795	1592	500	787	848	3218	224	254	60	129	920	1863	60	602	130	2333	635
gene:PF3D7_0826600	8	1157321	1158151	-	831	29	452	8	107	31	184	31	98	44	64	9	39	12	17	483	145	137	314	103	211	50	86	114	320	43	201	136	588	9	16	8	7	20	50	0	26	7	219	219
gene:PF3D7_0826700	8	1160164	1161708	-	1545	50	827	17	125	77	360	77	114	59	125	30	52	25	20	716	223	147	410	138	228	155	291	256	429	159	324	250	1044	134	241	94	95	16209	39752	155	2925	377	2424	2570
gene:PF3D7_0826900	8	1164655	1167205	+	2551	110	1325	23	266	123	563	123	96	151	172	30	67	50	49	1184	561	343	752	286	618	154	301	377	972	289	498	377	1661	96	68	62	31	43	61	64	635	131	1626	245
gene:PF3D7_0827000	8	1167579	1171448	-	3870	195	2251	33	391	145	941	145	231	220	412	40	171	85	51	1917	675	381	1210	490	799	242	513	658	1503	504	864	632	2757	733	777	496	255	1097	1976	82	1115	213	564	74
gene:PF3D7_0827100	8	1172394	1176587	+	4194	168	2059	36	392	152	796	152	229	171	348	62	186	88	68	1883	811	499	1120	437	841	232	428	573	1439	379	711	620	2798	348	305	209	103	128	209	33	283	61	688	77
gene:PF3D7_0827200	8	1177310	1180324	+	3015	127	1405	17	252	102	617	102	159	121	240	60	104	52	39	1351	513	382	865	326	617	119	214	376	1095	251	586	395	2201	16	15	22	4	1	4	2	38	6	7282	702
gene:PF3D7_0827300	8	1181295	1183796	+	2502	119	1281	12	239	92	499	92	171	170	314	50	105	36	40	1173	460	320	772	297	503	104	199	358	1071	232	636	334	1738	88	37	47	17	387	866	32	387	76	1525	403
gene:PF3D7_0827400	8	1184595	1185251	+	657	33	393	1	73	35	128	35	47	59	100	6	30	16	13	337	153	115	224	95	148	39	75	100	304	41	201	93	403	3	1	16	0	29	46	6	9	2	4911	6017
gene:PF3D7_0827500	8	1186175	1187125	+	951	38	580	4	126	35	276	35	78	56	92	18	66	19	10	488	223	168	277	125	202	48	97	164	382	64	200	178	674	5	1	9	5	21	19	6	74	14	601	449
gene:PF3D7_0827600	8	1187623	1192925	-	5303	240	2959	43	573	231	1373	231	285	375	668	90	226	108	71	2637	1090	754	1601	673	1140	355	664	843	2128	496	1279	861	3874	66	77	53	27	31	28	95	1198	171	645	42
gene:PF3D7_0827700	8	1193847	1196678	-	2832	120	1590	20	274	103	642	103	210	161	205	54	98	53	37	1375	551	379	874	387	643	188	317	465	1074	335	642	525	1872	4	2	14	1	0	5	1	10	5	121	20
gene:PF3D7_0827800	8	1198858	1206057	+	7200	332	3986	57	711	340	1581	340	421	268	638	112	323	130	108	3545	1384	844	2256	798	1481	519	883	1146	2756	936	1221	1112	5602	16	25	43	9	1376	2133	115	2233	235	4257	540
gene:PF3D7_0827900	8	1206788	1208394	-	1607	56	942	19	212	82	359	82	209	141	234	48	79	36	22	721	236	200	502	166	234	161	343	276	507	217	427	260	1088	1028	2775	761	701	10006	23675	527	10057	978	6165	6943
gene:PF3D7_0828000	8	1210692	1211860	+	1169	42	445	7	71	33	204	33	57	45	97	21	30	14	8	354	151	159	189	78	155	39	103	120	272	53	152	108	511	3	1	43	0	4	8	3	19	1	5603	9269
gene:PF3D7_0828100	8	1212337	1215630	-	3294	120	1666	22	238	111	683	111	205	159	305	40	148	53	28	1516	643	384	890	363	661	156	243	438	1138	280	590	461	2263	117	309	51	77	6	7	6	73	23	75	27
gene:PF3D7_0828200	8	1216271	1220716	+	4446	199	2536	34	477	197	1148	197	346	287	576	67	237	88	44	2109	968	619	1406	585	1033	269	538	790	1741	536	986	752	3283	1482	2748	1298	652	33	29	37	406	51	703	153
gene:PF3D7_0828300	8	1221025	1222683	-	1659	68	971	16	197	65	418	65	56	87	159	19	79	32	18	874	290	248	554	200	404	149	196	274	680	208	345	248	1302	18	56	53	14	110	157	29	505	67	527	274
gene:PF3D7_0828400	8	1224094	1225863	-	1770	77	827	8	109	72	374	72	139	107	185	18	55	33	19	777	231	239	431	147	271	81	186	236	593	118	390	256	1224	100	112	47	56	18	7	12	84	14	110	35
gene:PF3D7_0828500	8	1226750	1228409	-	1660	54	634	11	104	50	215	50	196	123	233	16	50	20	12	640	285	202	352	137	291	41	152	196	523	108	334	144	842	40	220	24	54	12	14	5	80	9	432	401
gene:PF3D7_0828600	8	1229899	1232132	-	2234	82	843	16	157	57	336	57	156	70	185	25	75	32	29	845	365	273	466	208	355	114	201	226	669	154	278	229	1322	2	10	67	2	11	13	2	43	7	1039	963
gene:PF3D7_0828700	8	1233372	1236473	+	3102	129	1570	22	352	84	634	84	206	126	238	31	126	60	32	1550	683	519	986	381	807	110	247	376	1318	401	490	466	2262	15	16	19	2	6	1	12	56	11	1103	223
gene:PF3D7_0828800	8	1237285	1239501	-	2217	83	1241	27	173	133	610	133	233	158	282	39	98	39	19	1063	450	295	673	266	419	153	317	406	815	272	429	352	1630	5585	35362	6346	6139	57	91	2	50	12	732	94
gene:PF3D7_0828900	8	1241966	1242895	-	930	23	329	5	87	23	112	23	66	39	62	10	30	12	9	305	123	137	209	64	100	76	92	93	196	42	99	73	466	9	67	10	11	17	33	27	291	61	285	161
gene:PF3D7_0829000	8	1245211	1251078	+	5868	209	2619	34	436	209	1025	209	406	215	416	67	203	100	61	2427	991	517	1479	587	1060	307	521	695	2096	511	927	745	3734	461	684	525	174	210	478	38	375	43	819	104
gene:PF3D7_0829100	8	1252349	1253796	+	1448	29	314	3	71	27	81	27	43	56	69	23	21	14	8	297	87	35	152	49	69	63	73	81	204	23	150	85	357	325	1415	385	319	968	2256	25	302	44	763	952
gene:PF3D7_0829200	8	1254558	1255376	+	819	36	518	11	98	42	254	42	104	48	75	11	58	18	21	449	150	118	260	98	147	96	145	173	279	52	220	110	714	22	17	14	7	57	113	17	291	48	1063	1595
gene:PF3D7_0829300	8	1256555	1257133	+	579	8	88	2	11	6	35	6	10	23	34	8	7	3	4	113	40	49	35	14	26	12	23	31	64	0	45	39	122	81	186	48	77	269	695	15	239	45	427	429
gene:PF3D7_0829400	8	1257716	1259041	-	1326	59	780	16	145	64	387	64	137	61	64	23	81	34	27	714	281	215	459	161	297	103	249	269	595	145	255	320	1183	988	1043	1267	207	12	11	11	260	30	217	30
gene:PF3D7_0829500	8	1260048	1266698	-	6651	238	2729	42	598	210	1018	210	317	292	550	55	190	94	62	2708	1306	787	1748	830	1554	175	326	563	2503	477	987	746	3607	2862	2757	5034	482	8	7	9	313	32	223	34
gene:PF3D7_0829600	8	1269135	1269647	+	513	20	318	3	82	44	129	44	72	40	82	5	29	5	8	272	145	79	160	68	85	53	121	87	211	65	125	78	394	1848	3949	1363	808	15	16	6	103	16	794	950
gene:PF3D7_0830300	8	1290240	1291406	-	1167	50	634	10	138	57	286	57	55	32	92	21	59	22	16	643	224	157	416	124	227	56	127	199	475	118	242	203	974	831	1272	419	255	5	17	1	8	1	23	9
gene:PF3D7_0830400	8	1294022	1294722	+	701	6	222	1	38	15	77	15	33	15	56	8	16	10	6	208	71	40	112	38	47	35	52	56	144	42	74	56	331	26	33	3	29	2762	6509	3	36	2	296	266
gene:PF3D7_0830500	8	1296134	1298328	-	2195	88	1378	23	228	136	601	136	139	95	168	35	93	37	30	1124	508	363	761	305	457	221	427	440	758	231	421	366	1682	14	32	26	8	13347	14760	2	79	10	330	36
gene:PF3D7_0830600	8	1303323	1304813	+	1491	74	854	16	176	84	389	84	127	58	110	18	90	34	18	848	315	185	483	183	277	115	226	250	621	206	279	225	1262	68	245	72	78	4453	11813	5	105	14	315	91
gene:PF3D7_0830700	8	1307053	1307924	+	872	40	413	8	117	29	188	29	27	39	55	13	38	13	14	419	126	116	230	107	139	66	105	142	251	71	142	101	542	0	2	2	0	305	736	1	8	3	70	58
gene:PF3D7_0830800	8	1310637	1316955	+	6319	295	3853	51	792	348	1590	348	392	284	484	93	321	121	74	3386	1645	776	2152	1530	1431	380	874	1119	2701	769	1317	1058	4874	13	26	32	5	175	573	17	127	22	1227	157
gene:PF3D7_0830900	8	1317600	1318341	-	742	27	380	3	77	29	137	29	68	55	78	15	31	11	8	332	146	70	185	63	95	48	91	98	209	53	148	112	442	207	143	152	64	61	279	6	87	11	354	301
gene:PF3D7_0831000	8	1321417	1322825	+	1409	78	784	12	148	65	319	65	190	103	149	24	61	24	11	715	300	183	405	160	252	90	151	220	520	106	378	239	903	0	0	6	2	14	88	1	4	1	13	6
gene:PF3D7_0831100	8	1325144	1331187	+	6044	166	2419	41	405	228	1187	228	286	173	327	87	181	85	65	2087	844	617	1268	537	859	299	604	728	1545	582	802	749	3166	14	12	27	8	64	208	4	55	13	128	28
gene:PF3D7_0831200	8	1333288	1336299	+	3012	145	1912	26	318	124	854	124	212	135	194	59	171	63	54	1460	550	377	930	345	631	221	469	508	1115	415	488	535	2346	219	486	195	174	776	2162	33	367	59	1365	168
gene:PF3D7_0831300	8	1339659	1342306	+	2648	96	1552	27	282	165	759	165	201	105	201	31	120	55	58	1362	581	302	874	390	447	207	397	467	935	321	508	381	2060	89	1022	171	514	86	63	26	482	71	7009	785
gene:PF3D7_0831400	8	1344405	1345487	-	1083	45	597	6	83	111	318	111	84	19	20	23	47	21	35	535	320	139	317	230	199	97	177	170	374	91	90	163	990	0	1	1	0	16	18	1	6	2	90	8
gene:PF3D7_0831500	8	1353456	1354669	+	1214	34	596	9	102	114	307	114	48	9	26	15	48	21	39	601	237	183	370	177	258	45	108	186	429	134	125	173	989	2	0	3	8	902	2836	0	5	5	29	4
gene:PF3D7_0831600	8	1358314	1363618	+	5305	202	2496	36	458	495	1424	495	235	63	150	91	226	100	204	2339	969	635	1352	577	897	312	657	760	1588	578	460	662	4039	2	11	39	9	59	65	2	27	6	288	3
gene:PF3D7_0831700	8	1365467	1367506	-	2040	67	1371	15	281	367	911	367	99	27	122	50	135	39	163	1110	470	290	695	338	363	265	465	455	757	376	221	376	2272	26	61	68	49	96118	144245	7	31	15	1482	446
gene:PF3D7_0831800	8	1374236	1375299	-	1064	25	337	2	52	181	235	181	26	15	21	7	17	21	41	272	201	119	182	156	104	124	165	125	191	126	77	93	571	30	23	12	32	51617	115819	6	17	20	114	180
gene:PF3D7_0832000	8	1383349	1384377	-	1029	52	625	10	142	138	402	138	74	22	31	29	45	16	63	596	2454	606	348	3219	662	109	255	194	388	215	94	188	1185	0	0	2	0	0	0	0	7	3	0	1
gene:PF3D7_0832200.1	8	1392168	1393135	+	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_0832200.2	8	1392168	1393491	+	1324	3	69	0	9	13	29	13	14	0	5	1	8	3	0	97	272	49	54	358	91	2	6	16	45	9	3	10	142	0	0	0	0	4	7	0	1	0	4	0
gene:PF3D7_0832300	8	1397014	1397885	+	872	30	447	12	74	94	254	94	39	14	29	7	33	13	53	414	2508	456	241	2646	555	76	141	109	296	123	46	110	794	0	1	7	1	0	0	1	1	4	0	1
gene:PF3D7_0832400	8	1399560	1400583	-	1024	36	621	7	147	177	423	177	61	12	42	25	50	23	70	681	2992	576	319	3886	690	164	253	176	409	161	97	193	1135	0	0	2	0	0	2	3	11	2	2	1
gene:PF3D7_0832500	8	1402567	1403711	-	1145	41	572	10	68	139	331	139	47	16	39	22	39	20	77	477	2920	609	295	3715	638	157	249	176	358	189	114	182	1090	1	2	1	1	0	0	4	8	7	0	0
gene:PF3D7_0832600	8	1405835	1406999	-	1165	51	589	7	116	153	412	153	43	16	28	24	63	36	69	539	2803	456	288	3436	605	116	185	166	384	120	99	176	1081	0	0	5	1	1	1	1	4	2	0	0
gene:PF3D7_0832800	8	1411058	1412141	+	1084	38	614	12	98	170	345	170	72	18	34	21	57	16	87	492	2981	586	355	4162	700	156	268	191	355	175	83	169	1112	1	0	1	1	0	4	3	5	2	2	1
gene:PF3D7_0832900	8	1414283	1415293	+	1011	45	649	10	102	151	429	151	73	21	47	30	50	16	72	550	2938	585	329	3844	675	167	249	191	366	177	113	175	1273	0	0	2	0	0	1	0	3	1	1	0
gene:PF3D7_0833000	8	1417438	1418625	+	1188	51	709	10	111	214	475	214	40	11	16	39	45	21	101	452	2558	604	288	3854	591	172	323	177	341	227	104	243	1085	0	5	3	2	0	0	2	9	3	1	1
gene:PF3D7_0833100	8	1420818	1422077	-	1260	37	610	11	184	186	377	186	62	16	29	20	74	28	73	496	2589	505	351	3935	691	146	240	163	319	214	121	185	1139	1	0	1	2	0	0	1	9	1	0	1
gene:PF3D7_0833200	8	1426884	1428135	+	1252	18	319	6	51	90	206	90	14	10	15	8	19	8	34	244	1307	246	189	2039	310	90	163	92	202	122	51	74	597	0	1	0	5	0	0	1	13	4	1	0
