Geneid	Chr	Start	End	Strand	Length	ERR435801	ERR435802	ERR435803	ERR435804	ERR435805	ERR435806	ERR435807	ERR435808
gene:PBANKA_070110	7	45595	46274	-	680	34	343	26	21	57	48	38	32
gene:PBANKA_070120	7	49559	57040	+	7482	90	434	79	11	4	14	22	12
gene:PBANKA_070130	7	57620	58984	+	1365	41	292	29	32	17	6	21	15
gene:PBANKA_070140	7	59892	60527	-	636	106	650	101	139	344	319	257	183
gene:PBANKA_070150	7	61887	62705	-	819	121	1096	60	140	161	148	161	108
gene:PBANKA_070160	7	63804	65347	-	1544	68	565	54	76	239	308	382	296
gene:PBANKA_070170	7	66380	71405	-	5026	218	1559	130	71	25	71	139	103
gene:PBANKA_070180	7	73979	74809	+	831	190	1530	131	272	318	245	279	252
gene:PBANKA_070190	7	77182	79059	+	1878	11091	81113	11754	8673	8764	10536	23613	17023
gene:PBANKA_070200	7	79941	82895	-	2955	807	3269	557	291	47	105	175	112
gene:PBANKA_070210	7	85287	87106	+	1820	54	441	28	26	23	34	46	29
gene:PBANKA_070220	7	87976	89435	+	1460	148	842	49	110	117	101	158	114
gene:PBANKA_070230	7	90844	92115	+	1272	220	1542	77	101	111	134	250	183
gene:PBANKA_070240	7	93626	95251	+	1626	341	2441	196	150	89	95	155	101
gene:PBANKA_070250	7	95509	99120	-	3612	1199	7287	1077	698	286	313	367	293
gene:PBANKA_070260	7	99743	102595	+	2853	275	1521	203	217	176	224	307	245
gene:PBANKA_070270	7	102781	104076	-	1296	177	1101	138	250	625	472	499	394
gene:PBANKA_070280	7	106464	108021	+	1558	658	8562	312	579	334	289	358	222
gene:PBANKA_070290	7	108957	115091	-	6135	181	1297	86	75	122	84	93	80
gene:PBANKA_070300	7	118509	120244	+	1736	49	430	18	26	17	20	35	28
gene:PBANKA_070310	7	120898	125399	+	4502	38	333	24	8	1	4	9	6
gene:PBANKA_070320	7	125885	126838	-	954	825	5701	754	809	1529	1544	2144	1883
gene:PBANKA_070330	7	127994	128635	-	642	463	3338	355	468	295	260	234	278
gene:PBANKA_070340	7	129169	130359	-	1191	646	3112	1054	945	187	272	233	205
gene:PBANKA_070350	7	131102	134164	-	3063	234	1199	298	135	122	168	252	178
gene:PBANKA_070360	7	134842	138063	-	3222	419	2784	450	246	54	77	156	84
gene:PBANKA_070370	7	139179	142394	+	3216	733	4269	1360	473	90	165	214	178
gene:PBANKA_070380	7	142948	145416	-	2469	128	696	91	77	49	48	76	60
gene:PBANKA_070390	7	148240	149782	+	1543	219	2376	108	420	323	233	285	211
gene:PBANKA_070400	7	150571	151395	+	825	89	584	51	101	108	79	104	86
gene:PBANKA_070410	7	152355	156011	-	3657	342	2733	146	87	41	70	113	54
gene:PBANKA_070420	7	158204	160138	+	1935	100	664	48	105	148	151	175	158
gene:PBANKA_070430	7	160658	161782	-	1125	47	331	17	27	63	76	89	99
gene:PBANKA_070440	7	163781	165089	+	1309	85	642	32	59	58	69	73	55
gene:PBANKA_070450	7	167565	190007	+	22443	514	4850	496	19	7	6	20	13
gene:PBANKA_070460	7	190572	193151	-	2580	25	118	19	8	5	9	8	8
gene:PBANKA_070470	7	194261	195724	-	1464	199	1731	142	152	194	239	433	274
gene:PBANKA_070480	7	197499	198659	-	1161	996	9851	681	866	988	1115	1185	854
gene:PBANKA_070490	7	199729	200598	+	870	469	4015	276	514	780	727	638	493
gene:PBANKA_070500	7	201437	201694	+	258	44	380	17	65	123	103	116	90
gene:PBANKA_070510	7	202231	204123	-	1893	256	1711	138	130	44	77	123	71
gene:PBANKA_070520	7	205213	206309	-	1097	103	822	60	176	397	297	247	248
gene:PBANKA_070530	7	207001	207456	+	456	19	165	6	10	26	30	22	15
gene:PBANKA_070540	7	207872	208691	-	820	19	153	8	35	58	58	54	23
gene:PBANKA_070550	7	209307	210548	-	1242	11	135	11	27	73	55	58	47
gene:PBANKA_070560	7	211289	216074	-	4786	147	963	125	18	7	4	18	12
gene:PBANKA_070570	7	218838	221945	+	3108	135	709	133	60	20	25	51	30
gene:PBANKA_070580	7	222257	225640	-	3384	109	841	111	90	20	34	93	50
gene:PBANKA_070590	7	226367	229973	-	3607	170	1214	110	179	358	281	384	297
gene:PBANKA_070600	7	231026	232349	-	1324	98	653	216	344	274	219	268	171
gene:PBANKA_070610	7	233389	234686	-	1298	9	116	7	31	33	20	33	30
gene:PBANKA_070620	7	235576	237240	+	1665	4	67	4	6	7	7	13	4
gene:PBANKA_070630	7	238087	240339	+	2253	56	499	31	14	1	18	22	19
gene:PBANKA_070640	7	240764	244443	-	3680	204	1763	133	148	167	167	242	153
gene:PBANKA_070650	7	245611	246831	-	1221	1483	9783	1123	1715	2321	2561	4925	3695
gene:PBANKA_070660	7	247838	250225	+	2388	11978	89478	7150	4292	7069	10364	34989	21571
gene:PBANKA_070670	7	251483	252442	-	960	740	6618	372	681	631	595	889	653
gene:PBANKA_070680	7	253409	255349	-	1941	222	2090	152	155	85	102	144	88
gene:PBANKA_070690	7	256570	257121	+	552	40	262	48	54	80	68	32	24
gene:PBANKA_070700	7	257865	259151	+	1287	63	322	19	34	39	36	50	44
gene:PBANKA_070710	7	260258	261742	+	1485	17655	156723	9390	9221	21020	25054	58169	43727
gene:PBANKA_070720	7	262188	264236	-	2049	59	516	50	79	77	73	100	77
gene:PBANKA_070730	7	264952	269130	-	4179	613	3791	737	169	68	94	148	87
gene:PBANKA_070740	7	272526	273568	+	1043	172	1707	95	202	97	108	85	61
gene:PBANKA_070750	7	275802	277158	+	1357	219	1484	156	309	853	671	768	590
gene:PBANKA_070760	7	277911	282250	+	4340	519	3013	350	292	379	462	775	574
gene:PBANKA_070770	7	284077	287517	+	3441	250	1949	287	185	32	41	75	56
gene:PBANKA_070780	7	288010	288978	-	969	59	468	17	46	37	33	34	28
gene:PBANKA_070790	7	291052	293742	+	2691	137	1326	79	135	114	113	172	153
gene:PBANKA_070800	7	294034	296443	-	2410	133	1177	37	67	53	59	102	63
gene:PBANKA_070810	7	298987	300125	+	1139	91	654	34	75	278	257	338	252
gene:PBANKA_070820	7	300203	303582	-	3380	111	855	63	81	141	129	175	127
gene:PBANKA_070840	7	305146	305608	+	463	35	257	27	51	57	30	36	39
gene:PBANKA_070850	7	305985	310155	-	4171	448	2913	344	449	390	360	471	364
gene:PBANKA_070860	7	310718	311896	+	1179	362	2661	233	333	196	224	315	227
gene:PBANKA_070870	7	312348	313139	+	792	113	641	55	61	80	68	141	101
gene:PBANKA_070880	7	313611	315522	-	1912	455	3495	275	358	137	158	228	153
gene:PBANKA_070890	7	316153	316879	+	727	152	1055	103	205	366	250	259	202
gene:PBANKA_070900	7	317424	317938	-	515	212	1936	163	357	254	248	264	226
gene:PBANKA_070910	7	319598	320230	-	633	276	1955	190	334	293	225	266	222
gene:PBANKA_070920	7	321964	323706	-	1743	783	5306	618	734	774	822	1197	861
gene:PBANKA_070930	7	324566	325261	+	696	201	1318	219	336	401	321	371	338
gene:PBANKA_070940	7	326363	327114	-	752	164	1389	150	253	585	426	464	375
gene:PBANKA_070950	7	330278	332844	+	2567	677	5051	445	440	210	249	354	237
gene:PBANKA_070960	7	333084	333746	-	663	320	2455	330	346	432	420	460	370
gene:PBANKA_070970	7	335473	338045	-	2573	989	6184	402	329	317	384	968	741
gene:PBANKA_070980	7	341143	343225	-	2083	433	2928	271	682	730	514	556	511
gene:PBANKA_070990	7	346181	350028	+	3848	54	270	42	37	37	43	40	38
gene:PBANKA_071000	7	350382	352526	+	2145	117	641	83	89	33	40	53	43
gene:PBANKA_071010	7	352998	356261	-	3264	1430	13892	525	390	233	278	709	450
gene:PBANKA_071020	7	357429	359044	-	1616	88	519	31	76	124	124	126	108
gene:PBANKA_071030	7	360138	362255	-	2118	529	3767	258	330	213	271	665	427
gene:PBANKA_071040	7	363540	365094	-	1555	85	698	41	95	124	92	149	129
gene:PBANKA_071050	7	367976	369676	-	1701	219	1473	280	220	36	33	80	55
gene:PBANKA_071060	7	372683	374473	+	1791	191	1285	82	216	191	173	186	135
gene:PBANKA_071070	7	375683	377231	+	1549	1056	6146	1050	2237	6860	4971	5210	4278
gene:PBANKA_071080	7	378495	384653	+	6159	1022	7050	573	170	335	242	360	249
gene:PBANKA_071090	7	385616	386379	+	764	403	2562	341	622	1477	1173	1924	1491
gene:PBANKA_071100	7	387051	392854	+	5804	715	4517	651	825	1407	1394	1582	1341
gene:PBANKA_071110	7	393838	395427	+	1590	919	5244	1048	1585	779	779	1657	1214
gene:PBANKA_071120	7	397381	398773	+	1393	821	4707	565	880	1784	1568	2205	1826
gene:PBANKA_071130	7	399473	402183	-	2711	275	1713	117	147	416	329	751	579
gene:PBANKA_071140	7	403291	405339	-	2049	7949	60067	5458	6230	14945	14229	35974	26811
gene:PBANKA_071150	7	406197	409073	-	2877	411	2156	173	476	1271	1127	1834	1658
gene:PBANKA_071160	7	410107	412170	-	2064	6547	45212	3466	3047	9428	10507	29604	20582
gene:PBANKA_071170	7	413189	414208	-	1020	285	1948	306	349	127	133	144	126
gene:PBANKA_071180	7	415513	419522	+	4010	633	3876	703	419	213	279	485	330
gene:PBANKA_071190	7	420169	422250	-	2082	9842	105719	11610	11039	3118	3543	6045	4194
gene:PBANKA_071200	7	425068	426099	+	1032	1394	9569	1263	1515	3098	2998	3783	2748
gene:PBANKA_071210	7	428311	432118	+	3808	296	2064	223	196	323	346	673	455
gene:PBANKA_071220	7	432635	434812	+	2178	3976	35347	2751	5763	7992	7045	13357	10050
gene:PBANKA_071230	7	436646	437474	-	829	370	2920	374	314	706	742	1413	1015
gene:PBANKA_071240	7	441422	442202	+	781	384	2742	557	1072	795	630	509	395
gene:PBANKA_071250	7	442579	444767	-	2189	89	776	59	65	91	97	118	83
gene:PBANKA_071260	7	446001	447492	-	1492	1147	13434	492	1362	1476	1357	1897	1406
gene:PBANKA_071270	7	450299	452353	-	2055	388	2454	239	271	633	473	707	511
gene:PBANKA_071280	7	453978	455063	-	1086	43	397	61	43	58	75	112	74
gene:PBANKA_071290	7	459194	459490	+	297	1631	11537	3713	4784	20098	15531	18681	15670
gene:PBANKA_071300	7	460577	460870	-	294	49	446	36	65	24	32	26	24
gene:PBANKA_071310	7	462381	469428	+	7048	1049	5680	408	600	643	615	1126	807
gene:PBANKA_071320	7	470800	473908	+	3109	5772	42875	7261	3202	2304	3515	8288	5953
gene:PBANKA_071330	7	474260	475598	-	1339	163	1340	96	219	425	373	437	369
gene:PBANKA_071340	7	476327	478468	+	2142	67	336	25	64	142	88	103	84
gene:PBANKA_071350	7	481532	485598	+	4067	390	2240	145	44	6	17	45	17
gene:PBANKA_071360	7	487609	489489	+	1881	112	742	93	83	27	40	87	55
gene:PBANKA_071370	7	490211	492241	-	2031	442	2665	372	454	434	561	1026	835
gene:PBANKA_071380	7	492768	493988	-	1221	104	730	50	69	70	77	92	78
gene:PBANKA_071390	7	494680	495507	-	828	60	463	34	38	26	25	42	23
gene:PBANKA_071400	7	497207	498832	+	1626	559	4951	248	559	928	899	1462	1109
gene:PBANKA_071410	7	498899	499721	-	823	26	187	24	26	37	29	56	43
gene:PBANKA_071420	7	500807	503941	+	3135	181	1350	90	78	30	45	158	109
gene:PBANKA_071430	7	504847	505788	-	942	8447	74924	7752	22762	34608	26314	46508	40864
gene:PBANKA_071440	7	507247	508385	-	1139	131	859	48	133	199	140	161	149
gene:PBANKA_071450	7	509836	513216	+	3381	625	3869	499	378	217	293	412	314
gene:PBANKA_071460	7	514907	515536	+	630	109	678	45	86	105	64	90	65
gene:PBANKA_071470	7	516173	517060	-	888	21	94	11	30	7	12	11	18
gene:PBANKA_071480	7	517793	519127	+	1335	89	678	93	143	43	48	43	47
gene:PBANKA_071490	7	519518	521575	-	2058	22	102	9	3	5	3	4	5
gene:PBANKA_071500	7	523815	528281	+	4467	2482	12361	1834	437	240	436	1169	653
gene:PBANKA_071510	7	529371	530563	+	1193	20	199	12	46	35	33	39	29
gene:PBANKA_071520	7	531591	533681	+	2091	299	2180	228	685	1147	810	876	678
gene:PBANKA_071530	7	533755	535702	-	1948	230	1446	81	212	509	424	530	471
gene:PBANKA_071540	7	536566	537151	+	586	161	1181	60	198	243	246	204	163
gene:PBANKA_071550	7	538608	539504	+	897	133	1281	55	151	137	123	119	86
gene:PBANKA_071560	7	540204	541719	-	1516	794	6594	542	817	830	899	1781	1278
gene:PBANKA_071570	7	542998	544041	-	1044	138	1312	69	146	74	59	115	89
gene:PBANKA_071580	7	545207	546040	+	834	281	1965	117	274	300	260	251	201
gene:PBANKA_071590	7	546403	549321	-	2919	272	2257	115	153	65	107	147	79
gene:PBANKA_071600	7	549824	555711	-	5888	405	3138	248	136	155	212	368	223
gene:PBANKA_071610	7	556591	561318	-	4728	14	99	7	10	26	21	20	23
gene:PBANKA_071620	7	566379	567272	-	894	47	399	20	52	40	28	28	20
gene:PBANKA_071630	7	569043	569798	-	756	822	4587	639	1281	1697	1230	1323	1071
gene:PBANKA_071640	7	571055	572407	+	1353	791	4764	466	859	1066	1153	1264	1223
gene:PBANKA_071650	7	572862	574678	-	1817	140	1317	81	144	200	173	200	157
gene:PBANKA_071660	7	575779	576654	-	876	104	1035	71	99	118	96	102	69
gene:PBANKA_071670	7	577693	579498	+	1806	401	2667	204	272	162	230	335	238
gene:PBANKA_071680	7	579913	580236	-	324	2275	9602	1466	4894	16072	11271	15828	13570
gene:PBANKA_071690	7	581957	584046	+	2090	698	4755	405	1116	1615	1502	3150	2520
gene:PBANKA_071700	7	584613	585752	-	1140	24	186	18	39	13	17	18	7
gene:PBANKA_071710	7	586430	587560	+	1131	17	158	24	21	41	47	48	42
gene:PBANKA_071720	7	587606	592402	-	4797	97	597	95	49	31	45	66	56
gene:PBANKA_071730	7	593967	597763	+	3797	216	1393	297	23	149	150	99	67
gene:PBANKA_071740	7	598462	599121	-	660	119	916	77	141	118	91	68	83
gene:PBANKA_071750	7	600003	600811	+	809	95	816	59	116	130	108	109	100
gene:PBANKA_071760	7	601153	601833	-	681	746	4626	483	572	1445	1445	1974	1694
gene:PBANKA_071770	7	602757	604070	-	1314	322	2894	158	381	243	209	226	168
gene:PBANKA_071780	7	605279	606166	-	888	465	4290	784	1092	774	735	753	538
gene:PBANKA_071790	7	609256	611163	-	1908	468	3831	536	253	156	157	206	148
gene:PBANKA_071800	7	612384	613967	-	1584	171	1264	106	135	89	91	131	89
gene:PBANKA_071810	7	616050	618020	+	1971	874	5632	455	704	530	540	780	628
gene:PBANKA_071820	7	618464	619099	-	636	98	379	38	54	19	34	50	56
gene:PBANKA_071830	7	619728	623372	-	3645	4335	33019	2989	1030	860	1391	4023	2780
gene:PBANKA_071840	7	625565	628945	+	3381	998	6447	329	159	162	204	817	489
gene:PBANKA_071850	7	629299	630033	-	735	29	162	12	13	11	18	17	24
gene:PBANKA_071860	7	632001	632876	+	876	84	584	41	48	21	25	46	35
gene:PBANKA_071870	7	633567	633833	-	267	333	2494	180	356	460	416	596	471
gene:PBANKA_071880	7	635357	636357	+	1001	259	2462	208	487	645	524	858	639
gene:PBANKA_071890	7	637126	642426	-	5301	1645	8866	1306	626	342	399	649	447
gene:PBANKA_071900	7	643431	643850	-	420	189	1504	127	213	361	299	254	239
gene:PBANKA_071910	7	645334	646322	+	989	630	4394	359	614	795	782	767	625
gene:PBANKA_071920	7	646976	648843	-	1868	366	2411	240	401	680	608	1299	1035
gene:PBANKA_071930	7	651597	653360	+	1764	96	963	52	95	93	85	120	87
gene:PBANKA_071940	7	654143	656497	-	2355	570	5118	383	303	186	207	406	282
gene:PBANKA_071950	7	658728	673220	+	14493	2594	14052	2855	675	528	687	1404	919
gene:PBANKA_071960	7	673620	675780	-	2161	606	4103	464	589	1696	1297	1694	1383
gene:PBANKA_071970	7	676653	679499	-	2847	1182	8034	857	476	318	505	1049	647
gene:PBANKA_071980	7	680601	682346	+	1746	819	4948	429	821	1400	1249	1758	1347
gene:PBANKA_071990	7	683207	684943	-	1737	392	2203	330	451	238	295	336	300
gene:PBANKA_072000	7	686627	688810	+	2184	65	519	66	36	30	56	77	37
gene:PBANKA_072010	7	689418	703617	+	14200	1256	8184	889	298	423	506	859	626
gene:PBANKA_072020	7	704201	707374	-	3174	286	1856	255	131	26	35	88	53
gene:PBANKA_072030	7	709598	710902	+	1305	161	1234	242	269	122	116	113	89
gene:PBANKA_072040	7	711633	713636	-	2004	4342	30705	3517	1124	720	1224	4064	2602
gene:PBANKA_072050	7	719239	719862	+	624	14	73	14	17	74	53	43	29
gene:PBANKA_072060	7	719981	721227	-	1247	30	225	14	35	48	33	31	18
gene:PBANKA_072070	7	722643	726926	+	4284	103	592	81	38	29	23	40	26
gene:PBANKA_072080	7	727577	728896	+	1320	174	1162	227	147	90	132	126	89
gene:PBANKA_072090	7	729502	731276	+	1775	497	3767	261	633	1159	908	1219	974
gene:PBANKA_072100	7	732667	734330	+	1664	1910	11667	1006	1722	4156	3777	7428	5600
gene:PBANKA_072110	7	735237	737744	+	2508	408	2303	344	485	590	778	1089	827
gene:PBANKA_072120	7	738032	739042	+	1011	26	129	14	25	54	47	60	33
gene:PBANKA_072130	7	740382	740792	+	411	72	425	29	54	129	112	135	104
gene:PBANKA_072140	7	741435	742517	-	1083	27	152	8	15	34	30	40	12
gene:PBANKA_072150	7	743489	750367	+	6879	154	965	56	34	101	94	99	68
gene:PBANKA_072160	7	750863	752407	-	1545	32	176	10	11	16	10	26	15
gene:PBANKA_072170	7	754128	755284	+	1157	425	3608	327	162	648	797	758	651
gene:PBANKA_072180	7	757119	757898	+	780	38	330	39	49	41	50	54	34
gene:PBANKA_072190	7	759035	759739	-	705	110	738	110	136	66	78	90	54
gene:PBANKA_072200	7	761632	776224	+	14593	622	3579	468	141	133	133	176	95
gene:PBANKA_072230	7	788543	789473	+	931	21	89	11	23	23	22	7	2
gene:PBANKA_072240	7	792404	793633	+	1230	2	5	1	1	0	2	1	4
gene:PBANKA_072250	7	796034	797168	+	1135	15	60	4	5	9	6	3	4
gene:PBANKA_072260	7	800238	801177	+	940	78	514	3	10	92	77	7	8
gene:PBANKA_072280	7	807177	808098	+	922	40	195	22	50	62	51	8	3
gene:PBANKA_072300	7	816253	819009	+	2757	0	4	0	0	1	0	1	0
gene:PBANKA_080010	8	2747	3870	-	1124	3	70	11	8	4	3	11	10
gene:PBANKA_080030	8	10418	12094	+	1677	171	1860	65	142	62	80	109	53
gene:PBANKA_080040	8	14119	14473	-	355	509	2895	308	611	304	288	725	528
gene:PBANKA_080050	8	17568	19514	+	1947	252539	2158237	394605	397806	364727	405759	852676	701612
gene:PBANKA_080060	8	22430	23319	-	890	32	175	17	41	38	40	40	20
gene:PBANKA_080070	8	24591	29585	+	4995	19	147	12	3	1	3	3	1
gene:PBANKA_080080	8	30450	30983	+	534	70	443	35	98	48	47	53	46
gene:PBANKA_080090	8	31928	35596	-	3669	59	220	49	16	6	3	10	3
gene:PBANKA_080100	8	36949	37389	+	441	28	145	23	66	41	28	26	27
gene:PBANKA_080110	8	38353	40413	-	2061	270	1873	126	130	57	71	86	90
gene:PBANKA_080120	8	43743	49856	+	6114	774	7301	898	168	12	19	66	36
gene:PBANKA_080130	8	51120	53053	+	1934	9	59	4	13	35	30	35	30
gene:PBANKA_080140	8	53584	54195	-	612	5	60	4	12	10	8	10	9
gene:PBANKA_080150	8	56627	58864	+	2238	35	105	47	65	12	12	16	25
gene:PBANKA_080160	8	59739	71669	-	11931	132	856	192	59	16	7	20	9
gene:PBANKA_080170	8	73069	82098	-	9030	84	653	42	41	21	26	25	10
gene:PBANKA_080180	8	85236	94187	+	8952	122	1083	61	13	31	28	24	14
gene:PBANKA_080190	8	94886	98230	-	3345	80	571	107	35	15	16	37	19
gene:PBANKA_080200	8	100850	106989	+	6140	54	375	27	4	3	2	8	3
gene:PBANKA_080210	8	108937	111327	+	2391	381	3130	209	175	93	122	219	126
gene:PBANKA_080220	8	112130	116002	-	3873	22	143	14	11	4	6	11	3
gene:PBANKA_080230	8	117379	129021	-	11643	1990	13187	1603	253	257	344	582	397
gene:PBANKA_080240	8	132038	135856	+	3819	61	359	44	25	21	24	43	25
gene:PBANKA_080250	8	136411	139833	-	3423	92	566	67	65	32	39	52	28
gene:PBANKA_080260	8	141233	142225	-	993	36	284	26	35	16	17	24	25
gene:PBANKA_080270	8	143372	146625	-	3254	73	491	51	34	22	29	51	22
gene:PBANKA_080280	8	148208	150943	+	2736	202	1333	114	114	36	34	55	22
gene:PBANKA_080290	8	151854	156047	+	4194	92	454	150	105	15	23	42	37
gene:PBANKA_080300	8	157328	159673	+	2346	24	249	18	21	14	13	27	15
gene:PBANKA_080310	8	160365	162848	-	2484	122	1466	72	56	23	34	36	37
gene:PBANKA_080320	8	166155	173784	-	7630	484	3286	380	43	16	15	35	26
gene:PBANKA_080330	8	176398	179433	-	3036	73	526	44	28	15	21	37	15
gene:PBANKA_080340	8	180816	181544	-	729	58	398	53	125	129	78	74	56
gene:PBANKA_080350	8	183572	184587	-	1016	228	2030	84	367	487	375	289	210
gene:PBANKA_080360	8	186023	189706	+	3684	284	2559	221	169	21	33	58	25
gene:PBANKA_080370	8	190125	195653	-	5529	91	762	61	39	26	30	64	32
gene:PBANKA_080380	8	196690	197000	+	311	4	49	2	4	9	12	11	11
gene:PBANKA_080390	8	197720	198368	+	649	10	68	5	9	6	9	4	4
gene:PBANKA_080400	8	199386	199664	-	279	103	1058	174	342	151	130	102	101
gene:PBANKA_080410	8	201911	206629	-	4719	210	1496	149	12	11	8	22	14
gene:PBANKA_080420	8	210294	212186	+	1893	6	110	11	8	4	8	13	11
gene:PBANKA_080430	8	212940	215501	+	2562	26	181	6	6	8	4	7	2
gene:PBANKA_080440	8	219159	224588	-	5430	56	520	34	15	7	12	26	11
gene:PBANKA_080450	8	227062	230028	+	2967	61	597	31	29	13	21	27	18
gene:PBANKA_080460	8	232071	234020	+	1950	116	798	237	201	38	55	67	61
gene:PBANKA_080470	8	236545	240837	+	4293	66	715	57	35	15	19	34	20
gene:PBANKA_080480	8	241825	242598	+	774	54	474	53	78	24	28	26	20
gene:PBANKA_080490	8	244390	247170	+	2781	132	1242	54	30	37	32	31	46
gene:PBANKA_080500	8	248526	252387	+	3862	90	809	38	29	16	17	41	28
gene:PBANKA_080510	8	253579	254358	+	780	504	3899	764	1291	1293	1171	1090	954
gene:PBANKA_080520	8	255536	258589	+	3054	53	447	18	26	19	13	15	14
gene:PBANKA_080530	8	259502	259810	+	309	220	1390	181	317	214	183	202	162
gene:PBANKA_080540	8	260230	260439	-	210	108	724	112	141	72	51	63	44
gene:PBANKA_080550	8	261394	264479	-	3086	11	115	9	10	12	4	15	5
gene:PBANKA_080560	8	265416	266752	+	1337	9	110	10	23	69	57	54	48
gene:PBANKA_080570	8	268690	271847	+	3158	1757	17896	1487	1530	663	785	1809	1250
gene:PBANKA_080580	8	272982	274169	-	1188	21	162	10	10	26	32	41	32
gene:PBANKA_080590	8	275809	280038	-	4230	34	417	32	9	6	5	18	17
gene:PBANKA_080600	8	281527	282159	-	633	43	483	33	85	46	46	38	27
gene:PBANKA_080610	8	282984	285458	+	2475	81	474	82	52	8	16	22	12
gene:PBANKA_080620	8	286790	287113	+	324	8	84	5	13	47	42	42	24
gene:PBANKA_080630	8	287879	293215	-	5337	129	1000	61	3	2	8	30	24
gene:PBANKA_080640	8	294862	296521	+	1660	45	256	16	32	61	70	95	92
gene:PBANKA_080650	8	297120	298660	-	1541	101	791	68	127	95	110	163	125
gene:PBANKA_080660	8	299617	302520	+	2904	64	495	65	30	9	17	35	28
gene:PBANKA_080670	8	303121	317097	-	13977	249	1686	85	20	13	11	17	15
gene:PBANKA_080680	8	319885	323692	+	3808	66	511	59	75	115	93	115	89
gene:PBANKA_080690	8	324715	327725	+	3011	6	82	10	11	2	2	7	7
gene:PBANKA_080700	8	328644	335576	-	6933	826	7587	526	65	18	15	41	30
gene:PBANKA_080710	8	338211	339401	-	1191	20	200	10	20	18	18	28	27
gene:PBANKA_080720	8	340972	341628	-	657	1998	12437	1714	2586	4937	4380	8654	6378
gene:PBANKA_080730	8	342204	344513	-	2310	43	268	7	21	36	28	50	48
gene:PBANKA_080740	8	345188	345862	+	675	3	16	0	0	14	18	25	17
gene:PBANKA_080750	8	345960	354213	-	8254	349	2867	352	268	125	186	228	123
gene:PBANKA_080760	8	357334	358497	-	1164	603	4902	685	2316	1731	1197	1114	862
gene:PBANKA_080770	8	361320	365725	+	4406	881	5913	1283	1124	323	443	573	413
gene:PBANKA_080780	8	368361	369979	+	1619	44	268	14	29	20	23	46	31
gene:PBANKA_080790	8	372545	381067	+	8523	2847	18056	2519	142	48	97	346	137
gene:PBANKA_080800	8	384964	388992	+	4029	1973	15914	746	267	339	510	2240	1420
gene:PBANKA_080810	8	390445	393102	-	2658	147	991	116	77	19	47	93	68
gene:PBANKA_080820	8	395585	396442	+	858	209	1402	170	217	425	383	491	405
gene:PBANKA_080830	8	398198	399890	+	1693	297	1902	204	212	279	207	281	194
gene:PBANKA_080838	8	400792	401121	+	330	14	27	6	2	7	9	13	11
gene:PBANKA_080842	8	401220	401966	+	747	261	1248	136	107	227	227	379	296
gene:PBANKA_080850	8	402727	403044	+	318	36	234	23	36	25	34	59	45
gene:PBANKA_080860	8	403449	407468	-	4020	1452	8405	1409	2017	4163	4076	6304	5038
gene:PBANKA_080870	8	409391	412066	+	2676	301	2029	287	181	49	101	212	115
gene:PBANKA_080880	8	412718	413626	-	909	33	222	24	23	52	59	43	23
gene:PBANKA_080890	8	414297	416624	-	2328	621	4202	394	270	181	286	527	346
gene:PBANKA_080900	8	419593	422329	+	2737	2873	17646	2331	1610	1837	2572	6268	4334
gene:PBANKA_080910	8	422635	423471	-	837	68	404	23	44	52	44	65	53
gene:PBANKA_080920	8	425012	425554	+	543	267	1923	253	281	428	427	667	587
gene:PBANKA_080930	8	426057	426846	-	790	546	4272	390	723	636	638	1015	831
gene:PBANKA_080940	8	427811	429426	-	1616	341	2557	141	302	293	266	250	223
gene:PBANKA_080950	8	431091	432904	-	1814	90	566	74	66	142	132	192	156
gene:PBANKA_080960	8	436128	441184	+	5057	397	2730	209	211	364	331	497	414
gene:PBANKA_080970	8	441755	443505	-	1751	283	2423	163	506	456	369	295	310
gene:PBANKA_080980	8	445083	446549	-	1467	80	609	68	64	52	52	92	55
gene:PBANKA_080990	8	447093	449062	-	1970	99	725	84	100	155	111	184	157
gene:PBANKA_081000	8	449910	451532	+	1623	91	665	57	128	99	68	113	97
gene:PBANKA_081010	8	451627	453991	-	2365	27	161	36	21	40	48	61	50
gene:PBANKA_081020	8	455276	457915	-	2640	8749	63812	10066	10276	6371	8863	20694	16234
gene:PBANKA_081030	8	459686	461512	+	1827	395	2663	186	404	848	801	1078	856
gene:PBANKA_081040	8	461916	463505	-	1590	345	2414	186	329	903	790	1097	916
gene:PBANKA_081050	8	464035	465200	-	1166	173	1462	119	318	568	481	691	484
gene:PBANKA_081060	8	466635	470516	+	3882	190	1932	220	64	14	6	25	10
gene:PBANKA_081070	8	472258	473247	+	990	1406	12605	610	1318	1876	1674	3286	2582
gene:PBANKA_081080	8	474627	476656	-	2030	79	539	34	43	18	15	39	28
gene:PBANKA_081090	8	479956	482745	+	2790	629	5349	425	299	81	100	236	157
gene:PBANKA_081100	8	484264	485004	+	741	17	191	10	53	45	39	39	33
gene:PBANKA_081110	8	486290	490381	+	4092	58	690	80	45	17	16	16	21
gene:PBANKA_081120	8	490692	493952	-	3261	10	102	4	0	2	1	5	4
gene:PBANKA_081130	8	494927	499506	-	4580	157	1272	71	83	43	46	80	66
gene:PBANKA_081140	8	502356	509741	+	7386	389	2964	533	40	5	7	17	7
gene:PBANKA_081150	8	511596	512885	+	1290	69	497	29	84	18	23	30	15
