Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
gene:PF3D7_0803700	8	231398	232756	+	1359	6354	2164	2320	2088	2693	1941
gene:PF3D7_0803800	8	233467	234426	-	960	25703	8590	9917	9644	11086	9955
gene:PF3D7_0804000	8	237853	241048	+	3196	7203	2896	2893	2712	3308	2453
gene:PF3D7_0804300	8	242103	244775	+	2673	19455	7654	7854	8185	9229	8875
gene:PF3D7_0804400	8	245711	247933	+	2223	6362	2436	2431	2187	2535	2039
gene:PF3D7_0804500	8	250083	268437	+	18355	25866	7895	9479	7327	10979	7618
gene:PF3D7_0804600	8	268856	270696	-	1841	5604	2236	2038	2137	2226	2060
gene:PF3D7_0804700	8	271417	277413	-	5997	159919	63850	65750	58807	74727	67403
gene:PF3D7_0804800	8	278381	279034	+	654	3050	1124	1122	1119	1209	1187
gene:PF3D7_0804900	8	279711	281186	-	1476	4527	1554	1706	1519	1908	1388
gene:PF3D7_0805000	8	283066	284522	-	1457	2392	860	816	826	910	854
gene:PF3D7_0805100	8	286959	288620	+	1662	57596	20596	20683	22512	23189	24106
gene:PF3D7_0805200	8	290902	291183	+	282	3744	972	1060	1089	1156	887
gene:PF3D7_0805300	8	293113	296871	-	3759	51478	26524	22745	21526	26678	25376
gene:PF3D7_0805400	8	303370	304596	-	1227	7254	3110	2606	3202	2844	3166
gene:PF3D7_0805500	8	305295	308549	-	3255	2398	1371	1092	1011	1285	923
gene:PF3D7_0805600	8	312034	312960	+	927	515	264	222	230	201	203
gene:PF3D7_0805700	8	314172	318726	-	4555	13587	4494	4771	3828	5130	3754
gene:PF3D7_0805800	8	322367	323677	-	1311	8800	4014	3933	3074	4226	3789
gene:PF3D7_0805900	8	324279	325655	-	1377	1886	698	529	691	677	600
gene:PF3D7_0806000	8	326215	330004	-	3790	7478	2803	2809	2459	3019	2441
gene:PF3D7_0806100	8	330651	332678	+	2028	1990	796	859	593	936	691
gene:PF3D7_0806200	8	333379	337727	+	4349	3947	1336	1317	1207	1414	1352
gene:PF3D7_0806300	8	337902	343254	-	5353	4805	1839	1563	1749	1792	1536
gene:PF3D7_0806400	8	344288	344821	+	534	502	275	242	191	270	248
gene:PF3D7_0806500	8	345427	347454	-	2028	17452	6053	6255	6228	7098	5038
gene:PF3D7_0806600	8	349317	353362	-	4046	3391	1183	1269	1136	1587	1129
gene:PF3D7_0806700	8	354472	362396	+	7925	10829	3976	4105	3766	4830	3545
gene:PF3D7_0806800	8	363260	366421	-	3162	19606	7139	7406	6787	8651	6057
gene:PF3D7_0806900	8	368607	369746	-	1140	909	375	366	292	414	316
gene:PF3D7_0807000	8	370784	372623	+	1840	3364	988	1236	1109	1337	1107
gene:PF3D7_0807100	8	372902	376867	-	3966	2519	1040	1034	1021	1278	1092
gene:PF3D7_0807200	8	378024	379446	+	1423	1000	384	369	370	432	379
gene:PF3D7_0807300	8	381564	382847	+	1284	3468	1138	1201	1132	1313	1016
gene:PF3D7_0807400	8	384298	385797	+	1500	3183	1335	1244	1023	1308	1212
gene:PF3D7_0807500	8	387219	388364	+	1146	9010	2928	3195	3195	3473	2969
gene:PF3D7_0807600	8	389596	394259	-	4664	21440	7674	7657	7695	9040	7239
gene:PF3D7_0807700	8	395648	398787	-	3140	3254	1165	1022	1086	1085	978
gene:PF3D7_0807800	8	399591	401360	-	1770	17578	5544	6514	5584	7549	5372
gene:PF3D7_0807900	8	402595	404141	+	1547	11658	3981	3951	4015	4522	3757
gene:PF3D7_0808000	8	404996	409084	+	4089	475	277	201	178	211	189
gene:PF3D7_0808100	8	409936	415168	+	5233	3895	1899	1717	1742	2110	1581
gene:PF3D7_0808200	8	416344	418065	-	1722	8197	2812	2514	2653	2712	2287
gene:PF3D7_0808300	8	421493	422640	+	1148	15743	4111	4992	4259	5004	4256
gene:PF3D7_0808400	8	423527	424536	+	1010	1309	384	508	384	536	396
gene:PF3D7_0808600	8	431165	439051	+	7887	5757	1525	2011	1852	2124	1978
gene:PF3D7_0808700	8	440408	448062	+	7655	8386	2457	2951	2880	3278	3126
gene:PF3D7_0808800	8	450615	451899	+	1285	135	41	38	66	68	60
gene:PF3D7_0808900	8	453803	454919	+	1117	598	219	183	209	218	245
gene:PF3D7_0809100	8	459312	466567	+	7256	17721	4892	5448	5244	5905	5031
gene:PF3D7_0809200	8	467943	471893	-	3951	25817	11410	10888	9513	12304	10847
gene:PF3D7_0809400	8	475573	478125	+	2553	4239	2013	1668	1742	2004	1910
gene:PF3D7_0809500	8	478512	478826	-	315	1892	719	646	745	703	737
gene:PF3D7_0809600	8	479980	497382	-	17403	7382	2709	2785	2613	3296	2893
gene:PF3D7_0809700	8	499463	501569	-	2107	3357	1114	1182	1433	1264	1565
gene:PF3D7_0809800	8	502338	506698	-	4361	922	386	401	311	455	319
gene:PF3D7_0809900	8	508224	512428	-	4205	10650	3413	3715	2991	3962	2612
gene:PF3D7_0810000	8	517421	517693	-	273	10405	3703	3922	3990	4341	4066
gene:PF3D7_0810100	8	519331	519991	-	661	978	364	360	369	385	327
gene:PF3D7_0810200	8	521187	524009	+	2823	6361	2649	2486	2570	2899	2447
gene:PF3D7_0810300	8	525058	527604	-	2547	22954	6501	7177	6879	8008	6499
gene:PF3D7_0810400	8	532220	534031	+	1812	2714	1195	1071	1065	1301	1075
gene:PF3D7_0810500	8	534469	536619	-	2151	7977	2669	2748	2982	3228	3025
gene:PF3D7_0810600	8	541971	544796	+	2826	25940	8082	8967	8582	10295	8642
gene:PF3D7_0810700	8	546163	547365	-	1203	803	312	274	287	283	246
gene:PF3D7_0810800	8	548200	550616	+	2417	1913	906	700	788	796	744
gene:PF3D7_0810900.1	8	551199	552428	-	1230	3311	1063	1100	1204	1230	1269
gene:PF3D7_0810900.2	8	551867	552428	-	562	0	0	0	0	0	0
gene:PF3D7_0811000	8	554437	557205	+	2769	6039	2871	2443	2797	2906	2550
gene:PF3D7_0811100	8	557884	559506	-	1623	396	275	175	197	220	156
gene:PF3D7_0811200	8	560744	564276	+	3533	1240	682	532	469	600	552
gene:PF3D7_0811300	8	567824	573148	+	5325	21767	6850	8245	7144	9415	7319
gene:PF3D7_0811400	8	575986	578370	+	2385	13937	4755	4898	4819	5522	4514
gene:PF3D7_0811500	8	579483	582221	+	2739	1793	920	693	660	782	701
gene:PF3D7_0811600	8	582983	586953	-	3971	4502	1883	2082	1475	2471	1574
gene:PF3D7_0811700	8	589821	593489	+	3669	1033	473	415	439	459	454
gene:PF3D7_0811800	8	593649	595412	-	1764	281	143	140	103	134	120
gene:PF3D7_0811900	8	596190	600328	+	4139	9529	3744	3726	4055	4386	4527
gene:PF3D7_0812000	8	600525	602247	-	1723	2147	982	954	722	994	734
gene:PF3D7_0812100	8	604923	612878	+	7956	5367	2773	2282	2255	2792	2267
gene:PF3D7_0812220	8	613325	614862	-	1538	1239	545	462	458	462	426
gene:PF3D7_0812200	8	614919	617821	-	2903	1079	392	308	399	354	313
gene:PF3D7_0812300	8	618843	620228	-	1386	2366	968	752	731	846	819
gene:PF3D7_0812400	8	621805	623442	-	1638	13621	4504	4807	4689	5339	4271
gene:PF3D7_0812500	8	626069	628945	-	2877	12279	4593	4594	4648	5360	4409
gene:PF3D7_0812600	8	631584	632229	-	646	14348	4147	4920	5159	5354	5078
gene:PF3D7_0812700	8	633990	634697	+	708	2799	1274	1162	1219	1293	1085
gene:PF3D7_0812800	8	635537	635755	-	219	287	153	139	110	134	110
gene:PF3D7_0812900	8	636628	641458	-	4831	2377	860	909	788	956	811
gene:PF3D7_0813000	8	643086	644885	-	1800	5815	2326	2396	1993	2718	1958
gene:PF3D7_0813100	8	647316	649304	-	1989	6333	3172	2788	2936	3266	2981
gene:PF3D7_0813200	8	651417	652804	-	1388	9748	3468	3326	3588	3495	3235
gene:PF3D7_0813300	8	656078	657630	+	1553	21064	7421	7316	7564	8227	6940
gene:PF3D7_0813400	8	658493	662095	-	3603	76090	27360	25956	28661	29128	28465
gene:PF3D7_0813500	8	665548	667095	-	1548	5101	1695	1675	1685	1911	1696
gene:PF3D7_0813600	8	669541	670734	+	1194	6866	2479	2409	2708	2648	2486
gene:PF3D7_0813700	8	671157	675416	-	4260	4691	2239	1790	1995	2279	1782
gene:PF3D7_0813800	8	676391	677464	+	1074	83802	30305	30582	34158	34954	35173
gene:PF3D7_0813900	8	677989	678725	-	737	12486	3845	4300	3972	4644	3708
gene:PF3D7_0814000	8	680957	681809	+	853	11827	4027	4268	4293	4721	3904
gene:PF3D7_0814100	8	682518	683572	-	1055	5120	1673	2284	1008	2269	1308
gene:PF3D7_0814200	8	687340	688086	+	747	53166	15685	17778	18938	20503	21027
gene:PF3D7_0814300	8	690541	694143	-	3603	5655	2514	2275	2347	2560	2274
gene:PF3D7_0814400	8	695215	697522	-	2308	7687	3215	3011	2817	3401	2777
gene:PF3D7_0814500	8	700376	702652	+	2277	1570	767	679	618	809	664
gene:PF3D7_0814600	8	703502	704683	-	1182	10854	3421	3438	3689	3570	3557
gene:PF3D7_0814700	8	706076	706996	+	921	1906	713	663	573	720	577
gene:PF3D7_0814900	8	708228	708824	+	597	10591	3419	3638	3962	4004	3826
gene:PF3D7_0815000	8	709545	710600	-	1056	2629	1219	1055	1141	1199	1077
gene:PF3D7_0815100	8	711239	714166	+	2928	8612	3854	3248	3025	3601	2751
gene:PF3D7_0815200	8	717113	719746	+	2634	17687	6249	6563	5870	7447	5650
gene:PF3D7_0815300	8	721928	725476	+	3549	10933	4502	4188	4662	5193	5082
gene:PF3D7_0815400	8	725781	726502	-	722	2408	1039	995	1073	1119	992
gene:PF3D7_0815500	8	727662	729728	+	2067	1118	507	435	519	511	543
gene:PF3D7_0815600	8	729917	732187	-	2271	12964	4401	4604	4805	4914	4676
gene:PF3D7_0815700	8	733279	734573	-	1295	203	92	107	54	107	73
gene:PF3D7_0815800	8	735680	741181	-	5502	23560	8572	8676	7900	10153	7084
gene:PF3D7_0815900	8	743505	745505	+	2001	6019	2754	2383	2749	2746	2868
gene:PF3D7_0816000	8	746013	747488	-	1476	3543	1827	1375	1715	1606	1586
gene:PF3D7_0816100	8	748653	749623	+	971	1008	508	402	456	386	323
gene:PF3D7_0816200	8	750082	750711	-	630	43497	14273	15357	15948	17588	16490
gene:PF3D7_0816300	8	751942	756173	-	4232	4497	1892	1881	1461	2054	1518
gene:PF3D7_0816400	8	757224	758207	+	984	15623	4808	5722	5126	6275	5186
gene:PF3D7_0816500	8	760138	761031	+	894	9130	2893	2819	3281	3000	3216
gene:PF3D7_0816600	8	762118	765330	-	3213	10123	4974	3671	4919	4295	4427
gene:PF3D7_0816700	8	767110	767880	+	771	985	492	492	432	548	446
gene:PF3D7_0816800	8	767916	769792	-	1877	447119	180294	158163	205009	181708	199276
gene:PF3D7_0816900	8	770946	771773	+	828	821	371	370	272	387	292
gene:PF3D7_0817000	8	772568	773737	+	1170	956	495	444	287	417	320
gene:PF3D7_0817100	8	774299	776791	+	2493	1333	689	509	545	546	578
gene:PF3D7_0817200	8	777257	779647	-	2391	1900	733	773	609	976	694
gene:PF3D7_0817300	8	782909	789616	-	6708	9908	2719	3078	2461	3315	2204
gene:PF3D7_0817400	8	794287	797806	-	3520	1706	614	660	510	829	520
gene:PF3D7_0817500	8	798777	800205	+	1429	103013	37620	36162	43779	41129	43175
gene:PF3D7_0817600	8	800920	804034	-	3115	55562	19647	18832	21468	21394	21036
gene:PF3D7_0817700	8	805797	813465	-	7669	21773	7357	7552	7245	8928	6650
gene:PF3D7_0817800	8	815150	815451	+	302	5519	1921	1843	2262	2105	2303
gene:PF3D7_0817900	8	816803	817102	-	300	107764	42086	40692	46241	47824	45455
gene:PF3D7_0818000	8	821334	822452	+	1119	5129	2098	1638	2092	1769	2006
gene:PF3D7_0818100	8	824564	826518	+	1955	1928	877	650	760	708	698
gene:PF3D7_0818200	8	830006	831454	+	1449	20840	6452	7136	6579	8045	6294
gene:PF3D7_0818300	8	833185	835334	+	2150	3730	1380	1457	1152	1731	1359
gene:PF3D7_0818400	8	835978	836848	-	871	10267	3402	3651	3537	4030	3563
gene:PF3D7_0818500	8	842317	843215	+	899	14634	4338	4776	4162	4977	4080
gene:PF3D7_0818600	8	845253	847380	-	2128	17621	6642	5858	7232	6570	7310
gene:PF3D7_0818700	8	848277	852947	-	4671	12570	4827	5085	4494	6069	4155
gene:PF3D7_0818800	8	855654	856742	-	1089	5095	1826	2037	1546	2101	1671
gene:PF3D7_0818900	8	860384	862417	+	2034	102569	26633	32085	37187	35045	41588
gene:PF3D7_0819000	8	863505	868137	-	4633	7747	3553	3017	3355	3466	3198
gene:PF3D7_0819100	8	869562	870574	+	1013	1099	548	428	503	571	496
gene:PF3D7_0819200	8	871410	873440	+	2031	261	139	96	121	101	114
gene:PF3D7_0819300	8	874367	877498	+	3132	269	168	123	105	138	142
gene:PF3D7_0819400	8	878495	880459	+	1965	716	301	256	297	219	315
gene:PF3D7_0819500	8	881590	884390	+	2801	13028	4909	4712	5183	5640	4717
gene:PF3D7_0819600	8	885198	886136	-	939	57427	20143	20518	23802	23092	24105
gene:PF3D7_0819700	8	888126	890471	-	2346	1148	520	450	461	475	441
gene:PF3D7_0819800	8	891658	898502	-	6845	9296	3488	3290	3177	3606	3399
gene:PF3D7_0819900	8	899004	899657	-	654	2569	888	868	998	1009	1048
gene:PF3D7_0820000	8	900742	907714	-	6973	24750	9416	8563	8740	9722	7803
gene:PF3D7_0820100	8	909207	910716	-	1510	4571	1479	1541	1501	1543	1373
gene:PF3D7_0820200	8	912264	914249	-	1986	4880	2253	1908	1945	2397	1947
gene:PF3D7_0820300	8	919055	920896	+	1842	3060	1123	1263	1040	1433	925
gene:PF3D7_0820400	8	922208	923932	+	1725	2109	737	748	676	827	771
gene:PF3D7_0820500	8	925113	927671	+	2559	6968	2392	2859	2474	3389	2352
gene:PF3D7_0820600	8	929145	930861	+	1717	408	223	191	151	233	168
gene:PF3D7_0820700	8	932321	935626	+	3306	29025	9989	10025	10249	11606	9113
gene:PF3D7_0820800	8	936426	938876	-	2451	1826	787	625	652	737	722
gene:PF3D7_0820900	8	939583	944645	-	5063	3414	1460	1409	1342	1559	1405
gene:PF3D7_0821000	8	948745	950899	+	2155	5314	1711	1855	1526	2149	1371
gene:PF3D7_0821100	8	953448	956314	+	2867	10627	4350	4064	3919	4907	3673
gene:PF3D7_0821200	8	957498	958073	+	576	1313	561	520	554	545	622
gene:PF3D7_0821300	8	958531	961740	-	3210	7487	2928	2750	2864	3118	2597
gene:PF3D7_0821400	8	965822	966657	+	836	554	290	299	245	336	217
gene:PF3D7_0821500	8	967901	968740	-	840	985	433	474	419	473	381
gene:PF3D7_0821600	8	969690	971714	+	2025	2491	739	775	704	910	690
gene:PF3D7_0821700	8	973586	974267	+	682	6300	2253	2437	2562	2800	2281
gene:PF3D7_0821800	8	976074	976644	+	571	16991	5803	5990	6117	6833	5699
gene:PF3D7_0821900	8	977432	978188	-	757	1353	511	491	598	489	588
gene:PF3D7_0822000	8	978798	980634	+	1837	3400	1475	1183	1543	1464	1504
gene:PF3D7_0822100	8	981018	981722	-	705	1556	562	558	613	719	754
gene:PF3D7_0822200	8	982570	987696	+	5127	1394	798	632	476	669	582
gene:PF3D7_0822300	8	988281	988763	-	483	1303	630	515	608	595	603
gene:PF3D7_0822400	8	990250	992608	+	2359	6265	2506	2225	2544	2508	2787
gene:PF3D7_0822500	8	992655	993965	-	1311	2697	1074	1063	1217	1207	1251
gene:PF3D7_0822600	8	997055	999529	+	2475	30094	9666	9903	10803	11427	9992
gene:PF3D7_0822700	8	1000981	1003755	-	2775	1143	685	494	609	615	534
gene:PF3D7_0822800	8	1005836	1006810	+	975	2764	1234	1137	1076	1275	1046
gene:PF3D7_0822900	8	1007777	1011307	-	3531	2292	1316	877	1158	1067	973
gene:PF3D7_0823000	8	1012927	1017376	-	4450	4221	1724	1586	1649	1914	1501
gene:PF3D7_0823100	8	1018089	1019268	-	1180	1168	334	377	441	414	382
gene:PF3D7_0823200	8	1022629	1023846	-	1218	12275	4053	4056	4338	4711	3591
gene:PF3D7_0823300	8	1028752	1033514	+	4763	18391	6549	6632	6289	7838	5872
gene:PF3D7_0823400	8	1034417	1036428	+	2012	1454	570	445	485	472	461
gene:PF3D7_0823500	8	1037100	1038608	-	1509	3881	2110	1492	2101	1788	1963
gene:PF3D7_0823600	8	1039907	1041211	-	1305	575	309	227	264	246	238
gene:PF3D7_0823700	8	1041832	1042327	-	496	855	399	427	297	447	298
gene:PF3D7_0823800	8	1043813	1045780	+	1968	1648	886	739	662	865	652
gene:PF3D7_0823900	8	1047551	1048507	+	957	7376	2552	2444	2729	2792	2682
gene:PF3D7_0824000	8	1049282	1051705	-	2424	2753	1715	1009	1585	1130	1290
gene:PF3D7_0824100	8	1052771	1053991	+	1221	2059	1315	777	1196	937	921
gene:PF3D7_0824200	8	1055135	1059003	+	3869	1592	970	618	874	759	837
gene:PF3D7_0824300	8	1059246	1061567	-	2322	7367	2667	2623	2410	3017	2316
gene:PF3D7_0824400	8	1062304	1064061	-	1758	2746	1105	1027	983	1105	905
gene:PF3D7_0824500	8	1066154	1067472	+	1319	7565	3066	2930	2996	3145	3011
gene:PF3D7_0824600	8	1068563	1069902	+	1340	7453	3077	2751	3108	3175	2931
gene:PF3D7_0824700	8	1070988	1074417	+	3430	2640	1235	811	1107	917	1051
gene:PF3D7_0824800	8	1075800	1079630	+	3831	5530	2155	2401	1776	2828	1954
gene:PF3D7_0824900	8	1080055	1082991	-	2937	2365	1158	1015	958	1157	1017
gene:PF3D7_0825000	8	1086048	1091248	+	5201	49328	17661	16745	16160	18338	17108
gene:PF3D7_0825100	8	1091998	1093221	+	1224	2120	729	743	580	660	525
gene:PF3D7_0825200	8	1093690	1094489	+	800	1266	432	337	350	349	335
gene:PF3D7_0825300	8	1095116	1095562	-	447	19652	8548	7630	6482	8330	7563
gene:PF3D7_0825400	8	1096423	1097363	+	941	5743	1664	1929	1762	2066	1608
gene:PF3D7_0825500	8	1098484	1100376	+	1893	6459	2422	2448	2114	2678	2036
gene:PF3D7_0825600	8	1100816	1101073	-	258	1634	470	514	536	549	500
gene:PF3D7_0825700	8	1101887	1102804	-	918	81978	36703	37050	30545	42291	35823
gene:PF3D7_0825800	8	1103768	1105108	+	1341	289638	106701	101966	119718	118003	120305
gene:PF3D7_0825900	8	1106048	1107961	+	1914	19117	5227	6176	4734	6166	5192
gene:PF3D7_0826000	8	1109276	1112794	+	3519	2879	1371	1126	1236	1299	1151
gene:PF3D7_0826100	8	1113369	1139144	-	25776	39714	13455	15540	12576	19685	12811
gene:PF3D7_0826200	8	1142499	1144307	-	1809	4490	1843	1955	1518	2289	1925
gene:PF3D7_0826300	8	1146167	1147504	+	1338	8974	3421	3483	3251	4011	3395
gene:PF3D7_0826400	8	1148010	1149830	-	1821	1673	652	688	717	779	668
gene:PF3D7_0826500	8	1152302	1156282	+	3981	15813	5328	5954	5230	6856	4865
gene:PF3D7_0826600	8	1157321	1158151	-	831	849	417	387	393	457	446
gene:PF3D7_0826700	8	1160164	1161708	-	1545	11998	3781	4173	3919	4676	3627
gene:PF3D7_0826900	8	1164655	1167205	+	2551	9417	4048	3662	3571	4260	3685
gene:PF3D7_0827000	8	1167579	1171448	-	3870	9905	4531	3632	4062	4224	3632
gene:PF3D7_0827100	8	1172394	1176587	+	4194	7857	3184	2903	2952	3510	2789
gene:PF3D7_0827200	8	1177310	1180324	+	3015	252388	101634	96515	97359	107241	108109
gene:PF3D7_0827300	8	1181295	1183796	+	2502	6663	2836	2744	2510	3276	2472
gene:PF3D7_0827400	8	1184595	1185251	+	657	163126	37741	57104	36072	62368	36236
gene:PF3D7_0827500	8	1186175	1187125	+	951	12877	2876	5248	2839	5872	3111
gene:PF3D7_0827600	8	1187623	1192925	-	5303	24106	4997	8602	4666	9634	4421
gene:PF3D7_0827700	8	1193847	1196678	-	2832	7548	1765	2946	1716	3502	1813
gene:PF3D7_0827800	8	1198858	1206057	+	7200	115077	18653	41613	20723	48298	21594
gene:PF3D7_0827900	8	1206788	1208394	-	1607	73042	11454	24323	13065	27793	12447
gene:PF3D7_0828000	8	1210692	1211860	+	1169	247249	38994	78862	44469	85660	46724
gene:PF3D7_0828100	8	1212337	1215630	-	3294	6921	1540	2981	1048	3265	1113
gene:PF3D7_0828200	8	1216271	1220716	+	4446	31335	6008	11852	5448	13545	5666
gene:PF3D7_0828300	8	1221025	1222683	-	1659	7855	1617	3013	1582	3499	1494
gene:PF3D7_0828400	8	1224094	1225863	-	1770	3063	613	1241	618	1287	664
gene:PF3D7_0828500	8	1226750	1228409	-	1660	12308	2364	4522	2067	5069	1947
gene:PF3D7_0828600	8	1229899	1232132	-	2234	21717	3550	7712	3692	8153	3942
gene:PF3D7_0828700	8	1233372	1236473	+	3102	15926	3651	7430	2505	8362	3043
gene:PF3D7_0828800	8	1237285	1239501	-	2217	31534	4956	10720	4408	11244	4007
gene:PF3D7_0828900	8	1241966	1242895	-	930	10421	1909	3497	2126	3908	2062
gene:PF3D7_0829000	8	1245211	1251078	+	5868	10103	1802	3750	1612	4260	1535
gene:PF3D7_0829100	8	1252349	1253796	+	1448	10525	1729	3918	2045	4590	2090
gene:PF3D7_0829200	8	1254558	1255376	+	819	19235	3567	6856	3889	8140	3701
gene:PF3D7_0829300	8	1256555	1257133	+	579	17154	2896	6155	3224	7324	3074
gene:PF3D7_0829400	8	1257716	1259041	-	1326	29537	4874	9688	4439	10332	4396
gene:PF3D7_0829500	8	1260048	1266698	-	6651	24607	4195	8939	3202	9205	3509
gene:PF3D7_0829600	8	1269135	1269647	+	513	14683	2528	4804	2533	5066	2214
gene:PF3D7_0830300	8	1290240	1291406	-	1167	1348	356	633	289	704	319
gene:PF3D7_0830400	8	1294022	1294722	+	701	665	189	221	192	274	159
gene:PF3D7_0830500	8	1296134	1298328	-	2195	5396	1873	1893	1807	2141	1529
gene:PF3D7_0830600	8	1303323	1304813	+	1491	10468	2034	3930	2063	4641	1872
gene:PF3D7_0830700	8	1307053	1307924	+	872	564	104	175	101	200	90
gene:PF3D7_0830800	8	1310637	1316955	+	6319	17311	4077	6821	3605	7759	3560
gene:PF3D7_0830900	8	1317600	1318341	-	742	11307	1696	3908	1900	4211	1851
gene:PF3D7_0831000	8	1321417	1322825	+	1409	1750	464	803	346	914	338
gene:PF3D7_0831100	8	1325144	1331187	+	6044	14009	2708	4989	2695	5745	2468
gene:PF3D7_0831200	8	1333288	1336299	+	3012	25474	4761	9234	4684	10756	4318
gene:PF3D7_0831300	8	1339659	1342306	+	2648	72579	13054	25349	13081	29261	13317
gene:PF3D7_0831400	8	1344405	1345487	-	1083	2632	768	1054	660	1267	667
gene:PF3D7_0831500	8	1353456	1354669	+	1214	1912	429	717	353	771	345
gene:PF3D7_0831600	8	1358314	1363618	+	5305	6417	1209	2322	1078	2704	968
gene:PF3D7_0831700	8	1365467	1367506	-	2040	28567	4389	9475	4342	10506	3744
gene:PF3D7_0831800	8	1374236	1375299	-	1064	176	815	49	960	64	907
gene:PF3D7_0832000	8	1383349	1384377	-	1029	0	2	0	4	0	2
gene:PF3D7_0832200.1	8	1392168	1393135	+	968	0	0	0	0	0	0
gene:PF3D7_0832200.2	8	1392168	1393491	+	1324	0	1	0	0	0	0
gene:PF3D7_0832300	8	1397014	1397885	+	872	0	3	0	0	0	2
gene:PF3D7_0832400	8	1399560	1400583	-	1024	28	9	11	11	20	11
gene:PF3D7_0832500	8	1402567	1403711	-	1145	0	0	0	1	0	3
gene:PF3D7_0832600	8	1405835	1406999	-	1165	6	2	0	2	0	0
gene:PF3D7_0832800	8	1411058	1412141	+	1084	0	0	0	2	0	1
gene:PF3D7_0832900	8	1414283	1415293	+	1011	0	1	1	1	0	1
gene:PF3D7_0833000	8	1417438	1418625	+	1188	0	0	0	0	0	0
gene:PF3D7_0833100	8	1420818	1422077	-	1260	0	2	0	1	0	1
gene:PF3D7_0833200	8	1426884	1428135	+	1252	1	0	1	0	0	2
gene:PF3D7_0833400	8	1432696	1433932	+	1237	0	13	0	17	0	11
gene:PF3D7_0833500	8	1435794	1443449	-	7656	30	76	17	59	23	51
gene:PF3D7_0900100	9	20080	27885	+	7806	170	2039	62	2245	64	2396
gene:PF3D7_0900200	9	29797	31157	-	1361	68	72	11	94	21	62
gene:PF3D7_0900300	9	33553	34795	-	1243	9	8	2	2	1	5
gene:PF3D7_0900400	9	39554	40740	+	1187	2	9	0	1	0	6
gene:PF3D7_0900500	9	42909	44045	-	1137	0	0	0	2	0	2
gene:PF3D7_0900600	9	45902	47236	-	1335	22	4	7	16	7	10
gene:PF3D7_0900700	9	49612	50971	-	1360	32	6	10	6	5	10
gene:PF3D7_0900900	9	55074	56081	-	1008	3	0	0	1	2	1
gene:PF3D7_0901000	9	58162	59240	-	1079	0	1	0	2	0	2
gene:PF3D7_0901100	9	61342	62553	-	1212	0	0	0	1	0	0
gene:PF3D7_0901200	9	64216	64428	-	213	423	118	126	97	83	70
gene:PF3D7_0901300	9	67334	68625	+	1292	3	1	1	1	1	2
gene:PF3D7_0901400	9	70521	71738	+	1218	8	1	1	2	1	0
gene:PF3D7_0901500	9	74409	75746	+	1338	20	7	5	12	5	7
gene:PF3D7_0901600	9	77861	78874	+	1014	10	7	4	8	2	3
gene:PF3D7_0901700	9	82002	82998	-	997	312	159	104	139	131	119
gene:PF3D7_0901800	9	84624	85610	+	987	605	397	210	275	202	265
gene:PF3D7_0901900	9	86384	88075	-	1692	239	162	102	82	107	108
gene:PF3D7_0902000	9	89361	91295	-	1935	561	338	226	327	246	320
gene:PF3D7_0902100	9	93830	95613	-	1784	1114	761	427	730	581	601
gene:PF3D7_0902200	9	98175	100339	-	2165	7763	2717	2775	2553	3252	2260
gene:PF3D7_0902300	9	102492	104593	-	2102	11937	4155	4287	4532	4560	4829
gene:PF3D7_0902400	9	106514	108406	-	1893	1007	530	362	415	387	412
gene:PF3D7_0902500	9	109334	111329	-	1996	3215	1462	1135	1187	1157	1219
gene:PF3D7_0902600.1	9	113409	115549	-	2141	6396	2361	2154	2472	2600	2704
gene:PF3D7_0902800	9	121621	125006	-	3386	9234	3266	2744	3198	2810	2982
gene:PF3D7_0902900	9	127416	127724	+	309	57	27	19	38	24	31
gene:PF3D7_0903000	9	129224	129700	+	477	6773	2333	2642	2471	2775	2286
gene:PF3D7_0903100	9	130140	130937	-	798	7151	2892	2892	2529	3215	2747
gene:PF3D7_0903200	9	133762	135587	-	1826	9430	3174	3348	3266	3549	3304
gene:PF3D7_0903300	9	140977	150588	+	9612	11895	4366	4305	3808	4825	3962
gene:PF3D7_0903400	9	151700	159541	-	7842	8566	4126	3715	3556	4530	3623
gene:PF3D7_0903500	9	162769	166923	+	4155	5947	2679	2153	2346	2577	2303
gene:PF3D7_0903600.2	9	168493	169715	+	1223	0	0	0	0	0	0
gene:PF3D7_0903600.1	9	168493	172887	+	4395	9086	3754	3664	3724	4091	3693
gene:PF3D7_0903700	9	175542	177442	+	1901	142304	50650	50174	60418	59978	59612
gene:PF3D7_0903800	9	179187	183991	+	4805	167047	75342	64002	73318	73983	77885
gene:PF3D7_0903900	9	185821	186383	+	563	7497	2606	2559	2717	2873	2529
gene:PF3D7_0904000	9	187342	188622	-	1281	23502	8557	8034	8919	8865	9537
gene:PF3D7_0904100	9	190858	195827	-	4970	3420	1318	1185	1249	1503	1284
gene:PF3D7_0904200	9	197867	198816	+	950	605822	219048	218235	242101	244134	252995
gene:PF3D7_0904300	9	199051	207458	-	8408	1764	850	703	811	879	772
gene:PF3D7_0904400	9	208168	208725	-	558	4899	1853	1815	1535	1988	1637
gene:PF3D7_0904500	9	210077	210609	+	533	2348	850	867	799	1061	866
