Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_0801900	8	128849	142837	+	13989	207	145	85	73	136	137	54	51	73	57	66	71	50	66	206	252	104	46
PF3D7_0802000	8	146089	150282	+	4194	589	373	2349	1840	778	968	95	91	1600	1575	784	659	158	219	1826	2415	861	595
PF3D7_0802100	8	151808	159668	-	7861	71	159	120	117	952	628	11	18	153	131	358	432	20	20	220	259	440	339
PF3D7_0802200	8	165416	166078	+	663	114	83	1839	1699	255	341	57	37	1818	1587	241	342	28	41	1245	1213	280	371
PF3D7_0802300	8	167069	170434	-	3366	77	219	129	79	50	58	79	79	71	104	34	21	54	70	96	129	36	16
PF3D7_0802400	8	171865	174385	+	2521	78	141	108	155	82	79	64	53	101	129	50	68	83	89	232	230	73	49
PF3D7_0802500	8	174647	178906	-	4260	54	114	76	62	241	158	29	17	71	70	152	119	36	23	102	113	195	99
PF3D7_0802600	8	180563	188113	+	7551	131	410	102	96	1019	816	51	41	89	94	678	532	54	51	184	231	894	601
PF3D7_0802700	8	188566	190316	+	1751	2	4	7	9	16	14	0	0	1	5	5	6	1	0	5	4	12	4
PF3D7_0802800	8	191976	194103	+	2128	119	352	202	257	786	660	62	47	111	117	654	372	78	87	175	177	833	479
PF3D7_0802900	8	195148	195678	-	531	3	4	24	32	15	10	4	7	15	11	7	5	4	8	14	13	8	3
PF3D7_0803000	8	196581	198614	+	2034	51	104	93	112	85	62	31	26	103	84	60	35	25	36	71	101	70	35
PF3D7_0803100	8	199181	202918	-	3738	117	362	139	140	191	163	82	89	184	202	61	79	86	134	173	265	86	53
PF3D7_0803200	8	204241	206661	-	2421	85	173	138	188	410	386	60	45	127	90	314	330	65	66	142	199	414	413
PF3D7_0803300	8	208451	210291	+	1841	17	28	80	82	125	95	9	8	37	50	94	112	0	10	79	127	89	76
PF3D7_0803400	8	212252	215971	+	3720	62	171	526	457	843	1170	40	33	524	432	655	458	31	32	553	587	830	556
PF3D7_0803500	8	217888	222291	+	4404	61	272	60	74	426	313	14	20	54	87	175	95	16	28	63	95	240	72
PF3D7_0803600.1	8	223762	230209	+	6448	86	240	173	207	356	350	55	50	154	150	277	210	57	53	218	239	376	282
PF3D7_0803700	8	231398	232756	+	1359	8	25	51	60	40	57	15	7	48	30	28	38	7	11	84	110	65	48
PF3D7_0803800	8	233467	234426	-	960	384	403	822	927	422	539	486	328	624	580	493	504	479	425	712	655	570	722
PF3D7_0804000	8	237853	241048	+	3196	182	316	243	286	191	195	186	149	241	217	155	139	217	256	239	235	215	169
PF3D7_0804300	8	242103	244775	+	2673	27	107	15	14	16	5	36	31	25	18	12	7	25	39	32	42	7	7
PF3D7_0804400	8	245711	247933	+	2223	16	38	104	152	65	75	6	3	95	102	86	54	5	2	91	130	80	83
PF3D7_0804500	8	250083	268437	+	18355	120	239	455	301	764	486	43	36	385	381	212	346	38	37	213	272	363	335
PF3D7_0804600	8	268856	270696	-	1841	33	81	53	65	26	25	25	30	49	73	9	6	30	27	35	57	20	19
PF3D7_0804700	8	271417	277413	-	5997	46	115	28	22	47	47	21	25	26	24	19	11	21	31	37	43	14	10
PF3D7_0804800	8	278381	279034	+	654	192	317	188	155	50	44	503	354	144	147	46	58	456	416	115	142	54	71
PF3D7_0804900	8	279711	281186	-	1476	115	244	82	107	171	167	145	114	66	44	121	114	136	143	94	118	200	189
PF3D7_0805000	8	283066	284522	-	1457	18	43	75	85	60	70	30	17	92	61	81	68	21	26	80	78	95	118
PF3D7_0805100	8	286959	288620	+	1662	13	69	6	12	82	75	8	10	2	7	73	26	19	13	65	68	76	25
PF3D7_0805200	8	290902	291183	+	282	198	1240	10	21	245	269	405	386	19	10	296	256	658	640	58	51	291	303
PF3D7_0805300	8	293113	296871	-	3759	17	71	2	7	144	108	0	4	3	3	27	27	4	1	4	6	42	28
PF3D7_0805400	8	303370	304596	-	1227	31	38	80	87	22	29	33	38	49	53	19	17	44	41	44	64	18	25
PF3D7_0805500	8	305295	308549	-	3255	30	73	34	47	80	71	15	16	19	15	42	29	26	24	46	57	71	30
PF3D7_0805600	8	312034	312960	+	927	180	514	207	210	200	196	335	256	117	110	190	152	381	318	136	162	203	223
PF3D7_0805700	8	314172	318726	-	4555	49	69	257	319	579	516	13	13	265	239	366	417	16	23	306	385	422	412
PF3D7_0805800	8	322367	323677	-	1311	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
PF3D7_0805900	8	324279	325655	-	1377	9	15	14	19	6	9	23	12	10	7	4	7	25	14	38	34	8	1
PF3D7_0806000	8	326215	330004	-	3790	13	33	58	48	43	35	12	6	46	52	18	20	10	16	41	43	32	18
PF3D7_0806100	8	330651	332678	+	2028	21	24	42	45	30	34	8	17	38	43	26	34	21	29	47	74	25	37
PF3D7_0806200	8	333379	337727	+	4349	31	79	73	71	212	163	16	12	31	29	155	99	22	15	18	23	196	147
PF3D7_0806300	8	337902	343254	-	5353	41	122	115	156	325	316	14	9	80	65	263	206	17	12	130	127	333	271
PF3D7_0806400	8	344288	344821	+	534	1	16	17	22	16	13	4	4	10	10	12	8	5	5	2	7	13	16
PF3D7_0806500	8	345427	347454	-	2028	104	302	128	160	325	242	73	77	116	115	246	216	92	99	190	207	310	243
PF3D7_0806600	8	349317	353362	-	4046	22	35	19	19	19	7	17	19	23	21	15	6	8	17	7	5	30	15
PF3D7_0806700	8	354472	362396	+	7925	52	130	111	88	112	104	47	44	118	135	56	89	42	57	101	147	77	71
PF3D7_0806800	8	363260	366421	-	3162	605	1133	668	628	868	800	441	423	470	469	714	593	403	474	447	532	982	753
PF3D7_0806900	8	368607	369746	-	1140	7	9	33	39	22	27	7	3	17	14	20	24	12	15	49	58	21	25
PF3D7_0807000	8	370784	372623	+	1840	83	107	169	204	58	68	245	156	116	89	71	81	233	219	192	193	63	67
PF3D7_0807100	8	372902	376867	-	3966	30	31	56	66	45	59	19	21	47	43	44	41	18	22	105	131	53	17
PF3D7_0807200	8	378024	379446	+	1423	34	61	141	151	39	48	90	65	89	84	44	55	107	89	97	107	39	78
PF3D7_0807300	8	381564	382847	+	1284	52	135	98	136	54	82	155	107	74	52	63	110	164	106	117	146	75	117
PF3D7_0807400	8	384298	385797	+	1500	28	26	28	51	62	58	7	9	22	24	46	37	9	8	15	24	46	62
PF3D7_0807500	8	387219	388364	+	1146	220	323	786	1149	308	403	398	292	694	759	342	334	391	345	612	701	470	686
PF3D7_0807600	8	389596	394259	-	4664	212	379	271	233	339	254	131	142	339	294	197	189	108	149	294	391	324	197
PF3D7_0807700	8	395648	398787	-	3140	34	64	16	60	173	161	19	13	20	20	104	80	27	17	73	77	113	72
PF3D7_0807800	8	399591	401360	-	1770	162	266	274	284	298	216	155	110	267	238	214	173	157	194	242	275	276	281
PF3D7_0807900	8	402595	404141	+	1547	162	341	347	466	195	241	501	345	301	248	258	217	521	486	414	444	288	309
PF3D7_0808000	8	404996	409084	+	4089	1	2	9	14	6	6	1	1	9	4	4	2	0	3	5	5	4	2
PF3D7_0808100	8	409936	415168	+	5233	12	12	47	46	44	44	4	5	40	40	35	30	3	4	53	60	34	28
PF3D7_0808200	8	416344	418065	-	1722	399	747	21	53	2023	1885	178	170	14	22	1036	623	244	269	79	82	1360	755
PF3D7_0808300	8	421493	422640	+	1148	132	289	129	75	534	467	92	91	65	70	347	226	123	136	117	155	384	338
PF3D7_0808400	8	423527	424536	+	1010	25	40	41	63	77	74	14	19	23	18	43	45	25	27	21	26	64	64
PF3D7_0808600	8	431165	439051	+	7887	13	21	8	10	24	24	9	13	11	7	23	26	12	9	8	6	27	25
PF3D7_0808700	8	440408	448062	+	7655	6	12	9	6	17	16	4	4	3	5	14	12	6	8	10	9	11	13
PF3D7_0808800	8	450615	451899	+	1285	109	84	190	137	164	188	85	77	163	166	167	150	119	123	702	840	167	142
PF3D7_0808900	8	453803	454919	+	1117	73	33	140	73	78	53	26	19	56	61	42	33	64	79	117	179	59	48
PF3D7_0809100	8	459312	466567	+	7256	3	4	2	0	4	5	2	3	0	0	7	2	2	4	5	10	2	3
PF3D7_0809200	8	467943	471893	-	3951	10	26	45	25	22	21	1	4	18	25	13	14	7	5	30	39	24	6
PF3D7_0809400	8	475573	478125	+	2553	14	53	81	87	136	85	2	2	61	93	41	39	8	4	49	88	79	37
PF3D7_0809500	8	478512	478826	-	315	18	50	39	25	17	9	67	42	34	37	15	20	68	59	29	40	13	25
PF3D7_0809600	8	479980	497382	-	17403	9	13	71	40	62	47	5	8	85	89	26	24	4	7	30	62	50	52
PF3D7_0809700	8	499463	501569	-	2107	5	19	11	42	54	57	6	3	12	8	41	24	14	12	20	26	58	34
PF3D7_0809800	8	502338	506698	-	4361	2	5	6	9	16	14	3	4	1	1	2	4	1	3	4	4	8	5
PF3D7_0809900	8	508224	512428	-	4205	37	76	48	54	53	69	21	18	63	49	60	69	36	30	126	177	52	60
PF3D7_0810000	8	517421	517693	-	273	64	81	207	196	47	49	104	84	190	209	77	74	113	75	99	112	111	139
PF3D7_0810100	8	519331	519991	-	661	8	3	21	35	8	17	5	3	23	16	22	22	7	3	39	34	11	16
PF3D7_0810200	8	521187	524009	+	2823	43	33	53	85	248	236	4	8	56	65	96	94	9	13	91	154	106	78
PF3D7_0810300	8	525058	527604	-	2547	298	810	213	229	2519	1577	105	97	216	188	943	1544	169	189	365	462	1466	2061
PF3D7_0810400	8	532220	534031	+	1812	4	10	15	21	15	19	2	3	13	15	8	22	8	5	23	40	10	12
PF3D7_0810500	8	534469	536619	-	2151	59	60	95	42	70	67	74	66	97	92	49	68	108	105	147	162	62	44
PF3D7_0810600	8	541971	544796	+	2826	450	701	1123	980	228	303	380	380	718	641	199	126	244	287	875	1084	154	84
PF3D7_0810700	8	546163	547365	-	1203	27	11	43	51	10	11	40	30	35	41	13	6	9	9	28	31	14	16
PF3D7_0810800	8	548200	550616	+	2417	103	29	148	121	51	45	29	23	153	149	13	16	11	14	73	92	20	23
PF3D7_0810900.1	8	551199	552428	-	1230	37	60	21	33	160	112	16	19	16	17	121	115	19	22	35	37	99	108
PF3D7_0810900.2	8	551867	552428	-	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0811000	8	554437	557205	+	2769	27	75	88	108	261	185	5	4	82	55	145	111	3	15	51	61	157	116
PF3D7_0811100	8	557884	559506	-	1623	19	17	38	53	57	57	3	3	17	20	38	35	5	5	28	34	41	43
PF3D7_0811200	8	560744	564276	+	3533	40	82	113	79	41	34	16	23	43	59	13	27	12	13	53	52	27	30
PF3D7_0811300	8	567824	573148	+	5325	399	1491	686	551	878	774	325	332	614	544	654	463	299	331	570	748	942	442
PF3D7_0811400	8	575986	578370	+	2385	336	419	838	691	343	336	320	299	684	672	325	294	308	345	503	681	454	376
PF3D7_0811500	8	579483	582221	+	2739	35	68	40	47	19	19	27	19	36	24	9	4	17	28	10	29	11	5
PF3D7_0811600	8	582983	586953	-	3971	88	87	167	174	519	371	16	10	102	77	220	193	20	26	141	173	341	273
PF3D7_0811700	8	589821	593489	+	3669	3	20	5	6	32	46	0	1	4	3	22	9	3	2	3	1	22	15
PF3D7_0811800	8	593649	595412	-	1764	2	5	28	17	9	14	0	0	7	14	3	0	0	0	2	3	6	5
PF3D7_0811900	8	596190	600328	+	4139	12	24	96	118	136	134	2	1	77	99	98	64	4	3	118	139	115	64
PF3D7_0812000	8	600525	602247	-	1723	15	7	24	17	11	5	2	9	13	16	1	4	7	6	18	34	10	4
PF3D7_0812100	8	604923	612878	+	7956	78	162	242	172	175	158	28	32	181	188	85	93	24	42	92	103	126	83
PF3D7_0812220	8	613325	614862	-	1538	6	9	51	85	16	30	2	4	38	37	31	28	2	0	43	60	27	32
PF3D7_0812200	8	614919	617821	-	2903	6	6	42	30	10	16	3	1	19	14	16	6	2	3	13	19	14	12
PF3D7_0812300	8	618843	620228	-	1386	1	17	3	25	17	22	6	3	4	0	22	5	6	3	12	9	13	10
PF3D7_0812400	8	621805	623442	-	1638	198	303	815	899	265	330	524	391	689	706	510	307	501	494	740	794	488	418
PF3D7_0812500	8	626069	628945	-	2877	163	453	156	181	91	98	154	132	192	188	60	52	113	166	160	226	77	35
PF3D7_0812600	8	631584	632229	-	646	25	48	65	83	31	47	57	36	50	49	59	51	67	63	70	80	41	44
PF3D7_0812700	8	633990	634697	+	708	56	86	177	231	53	67	139	118	94	98	65	45	126	131	129	136	58	33
PF3D7_0812800	8	635537	635755	-	219	2	4	13	21	12	15	11	9	17	11	7	8	11	5	10	17	9	17
PF3D7_0812900	8	636628	641458	-	4831	9	15	5	15	20	25	10	7	2	1	7	6	6	4	4	1	5	10
PF3D7_0813000	8	643086	644885	-	1800	108	404	150	131	129	120	140	133	123	88	135	157	186	203	244	257	133	125
PF3D7_0813100	8	647316	649304	-	1989	58	149	52	38	434	301	14	9	37	33	136	124	16	16	64	67	200	157
PF3D7_0813200	8	651417	652804	-	1388	72	62	196	193	138	123	53	32	156	118	203	150	44	48	176	207	204	205
PF3D7_0813300	8	656078	657630	+	1553	758	970	764	417	181	161	894	774	467	555	114	124	800	851	461	639	115	159
PF3D7_0813400	8	658493	662095	-	3603	754	1042	550	457	197	191	818	824	376	371	196	149	499	639	393	452	231	179
PF3D7_0813500	8	665548	667095	-	1548	4	7	24	38	9	14	1	2	19	10	9	7	2	1	24	32	10	4
PF3D7_0813600	8	669541	670734	+	1194	196	223	220	307	55	85	306	259	201	203	50	58	236	246	223	299	61	69
PF3D7_0813700	8	671157	675416	-	4260	8	21	35	44	42	22	4	4	37	36	16	16	3	4	48	45	30	11
PF3D7_0813800	8	676391	677464	+	1074	22	36	12	33	38	32	24	15	7	8	23	19	25	21	29	37	28	23
PF3D7_0813900	8	677989	678725	-	737	1353	1546	1411	1803	250	316	3368	2183	915	960	262	216	2026	1921	551	624	297	384
PF3D7_0814000	8	680957	681809	+	853	2329	2189	2257	2534	469	571	3797	2654	1530	1618	456	465	2863	2742	1219	1475	505	671
PF3D7_0814100	8	682518	683572	-	1055	81	48	40	45	15	25	83	64	12	16	5	13	50	42	16	18	9	4
PF3D7_0814200	8	687340	688086	+	747	4603	7542	4834	4092	1530	1532	7192	6322	6231	5778	1622	1684	4289	5283	5140	6340	2084	1841
PF3D7_0814300	8	690541	694143	-	3603	51	127	73	53	37	39	28	49	50	54	20	17	43	48	72	89	15	4
PF3D7_0814400	8	695215	697522	-	2308	21	38	34	48	83	50	12	13	12	28	64	66	14	13	29	42	68	59
PF3D7_0814500	8	700376	702652	+	2277	67	259	10	17	24	14	67	67	17	7	21	19	83	68	30	52	23	12
PF3D7_0814600	8	703502	704683	-	1182	17	47	6	7	16	21	15	18	2	1	19	14	31	19	3	1	16	10
PF3D7_0814700	8	706076	706996	+	921	9	15	1	0	7	7	1	6	0	1	2	7	6	5	0	1	7	7
PF3D7_0814900	8	708228	708824	+	597	321	445	660	710	265	296	569	398	552	488	277	305	319	292	427	498	312	491
PF3D7_0815000	8	709545	710600	-	1056	3	10	81	34	9	10	2	1	43	31	3	6	3	1	23	28	9	7
PF3D7_0815100	8	711239	714166	+	2928	5	20	12	21	11	12	1	0	15	12	4	3	2	2	22	49	5	1
PF3D7_0815200	8	717113	719746	+	2634	842	1367	1693	1867	524	662	1048	966	1211	1223	599	495	875	850	1332	1584	703	589
PF3D7_0815300	8	721928	725476	+	3549	6	17	64	64	43	47	1	2	36	47	41	29	7	4	37	73	41	29
PF3D7_0815400	8	725781	726502	-	722	12	17	140	172	47	47	12	13	85	95	87	77	12	13	100	114	67	61
PF3D7_0815500	8	727662	729728	+	2067	18	50	217	254	162	199	8	9	146	153	186	170	9	10	193	246	257	251
PF3D7_0815600	8	729917	732187	-	2271	581	884	599	667	178	213	1031	874	529	467	227	253	1078	1079	506	582	249	267
PF3D7_0815700	8	733279	734573	-	1295	0	2	5	10	3	2	0	0	0	4	1	1	0	1	1	2	0	2
PF3D7_0815800	8	735680	741181	-	5502	54	220	132	125	664	465	12	15	158	153	255	279	24	32	189	244	360	221
PF3D7_0815900	8	743505	745505	+	2001	18	18	9	11	9	24	11	5	11	20	8	5	9	5	26	37	18	6
PF3D7_0816000	8	746013	747488	-	1476	215	447	130	158	81	70	419	360	90	102	123	68	352	340	206	267	128	66
PF3D7_0816100	8	748653	749623	+	971	110	244	80	60	208	158	206	155	62	56	227	214	237	221	96	109	242	381
PF3D7_0816200	8	750082	750711	-	630	27	44	133	166	150	142	21	16	111	108	197	170	22	24	169	193	188	244
PF3D7_0816300	8	751942	756173	-	4232	12	11	19	10	12	7	2	0	15	20	4	6	5	1	3	13	5	4
PF3D7_0816400	8	757224	758207	+	984	18	78	90	105	147	108	18	16	63	84	97	98	25	29	70	89	149	182
PF3D7_0816500	8	760138	761031	+	894	2	5	0	0	3	1	2	1	0	0	1	1	1	3	1	2	1	0
PF3D7_0816600	8	762118	765330	-	3213	34	27	453	440	85	131	22	21	311	276	125	73	23	25	441	566	101	67
PF3D7_0816700	8	767110	767880	+	771	21	15	45	81	22	34	11	12	43	33	20	14	12	12	24	30	16	22
PF3D7_0816800	8	767916	769792	-	1877	2	3	2	4	9	7	3	3	1	2	2	1	1	2	3	2	2	5
PF3D7_0816900	8	770946	771773	+	828	0	1	3	1	3	0	0	1	2	1	1	2	0	0	2	2	1	0
PF3D7_0817000	8	772568	773737	+	1170	2	2	34	42	9	11	1	0	17	20	3	10	0	1	19	20	7	2
PF3D7_0817100	8	774299	776791	+	2493	4	4	20	21	7	11	0	0	10	13	4	3	1	1	20	24	2	2
PF3D7_0817200	8	777257	779647	-	2391	14	70	40	51	78	41	7	9	24	32	51	42	21	15	39	36	71	42
PF3D7_0817300	8	782909	789616	-	6708	18	22	47	38	111	91	8	1	49	39	59	94	28	40	215	291	62	57
PF3D7_0817400	8	794287	797806	-	3520	3	9	47	60	20	35	1	1	26	31	16	10	2	8	37	41	8	13
PF3D7_0817500	8	798777	800205	+	1429	634	764	1097	1384	459	650	1364	964	876	830	678	652	1385	1369	1183	1301	741	955
PF3D7_0817600	8	800920	804034	-	3115	263	443	135	187	1628	1309	97	101	91	68	974	679	100	120	109	148	1429	914
PF3D7_0817700	8	805797	813465	-	7669	141	410	224	257	1224	1052	76	58	97	86	843	713	81	110	176	200	1314	1184
PF3D7_0817800	8	815150	815451	+	302	37	42	82	132	171	173	39	21	73	74	169	118	47	44	36	45	178	193
PF3D7_0817900	8	816803	817102	-	300	131	338	496	934	426	391	293	162	298	299	451	438	307	295	339	306	542	834
PF3D7_0818000	8	821334	822452	+	1119	45	46	28	62	59	74	54	39	24	36	46	37	57	50	55	56	92	53
PF3D7_0818100	8	824564	826518	+	1955	192	421	13	29	968	973	72	62	15	11	455	274	95	102	87	97	573	317
PF3D7_0818200	8	830006	831454	+	1449	1657	3518	4871	6032	1645	2197	4352	2993	3751	3512	2148	1892	3259	3105	2819	3220	3205	3502
PF3D7_0818300	8	833185	835334	+	2150	8	19	4	8	26	23	3	1	1	0	10	8	9	3	1	2	18	12
PF3D7_0818400	8	835978	836848	-	871	253	353	179	312	106	126	518	419	137	136	77	61	582	551	198	260	77	102
PF3D7_0818500	8	842317	843215	+	899	663	1042	302	382	561	538	1176	905	239	223	597	579	1055	986	459	519	645	604
PF3D7_0818600	8	845253	847380	-	2128	78	225	29	65	135	149	72	51	28	33	124	144	91	78	102	123	130	173
PF3D7_0818700	8	848277	852947	-	4671	113	172	177	200	124	139	86	62	150	130	111	127	112	100	225	263	192	103
PF3D7_0818800	8	855654	856742	-	1089	50	111	24	33	7	12	67	60	13	13	8	8	204	210	38	50	6	7
PF3D7_0818900	8	860384	862417	+	2034	6218	7957	13617	12304	2991	3666	11915	9597	15940	14828	13397	10996	23853	24783	31425	32898	9142	6536
PF3D7_0819000	8	863505	868137	-	4633	126	283	114	102	115	78	77	86	116	113	32	49	99	117	82	96	60	36
PF3D7_0819100	8	869562	870574	+	1013	55	99	51	76	17	19	139	97	40	38	19	18	175	142	58	53	19	15
PF3D7_0819200	8	871410	873440	+	2031	7	7	15	19	3	13	5	1	8	9	1	4	5	6	12	22	0	2
PF3D7_0819300	8	874367	877498	+	3132	0	0	8	5	1	1	0	0	2	1	0	1	0	0	3	6	1	0
PF3D7_0819400	8	878495	880459	+	1965	3	1	0	3	18	10	2	2	1	0	7	0	4	4	0	0	4	3
PF3D7_0819500	8	881590	884390	+	2801	29	11	39	23	27	31	10	5	10	17	19	19	3	9	94	107	19	13
PF3D7_0819600	8	885198	886136	-	939	122	258	307	308	679	628	62	63	199	187	425	351	92	82	150	163	518	493
PF3D7_0819700	8	888126	890471	-	2346	34	70	31	49	193	154	18	19	18	17	90	66	26	24	11	24	116	131
PF3D7_0819800	8	891658	898502	-	6845	6	27	29	38	50	58	0	4	41	38	22	13	1	6	24	29	26	4
PF3D7_0819900	8	899004	899657	-	654	23	51	79	120	32	54	89	53	74	73	28	28	108	109	77	80	28	35
PF3D7_0820000	8	900742	907714	-	6973	88	163	224	113	110	106	57	66	218	178	84	105	89	117	282	381	96	53
PF3D7_0820100	8	909207	910716	-	1510	10	13	34	52	21	17	3	2	26	43	7	19	8	8	58	49	23	14
PF3D7_0820200	8	912264	914249	-	1986	77	100	198	183	175	161	68	57	122	142	207	157	106	90	206	229	230	196
PF3D7_0820300	8	919055	920896	+	1842	87	179	64	61	133	96	67	56	42	32	84	76	67	56	58	67	110	76
PF3D7_0820400	8	922208	923932	+	1725	9	7	25	15	4	10	10	5	16	15	2	4	8	2	19	17	6	5
PF3D7_0820500	8	925113	927671	+	2559	96	199	113	108	99	100	88	90	80	73	75	86	93	121	86	100	99	81
PF3D7_0820600	8	929145	930861	+	1717	5	18	54	65	39	55	0	0	26	34	67	63	8	1	40	27	44	58
PF3D7_0820700	8	932321	935626	+	3306	39	78	544	706	273	327	23	22	439	437	261	163	35	31	502	532	395	242
PF3D7_0820800	8	936426	938876	-	2451	3	7	29	42	25	29	1	0	24	23	15	9	0	0	34	35	18	19
PF3D7_0820900	8	939583	944645	-	5063	36	69	57	55	109	97	24	22	52	61	88	71	16	29	50	59	86	63
PF3D7_0821000	8	948745	950899	+	2155	33	92	232	328	255	248	17	15	159	174	215	272	18	21	264	281	227	259
PF3D7_0821100	8	953448	956314	+	2867	271	622	188	183	120	120	332	308	124	104	116	96	279	287	155	226	124	119
PF3D7_0821200	8	957498	958073	+	576	39	91	81	66	54	62	98	66	63	77	55	65	108	143	108	147	53	68
PF3D7_0821300	8	958531	961740	-	3210	67	127	76	70	105	128	91	76	58	50	96	40	140	115	87	80	133	58
PF3D7_0821400	8	965822	966657	+	836	136	349	164	171	187	169	267	207	149	125	202	199	337	299	153	156	260	284
PF3D7_0821500	8	967901	968740	-	840	80	125	53	57	5	20	174	128	26	41	18	19	157	169	40	50	6	13
PF3D7_0821600	8	969690	971714	+	2025	95	144	82	89	31	39	132	109	64	63	30	18	107	121	63	52	33	19
PF3D7_0821700	8	973586	974267	+	682	539	636	584	888	147	192	1072	771	409	475	193	138	698	670	294	345	204	222
PF3D7_0821800	8	976074	976644	+	571	275	288	424	584	151	180	599	393	261	257	242	204	548	461	397	410	265	351
PF3D7_0821900	8	977432	978188	-	757	3	11	112	138	31	40	3	1	56	69	32	34	6	6	78	94	17	33
PF3D7_0822000	8	978798	980634	+	1837	10	16	43	71	46	41	5	1	50	48	19	20	4	7	75	116	31	22
PF3D7_0822100	8	981018	981722	-	705	32	56	47	57	6	13	45	49	20	26	9	5	53	48	30	23	7	8
PF3D7_0822200	8	982570	987696	+	5127	32	30	25	23	15	13	19	17	7	19	4	2	15	10	9	14	7	4
PF3D7_0822300	8	988281	988763	-	483	29	72	44	79	23	18	85	55	35	48	12	20	82	63	64	58	21	14
PF3D7_0822400	8	990250	992608	+	2359	8	7	6	10	15	22	8	4	4	3	3	3	8	6	2	4	11	5
PF3D7_0822500	8	992655	993965	-	1311	22	18	5	7	14	4	22	14	0	2	6	7	14	12	1	4	9	2
PF3D7_0822600	8	997055	999529	+	2475	313	958	606	803	467	575	655	575	425	335	593	620	809	765	738	799	568	558
PF3D7_0822700	8	1000981	1003755	-	2775	10	8	11	10	9	13	6	4	2	10	6	3	7	7	9	12	4	1
PF3D7_0822800	8	1005836	1006810	+	975	45	99	64	82	86	119	65	40	68	80	72	35	77	75	106	118	91	33
PF3D7_0822900	8	1007777	1011307	-	3531	159	748	32	20	2414	1421	49	37	19	22	508	467	60	58	70	99	894	511
PF3D7_0823000	8	1012927	1017376	-	4450	6	13	36	22	23	20	3	7	22	29	18	5	4	4	25	38	19	11
PF3D7_0823100	8	1018089	1019268	-	1180	127	137	67	70	23	15	235	159	35	51	7	14	206	231	36	39	7	5
PF3D7_0823200	8	1022629	1023846	-	1218	359	836	646	442	269	337	1361	1034	574	473	338	436	1487	1450	627	798	387	527
PF3D7_0823300	8	1028752	1033514	+	4763	139	241	377	279	360	334	75	60	363	365	248	266	108	131	701	969	310	219
PF3D7_0823400	8	1034417	1036428	+	2012	1	1	2	6	3	4	0	1	4	2	4	0	2	1	6	6	4	3
PF3D7_0823500	8	1037100	1038608	-	1509	9	3	2	19	12	8	1	1	0	4	10	1	4	3	13	27	7	2
PF3D7_0823600	8	1039907	1041211	-	1305	5	6	8	18	5	9	2	3	8	3	2	3	11	8	13	13	8	2
PF3D7_0823700	8	1041832	1042327	-	496	44	22	53	86	9	17	46	43	24	36	17	19	48	44	44	41	22	22
PF3D7_0823800	8	1043813	1045780	+	1968	16	26	117	104	77	58	6	6	47	44	55	58	10	20	62	86	77	73
PF3D7_0823900	8	1047551	1048507	+	957	24	46	287	342	106	135	39	30	268	204	123	99	45	38	234	296	129	162
PF3D7_0824000	8	1049282	1051705	-	2424	0	8	10	11	5	13	0	0	20	17	5	6	0	0	38	69	1	1
PF3D7_0824100	8	1052771	1053991	+	1221	6	6	32	23	3	6	2	1	15	18	2	14	3	1	53	72	2	3
PF3D7_0824200	8	1055135	1059003	+	3869	7	11	63	55	57	31	1	2	65	51	18	23	0	6	39	65	27	18
PF3D7_0824300	8	1059246	1061567	-	2322	11	31	37	22	64	44	1	2	35	28	26	26	3	4	29	42	44	30
PF3D7_0824400	8	1062304	1064061	-	1758	44	47	307	243	113	118	27	23	158	154	85	81	28	34	147	176	106	108
PF3D7_0824500	8	1066154	1067472	+	1319	28	9	175	247	44	60	5	6	103	110	36	42	17	11	185	283	44	43
PF3D7_0824600	8	1068563	1069902	+	1340	51	116	73	112	39	43	116	95	56	62	43	61	131	121	97	117	43	47
PF3D7_0824700	8	1070988	1074417	+	3430	8	13	110	134	77	91	8	4	77	80	124	126	10	7	95	87	91	144
PF3D7_0824800	8	1075800	1079630	+	3831	32	82	80	62	58	52	21	21	58	79	35	39	38	32	48	52	38	19
PF3D7_0824900	8	1080055	1082991	-	2937	79	107	51	64	51	40	66	73	49	29	30	46	93	78	113	137	36	35
PF3D7_0825000	8	1086048	1091248	+	5201	20	33	44	50	110	80	10	6	77	57	43	59	11	5	49	70	62	50
PF3D7_0825100	8	1091998	1093221	+	1224	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PF3D7_0825200	8	1093690	1094489	+	800	8	12	59	87	34	50	6	1	44	47	50	67	9	10	78	104	57	94
PF3D7_0825300	8	1095116	1095562	-	447	7	11	44	42	13	20	3	2	20	24	19	17	15	10	33	24	23	15
PF3D7_0825400	8	1096423	1097363	+	941	8	10	55	61	26	34	7	5	45	32	28	28	7	13	66	66	29	36
PF3D7_0825500	8	1098484	1100376	+	1893	131	273	70	64	31	23	98	85	70	71	9	10	152	147	87	116	14	21
