Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_071060	7	372683	374473	+	1791	56	57	136	172	59	72	88	94	128	131	145	152
PBANKA_071070	7	375683	377231	+	1549	274	300	407	475	143	120	150	171	215	242	381	412
PBANKA_071080	7	378495	384653	+	6159	2682	2749	6651	6593	4090	4136	3645	3643	4244	4415	6139	6322
PBANKA_071090	7	385616	386379	+	764	82	94	292	298	87	97	104	106	156	138	176	185
PBANKA_071100	7	387051	392854	+	5804	1119	1111	637	693	180	187	432	481	220	257	957	1023
PBANKA_071110	7	393838	395427	+	1590	68	73	391	399	139	133	190	208	229	273	225	237
PBANKA_071120	7	397381	398773	+	1393	1379	1376	1236	1264	1534	1474	860	896	1754	1794	1283	1323
PBANKA_071130	7	399473	402183	-	2711	53	62	47	51	27	43	64	53	86	86	57	59
PBANKA_071140	7	403291	405339	-	2049	29	22	15	7	19	33	11	12	76	72	9	9
PBANKA_071150	7	406197	409073	-	2877	70	68	173	209	35	32	50	59	77	87	160	179
PBANKA_071160	7	410107	412170	-	2064	51	45	47	44	63	78	33	50	81	88	59	67
PBANKA_071170	7	413189	414208	-	1020	212	194	177	190	186	229	298	277	274	278	256	231
PBANKA_071180	7	415513	419522	+	4010	1515	1581	4330	4431	4301	4277	3792	3780	3355	3427	6023	6047
PBANKA_071190	7	420169	422250	-	2082	7066	7284	14261	14824	8258	8362	9110	9357	10104	10135	9564	9918
PBANKA_071200	7	425068	426099	+	1032	2037	2003	1037	1123	1508	1599	1876	1775	1220	1250	796	828
PBANKA_071210	7	428311	432118	+	3808	4985	5128	5730	5796	4316	4430	4120	4306	4678	4559	5193	5422
PBANKA_071220	7	432635	434812	+	2178	818	801	549	570	432	460	840	878	851	943	826	830
PBANKA_071230	7	436646	437474	-	829	2577	2637	1900	2015	2795	2782	3807	3992	3116	3197	1962	1932
PBANKA_071240	7	441422	442202	+	781	445	479	284	295	815	809	639	604	504	566	336	347
PBANKA_071250	7	442579	444767	-	2189	103	95	39	23	40	32	33	49	58	62	32	39
PBANKA_071260	7	446001	447492	-	1492	1908	1916	4049	4127	1228	1270	2158	2343	2167	2151	3303	3454
PBANKA_071270	7	450299	452353	-	2055	511	570	455	441	1291	1351	1359	1398	1563	1629	354	319
PBANKA_071280	7	453978	455063	-	1086	2899	3061	1177	1198	2767	2861	1640	1690	1391	1449	1574	1633
PBANKA_071290	7	459194	459490	+	297	3590	3652	2579	2699	2005	2126	3990	4082	2294	2444	2580	2649
PBANKA_071300	7	460577	460870	-	294	126	111	280	291	155	158	285	281	289	315	164	185
PBANKA_071310	7	462381	469428	+	7048	11422	11906	6460	6545	8323	8631	12406	12692	11089	11332	1224	1301
PBANKA_071320	7	470800	473908	+	3109	1795	1902	1462	1539	3335	3497	3505	3617	2620	2660	1197	1159
PBANKA_071330	7	474260	475598	-	1339	340	369	632	720	120	165	183	192	256	325	538	551
PBANKA_071340	7	476327	478468	+	2142	83	90	226	205	89	83	58	80	146	169	209	247
PBANKA_071350	7	481532	485598	+	4067	398	410	785	875	523	555	329	358	624	655	1267	1234
PBANKA_071360	7	487609	489489	+	1881	826	920	531	567	320	302	646	631	416	389	382	424
PBANKA_071370	7	490211	492241	-	2031	618	671	1255	1218	462	497	528	500	626	638	1488	1458
PBANKA_071380	7	492768	493988	-	1221	77	71	121	107	30	38	68	67	61	57	84	96
PBANKA_071390	7	494680	495507	-	828	516	535	315	315	129	155	265	287	254	246	160	163
PBANKA_071400	7	497207	498832	+	1626	767	785	735	761	142	178	1035	1106	433	475	1142	1115
PBANKA_071410	7	498899	499721	-	823	72	79	295	318	44	52	187	215	125	123	364	349
PBANKA_071420	7	500807	503941	+	3135	1568	1667	1552	1548	378	338	532	512	594	603	1787	1727
PBANKA_071430	7	504847	505788	-	942	16	15	46	43	36	39	102	77	134	146	40	41
PBANKA_071440	7	507247	508385	-	1139	79	82	220	217	77	65	85	106	176	163	179	199
PBANKA_071450	7	509836	513216	+	3381	251	257	203	171	191	215	217	205	353	332	266	295
PBANKA_071460	7	514907	515536	+	630	379	347	199	215	232	237	251	307	336	342	232	214
PBANKA_071470	7	516173	517060	-	888	31	28	89	106	61	52	27	28	119	99	91	74
PBANKA_071480	7	517793	519127	+	1335	59	84	162	178	113	115	156	165	256	258	131	134
PBANKA_071490	7	519518	521575	-	2058	17	32	25	21	87	89	14	28	263	281	25	17
PBANKA_071500	7	523815	528281	+	4467	2568	2571	4754	4862	4105	4078	3302	3274	2807	2918	5162	5284
PBANKA_071510	7	529371	530563	+	1193	232	228	375	398	122	125	136	145	165	190	368	341
PBANKA_071520	7	531591	533681	+	2091	609	612	1163	1188	1130	1138	924	937	1081	1062	1135	1118
PBANKA_071530	7	533755	535702	-	1948	1138	1107	660	764	484	417	569	594	680	756	438	420
PBANKA_071540	7	536566	537151	+	586	67	61	284	288	182	187	171	228	293	283	202	235
PBANKA_071550	7	538608	539504	+	897	415	424	660	676	336	383	384	406	528	537	450	489
PBANKA_071560	7	540204	541719	-	1516	357	348	923	959	257	291	316	320	442	500	876	893
PBANKA_071570	7	542998	544041	-	1044	43	56	194	239	290	237	265	236	278	243	143	139
PBANKA_071580	7	545207	546040	+	834	245	281	441	486	148	152	245	228	239	282	376	367
PBANKA_071590	7	546403	549321	-	2919	2117	2139	1247	1263	699	736	669	610	816	814	1566	1689
PBANKA_071600	7	549824	555711	-	5888	6748	6908	3689	3759	1555	1590	1682	1678	1792	1822	7570	7615
PBANKA_071610	7	556591	561318	-	4728	547	491	333	347	47	58	71	84	120	128	448	418
PBANKA_071620	7	566379	567272	-	894	29	34	104	77	56	71	81	80	142	140	63	85
PBANKA_071630	7	569043	569798	-	756	11	26	75	84	36	34	31	42	88	82	48	63
PBANKA_071640	7	571055	572407	+	1353	302	312	155	157	292	298	94	90	406	452	120	147
PBANKA_071650	7	572862	574678	-	1817	577	628	465	423	164	141	312	317	353	306	518	508
PBANKA_071660	7	575779	576654	-	876	666	695	363	398	420	368	604	640	649	699	277	318
PBANKA_071670	7	577693	579498	+	1806	2565	2682	1973	2006	1586	1616	2166	2351	1815	1786	2730	2847
PBANKA_071680	7	579913	580236	-	324	19	25	16	27	21	17	35	40	55	54	15	7
PBANKA_071690	7	581957	584046	+	2090	516	540	1143	1210	3475	3529	3114	3201	3756	3830	855	801
PBANKA_071700	7	584613	585752	-	1140	405	404	1075	1085	441	493	722	727	536	511	919	987
PBANKA_071710	7	586430	587560	+	1131	241	248	356	345	114	110	191	214	176	157	254	289
PBANKA_071720	7	587606	592402	-	4797	4062	4270	4686	4881	2009	1909	2473	2426	1604	1653	5843	5976
PBANKA_071730	7	593967	597763	+	3797	3721	3908	5078	5323	2477	2545	3360	3577	2934	3086	6945	7175
PBANKA_071740	7	598462	599121	-	660	470	455	503	498	277	266	471	427	446	417	554	536
PBANKA_071750	7	600003	600811	+	809	185	155	254	300	186	176	235	248	330	358	287	298
PBANKA_071760	7	601153	601833	-	681	334	330	290	318	150	171	123	135	349	356	281	308
PBANKA_071770	7	602757	604070	-	1314	505	529	439	435	249	253	251	244	310	318	338	379
PBANKA_071780	7	605279	606166	-	888	5284	5481	3494	3721	2980	3126	3544	3721	3076	3158	3510	3527
PBANKA_071790	7	609256	611163	-	1908	1071	1144	1287	1267	885	928	833	852	1253	1282	1074	1002
PBANKA_071800	7	612384	613967	-	1584	138	110	89	92	59	73	51	35	146	127	85	90
PBANKA_071810	7	616050	618020	+	1971	741	772	590	577	466	486	299	300	596	584	718	759
PBANKA_071820	7	618464	619099	-	636	228	191	362	325	435	483	211	228	498	518	465	485
PBANKA_071830	7	619728	623372	-	3645	503	525	712	723	194	210	149	156	356	384	838	903
PBANKA_071840	7	625565	628945	+	3381	4021	3936	3886	4075	1045	1079	1224	1230	1423	1514	5350	5574
PBANKA_071850	7	629299	630033	-	735	76	91	414	438	56	59	147	150	105	128	381	410
PBANKA_071860	7	632001	632876	+	876	127	131	168	147	36	43	56	70	95	94	187	185
PBANKA_071870	7	633567	633833	-	267	158	159	158	161	56	73	119	114	147	168	148	131
PBANKA_071880	7	635357	636357	+	1001	166	158	554	545	463	466	611	622	804	783	236	216
PBANKA_071890	7	637126	642426	-	5301	1213	1160	1093	1162	545	544	523	508	891	873	1430	1444
PBANKA_071900	7	643431	643850	-	420	44	34	92	104	86	91	49	56	97	95	160	188
PBANKA_071910	7	645334	646322	+	989	460	447	169	165	111	82	238	238	208	205	129	123
PBANKA_071920	7	646976	648843	-	1868	141	120	115	135	52	35	57	52	105	109	121	143
PBANKA_071930	7	651597	653360	+	1764	145	135	463	526	169	133	298	328	351	347	415	428
PBANKA_071940	7	654143	656497	-	2355	1851	1925	1590	1651	983	972	1247	1259	1204	1250	1537	1602
PBANKA_071950	7	658728	673220	+	14493	22588	23184	21244	21621	19233	19136	16921	17384	16870	17298	16705	16951
PBANKA_071960	7	673620	675780	-	2161	127	138	317	325	193	191	156	166	270	319	331	337
PBANKA_071970	7	676653	679499	-	2847	1239	1243	636	581	326	287	664	744	294	299	1459	1440
PBANKA_071980	7	680601	682346	+	1746	159	189	127	119	37	19	145	153	91	98	183	184
PBANKA_071990	7	683207	684943	-	1737	1339	1298	740	757	425	446	410	447	458	488	879	871
PBANKA_072000	7	686627	688810	+	2184	1206	1178	1269	1309	465	472	712	752	550	523	1609	1719
PBANKA_072010	7	689418	703617	+	14200	6538	6990	3821	3933	1860	1850	1419	1526	1320	1414	4093	4201
PBANKA_072020	7	704201	707374	-	3174	467	490	2265	2378	1564	1504	1557	1548	1364	1457	2329	2463
PBANKA_072030	7	709598	710902	+	1305	177	200	510	535	380	385	385	401	475	499	556	623
PBANKA_072040	7	711633	713636	-	2004	22153	22487	12767	13037	32442	33207	28274	28994	13794	14072	9661	9795
PBANKA_072050	7	719239	719862	+	624	38	21	101	101	54	44	59	55	77	78	69	83
PBANKA_072060	7	719981	721227	-	1247	102	123	258	285	290	278	387	405	475	548	178	193
PBANKA_072070	7	722643	726926	+	4284	2594	2740	2758	2942	10885	10973	7690	7846	4375	4596	4244	4277
PBANKA_072080	7	727577	728896	+	1320	1477	1481	1318	1347	4267	4337	3920	4143	2218	2286	1236	1176
PBANKA_072090	7	729502	731276	+	1775	178	224	666	706	435	415	1140	1252	1028	1042	477	421
PBANKA_072100	7	732667	734330	+	1664	65	63	126	141	158	156	210	230	273	276	129	130
PBANKA_072110	7	735237	737744	+	2508	5412	5660	1384	1451	690	745	1265	1375	684	739	2482	2627
PBANKA_072120	7	738032	739042	+	1011	276	308	165	199	129	133	124	143	197	192	242	224
PBANKA_072130	7	740382	740792	+	411	34	33	136	152	81	95	126	158	134	123	109	94
PBANKA_072140	7	741435	742517	-	1083	84	93	306	312	69	51	115	104	134	127	212	264
PBANKA_072150	7	743489	750367	+	6879	4512	4623	2726	2852	772	757	1121	1106	1006	1039	2968	3127
PBANKA_072160	7	750863	752407	-	1545	84	84	290	327	131	140	177	217	300	304	265	252
PBANKA_072170	7	754128	755284	+	1157	81	83	1131	1119	333	341	251	304	470	421	1687	1645
PBANKA_072180	7	757119	757898	+	780	372	383	493	519	456	485	1087	1146	525	567	134	134
PBANKA_072190	7	759035	759739	-	705	307	307	406	461	336	304	326	328	331	357	461	476
PBANKA_072200	7	761632	776224	+	14593	11170	11819	7759	8089	6377	6665	5350	5548	6071	6184	6749	7029
PBANKA_072230	7	788543	789473	+	931	268	282	10	10	1	0	7	4	7	9	16	18
PBANKA_072240	7	792404	793633	+	1230	4	3	35	36	6	10	17	17	11	12	16	22
PBANKA_072250	7	796034	797168	+	1135	14	19	45	55	4	3	12	16	10	8	43	32
PBANKA_072260	7	800238	801177	+	940	153	148	3	1	0	2	140	138	5	4	5	9
PBANKA_072280	7	807177	808098	+	922	350	369	7	7	5	6	117	134	4	11	11	11
PBANKA_072300	7	816253	819009	+	2757	20	24	0	0	2	2	1	2	1	2	2	0
PBANKA_080010	8	2747	3870	-	1124	17	10	73	79	16	8	42	49	23	24	60	73
PBANKA_080030	8	10418	12094	+	1677	39	57	144	153	285	300	389	407	332	325	70	85
PBANKA_080040	8	14119	14473	-	355	1024	986	1621	1703	949	1022	1468	1523	1228	1291	816	873
PBANKA_080050	8	17568	19514	+	1947	20	14	39	56	96	109	83	82	98	104	54	65
PBANKA_080060	8	22430	23319	-	890	51	45	135	155	54	61	74	74	118	100	131	131
PBANKA_080070	8	24591	29585	+	4995	1420	1544	1378	1392	367	420	500	538	680	688	1253	1247
PBANKA_080080	8	30450	30983	+	534	179	213	120	108	77	85	85	89	81	94	92	94
PBANKA_080090	8	31928	35596	-	3669	1332	1407	1162	1201	509	464	481	459	664	710	1503	1612
PBANKA_080100	8	36949	37389	+	441	43	40	152	124	243	255	257	286	369	437	164	142
PBANKA_080110	8	38353	40413	-	2061	851	816	399	367	209	222	314	330	210	244	465	460
PBANKA_080120	8	43743	49856	+	6114	873	910	1031	1042	698	749	1105	1236	1070	1077	1445	1595
PBANKA_080130	8	51120	53053	+	1934	287	295	238	239	309	283	299	292	447	434	89	105
PBANKA_080140	8	53584	54195	-	612	64	55	369	364	121	112	155	153	195	213	283	278
PBANKA_080150	8	56627	58864	+	2238	2261	2380	918	1025	216	262	643	652	229	216	1768	1808
PBANKA_080160	8	59739	71669	-	11931	7826	8050	4112	4368	3077	3262	3512	3547	2741	2926	4755	4768
PBANKA_080170	8	73069	82098	-	9030	1323	1421	915	926	222	258	313	309	477	537	1103	1200
PBANKA_080180	8	85236	94187	+	8952	24196	24866	9396	9469	9127	9107	10404	10477	7869	8087	4709	4926
PBANKA_080190	8	94886	98230	-	3345	269	306	862	811	303	317	227	238	537	526	1304	1305
PBANKA_080200	8	100850	106989	+	6140	13370	13668	8233	8466	12303	12391	7763	7865	6227	6422	6634	7002
PBANKA_080210	8	108937	111327	+	2391	338	364	507	534	218	233	388	402	479	448	362	444
PBANKA_080220	8	112130	116002	-	3873	4595	4615	3856	3907	4721	4764	4840	4851	4596	4815	1108	1225
PBANKA_080230	8	117379	129021	-	11643	11022	11291	13719	14393	8832	8922	9457	9791	8747	8918	18570	18697
PBANKA_080240	8	132038	135856	+	3819	1613	1703	1363	1471	633	630	795	883	981	980	790	736
PBANKA_080250	8	136411	139833	-	3423	2833	2744	1209	1376	2170	2163	2930	3045	1787	1792	1010	965
PBANKA_080260	8	141233	142225	-	993	109	117	279	302	27	33	81	81	68	78	255	249
PBANKA_080270	8	143372	146625	-	3254	720	713	2988	3010	1885	2055	1735	1792	1412	1358	4504	4680
PBANKA_080280	8	148208	150943	+	2736	1867	1948	803	870	754	748	1052	946	862	844	474	508
PBANKA_080290	8	151854	156047	+	4194	1243	1311	979	927	210	223	334	347	329	347	855	928
PBANKA_080300	8	157328	159673	+	2346	386	399	1550	1663	1129	1120	1242	1320	1195	1188	1204	1328
PBANKA_080310	8	160365	162848	-	2484	1837	1757	2444	2535	791	787	1106	1218	939	999	2631	2662
PBANKA_080320	8	166155	173784	-	7630	16840	17487	9062	9169	5057	5307	4471	4668	5197	5353	8601	8845
PBANKA_080330	8	176398	179433	-	3036	601	666	411	426	248	294	264	283	222	179	667	664
PBANKA_080340	8	180816	181544	-	729	396	437	808	784	322	297	546	523	468	542	553	568
PBANKA_080350	8	183572	184587	-	1016	172	167	620	672	138	148	277	288	286	310	443	482
PBANKA_080360	8	186023	189706	+	3684	717	712	1264	1295	399	338	426	457	585	612	1425	1376
PBANKA_080370	8	190125	195653	-	5529	3560	3455	2562	2543	1522	1505	1589	1650	1890	1846	1933	1973
PBANKA_080380	8	196690	197000	+	311	35	20	58	63	27	24	37	45	56	62	29	28
PBANKA_080390	8	197720	198368	+	649	385	332	480	468	1384	1427	1271	1331	1025	1080	285	317
PBANKA_080400	8	199386	199664	-	279	2414	2477	1931	1976	1313	1358	1491	1424	1275	1250	1796	1849
PBANKA_080410	8	201911	206629	-	4719	2521	2611	7912	8151	11607	11671	9056	9230	5600	5705	10245	10637
PBANKA_080420	8	210294	212186	+	1893	101	104	293	317	39	34	48	43	60	76	320	353
PBANKA_080430	8	212940	215501	+	2562	334	289	194	177	16	22	207	178	47	47	175	191
PBANKA_080440	8	219159	224588	-	5430	4169	4287	3040	3053	1459	1469	1340	1377	1401	1349	3076	3248
PBANKA_080450	8	227062	230028	+	2967	4811	4994	3337	3428	5835	6122	10030	10224	4980	5261	797	813
PBANKA_080460	8	232071	234020	+	1950	342	341	765	754	294	293	234	254	468	457	896	918
PBANKA_080470	8	236545	240837	+	4293	1162	1252	1821	1849	786	727	857	890	1034	1030	2138	2233
PBANKA_080480	8	241825	242598	+	774	119	100	211	218	121	122	92	88	140	120	233	258
PBANKA_080490	8	244390	247170	+	2781	181	233	538	592	229	245	316	275	343	313	719	730
PBANKA_080500	8	248526	252387	+	3862	603	671	715	762	157	160	234	239	403	405	672	664
PBANKA_080510	8	253579	254358	+	780	737	748	651	679	1024	1037	928	941	1048	1204	654	635
PBANKA_080520	8	255536	258589	+	3054	121	114	274	301	149	137	180	191	322	360	376	383
PBANKA_080530	8	259502	259810	+	309	140	125	266	267	177	184	179	197	307	333	207	219
PBANKA_080540	8	260230	260439	-	210	225	197	201	248	132	113	171	151	244	214	220	230
PBANKA_080550	8	261394	264479	-	3086	415	397	413	421	74	92	179	191	171	195	521	523
PBANKA_080560	8	265416	266752	+	1337	102	73	222	211	36	36	50	51	70	71	231	241
PBANKA_080570	8	268690	271847	+	3158	11444	11692	13898	14156	4550	4571	5671	6005	5842	5882	11144	11654
PBANKA_080580	8	272982	274169	-	1188	77	75	188	195	69	73	76	70	101	97	201	197
PBANKA_080590	8	275809	280038	-	4230	2818	2900	1684	1758	681	635	926	1033	831	830	1541	1612
PBANKA_080600	8	281527	282159	-	633	83	89	154	149	207	205	133	140	267	252	148	118
PBANKA_080610	8	282984	285458	+	2475	923	912	774	867	1178	1118	759	798	1136	1181	920	941
PBANKA_080620	8	286790	287113	+	324	65	56	142	131	29	38	56	46	66	53	120	133
PBANKA_080630	8	287879	293215	-	5337	1846	1798	1384	1539	344	344	468	456	579	617	1464	1535
PBANKA_080640	8	294862	296521	+	1660	630	689	874	893	283	303	318	291	407	438	859	913
PBANKA_080650	8	297120	298660	-	1541	128	135	223	245	61	59	53	52	138	113	295	316
PBANKA_080660	8	299617	302520	+	2904	157	158	394	375	103	103	96	79	231	243	458	455
PBANKA_080670	8	303121	317097	-	13977	16310	17106	8244	8474	6712	6928	5739	5749	6984	7375	6270	6414
PBANKA_080680	8	319885	323692	+	3808	1854	1835	758	782	46	43	671	675	76	88	1400	1482
PBANKA_080690	8	324715	327725	+	3011	399	363	512	563	100	125	165	164	222	202	553	529
PBANKA_080700	8	328644	335576	-	6933	4924	5126	3622	3820	2466	2528	2284	2279	2522	2622	4361	4597
PBANKA_080710	8	338211	339401	-	1191	167	146	210	218	53	51	79	72	106	111	259	241
PBANKA_080720	8	340972	341628	-	657	33	38	131	165	26	32	278	248	54	49	212	226
PBANKA_080730	8	342204	344513	-	2310	171	162	377	353	81	66	76	74	154	145	406	397
PBANKA_080740	8	345188	345862	+	675	79	69	206	202	54	51	47	40	77	76	194	199
PBANKA_080750	8	345960	354213	-	8254	2356	2391	5880	5945	1703	1833	2014	2025	2325	2404	6701	6976
PBANKA_080760	8	357334	358497	-	1164	534	518	1187	1193	698	738	835	824	925	897	953	1008
PBANKA_080770	8	361320	365725	+	4406	5645	5872	2610	2664	1495	1471	1952	1947	1489	1547	2055	2081
PBANKA_080780	8	368361	369979	+	1619	301	340	316	342	192	171	257	258	308	328	229	251
PBANKA_080790	8	372545	381067	+	8523	18113	18620	15795	16026	13728	14201	13600	14242	9822	10046	19280	19915
PBANKA_080800	8	384964	388992	+	4029	5651	5628	2477	2493	1375	1430	2028	2125	2627	2729	1164	1264
PBANKA_080810	8	390445	393102	-	2658	34	40	102	99	44	53	30	35	85	92	85	98
PBANKA_080820	8	395585	396442	+	858	154	209	673	735	305	267	313	349	563	615	680	689
PBANKA_080830	8	398198	399890	+	1693	1112	1143	1055	1135	610	630	1033	1041	798	799	941	977
PBANKA_080838	8	400792	401121	+	330	55	46	47	68	112	125	129	128	182	172	101	91
PBANKA_080842	8	401220	401966	+	747	271	337	378	393	605	683	716	695	805	806	508	619
PBANKA_080850	8	402727	403044	+	318	140	103	154	146	64	63	88	98	101	80	156	156
PBANKA_080860	8	403449	407468	-	4020	1488	1461	1806	1794	318	381	418	407	499	570	2409	2520
PBANKA_080870	8	409391	412066	+	2676	3921	4151	2613	2806	1644	1761	1743	1715	1426	1397	3863	4073
PBANKA_080880	8	412718	413626	-	909	136	116	178	164	74	72	49	45	72	53	247	253
PBANKA_080890	8	414297	416624	-	2328	3408	3642	3659	3757	1132	1132	1232	1302	1464	1436	4354	4369
PBANKA_080900	8	419593	422329	+	2737	556	553	1204	1249	359	364	422	426	521	577	1940	1916
PBANKA_080910	8	422635	423471	-	837	176	180	398	388	142	143	210	212	199	223	364	356
PBANKA_080920	8	425012	425554	+	543	88	79	300	292	68	108	125	121	164	194	169	194
PBANKA_080930	8	426057	426846	-	790	390	390	337	323	95	86	84	86	162	165	257	260
PBANKA_080940	8	427811	429426	-	1616	154	162	426	457	323	320	484	541	527	498	196	219
PBANKA_080950	8	431091	432904	-	1814	93	102	116	109	66	70	73	89	124	140	84	83
PBANKA_080960	8	436128	441184	+	5057	7874	8017	7383	7401	4594	4625	3973	4040	4624	4802	2644	2705
PBANKA_080970	8	441755	443505	-	1751	109	115	297	319	178	162	166	157	343	357	241	226
PBANKA_080980	8	445083	446549	-	1467	71	89	148	163	62	54	99	79	150	162	116	121
PBANKA_080990	8	447093	449062	-	1970	113	131	341	316	90	99	133	120	200	196	282	260
PBANKA_081000	8	449910	451532	+	1623	220	270	335	350	145	158	232	191	275	277	311	311
PBANKA_081010	8	451627	453991	-	2365	245	223	428	367	134	125	251	242	276	334	397	410
PBANKA_081020	8	455276	457915	-	2640	959	1062	513	547	206	189	252	240	344	348	660	695
PBANKA_081030	8	459686	461512	+	1827	331	330	86	113	55	67	120	117	132	143	93	102
PBANKA_081040	8	461916	463505	-	1590	37	41	58	49	42	40	57	58	72	69	67	57
PBANKA_081050	8	464035	465200	-	1166	124	97	229	223	194	202	157	194	240	245	223	253
PBANKA_081060	8	466635	470516	+	3882	2204	2162	1999	2099	1679	1808	1482	1470	1489	1589	2074	2101
PBANKA_081070	8	472258	473247	+	990	163	140	338	382	117	117	645	691	289	302	520	591
PBANKA_081080	8	474627	476656	-	2030	63	69	240	269	189	179	300	254	396	390	93	68
PBANKA_081090	8	479956	482745	+	2790	1161	1184	593	628	522	531	757	803	581	567	712	785
PBANKA_081100	8	484264	485004	+	741	27	24	190	200	57	56	64	76	115	90	158	147
PBANKA_081110	8	486290	490381	+	4092	612	616	531	487	448	481	405	403	564	620	509	500
PBANKA_081120	8	490692	493952	-	3261	232	246	111	145	144	150	92	104	213	217	180	182
PBANKA_081130	8	494927	499506	-	4580	365	372	1703	1740	713	711	928	977	1231	1232	1472	1460
PBANKA_081140	8	502356	509741	+	7386	19944	20506	9442	9563	22835	23412	16632	17173	7287	7509	10618	10697
PBANKA_081150	8	511596	512885	+	1290	14	10	84	69	42	37	52	61	75	78	75	77
PBANKA_081160	8	513628	516660	-	3033	374	369	692	737	140	137	210	197	171	198	837	826
PBANKA_081170	8	519200	520778	+	1579	53	61	175	182	95	103	129	144	196	214	93	116
PBANKA_081180	8	521389	523113	+	1725	606	579	190	199	12	6	211	209	24	24	204	212
PBANKA_081190	8	523894	525198	+	1305	74	63	192	208	137	134	108	110	214	191	235	215
PBANKA_081200	8	525581	527380	-	1800	210	211	428	443	142	142	222	235	307	266	346	345
PBANKA_081210	8	529348	531995	+	2648	181	175	269	258	189	225	236	230	473	558	255	232
PBANKA_081220	8	533986	536636	+	2651	1218	1276	2222	2179	6077	6205	6997	7232	6022	6232	1906	1935
PBANKA_081230	8	538467	539081	+	615	670	644	403	377	188	190	275	245	218	221	370	389
PBANKA_081240	8	540100	549724	+	9625	217	190	321	328	130	125	108	107	226	224	343	387
PBANKA_081250	8	550700	554463	-	3764	80	96	232	261	57	63	60	60	113	127	305	296
PBANKA_081260	8	555598	557019	-	1422	3039	3206	909	953	52	60	834	829	124	102	1222	1302
PBANKA_081270	8	559091	560320	+	1230	2504	2501	2017	2214	877	836	1180	1117	994	1067	2048	2052
PBANKA_081280	8	560849	563683	+	2835	520	574	894	937	127	135	373	374	261	269	1046	1072
PBANKA_081290	8	563843	564619	-	777	468	468	579	571	51	59	866	807	169	167	869	896
PBANKA_081300	8	565730	567304	-	1575	565	593	1733	1765	1720	1814	1923	2006	2680	2738	1526	1625
PBANKA_081310	8	568533	573125	-	4593	1605	1643	802	873	438	435	489	530	922	910	662	684
PBANKA_081320	8	574100	575356	-	1257	169	185	309	300	74	65	107	88	131	118	355	328
PBANKA_081330	8	576609	577976	-	1368	64	65	282	291	223	222	486	489	373	390	333	355
PBANKA_081340	8	578868	580352	-	1485	219	220	592	636	206	228	394	402	472	534	465	423
PBANKA_081350	8	581531	583438	+	1908	1660	1727	1157	1081	517	557	541	523	668	697	1269	1258
PBANKA_081360	8	584261	587411	+	3151	372	396	417	408	62	75	240	284	103	106	744	838
PBANKA_081370	8	588030	588290	+	261	33	34	141	149	56	47	41	35	105	109	136	132
PBANKA_081380	8	588496	590220	-	1725	667	692	602	638	380	409	174	215	721	754	708	661
PBANKA_081390	8	591970	593083	+	1114	726	775	1440	1366	351	358	590	608	776	770	1185	1259
PBANKA_081400	8	594009	594966	-	958	407	392	266	286	518	555	472	475	458	455	221	192
PBANKA_081410	8	595716	598046	-	2331	192	192	480	518	95	88	88	84	187	193	557	576
PBANKA_081420	8	599897	600670	+	774	763	779	1484	1543	255	310	430	472	567	545	1499	1474
PBANKA_081430	8	601638	603700	-	2063	378	355	593	581	103	114	78	83	174	173	698	706
PBANKA_081440	8	604538	605253	-	716	25	18	137	171	120	144	115	112	192	180	123	126
PBANKA_081450	8	605962	607538	-	1577	293	269	249	279	96	113	290	264	229	229	213	222
PBANKA_081460	8	608184	611396	+	3213	435	458	481	544	76	92	178	190	209	188	467	508
PBANKA_081470	8	611930	613786	+	1857	180	179	348	341	89	104	125	112	203	152	442	450
PBANKA_081480	8	615516	615964	+	449	234	226	1033	1049	2936	2980	2013	2016	2962	2928	879	917
PBANKA_081490	8	616536	619390	-	2855	1032	1103	1053	1108	289	314	412	441	422	480	1075	1154
PBANKA_081500	8	620155	622449	+	2295	262	273	433	445	288	250	258	287	328	306	354	338
PBANKA_081510	8	622670	625846	-	3177	1243	1200	3572	3705	6977	7030	8365	8702	4491	4659	4863	4997
PBANKA_081520	8	627668	629262	-	1595	151	177	597	680	310	352	365	415	621	642	391	432
PBANKA_081530	8	631071	633421	-	2351	1489	1542	1350	1451	966	1046	596	609	1178	1173	1664	1740
PBANKA_081540	8	635844	637186	+	1343	279	303	930	905	679	701	1531	1510	1149	1165	595	606
PBANKA_081550	8	637918	642524	-	4607	1257	1344	1801	1833	1830	1850	1992	1986	1267	1322	2848	2965
PBANKA_081560	8	644242	644715	+	474	392	385	496	496	854	841	927	1022	1064	1103	496	498
PBANKA_081570	8	646583	648058	+	1476	80	95	549	534	421	402	922	941	918	944	388	424
PBANKA_081580	8	649110	649733	-	624	250	244	165	181	140	133	169	177	246	230	168	161
PBANKA_081590	8	651222	652715	+	1494	2823	2967	1578	1584	823	898	1268	1341	1119	1119	1512	1540
PBANKA_081600	8	653550	655187	-	1638	293	342	722	722	339	361	478	528	669	712	380	464
PBANKA_081610	8	657038	657941	-	904	210	219	328	334	71	82	157	171	183	159	250	276
