Geneid	Chr	Start	End	Strand	Length	ERR2216044	ERR2216045	ERR2216046	ERR2216047	ERR2216048	ERR2216049	ERR2216050	ERR2216051	ERR2216052	ERR2216053	ERR2216054	ERR2216055	ERR2216056	ERR2216057
PBANKA_060930	6	371822	375458	+	3637	51	92	5	0	26	8	109	100	229	118	87	65	13	6
PBANKA_060950	6	376835	381932	+	5098	984	1489	24	16	25	22	52	52	62	41	120	86	182	57
PBANKA_060960	6	382775	383476	+	702	15	30	0	0	2	0	26	19	18	4	8	4	1	5
PBANKA_060970	6	384004	388359	-	4356	41	72	12	2	68	27	216	140	288	166	119	79	115	83
PBANKA_060980	6	389335	392873	-	3539	0	0	9	0	22	6	108	82	176	90	78	51	48	5
PBANKA_060990	6	395075	396280	+	1206	135	170	17	13	347	187	499	512	578	572	216	227	490	761
PBANKA_061000	6	397304	398503	-	1200	3	5	1	0	30	16	113	85	155	119	89	64	30	22
PBANKA_061010	6	400160	408600	+	8441	76	81	11	6	175	55	564	317	724	419	419	280	575	454
PBANKA_061020	6	410706	413849	+	3144	76	87	4	0	108	70	455	556	1320	1180	696	701	96	36
PBANKA_061030	6	415090	416215	+	1126	113	160	2	4	104	57	354	261	669	408	442	376	67	57
PBANKA_061040	6	417517	421935	-	4419	101	152	12	19	261	149	488	429	389	189	1566	1576	1195	1368
PBANKA_061050	6	424302	425214	-	913	7	10	7	6	61	19	125	124	252	192	225	228	575	699
PBANKA_061060	6	426278	427735	+	1458	6	6	3	0	61	17	121	94	173	102	111	102	28	27
PBANKA_061070	6	428139	429094	-	956	8	8	2	0	5	3	14	9	19	12	15	13	6	1
PBANKA_061080	6	431454	433346	+	1893	40	80	3	8	114	43	273	149	270	188	109	96	30	20
PBANKA_061090	6	434517	436237	-	1721	164	219	29	18	826	360	583	506	424	299	201	169	1361	1428
PBANKA_061100	6	438318	438872	+	555	33	54	0	1	27	5	72	56	97	64	49	34	16	21
PBANKA_061110	6	440613	443462	+	2850	7	19	1	2	28	9	137	73	215	146	134	74	32	28
PBANKA_061120	6	443693	445339	-	1647	2	4	0	0	43	14	54	37	41	27	26	5	5	1
PBANKA_061130	6	446451	447068	-	618	1	1	0	0	64	21	65	54	57	34	49	60	11	4
PBANKA_061140	6	448559	450622	-	2064	3	5	0	1	61	19	105	68	114	61	148	126	27	17
PBANKA_061150	6	452525	453367	+	843	2	7	1	0	2	0	10	5	49	21	184	216	43	28
PBANKA_061160	6	457843	460598	+	2756	128	163	7	2	335	216	899	812	1670	1118	905	643	131	60
PBANKA_061170	6	461161	461865	-	705	1	1	5	2	19	5	122	79	184	182	75	69	26	4
PBANKA_061180	6	462810	465056	-	2247	371	534	5	4	110	46	294	194	437	318	171	142	60	74
PBANKA_061190	6	466494	467264	+	771	7	3	2	0	39	5	110	64	114	75	38	36	13	10
PBANKA_061200	6	467972	468694	+	723	2	1	0	2	33	13	50	37	41	25	24	13	0	1
PBANKA_061210	6	468969	471588	+	2620	3	8	0	3	38	12	71	59	152	97	61	63	13	7
PBANKA_061220	6	473617	477372	+	3756	180	296	2	10	88	37	351	281	640	461	539	458	79	55
PBANKA_061230	6	478031	480529	-	2499	4	7	2	6	80	25	187	92	180	114	63	38	13	5
PBANKA_061240	6	483069	486332	+	3264	3	6	2	0	9	3	30	21	44	28	37	45	10	2
PBANKA_061250	6	486822	487421	-	600	10	10	4	0	34	4	74	56	78	34	32	12	1	3
PBANKA_061260	6	488038	490941	-	2904	16	25	2	0	33	8	40	31	58	38	85	47	28	12
PBANKA_061270	6	491692	493473	+	1782	49	63	1	1	17	3	62	49	99	99	93	53	39	49
PBANKA_061280	6	493759	497334	-	3576	7	5	16	3	47	10	113	73	141	79	101	71	88	26
PBANKA_061290	6	498951	499355	-	405	2	5	0	0	0	0	10	5	9	8	6	8	0	0
PBANKA_061300	6	499721	503431	-	3711	7	8	8	1	31	4	119	79	210	118	90	50	14	4
PBANKA_061310	6	504961	516951	-	11991	68	86	4	3	77	15	516	288	1613	896	1122	587	172	87
PBANKA_061320	6	517602	523409	-	5808	46	63	6	12	109	47	554	339	933	716	481	400	78	44
PBANKA_061330	6	525204	527168	+	1965	6	16	3	1	11	9	112	95	150	135	80	96	16	24
PBANKA_061340	6	528095	529120	-	1026	1	2	0	5	74	27	116	121	94	97	32	49	13	13
PBANKA_061350	6	529717	530820	-	1104	0	1	0	0	16	21	68	53	73	25	25	30	9	4
PBANKA_061360	6	531692	533194	+	1503	1	0	2	2	21	7	90	71	109	67	53	25	6	17
PBANKA_061370	6	534603	537377	+	2775	3	6	4	7	159	101	354	262	328	240	245	207	2913	3138
PBANKA_061380	6	537915	540986	-	3072	209	310	0	16	154	40	272	157	170	113	277	300	1489	1503
PBANKA_061390	6	542222	543748	+	1527	103	114	4	2	104	40	140	119	123	82	160	164	800	792
PBANKA_061400	6	545747	547270	+	1524	12	15	11	10	848	355	1998	1721	2898	2247	807	787	59	69
PBANKA_061410	6	548248	549246	+	999	7	8	6	1	89	32	107	122	145	124	63	44	16	6
PBANKA_061420	6	549642	552336	+	2695	20	33	12	38	84	40	205	177	222	124	100	80	35	37
PBANKA_061430	6	552782	554494	+	1713	26	41	3	1	55	21	100	144	187	145	87	53	10	11
PBANKA_061440	6	555128	558226	+	3099	37	45	5	4	53	31	144	110	172	152	71	36	21	5
PBANKA_061450	6	559112	560347	-	1236	52	76	10	4	301	157	248	330	356	213	123	106	207	318
PBANKA_061460	6	562899	563885	+	987	18	29	0	1	11	3	75	48	74	45	46	24	11	21
PBANKA_061470	6	564951	567216	+	2266	16	37	3	2	30	14	57	61	81	67	43	28	15	7
PBANKA_061480	6	567924	570593	+	2670	40	55	1	5	57	17	149	88	211	133	86	59	15	13
PBANKA_061490	6	570968	572180	-	1213	163	222	2	1	51	18	168	78	251	138	82	73	13	11
PBANKA_061500	6	573888	575612	+	1725	90	157	3	5	62	18	185	119	206	156	91	67	23	25
PBANKA_061510	6	576773	578824	+	2052	31	42	3	5	103	47	161	80	113	78	79	87	570	522
PBANKA_061520	6	580269	582030	+	1762	42	97	0	0	3	0	112	112	374	308	220	184	29	23
PBANKA_061530	6	583077	587037	-	3961	8	12	0	1	35	17	94	71	176	164	182	174	24	36
PBANKA_061540	6	588899	590509	-	1611	0	1	4	1	162	69	184	179	193	97	55	70	27	34
PBANKA_061550	6	591635	595381	-	3747	90	149	0	2	1	3	17	15	28	23	49	48	11	15
PBANKA_061560	6	596418	598440	-	2023	1	2	3	1	42	18	86	81	53	64	17	21	2	3
PBANKA_061570	6	599511	617151	-	17641	364	564	11	3	30	20	75	61	103	73	97	40	20	23
PBANKA_061580	6	618085	625455	-	7371	178	297	3	14	51	23	425	278	545	338	261	144	38	33
PBANKA_061590	6	632212	640613	-	8402	33	24	1	0	6	5	24	18	22	9	19	10	10	11
PBANKA_061600	6	642173	642643	+	471	9	8	2	1	46	29	45	67	38	25	11	14	3	4
PBANKA_061610	6	644376	645695	+	1320	10	12	65	7	220	70	253	149	210	106	128	53	326	74
PBANKA_061620	6	646823	651182	+	4360	397	660	7	2	14	2	117	74	148	93	89	67	33	11
PBANKA_061630	6	651568	652956	-	1389	29	41	4	1	51	10	94	71	83	63	32	38	5	2
PBANKA_061640	6	653891	655372	-	1482	3	5	27	0	30	2	26	37	45	15	16	6	58	5
PBANKA_061650	6	657029	657562	+	534	0	0	0	0	51	16	99	105	128	93	39	28	6	9
PBANKA_061660	6	658178	659121	-	944	6	9	5	3	95	27	124	98	170	165	74	80	12	8
PBANKA_061670	6	660209	661818	+	1610	0	0	1	0	8	3	22	23	45	26	29	26	5	7
PBANKA_061680	6	663541	666258	+	2718	6	16	7	6	48	23	249	140	257	164	111	63	53	38
PBANKA_061690	6	666870	670892	-	4023	55	43	5	7	55	17	135	88	166	79	69	66	22	25
PBANKA_061700	6	671904	673263	-	1360	5	2	0	2	2	0	8	7	10	14	17	12	17	10
PBANKA_061710	6	674963	675780	-	818	35	41	46	69	1312	484	748	696	692	581	265	300	2600	3258
PBANKA_061720	6	677086	678002	+	917	71	96	42	49	1613	620	1049	1053	1119	942	306	374	1534	1809
PBANKA_061730	6	678678	680156	-	1479	8	12	0	1	24	12	72	73	76	57	39	35	12	1
PBANKA_061740	6	681088	689733	+	8646	159	254	49	21	140	72	565	476	596	311	243	143	167	78
PBANKA_061750	6	690677	691420	+	744	39	48	20	10	87	40	155	123	126	107	63	47	117	45
PBANKA_061760	6	691635	692498	-	864	40	50	1	1	56	23	305	193	351	238	187	134	796	843
PBANKA_061770	6	693165	693708	+	544	46	49	0	0	37	15	152	151	353	324	188	211	267	352
PBANKA_061780	6	694105	694494	-	390	0	1	3	0	1	3	14	10	40	16	23	16	6	6
PBANKA_061790	6	695894	697948	+	2055	1	2	5	2	65	35	141	104	158	103	109	83	36	13
PBANKA_061800	6	699014	699955	+	942	1	1	0	0	32	11	118	70	126	82	39	58	16	6
PBANKA_061810	6	700269	701900	-	1632	8	6	3	4	88	47	384	325	481	374	248	233	69	54
PBANKA_061820	6	703923	710533	+	6611	11	18	6	13	99	37	422	266	656	415	413	266	501	447
PBANKA_061830	6	711395	712924	+	1530	31	42	9	7	67	46	48	71	62	52	31	19	50	31
PBANKA_061840	6	713137	714120	+	984	26	39	3	12	104	67	201	185	238	252	99	120	35	24
PBANKA_061850	6	715501	723262	+	7762	9	16	15	0	47	40	244	149	288	128	122	75	69	39
PBANKA_061860	6	725300	726007	+	708	48	84	18	10	514	164	830	582	1181	743	440	289	63	35
PBANKA_061870	6	726823	729486	-	2664	7	14	0	0	19	5	73	52	95	39	32	35	24	12
PBANKA_061880	6	730622	732997	+	2376	41	102	2	4	79	18	131	93	155	100	107	80	343	348
PBANKA_061890	6	733751	734985	+	1235	0	2	2	2	114	57	160	142	190	188	69	77	12	11
PBANKA_061900	6	735599	737893	+	2295	1	3	1	3	3	2	38	15	124	65	101	89	7	4
PBANKA_061910	6	738544	739318	-	775	9	12	58	76	2024	960	1296	1254	1254	1019	367	403	2335	3022
PBANKA_061920	6	742115	743554	+	1440	6	10	0	1	0	4	11	11	40	22	40	37	12	6
PBANKA_061930	6	744951	745618	+	668	5	3	5	4	121	46	207	160	248	222	98	59	8	15
PBANKA_061940	6	746370	746875	-	506	217	244	4	2	95	22	211	153	296	195	192	146	92	87
PBANKA_061950	6	748032	748697	+	666	47	72	3	0	12	1	38	31	38	33	19	28	8	4
PBANKA_061960	6	750057	751214	+	1158	37	51	0	0	1	2	32	23	34	20	28	18	9	8
PBANKA_061970	6	752212	753846	+	1635	4	11	1	1	1	2	1	5	128	56	759	737	91	100
PBANKA_061980	6	754707	757844	-	3138	92	125	6	11	170	78	291	152	237	149	92	65	333	295
PBANKA_061990	6	758550	759952	+	1403	40	56	17	15	232	121	292	281	334	180	101	98	244	271
PBANKA_062000	6	760517	761523	-	1007	3	8	0	1	27	15	77	64	74	50	48	38	335	321
PBANKA_062010	6	762537	764348	-	1812	322	519	7	5	94	44	170	109	181	140	197	166	770	678
PBANKA_062020	6	765386	765829	+	444	115	147	3	6	86	27	203	168	328	243	239	270	264	265
PBANKA_062030	6	766619	768283	+	1665	4	2	0	2	4	3	31	28	35	41	51	44	18	13
PBANKA_062040	6	768666	770799	-	2134	6	6	1	1	43	27	92	98	122	101	84	82	14	21
PBANKA_062050	6	771647	772654	-	1008	2	2	0	0	60	21	139	131	210	111	36	57	6	6
PBANKA_062060	6	773378	774739	-	1362	5	6	2	1	2	3	7	9	9	14	13	21	35	9
PBANKA_062070	6	775546	776948	+	1403	53	40	0	0	5	1	13	20	16	16	25	14	4	2
PBANKA_062080	6	778456	780135	+	1680	673	1092	3	0	14	2	39	31	47	42	42	30	30	22
PBANKA_062090	6	780523	783891	-	3369	151	263	6	4	97	28	193	190	270	219	210	175	990	907
PBANKA_062100	6	784892	785557	-	666	121	131	0	1	12	12	128	97	105	99	63	50	35	9
PBANKA_062110	6	786808	787550	+	743	12	10	6	3	46	20	149	116	97	63	28	23	2	2
PBANKA_062120	6	788190	790562	+	2373	26	21	3	1	93	24	82	57	70	31	36	30	39	27
PBANKA_062130	6	792332	797820	+	5489	266	399	7	11	134	68	490	280	776	444	623	400	126	85
PBANKA_062140	6	798181	801886	-	3706	16	30	42	11	160	54	382	299	435	305	296	226	1376	1383
PBANKA_062150	6	804070	808989	+	4920	34	59	60	11	85	32	189	91	273	146	214	119	190	64
PBANKA_062160	6	810153	812383	-	2231	76	96	8	6	65	28	152	104	181	107	86	86	111	56
PBANKA_062170	6	815836	817104	-	1269	1	2	1	1	24	13	75	38	55	32	30	27	5	1
PBANKA_062180	6	818001	819188	+	1188	4	11	2	2	12	6	52	38	37	23	50	42	17	11
PBANKA_062190	6	820008	820447	+	440	125	254	1	5	76	22	99	78	48	65	29	22	41	61
PBANKA_062200	6	821128	822603	+	1476	14	25	3	0	3	0	19	8	31	28	27	30	3	8
PBANKA_062210	6	823053	828660	-	5608	67	114	7	5	75	41	327	199	584	343	430	296	90	44
PBANKA_062220	6	830692	840737	-	10046	27	26	17	18	204	87	651	436	756	440	324	284	254	230
PBANKA_062230	6	841819	843343	-	1525	156	261	5	3	46	19	166	110	244	163	114	67	34	18
PBANKA_062240	6	845932	852273	+	6342	84	113	0	7	38	20	92	90	151	80	79	100	46	23
PBANKA_062250	6	853087	855723	-	2637	124	226	3	2	17	3	109	76	220	131	135	105	41	28
PBANKA_062260	6	857220	861508	+	4289	84	112	16	11	51	14	109	52	167	83	178	102	170	147
PBANKA_062270	6	861939	862804	+	866	16	20	0	2	57	28	96	120	169	170	63	50	13	7
PBANKA_062280	6	863225	865823	-	2599	444	601	5	5	77	49	142	111	177	123	85	58	285	304
PBANKA_062290	6	869396	870148	+	753	17	13	3	1	11	2	5	5	34	32	376	471	80	65
PBANKA_062300	6	883629	884615	-	987	658	784	50	56	270	158	221	241	239	128	786	864	4847	5768
PBANKA_062310	6	888660	891211	-	2552	25	15	10	31	135	73	363	316	982	830	1115	1105	6378	8799
PBANKA_062315	6	894290	894732	+	443	0	1	3	1	5	0	7	8	14	19	46	56	950	1090
PBANKA_062320	6	896867	898603	+	1737	19	11	14	6	18	10	30	19	51	35	197	233	2770	3357
PBANKA_062330	6	899706	900832	-	1127	2	1	5	4	72	53	94	103	102	76	231	280	4183	5684
PBANKA_062340	6	904182	905820	+	1639	2	0	2	1	6	0	10	24	39	20	181	199	115	166
PBANKA_062350	6	913401	915178	-	1778	3	8	4	3	6	0	41	49	54	36	146	199	1491	1998
PBANKA_062360	6	919136	920268	+	1133	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_062370	6	924927	927374	+	2448	2	3	3	0	4	2	5	1	2	2	2	1	12	1
PBANKA_062380	6	933325	934324	+	1000	1	4	7	0	5	5	12	3	14	4	7	6	88	69
PBANKA_062390	6	938386	939473	+	1088	0	1	0	1	1	0	10	3	8	3	23	3	105	163
PBANKA_070010	7	782	1920	-	1139	0	0	0	0	1	0	3	10	21	11	19	10	16	14
PBANKA_070020	7	5055	6220	-	1166	0	0	0	0	0	0	0	4	5	0	5	1	47	44
PBANKA_070030	7	9041	10317	-	1277	0	0	1	0	2	0	1	1	3	1	3	1	39	57
PBANKA_070040	7	12514	13478	-	965	0	0	1	0	0	0	1	0	1	0	0	2	6	9
PBANKA_070050	7	14705	16196	+	1492	3	0	1	6	3	1	3	4	3	4	14	17	298	295
PBANKA_070060	7	21524	22376	-	853	4	0	0	0	3	2	7	5	6	5	14	28	650	828
PBANKA_070070	7	23679	24507	+	829	0	0	1	0	24	20	40	35	65	55	70	62	1264	1680
PBANKA_070080	7	33952	34842	-	891	0	0	0	0	6	5	51	19	49	33	27	25	3	2
PBANKA_070090	7	36692	39951	-	3260	1	5	0	0	1	4	28	25	57	20	97	91	315	383
PBANKA_070110	7	45595	46274	-	680	0	1	1	0	2	3	20	21	124	104	96	79	347	406
PBANKA_070120	7	49559	57040	+	7482	47	98	1	0	11	4	63	45	111	131	297	163	64	31
PBANKA_070130	7	57620	58984	+	1365	18	18	0	0	6	1	35	26	40	35	39	35	12	3
PBANKA_070140	7	59892	60527	-	636	18	25	3	0	14	8	59	32	51	36	16	21	3	3
PBANKA_070150	7	61887	62705	-	819	2	6	8	0	96	42	117	84	82	60	40	10	3	4
PBANKA_070160	7	63804	65347	-	1544	8	5	2	4	53	21	150	157	136	127	60	47	12	36
PBANKA_070170	7	66380	71405	-	5026	184	253	4	4	71	19	283	130	244	178	106	82	41	44
PBANKA_070180	7	73979	74809	+	831	140	179	1	0	48	11	140	95	280	243	134	149	13	8
PBANKA_070190	7	77182	79059	+	1878	4877	7892	2	0	0	6	46	45	75	28	186	203	71	57
PBANKA_070200	7	79941	82895	-	2955	95	162	0	1	0	3	32	16	45	26	240	215	103	76
PBANKA_070210	7	85287	87106	+	1820	163	194	2	0	4	3	14	15	33	15	69	72	14	13
PBANKA_070220	7	87976	89435	+	1460	3	8	4	3	24	3	21	21	40	21	27	15	12	8
PBANKA_070230	7	90844	92115	+	1272	0	2	5	4	71	22	136	113	96	111	76	58	15	8
PBANKA_070240	7	93626	95251	+	1626	99	120	6	4	71	24	258	177	417	388	382	310	83	51
PBANKA_070250	7	95509	99120	-	3612	107	147	6	6	98	38	190	124	228	115	132	86	33	30
PBANKA_070260	7	99743	102595	+	2853	88	115	3	0	11	0	47	33	88	51	53	26	5	6
PBANKA_070270	7	102781	104076	-	1296	55	43	0	0	25	10	365	439	423	366	137	143	20	7
PBANKA_070280	7	106464	108021	+	1558	14	13	24	13	936	439	1539	1424	4340	3366	1666	1455	188	216
PBANKA_070290	7	108957	115091	-	6135	6	4	1	6	81	21	727	383	2049	1286	1166	776	2262	1923
PBANKA_070300	7	118509	120244	+	1736	27	32	15	2	261	36	470	120	720	152	357	104	594	145
PBANKA_070310	7	120898	125399	+	4502	0	5	11	3	85	26	150	132	173	102	95	73	56	33
PBANKA_070320	7	125885	126838	-	954	0	2	1	2	61	30	302	222	552	347	200	145	37	25
PBANKA_070330	7	127994	128635	-	642	19	29	0	0	13	4	112	60	151	112	52	38	10	6
PBANKA_070340	7	129169	130359	-	1191	99	147	7	5	65	29	173	137	230	176	101	79	58	40
PBANKA_070350	7	131102	134164	-	3063	15	15	0	0	2	2	24	12	26	17	30	23	24	7
PBANKA_070360	7	134842	138063	-	3222	11	9	3	8	65	32	152	75	292	145	153	115	257	223
PBANKA_070370	7	139179	142394	+	3216	36	45	4	9	129	50	215	151	239	139	187	112	1158	1103
PBANKA_070380	7	142948	145416	-	2469	20	53	3	5	27	3	168	31	234	113	136	104	49	10
PBANKA_070390	7	148240	149782	+	1543	57	57	52	45	1931	840	1435	1467	1214	918	402	355	1767	2270
PBANKA_070400	7	150571	151395	+	825	6	3	3	1	27	5	40	51	53	42	23	23	11	6
PBANKA_070410	7	152355	156011	-	3657	3	4	1	2	84	46	303	180	524	314	311	294	44	32
PBANKA_070420	7	158204	160138	+	1935	0	0	0	0	14	3	170	126	219	215	116	80	24	24
PBANKA_070430	7	160658	161782	-	1125	0	1	0	1	23	6	159	82	262	185	163	102	8	12
PBANKA_070440	7	163781	165089	+	1309	10	11	2	0	13	2	93	45	107	92	88	50	18	10
PBANKA_070450	7	167565	190007	+	22443	443	722	42	53	1375	542	2519	1766	2953	1695	1210	691	1530	1189
PBANKA_070460	7	190572	193151	-	2580	21	26	2	2	74	24	111	79	100	64	43	34	96	81
PBANKA_070470	7	194261	195724	-	1464	0	0	1	1	0	0	15	18	20	14	9	8	1	5
PBANKA_070480	7	197499	198659	-	1161	0	2	1	0	2	2	5	4	7	8	6	2	0	2
PBANKA_070490	7	199729	200598	+	870	1	1	0	1	1	0	17	3	6	12	9	4	0	2
PBANKA_070500	7	201437	201694	+	258	18	9	0	0	19	9	40	29	39	20	21	23	60	45
PBANKA_070510	7	202231	204123	-	1893	10	15	4	1	193	25	417	113	608	80	286	74	1042	465
PBANKA_070520	7	205213	206309	-	1097	21	28	7	9	84	48	234	224	335	250	100	112	11	12
PBANKA_070530	7	207001	207456	+	456	15	18	1	0	14	6	58	45	86	70	30	25	5	8
PBANKA_070540	7	207872	208691	-	820	3	2	0	0	7	4	46	39	91	73	33	53	3	11
PBANKA_070550	7	209307	210548	-	1242	7	9	0	0	0	0	13	12	29	19	14	7	4	0
PBANKA_070560	7	211289	216074	-	4786	71	97	9	2	55	28	260	178	379	245	232	149	49	30
PBANKA_070570	7	218838	221945	+	3108	45	61	6	1	98	29	192	158	207	112	117	102	330	357
PBANKA_070580	7	222257	225640	-	3384	64	116	8	1	121	40	383	282	486	318	231	232	287	213
PBANKA_070590	7	226367	229973	-	3607	274	429	2	1	51	25	288	203	448	208	116	123	21	11
PBANKA_070600	7	231026	232349	-	1324	105	179	7	1	72	21	60	78	143	72	48	30	39	50
PBANKA_070610	7	233389	234686	-	1298	1	0	0	1	22	4	50	33	31	25	9	7	3	5
PBANKA_070620	7	235576	237240	+	1665	1	0	1	2	88	25	117	134	100	63	39	26	1	0
PBANKA_070630	7	238087	240339	+	2253	6	9	3	0	37	12	116	50	78	53	26	25	7	8
PBANKA_070640	7	240764	244443	-	3680	5	7	5	1	58	17	210	134	145	105	68	45	16	11
PBANKA_070650	7	245611	246831	-	1221	2	1	3	0	16	3	28	23	27	14	9	14	0	0
PBANKA_070660	7	247838	250225	+	2388	12	20	2	1	32	26	120	81	118	80	69	54	63	43
PBANKA_070670	7	251483	252442	-	960	123	158	3	2	81	34	86	86	113	86	68	68	156	210
PBANKA_070680	7	253409	255349	-	1941	4	12	0	2	74	16	171	131	286	200	92	73	3	5
PBANKA_070690	7	256570	257121	+	552	1	2	0	1	54	20	101	88	92	82	28	30	10	5
PBANKA_070700	7	257865	259151	+	1287	0	0	0	0	4	5	62	23	55	33	17	12	6	0
PBANKA_070710	7	260258	261742	+	1485	2	0	0	1	2	0	12	7	5	2	13	5	8	2
PBANKA_070720	7	262188	264236	-	2049	9	6	0	0	0	0	10	17	28	9	12	9	7	5
PBANKA_070730	7	264952	269130	-	4179	104	150	17	10	280	111	859	554	1124	839	667	482	2304	2240
PBANKA_070740	7	272526	273568	+	1043	38	55	7	15	211	133	342	384	441	361	297	293	2696	3484
PBANKA_070750	7	275802	277158	+	1357	1	0	3	2	58	32	77	93	79	54	21	14	1	5
PBANKA_070760	7	277911	282250	+	4340	2	4	3	0	20	20	161	125	239	158	138	87	23	11
PBANKA_070770	7	284077	287517	+	3441	9	12	1	6	13	5	144	78	179	101	2400	2428	1109	794
PBANKA_070780	7	288010	288978	-	969	29	18	0	6	77	39	195	197	214	130	88	77	142	132
PBANKA_070790	7	291052	293742	+	2691	3	2	1	1	1	1	23	12	19	21	24	31	15	4
PBANKA_070800	7	294034	296443	-	2410	2	5	8	4	142	51	500	507	790	515	452	331	84	70
PBANKA_070810	7	298987	300125	+	1139	13	7	1	0	11	5	19	25	22	23	39	30	15	15
PBANKA_070820	7	300203	303582	-	3380	2	3	1	0	20	5	51	29	36	15	32	30	32	29
PBANKA_070840	7	305146	305608	+	463	0	0	0	3	44	13	90	65	93	63	32	13	13	8
PBANKA_070850	7	305985	310155	-	4171	13	15	2	5	47	13	99	59	73	81	32	25	14	19
PBANKA_070860	7	310718	311896	+	1179	1	1	0	0	21	15	79	68	55	42	15	13	4	1
PBANKA_070870	7	312348	313139	+	792	0	2	0	0	24	8	107	73	83	36	15	19	6	2
PBANKA_070880	7	313611	315522	-	1912	5	0	4	3	79	35	158	113	271	165	135	119	32	21
PBANKA_070890	7	316153	316879	+	727	0	2	1	1	23	20	44	38	87	68	23	29	3	5
PBANKA_070900	7	317424	317938	-	515	1	2	2	1	121	61	191	195	315	241	126	131	110	129
PBANKA_070910	7	319598	320230	-	633	13	18	19	22	781	323	522	431	610	408	154	172	799	996
PBANKA_070920	7	321964	323706	-	1743	3	5	1	3	65	18	294	135	240	139	112	53	44	30
PBANKA_070930	7	324566	325261	+	696	1	2	7	0	51	14	59	63	58	34	33	12	7	10
PBANKA_070940	7	326363	327114	-	752	11	8	4	0	59	22	129	88	254	155	316	315	1330	1322
PBANKA_070950	7	330278	332844	+	2567	46	78	4	7	145	51	319	262	292	220	253	217	170	182
PBANKA_070960	7	333084	333746	-	663	59	87	2	6	80	33	85	75	172	112	163	103	83	81
PBANKA_070970	7	335473	338045	-	2573	76	151	2	1	19	11	110	108	252	170	180	143	34	8
PBANKA_070980	7	341143	343225	-	2083	16	14	1	5	137	51	216	174	450	297	227	174	19	12
PBANKA_070990	7	346181	350028	+	3848	3	5	4	0	37	17	145	74	145	105	93	60	28	11
PBANKA_071000	7	350382	352526	+	2145	17	19	4	2	42	12	131	85	182	76	60	58	10	17
PBANKA_071010	7	352998	356261	-	3264	60	75	3	11	276	139	803	787	1104	670	382	277	55	59
PBANKA_071020	7	357429	359044	-	1616	24	26	6	2	31	14	116	90	208	161	80	68	28	15
PBANKA_071030	7	360138	362255	-	2118	338	513	5	1	44	10	69	75	145	97	92	79	34	50
PBANKA_071040	7	363540	365094	-	1555	7	10	0	0	26	4	220	199	362	351	221	185	27	18
PBANKA_071050	7	367976	369676	-	1701	75	68	6	5	43	15	148	49	260	115	152	71	208	140
PBANKA_071060	7	372683	374473	+	1791	2	1	1	0	22	13	46	43	58	26	34	17	24	4
PBANKA_071070	7	375683	377231	+	1549	16	22	0	6	21	7	72	40	56	36	29	23	5	7
PBANKA_071080	7	378495	384653	+	6159	10	14	6	5	235	87	709	486	899	585	473	338	855	872
PBANKA_071090	7	385616	386379	+	764	0	3	0	2	61	38	173	120	168	146	56	52	5	9
PBANKA_071100	7	387051	392854	+	5804	14	32	6	7	41	15	134	73	183	73	103	61	104	44
PBANKA_071110	7	393838	395427	+	1590	0	3	3	2	8	4	84	69	165	142	65	60	18	5
PBANKA_071120	7	397381	398773	+	1393	2632	2541	8	7	75	41	247	209	369	236	307	336	43	56
PBANKA_071130	7	399473	402183	-	2711	29	31	3	1	13	8	55	53	37	43	38	25	10	1
PBANKA_071140	7	403291	405339	-	2049	1	3	2	0	3	2	17	14	28	18	34	20	3	1
PBANKA_071150	7	406197	409073	-	2877	2	5	2	2	10	0	37	32	63	31	24	17	2	4
PBANKA_071160	7	410107	412170	-	2064	14	13	0	0	4	2	24	14	14	15	15	3	12	13
PBANKA_071170	7	413189	414208	-	1020	29	28	1	0	29	10	45	29	38	36	8	14	44	52
PBANKA_071180	7	415513	419522	+	4010	463	581	16	11	176	63	593	408	580	336	296	184	450	301
PBANKA_071190	7	420169	422250	-	2082	17304	22116	371	483	14773	7534	58167	51477	37745	20333	14490	11015	19401	17572
PBANKA_071200	7	425068	426099	+	1032	22	22	1	0	91	19	115	73	119	55	103	70	789	883
PBANKA_071210	7	428311	432118	+	3808	147	242	6	3	143	58	564	218	1069	611	708	481	121	66
PBANKA_071220	7	432635	434812	+	2178	1201	1505	16	14	577	250	453	344	458	295	201	195	58	37
PBANKA_071230	7	436646	437474	-	829	88	95	1	4	92	40	193	143	277	176	297	334	104	97
PBANKA_071240	7	441422	442202	+	781	127	214	3	1	33	24	38	45	38	49	82	94	288	339
PBANKA_071250	7	442579	444767	-	2189	0	3	0	0	1	0	13	4	9	17	23	17	7	2
PBANKA_071260	7	446001	447492	-	1492	44	53	28	32	1419	762	1531	1653	3004	2701	1280	1296	90	106
PBANKA_071270	7	450299	452353	-	2055	243	423	0	0	5	4	50	39	54	26	95	83	38	25
PBANKA_071280	7	453978	455063	-	1086	5	6	1	2	82	27	82	76	62	40	62	50	878	821
PBANKA_071290	7	459194	459490	+	297	218	218	11	17	338	161	138	131	95	69	157	235	1684	2232
PBANKA_071300	7	460577	460870	-	294	104	108	2	2	33	21	98	107	146	127	108	124	22	14
PBANKA_071310	7	462381	469428	+	7048	44	91	2	2	36	15	96	84	605	436	1998	1875	389	290
