"Geneid" "Chr" "Start" "End" "Strand" "Length" "SRR1571697" "SRR1571698" "SRR1571699" "SRR1571700" "SRR1571701" "SRR1571702" "SRR1571703" "SRR1571704" "SRR1571705" "SRR1571706" "SRR1571707" "SRR1571708" "SRR1571709" "SRR1571710" "SRR1571711" "SRR1571712" "SRR1571713" "SRR1571714" "SRR1571715" "SRR5298122" "SRR5298123" "SRR5298124" "SRR5298125" "SRR5298126" "SRR5298127" "SRR5298128" "SRR5298129" "SRR5298130" "SRR5298131" "SRR5298132" "SRR5298133" "SRR5298134" "SRR5298135"
"PVX_114235" "11" 1152504 1153527 "-" 1024 46 122 238 115 75 86 72 144 164 131 297 69 49 74 130 268 215 230 42 425 475 1312 1317 365 425 837 912 364 358 306 335 11 19
"PVX_114240" "11" 1151314 1152645 "+" 1332 43 34 45 51 30 44 64 70 37 39 78 32 21 41 94 84 76 73 19 607 611 1693 1894 460 442 1104 1259 469 506 427 422 142 18
"PVX_114245" "11" 1149116 1150854 "-" 1739 60 89 239 146 93 131 163 213 162 146 322 89 76 89 142 345 346 347 62 624 718 1717 1917 492 517 1172 1319 462 524 461 417 20 36
"PVX_114250" "11" 1147218 1148779 "+" 1562 45 73 111 29 19 23 35 84 97 76 91 11 8 20 53 110 95 100 17 513 609 1319 1605 395 440 962 1058 429 519 348 428 11 26
"PVX_114255" "11" 1140513 1144601 "-" 4089 1454 1426 1954 922 522 410 544 2314 2247 1329 2293 595 316 451 880 2294 2267 2361 382 1642 1744 3771 3844 1271 1338 2537 2705 1250 1346 1108 1193 92 83
"PVX_114260" "11" 1129262 1138672 "+" 9411 1040 461 1007 507 420 882 1717 782 697 491 899 273 253 642 1385 1509 1337 1412 252 3211 3423 5802 6154 2508 2545 4154 4535 2674 2858 2202 2315 88 144
"PVX_114265" "11" 1114837 1116480 "+" 1644 19 29 230 181 94 76 65 78 24 100 404 78 47 62 88 238 212 238 36 613 645 1822 1999 433 455 1281 1391 446 558 412 460 15 87
"PVX_114270" "11" 1108773 1113360 "+" 4588 683 546 783 366 176 331 454 845 775 502 933 211 143 320 632 968 927 1007 166 1426 1674 2785 3200 1115 1148 1949 2175 1195 1338 958 1042 59 76
"PVX_114275" "11" 1104431 1106227 "-" 1797 4 1 12 5 1 6 1 8 15 7 16 5 1 3 4 11 11 16 2 720 770 1328 1582 524 607 1003 1032 574 569 455 512 23 29
"PVX_114280" "11" 1103727 1106167 "+" 2441 12 12 61 61 47 36 38 23 16 28 99 29 14 21 42 78 71 101 11 903 1007 1987 2158 686 760 1390 1522 697 787 617 608 19 30
"PVX_114285" "11" 1100920 1102389 "+" 1470 3 11 15 7 5 12 24 10 10 8 14 2 2 13 45 12 20 23 7 515 666 1485 1820 402 488 985 1201 391 498 328 380 13 24
"PVX_114290" "11" 1096578 1099133 "+" 2556 20 132 335 130 37 61 51 84 191 217 396 51 14 50 95 259 249 287 41 837 931 2492 2907 593 677 1678 2037 657 767 554 607 12 47
"PVX_114295" "11" 1092036 1094190 "-" 2155 331 263 453 319 260 209 247 644 460 296 659 213 124 209 300 720 620 634 103 855 928 1647 1835 604 667 1072 1149 669 732 501 617 21 48
"PVX_114300" "11" 1088951 1091539 "+" 2589 106 122 177 70 72 90 154 226 225 117 137 57 39 109 209 228 240 235 40 925 1070 2027 2245 696 792 1462 1588 734 836 593 725 80 41
"PVX_114305" "11" 1080139 1086780 "+" 6642 1186 988 722 78 93 2572 4711 1532 2725 895 443 86 528 3705 5291 3059 2905 3141 541 2509 2526 5256 5686 1744 1934 3570 3871 2004 2047 1579 1740 125 139
"PVX_114310" "11" 1072903 1073769 "-" 867 44 83 137 24 24 131 189 74 97 96 131 21 27 109 230 165 146 185 27 421 492 1179 1400 292 349 826 911 352 374 293 308 10 24
"PVX_114315" "11" 1067495 1070291 "-" 2797 1536 980 1199 457 459 788 838 2332 1759 1069 1494 457 384 916 1263 1836 1914 1924 319 1379 1393 2729 2965 993 1002 1865 1953 1052 1116 942 944 31 86
"PVX_114320" "11" 1065309 1066354 "-" 1046 11 28 71 26 19 18 34 21 47 52 98 14 3 22 50 58 83 70 23 379 459 816 1000 270 332 603 763 331 351 280 332 14 24
"PVX_114325" "11" 1062753 1064700 "+" 1948 54 100 237 155 114 162 233 125 136 146 270 61 35 117 250 277 277 308 41 709 753 1722 1948 473 554 1149 1251 546 545 455 474 18 29
"PVX_114330" "11" 1060025 1062258 "-" 2234 193 71 110 75 84 230 680 157 132 73 127 47 77 278 791 333 355 366 56 857 942 2298 2700 624 726 1595 1840 667 751 588 629 22 26
"PVX_114335" "11" 1057618 1059787 "+" 2170 100 186 264 78 72 111 137 320 316 237 301 74 43 78 185 276 271 324 43 961 1110 2690 3158 766 896 1645 1958 765 817 606 754 27 38
"PVX_114340" "11" 1039833 1049312 "-" 9480 2247 1911 4385 3373 2736 3150 3794 4990 3096 2353 6518 2072 1568 2749 4826 6588 6395 7059 1120 3888 4148 5596 5955 2935 3095 3502 3954 3141 3172 2521 2651 339 219
"PVX_114345" "11" 1030115 1038062 "+" 7948 15 26 67 53 65 85 126 84 44 44 102 58 42 90 186 125 145 133 22 3143 3529 7505 8506 2343 2726 5132 5719 2376 2737 1976 2255 111 182
"PVX_114350" "11" 1025347 1028322 "-" 2976 63 13 37 19 23 137 310 61 41 20 58 17 43 182 355 141 153 168 21 1198 1306 3222 3789 880 991 2282 2622 958 1056 739 847 40 52
"PVX_114355" "11" 1021014 1023172 "-" 2159 93 37 87 25 85 240 228 128 110 59 96 55 89 362 344 254 259 269 32 851 1020 1951 2305 583 761 1271 1600 672 779 568 648 19 49
"PVX_114360" "11" 1018352 1019554 "-" 1203 138 61 63 33 34 173 522 135 84 59 106 56 52 222 519 288 244 271 37 673 779 1690 1971 496 586 1101 1205 452 577 397 485 19 35
"PVX_114365" "11" 1015970 1017190 "-" 1221 175 101 151 94 77 204 516 227 186 141 309 73 66 205 571 349 355 368 45 502 548 1390 1424 420 442 994 1082 469 453 375 329 18 28
"PVX_114370" "11" 1011779 1015444 "+" 3666 242 206 470 227 97 98 168 392 350 248 638 144 66 111 219 525 529 508 88 1591 1605 3096 3493 1152 1283 2122 2404 1182 1365 1006 1059 90 79
"PVX_114375" "11" 1009103 1010351 "+" 1249 362 124 127 44 147 532 842 365 301 112 149 85 169 666 1107 539 563 590 98 577 652 1233 1225 478 485 828 848 455 473 397 368 21 43
"PVX_114380" "11" 1006142 1007380 "-" 1239 63 65 117 23 27 65 89 150 197 88 130 23 25 91 140 152 133 150 26 636 640 1632 1788 427 498 1107 1245 470 543 406 430 10 24
"PVX_114385" "11" 1001521 1003470 "-" 1950 242 124 184 45 64 206 493 250 223 131 165 52 56 230 505 364 342 358 47 879 942 1706 1958 668 754 1328 1352 686 748 576 652 31 63
"PVX_114390" "11" 1000262 1001048 "+" 787 33 88 203 139 42 66 101 115 115 109 330 79 31 47 98 252 245 227 36 301 357 903 1153 216 283 665 729 243 263 196 239 7 14
"PVX_114395" "11" 997636 999919 "-" 2284 100 52 78 87 52 44 49 155 93 53 164 63 36 45 102 145 156 182 28 1039 1124 2418 2512 820 809 1719 1828 822 878 607 732 57 61
"PVX_114400" "11" 994970 996032 "-" 1063 5 2 5 2 3 14 47 7 5 0 6 1 3 14 40 21 14 21 3 534 531 1418 1485 372 427 878 1072 348 456 314 349 8 20
"PVX_114405" "11" 989259 993899 "+" 4641 1701 1265 1313 311 337 1792 2048 2442 2418 1010 1155 270 456 1952 2808 2514 2524 2555 437 2029 2290 2793 3049 1549 1698 2084 2220 1565 1819 1408 1559 50 90
"PVX_114410" "11" 984986 987483 "-" 2498 83 80 142 33 16 47 69 149 123 86 95 9 12 34 95 126 127 118 16 875 960 2476 2862 623 727 1711 1873 686 833 570 633 44 35
"PVX_114415" "11" 982849 984816 "+" 1968 264 196 274 51 25 47 86 422 367 204 217 32 21 54 126 299 264 278 37 860 993 2404 2726 625 739 1693 1724 654 753 579 580 20 47
"PVX_114420" "11" 980058 982362 "+" 2305 11 15 44 38 21 34 76 39 22 30 102 19 14 50 130 76 78 70 19 946 1052 2802 3175 770 847 1972 2187 787 925 648 717 16 57
"PVX_114425" "11" 974543 977392 "-" 2850 110 50 120 142 176 208 389 158 47 69 219 135 80 170 403 365 286 353 51 1044 1162 2906 3317 779 919 2099 2324 872 1011 670 858 58 130
"PVX_114430" "11" 970097 972814 "-" 2718 124 48 100 32 46 169 378 119 109 69 105 21 47 153 340 213 193 204 34 1342 1473 2636 2788 1120 1161 1743 1925 1059 1107 1003 1018 29 57
"PVX_114435" "11" 968395 969469 "+" 1075 35 144 216 46 16 16 57 121 196 152 101 9 4 18 31 149 143 158 24 443 491 1025 1170 329 363 753 871 359 435 272 329 53 17
"PVX_114440" "11" 966659 968110 "-" 1452 211 163 217 54 27 35 67 334 281 147 161 25 17 36 94 206 206 190 28 651 706 1740 1856 450 509 1085 1202 491 502 425 463 15 38
"PVX_114445" "11" 960543 963861 "-" 3319 5161 4114 5066 2136 1108 1039 844 8585 6966 3912 5447 1456 868 1210 2055 6320 6283 6377 1056 1198 1260 2731 2891 853 928 1785 1966 889 977 807 858 26 74
"PVX_114450" "11" 958301 959858 "-" 1558 30 72 200 69 19 47 83 65 110 139 236 35 18 48 139 181 172 194 31 675 743 1937 2073 546 574 1346 1446 493 554 448 493 25 40
"PVX_114455" "11" 957784 958134 "+" 351 14 17 25 8 13 35 71 25 21 20 40 5 10 41 70 62 58 47 13 173 195 494 582 100 129 350 431 134 128 114 113 11 9
"PVX_114460" "11" 947884 953427 "-" 5544 1178 622 701 315 394 755 810 1803 1126 592 1030 314 314 838 1343 1431 1476 1520 235 2421 2495 3808 4129 1851 1857 2684 2910 1833 2035 1606 1714 62 132
"PVX_114465" "11" 945073 946543 "+" 1471 12 10 56 63 72 63 34 90 15 36 144 69 49 32 52 94 105 103 21 543 674 1501 1648 414 531 998 1166 439 500 387 400 22 39
"PVX_114470" "11" 941663 943865 "+" 2203 324 257 408 206 217 294 286 537 411 252 514 186 145 260 389 622 610 612 98 954 1175 2347 2522 833 895 1597 1687 798 913 695 772 35 38
"PVX_114475" "11" 938836 939387 "+" 552 35 27 19 0 0 5 20 71 34 23 15 2 1 11 27 18 25 25 4 324 392 734 971 252 290 498 600 218 294 246 244 11 21
"PVX_114480" "11" 936420 938226 "+" 1807 784 857 1181 207 73 97 176 1176 1322 936 990 95 55 158 264 1015 971 1121 159 789 863 2092 2463 591 644 1435 1614 586 656 528 577 22 52
"PVX_114485" "11" 934486 935712 "-" 1227 68 29 59 46 59 87 187 72 98 61 72 29 28 77 185 150 141 146 28 446 522 1355 1506 343 420 924 1056 365 434 348 330 23 29
"PVX_114490" "11" 926668 930084 "-" 3417 1203 928 1430 939 917 775 869 2342 1817 1121 2245 892 593 723 1431 2292 2306 2382 356 1602 1850 2097 2345 1247 1367 1533 1541 1273 1355 1056 1171 43 97
"PVX_114495" "11" 920422 923583 "+" 3162 259 289 419 237 133 127 144 552 513 350 572 135 65 123 222 511 527 602 91 1358 1507 2661 2893 1033 1159 1890 2070 1094 1133 852 938 62 70
"PVX_114500" "11" 915644 918103 "-" 2460 174 105 170 92 64 76 137 263 234 127 183 49 45 79 148 227 216 254 41 968 1135 2304 2651 739 840 1754 1859 841 948 650 729 27 43
"PVX_114505" "11" 915093 915611 "-" 519 15 16 11 9 3 14 16 49 52 19 31 6 6 19 29 56 42 43 4 228 254 506 549 171 206 339 367 172 209 141 181 12 15
"PVX_114510" "11" 886303 914839 "+" 28537 1886 552 805 508 6988 15464 11537 5902 1402 594 1180 2828 5378 13756 14527 11322 11087 11622 1787 11790 12982 12477 13524 9336 9762 8479 9000 9677 10314 8105 8738 418 608
"PVX_114515" "11" 866999 870567 "+" 3569 828 661 1165 919 380 242 219 1777 1312 821 2007 575 248 249 353 1590 1548 1661 226 1386 1566 3760 4234 1065 1223 2444 2786 1193 1244 892 991 51 77
"PVX_114520" "11" 862370 863839 "-" 1470 39 26 21 15 21 46 116 36 34 21 50 10 15 56 116 89 59 82 21 514 699 1427 1700 454 463 976 1190 413 484 345 409 93 31
"PVX_114525" "11" 860986 862206 "+" 1221 96 49 97 33 20 44 88 98 88 51 174 20 18 40 105 136 131 119 21 614 662 1423 1639 474 527 909 1132 417 546 410 491 158 21
"PVX_114530" "11" 858238 860049 "+" 1812 107 46 110 40 7 9 17 150 108 64 125 14 10 17 53 95 94 119 13 863 829 1982 2137 622 702 1308 1414 609 712 515 572 22 30
"PVX_114535" "11" 855346 856749 "-" 1404 52 77 77 19 7 7 13 130 153 62 83 10 7 10 32 84 100 101 17 671 776 1839 1970 534 565 1208 1323 547 597 457 453 30 47
"PVX_114540" "11" 852788 855139 "+" 2352 39 107 141 41 6 6 7 108 138 131 158 15 4 25 37 137 143 154 21 944 1116 2431 2785 759 903 1704 1881 746 800 627 759 39 52
"PVX_114545" "11" 847854 852008 "-" 4155 86 165 217 37 11 14 21 199 279 154 165 24 3 22 67 191 213 227 51 1643 1818 2626 2872 1319 1416 1842 2075 1367 1409 1098 1228 84 94
"PVX_114550" "11" 846779 847633 "+" 855 14 52 81 17 4 6 5 46 78 36 95 5 5 8 25 57 58 56 2 400 460 1009 1077 378 396 691 753 345 374 274 322 20 23
"PVX_114555" "11" 843224 845656 "+" 2433 358 537 638 118 46 98 199 658 838 578 489 65 47 150 324 613 583 657 100 1191 1191 2610 2731 832 936 1897 1982 888 1015 755 795 39 78
"PVX_114560" "11" 840420 841562 "+" 1143 272 119 215 270 197 118 165 477 264 181 537 207 86 98 186 404 419 497 72 606 576 1554 1839 499 542 1038 1170 446 451 394 378 26 31
"PVX_114565" "11" 832335 834701 "-" 2367 367 158 237 78 48 167 251 390 276 220 276 52 46 196 388 319 351 353 47 994 1151 2268 2517 735 762 1695 1890 758 894 705 769 46 78
"PVX_114570" "11" 826778 828790 "-" 2013 1054 585 721 156 73 766 1326 1235 1406 627 851 142 208 1067 1704 1384 1411 1440 218 863 1011 1248 1489 622 743 918 1038 623 764 570 639 29 45
"PVX_114575" "11" 821445 824426 "+" 2982 304 273 404 362 75 89 123 592 480 309 729 151 52 88 240 546 555 610 81 1411 1539 3668 4159 1008 1075 2602 2822 1070 1195 955 1074 32 66
"PVX_114580" "11" 819279 821406 "-" 2128 187 104 133 33 10 35 71 256 204 125 139 18 15 36 105 155 146 181 33 1097 1058 2770 2959 868 866 1735 1805 846 809 665 748 28 41
"PVX_114585" "11" 795907 816553 "-" 20647 3114 2387 4113 3191 3431 3291 2754 6138 4153 2657 6195 2369 1947 2608 3730 7112 6949 7434 1128 8592 9184 8062 8737 6380 6799 5497 6026 6767 7322 5657 5971 308 475
"PVX_114590" "11" 791327 795043 "+" 3717 188 360 664 429 333 247 277 562 555 463 1040 329 178 227 390 891 850 872 152 1626 1745 3323 3478 1286 1344 2233 2413 1323 1357 1045 1150 86 73
"PVX_114595" "11" 786788 788085 "-" 1298 156 65 122 68 52 167 309 212 148 80 189 77 69 187 436 219 264 292 40 601 659 1141 1350 468 538 877 951 472 548 461 478 23 79
"PVX_114600" "11" 784017 786515 "+" 2499 219 75 95 55 58 279 755 153 115 64 108 45 62 308 723 336 340 305 53 1056 1167 2306 2656 830 940 1687 1899 846 938 650 784 24 51
"PVX_114605" "11" 780742 783059 "+" 2318 130 66 58 25 33 170 288 113 111 42 100 16 28 273 394 196 217 203 38 983 1135 2525 2820 791 926 1672 1894 824 859 679 762 94 56
"PVX_114610" "11" 777508 779331 "-" 1824 407 143 204 120 130 495 1579 304 236 142 305 99 132 609 1547 672 668 673 121 818 946 2326 2520 685 684 1530 1683 652 723 548 652 27 69
"PVX_114615" "11" 768190 777293 "+" 9104 199 271 991 922 495 867 1551 326 331 532 1825 446 262 641 1054 1488 1431 1546 200 4093 4376 4535 4978 3114 3430 3040 3346 3239 3509 2679 2940 104 211
"PVX_114620" "11" 764151 765341 "+" 1191 25 8 5 13 97 149 169 92 28 11 31 70 53 140 180 114 136 137 23 628 661 1493 1757 471 505 984 1111 490 503 358 454 13 39
"PVX_114625" "11" 759675 761216 "-" 1542 210 153 182 27 13 15 35 266 230 133 163 23 13 36 69 153 139 165 34 770 829 1567 1751 603 647 1088 1276 563 677 490 607 24 36
"PVX_114630" "11" 753560 756700 "-" 3141 210 237 472 335 351 230 216 533 341 332 718 289 141 215 316 679 626 716 109 1465 1606 2504 2833 1088 1172 1693 1896 1172 1210 945 1049 71 133
"PVX_114635" "11" 749570 751414 "-" 1845 39 57 69 18 12 14 26 66 77 44 61 9 5 23 51 53 83 72 10 789 912 2033 2190 604 654 1494 1565 591 675 484 540 24 43
"PVX_114640" "11" 744900 748189 "-" 3290 187 49 84 47 66 346 882 116 119 85 145 55 98 387 999 395 371 415 60 1504 1596 4288 4630 1131 1260 2846 3047 1122 1303 1019 1172 47 73
"PVX_114645" "11" 742443 744917 "+" 2475 186 134 171 76 44 78 140 286 220 123 234 60 28 77 137 223 219 245 28 1064 1230 3100 3594 787 933 2022 2346 881 971 700 851 31 58
"PVX_114650" "11" 738493 740286 "-" 1794 187 78 132 137 743 1115 740 568 105 58 212 364 489 723 843 905 880 1007 162 737 770 2067 2321 504 593 1385 1625 588 598 452 528 40 34
"PVX_114655" "11" 731622 738029 "+" 6408 523 280 429 262 245 321 419 821 445 292 595 224 169 307 641 685 695 777 113 2547 3022 6534 7210 1916 2179 4284 4742 2109 2219 1716 1826 102 146
"PVX_114660" "11" 727600 731130 "-" 3531 304 245 335 175 112 123 170 392 320 217 453 96 75 138 265 425 438 486 64 1396 1527 2310 2561 1069 1173 1651 1795 1152 1248 968 1067 57 77
"PVX_114665" "11" 724744 726300 "-" 1557 111 127 226 124 62 53 33 214 166 144 269 81 32 41 78 239 225 251 35 693 747 1550 1736 545 576 1137 1215 570 594 469 503 22 32
"PVX_114670" "11" 722743 724440 "+" 1698 390 271 438 342 225 141 122 792 486 298 716 240 117 123 233 610 615 702 104 436 503 1016 1130 318 361 797 1006 372 434 256 333 25 19
"PVX_114675" "11" 718555 719597 "-" 1043 168 116 89 16 12 22 44 254 188 72 68 17 12 30 75 102 102 136 15 458 481 1241 1461 334 385 863 947 369 429 309 308 10 25
"PVX_114680" "11" 716714 718149 "+" 1436 269 369 666 417 145 69 72 700 611 519 1012 202 76 75 131 702 669 706 131 576 658 1768 1934 449 483 1174 1352 467 520 424 378 14 28
"PVX_114685" "11" 713706 716443 "-" 2738 296 434 820 496 131 90 94 650 701 540 1026 209 56 85 144 729 763 807 132 1172 1318 3525 4030 918 1031 2491 2680 916 1014 808 888 30 54
"PVX_114690" "11" 710944 712196 "+" 1253 63 90 211 109 38 46 71 113 154 109 277 47 18 42 106 182 192 216 39 594 622 1630 1835 380 405 1032 1165 364 449 374 425 16 30
"PVX_114695" "11" 706933 709876 "+" 2944 239 135 174 60 144 354 545 289 226 123 180 88 115 289 536 433 427 448 71 1337 1433 2927 3164 1003 1131 1926 2108 1107 1127 835 906 38 50
"PVX_114700" "11" 702238 706075 "+" 3838 616 386 571 335 126 125 178 765 660 432 840 173 76 147 337 637 692 691 112 1718 1900 4345 4649 1237 1475 2781 3083 1284 1381 1179 1237 47 95
"PVX_114705" "11" 698697 700819 "+" 2123 215 142 229 171 147 112 162 409 230 194 366 151 78 105 201 387 372 361 67 870 956 2251 2515 638 688 1465 1703 633 712 529 580 25 61
"PVX_114710" "11" 694846 696856 "-" 2011 647 391 358 61 36 62 91 799 655 314 227 45 31 89 135 386 393 440 72 816 884 2323 2634 636 645 1754 1856 605 707 530 614 22 38
"PVX_114715" "11" 692391 694424 "+" 2034 272 139 192 78 19 38 84 439 289 184 236 41 18 45 128 235 221 259 45 847 825 2205 2592 611 685 1541 1779 623 717 563 579 17 36
"PVX_114720" "11" 690456 691937 "+" 1482 7 7 16 4 7 13 22 7 7 6 24 7 4 14 21 12 22 15 1 559 679 1785 1919 482 510 1160 1290 511 494 415 434 18 43
"PVX_114725" "11" 687049 689034 "+" 1986 28 5 13 13 20 48 112 33 31 16 35 15 10 34 108 48 60 50 5 880 951 2096 2337 602 701 1393 1529 697 767 580 627 31 82
"PVX_114730" "11" 683691 686107 "-" 2417 141 92 165 172 96 117 192 221 155 122 359 121 54 126 228 328 317 314 48 1022 975 2434 2733 775 838 1630 1666 814 786 637 637 56 80
"PVX_114735" "11" 679166 682690 "-" 3525 335 213 928 1153 1021 1175 1724 840 311 482 1818 853 568 857 1474 1973 1830 2067 336 1593 1657 3284 3463 1195 1220 2221 2436 1222 1299 1142 1085 53 95
"PVX_114740" "11" 675580 678564 "+" 2985 66 40 100 36 32 48 83 96 71 56 114 33 26 49 89 133 131 129 25 1184 1344 2710 3111 923 1048 1806 2153 937 1061 809 847 34 50
"PVX_114745" "11" 672430 674650 "-" 2221 139 75 122 73 56 50 60 178 138 99 196 46 26 51 78 200 167 212 29 1055 1127 2375 2708 714 906 1606 1720 819 837 691 746 30 51
"PVX_114750" "11" 665738 667816 "-" 2079 412 513 738 564 340 364 508 781 738 514 1053 299 193 327 666 1057 1053 1110 207 877 913 2056 2327 610 687 1383 1484 675 744 534 624 19 36
"PVX_114755" "11" 661757 664285 "+" 2529 51 19 79 79 152 263 233 91 82 53 175 103 72 132 191 238 237 276 38 922 1026 2287 2577 708 756 1579 1781 689 796 611 645 22 53
"PVX_114760" "11" 655952 661002 "+" 5051 403 303 557 161 143 250 435 366 480 278 394 96 92 302 563 558 576 654 99 1997 2139 3716 4071 1394 1612 2649 2843 1494 1643 1324 1389 74 97
"PVX_114765" "11" 650704 651607 "+" 904 21 13 29 15 9 21 28 29 12 13 25 4 3 15 33 31 26 27 2 458 511 759 1021 395 464 473 568 330 389 292 322 11 26
"PVX_114770" "11" 647590 648762 "-" 1173 130 88 111 105 56 90 124 211 132 100 212 59 31 96 138 187 178 208 40 361 478 1097 1542 273 379 833 985 281 378 253 342 12 27
"PVX_114775" "11" 645471 646790 "-" 1320 86 61 130 83 27 28 26 159 145 64 201 44 14 29 77 137 163 146 21 580 628 1639 1690 510 511 1066 1200 499 504 411 427 25 29
"PVX_114780" "11" 640031 644901 "-" 4871 610 171 211 100 134 551 1732 467 392 186 345 126 208 894 2316 886 874 972 146 1831 2017 3268 3590 1324 1430 2188 2596 1478 1610 1160 1329 61 83
"PVX_114785" "11" 635599 638463 "+" 2865 188 250 450 323 196 97 113 360 396 280 683 169 87 96 168 537 525 607 89 1315 1476 2649 3089 1069 1225 1679 1945 1024 1208 949 993 35 71
"PVX_114790" "11" 632032 633632 "+" 1601 201 123 169 27 19 28 76 291 218 94 88 25 16 40 83 176 160 181 25 557 691 1493 1780 411 507 1133 1223 511 554 366 472 16 26
"PVX_114795" "11" 627425 629176 "-" 1752 35 60 146 67 98 211 180 127 125 104 206 58 94 180 236 235 221 246 35 654 734 1678 1923 481 573 1067 1295 473 615 357 497 13 34
"PVX_114800" "11" 622164 625175 "-" 3012 32 81 242 114 57 95 114 76 90 109 276 71 29 62 115 212 223 228 32 1249 1323 2032 2164 943 1026 1569 1595 990 1038 771 834 33 52
"PVX_114805" "11" 620017 620721 "-" 705 34 9 23 17 17 72 129 40 14 11 26 10 20 61 148 75 58 91 12 292 384 775 1084 202 266 530 668 192 293 161 207 9 16
"PVX_114810" "11" 617571 619010 "+" 1440 52 23 60 106 133 114 150 184 46 26 154 95 55 79 128 211 190 207 38 621 721 1550 1843 455 495 1079 1257 516 543 363 442 13 25
"PVX_114815" "11" 614120 615229 "-" 1110 27 25 41 13 7 10 23 60 48 33 59 10 3 11 43 36 43 43 6 499 550 1341 1663 418 433 906 1091 414 456 305 388 8 24
"PVX_114820" "11" 598226 610252 "-" 12027 405 88 160 89 944 4616 3483 369 267 119 199 407 1174 4546 4728 2993 2809 2829 469 4570 4984 6394 6625 3296 3474 4527 4676 3724 4006 2995 3273 310 240
"PVX_114825" "11" 595173 597379 "+" 2207 80 37 107 121 133 170 232 124 70 67 264 98 77 127 199 262 256 283 28 872 938 1702 1962 635 706 1318 1478 695 753 587 650 16 55
"PVX_114830" "11" 592702 594661 "+" 1960 1937 1238 1462 814 402 541 633 4191 2868 1544 2368 678 304 613 966 2279 2293 2484 362 312 393 785 861 225 335 502 592 243 313 204 237 18 26
"PVX_114832" "11" 589695 591915 "-" 2221 2276 1833 2422 921 378 397 376 4731 3851 1956 3227 686 274 480 740 2699 2676 2960 477 546 542 1197 1421 361 394 722 898 410 442 324 365 12 46
"PVX_114835" "11" 585614 589017 "-" 3404 46 159 279 140 58 64 44 233 298 185 386 52 29 55 94 258 267 301 41 1252 1415 3624 3995 999 979 2578 2657 1073 1085 857 924 40 77
"PVX_114840" "11" 584491 585400 "-" 910 45 13 12 14 34 93 142 45 29 14 27 13 17 91 137 84 91 98 11 321 407 892 1042 242 240 691 795 291 334 223 250 6 14
"PVX_114845" "11" 580046 583072 "-" 3027 141 248 786 369 450 469 703 465 352 400 837 261 190 332 580 913 964 983 160 1221 1362 3542 3960 927 1142 2378 2703 909 1110 839 987 34 96
"PVX_114850" "11" 576114 578747 "-" 2634 128 109 245 214 152 135 259 303 224 163 375 153 76 167 373 413 411 416 66 1197 1254 2071 2229 954 930 1320 1475 936 904 793 780 39 66
"PVX_114855" "11" 574019 575593 "-" 1575 21 31 76 38 19 32 67 44 56 56 80 30 17 43 92 83 78 95 13 689 800 1687 1997 461 594 1163 1391 543 627 405 493 7 38
"PVX_114860" "11" 569050 574017 "+" 4968 596 371 485 133 58 95 214 629 556 344 454 84 42 109 289 528 504 557 80 2085 2193 3414 3803 1545 1627 2361 2659 1643 1729 1344 1475 45 106
"PVX_114865" "11" 564915 567817 "-" 2903 964 752 970 247 133 148 223 1408 1355 826 982 141 79 156 324 934 1005 1014 144 1163 1255 2208 2505 793 898 1570 1673 883 1004 802 766 21 36
"PVX_114870" "11" 562100 564499 "-" 2400 454 196 241 40 8 17 26 574 361 199 150 24 15 44 66 218 236 265 34 990 1045 1972 2148 725 817 1358 1515 791 871 638 718 17 52
"PVX_114875" "11" 555462 562274 "+" 6813 118 169 464 268 187 285 242 304 272 250 681 174 126 213 354 600 544 660 103 2738 3121 4132 4625 2074 2272 2574 2985 2134 2286 1791 1895 220 145
"PVX_114880" "11" 552139 554699 "+" 2561 502 287 422 102 65 91 153 499 509 302 389 56 41 76 248 388 368 434 74 1158 1250 3167 3397 931 1067 2086 2232 936 987 767 868 48 57
"PVX_114885" "11" 546352 550915 "-" 4564 175 232 483 215 80 99 189 466 471 303 583 145 57 128 261 516 517 517 65 1883 1999 4040 4525 1414 1466 2773 2939 1436 1578 1135 1320 60 108
"PVX_114890" "11" 544063 545693 "+" 1631 47 58 115 42 20 40 40 124 120 93 211 39 30 36 69 165 143 144 26 811 837 2188 2513 571 688 1462 1556 622 628 514 547 28 38
"PVX_114895" "11" 539553 541684 "-" 2132 317 193 301 156 58 46 48 411 332 198 289 72 31 52 98 301 293 335 38 904 918 2161 2268 577 690 1507 1580 729 745 577 659 17 24
"PVX_114900" "11" 534319 538007 "-" 3689 1480 459 526 386 368 1407 4468 1185 1108 465 982 385 513 2056 5761 2282 2342 2475 397 1572 1676 3774 4101 1146 1243 2582 2927 1303 1257 1074 1077 48 78
"PVX_114905" "11" 532139 532600 "+" 462 179 150 464 404 239 106 68 562 281 280 813 264 107 106 106 562 536 622 102 169 188 380 501 102 154 262 357 102 163 99 111 3 2
"PVX_114910" "11" 525259 526786 "-" 1528 1632 1120 1578 874 377 254 355 2757 2099 1215 2091 546 207 298 584 1983 1958 2031 350 683 798 2062 2382 583 620 1359 1564 532 594 458 548 15 38
"PVX_114915" "11" 523748 525274 "+" 1527 91 106 185 115 60 61 79 166 194 143 261 63 39 63 118 220 235 234 44 674 699 1865 2108 473 558 1290 1378 489 536 427 496 26 24
