Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
PF3D7_0802100	8	151808	159668	-	7861	312	4162	60	749	349	1840	349	419	236	547	128	366	151	98	3726	1644	1101	2223	850	1558	527	990	1175	2948	783	1249	1092	6061	5	18	238	4	5	3	4	38	12	14	2
PF3D7_0802200	8	165416	166078	+	663	33	416	9	93	63	192	63	49	53	116	15	28	14	8	450	180	132	271	106	201	101	173	153	255	142	193	134	609	1	5	185	0	15	28	0	15	6	893	1593
PF3D7_0802300	8	167069	170434	-	3366	133	2144	32	351	177	878	177	318	195	316	57	188	83	56	1872	629	426	1123	420	708	303	524	608	1400	507	814	659	2765	13	13	60	3	6	30	2	31	8	13	4
PF3D7_0802400	8	171865	174385	+	2521	109	1230	16	215	101	473	101	134	155	260	45	80	33	14	1191	388	274	650	239	411	195	343	388	826	271	603	358	1573	2	4	97	0	2	9	0	12	4	2	4
PF3D7_0802500	8	174647	178906	-	4260	193	2076	23	383	149	875	149	296	254	430	46	197	67	46	2058	829	497	1271	493	943	223	489	584	1670	480	925	574	2817	15	18	112	6	12	59	2	35	2	23	15
PF3D7_0802600	8	180563	188113	+	7551	305	4165	77	806	326	1782	326	360	420	667	98	360	157	114	3447	1267	988	2192	877	1453	543	1158	1144	2934	752	1612	1184	5385	3	2	579	4	5	5	6	35	9	18	67
PF3D7_0802700	8	188566	190316	+	1751	80	810	14	158	81	298	81	213	109	243	21	52	25	21	777	318	214	418	157	314	90	182	250	585	100	442	207	997	0	6	70	0	2	1	2	6	2	1	2
PF3D7_0802800	8	191976	194103	+	2128	113	1133	17	215	87	546	87	150	91	162	42	97	45	30	1115	403	271	650	259	401	189	350	335	796	274	401	354	1736	8	33	36	10	0	4	2	20	12	5	10
PF3D7_0802900	8	195148	195678	-	531	15	216	4	30	14	96	14	46	46	61	2	14	8	1	168	45	72	74	26	45	12	21	61	124	43	107	42	204	0	0	1	0	0	0	0	2	1	2	4
PF3D7_0803000	8	196581	198614	+	2034	64	1222	16	242	89	471	89	172	144	180	28	99	50	27	1050	378	239	649	260	448	145	307	356	877	284	512	380	1450	3	2	83	2	1	11	0	12	2	5	4
PF3D7_0803100	8	199181	202918	-	3738	145	2110	28	452	194	912	194	260	158	317	72	189	70	40	1952	719	520	1255	445	805	265	490	679	1626	443	773	626	2899	2	5	255	2	4	15	5	19	3	8	1
PF3D7_0803200	8	204241	206661	-	2421	99	1240	16	236	98	423	98	163	167	218	28	117	43	21	1227	554	309	715	273	509	154	259	304	910	224	537	325	1639	3	2	207	2	5	27	5	41	4	32	13
PF3D7_0803300	8	208451	210291	+	1841	47	609	13	114	57	296	57	106	98	173	17	65	19	11	709	250	245	414	179	284	77	129	200	528	174	312	132	1075	10	6	24	6	0	0	26	326	78	4	13
PF3D7_0803400	8	212252	215971	+	3720	172	2371	31	499	229	1211	229	252	210	420	80	239	74	60	2032	851	605	1302	481	811	461	812	771	1490	554	851	777	3395	30	70	69	16	2	5	3	37	12	118	51
PF3D7_0803500	8	217888	222291	+	4404	158	2149	35	429	150	863	150	359	279	428	55	186	83	69	2327	834	512	1312	492	875	236	428	658	1730	507	959	545	3214	1	0	105	1	1	5	4	12	3	1	6
PF3D7_0803600.1	8	223762	230209	+	6448	227	2770	47	483	204	1084	204	393	338	557	68	202	92	64	2549	1033	750	1418	530	1090	304	526	760	2055	660	1287	782	3580	6	12	258	7	3	10	1	49	9	14	23
PF3D7_0803700	8	231398	232756	+	1359	74	946	16	199	100	482	100	140	79	106	30	73	40	31	800	307	150	430	190	328	181	350	304	552	260	389	337	1199	6	1	3	2	5	19	1	33	2	10	4
PF3D7_0803800	8	233467	234426	-	960	46	540	9	149	48	215	48	52	64	107	13	51	19	15	491	141	74	243	87	159	70	131	146	369	83	268	185	684	2	0	9	0	2	6	1	13	0	6	19
PF3D7_0804000	8	237853	241048	+	3196	121	1422	17	321	108	629	108	206	181	264	51	174	48	34	1288	465	319	869	281	490	150	324	410	1012	228	599	411	1954	4	9	111	4	3	16	0	18	4	12	1
PF3D7_0804300	8	242103	244775	+	2673	102	1374	19	225	112	654	112	260	184	293	34	149	46	21	1394	517	364	876	315	569	233	375	458	944	319	655	441	1915	8	11	44	4	9	28	2	11	0	32	9
PF3D7_0804400	8	245711	247933	+	2223	92	1344	24	268	134	646	134	205	142	225	36	89	39	35	1242	485	279	782	297	525	199	346	393	900	213	564	406	1775	1	2	45	1	0	0	6	26	3	3	5
PF3D7_0804500	8	250083	268437	+	18355	803	9747	162	1678	677	3894	677	1004	1095	1998	331	733	308	219	8842	3542	2700	5355	2127	4293	1762	2124	2698	7165	2088	4161	2839	12672	16	23	548	11	11	14	7	89	24	34	8
PF3D7_0804600	8	268856	270696	-	1841	90	1019	13	152	65	459	65	147	168	260	19	84	37	21	956	373	235	601	221	401	110	253	302	728	167	485	320	1282	2	4	46	1	3	6	1	3	2	2	3
PF3D7_0804700	8	271417	277413	-	5997	279	3204	40	600	218	1205	218	338	333	597	74	237	103	70	2902	1053	830	1785	671	1380	215	406	742	2595	672	1401	920	4301	1	24	508	4	2	5	5	38	8	29	5
PF3D7_0804800	8	278381	279034	+	654	25	428	10	102	29	126	29	54	43	64	17	21	14	7	428	132	87	190	76	152	57	121	118	224	99	160	117	521	1	0	5	0	2	4	0	5	1	0	1
PF3D7_0804900	8	279711	281186	-	1476	69	891	15	167	49	359	49	148	69	150	14	54	27	16	799	285	178	437	163	278	110	189	255	536	174	309	204	1175	4	16	4	5	11	41	1	11	0	9	9
PF3D7_0805000	8	283066	284522	-	1457	44	441	6	82	40	134	40	89	35	57	12	39	9	8	496	200	141	306	108	168	44	96	108	317	33	133	65	732	35	25	18	8	3	2	0	13	3	28	52
PF3D7_0805100	8	286959	288620	+	1662	77	1081	26	152	128	468	128	200	65	151	39	94	47	29	1057	312	265	619	217	416	211	391	397	687	233	377	347	1525	2	1	51	1	4	4	1	7	0	5	5
PF3D7_0805200	8	290902	291183	+	282	13	188	4	25	19	91	19	22	51	60	2	11	4	11	178	93	56	116	37	48	42	81	66	112	60	102	58	206	4	33	4	5	3	1	0	1	0	4	12
PF3D7_0805300	8	293113	296871	-	3759	187	2031	34	420	190	921	190	246	129	213	81	156	71	46	2273	928	556	1354	573	1062	174	406	678	1693	369	580	764	3140	3	3	123	0	0	1	1	11	2	7	4
PF3D7_0805400	8	303370	304596	-	1227	49	493	5	116	32	176	32	57	53	99	16	32	17	11	623	227	98	353	196	301	47	62	138	384	98	191	155	652	1	1	4	1	1	2	0	7	1	1	2
PF3D7_0805500	8	305295	308549	-	3255	141	1794	25	303	139	807	139	166	152	276	48	134	46	56	1821	629	493	1023	381	721	184	391	509	1287	326	632	453	2435	2	3	84	1	0	9	5	11	5	4	0
PF3D7_0805600	8	312034	312960	+	927	53	691	5	136	53	237	53	151	72	94	12	63	15	14	584	200	161	351	144	243	60	185	176	406	109	294	224	815	2	7	4	4	2	6	1	1	1	2	2
PF3D7_0805700	8	314172	318726	-	4555	180	2627	30	515	225	1332	225	336	143	334	72	205	94	59	2430	852	677	1368	484	915	297	696	778	1736	540	730	827	3688	4	35	46	2	1	2	2	14	9	4	2
PF3D7_0805800	8	322367	323677	-	1311	56	650	9	127	47	304	47	152	76	141	18	47	28	16	711	348	119	444	192	384	53	127	184	562	109	257	188	971	0	1	16	0	0	1	1	9	1	2	0
PF3D7_0805900	8	324279	325655	-	1377	25	384	3	60	27	153	27	61	53	69	9	20	13	4	341	128	99	180	61	126	58	79	109	246	39	179	112	491	0	2	41	4	1	2	0	7	4	1	8
PF3D7_0806000	8	326215	330004	-	3790	141	1689	33	309	118	610	118	205	199	343	50	106	49	50	1954	742	569	1090	447	811	163	341	494	1374	300	722	520	2343	4	13	45	5	2	8	5	45	10	3	11
PF3D7_0806100	8	330651	332678	+	2028	85	922	12	186	69	357	69	149	110	238	15	47	40	29	1013	444	227	606	284	479	86	146	234	829	163	400	277	1329	3	1	121	1	1	1	1	12	2	6	1
PF3D7_0806200	8	333379	337727	+	4349	126	1619	21	283	117	695	117	170	104	211	34	107	45	37	1475	622	461	889	329	643	138	310	454	1144	295	460	442	2258	7	3	31	3	1	1	2	19	2	9	12
PF3D7_0806300	8	337902	343254	-	5353	224	3434	55	712	294	1391	294	410	235	374	93	268	114	82	2610	1145	740	1583	600	1074	562	1010	1059	2116	590	1076	1014	4731	14	8	101	14	4	1	14	44	21	11	8
PF3D7_0806400	8	344288	344821	+	534	29	233	2	50	33	103	33	37	35	76	2	26	13	6	288	116	106	145	60	107	35	69	67	190	14	107	87	327	13	12	9	6	3	2	2	27	6	4	5
PF3D7_0806500	8	345427	347454	-	2028	93	1266	19	286	107	541	107	133	72	187	35	98	55	42	1187	360	300	752	209	369	207	474	421	771	180	427	372	1511	3	49	65	2	4	11	7	19	7	14	14
PF3D7_0806600	8	349317	353362	-	4046	135	1867	29	345	151	703	151	295	267	394	38	143	64	40	1767	726	659	1068	428	803	213	415	463	1336	347	848	572	2272	25	51	104	16	3	3	5	26	9	7	5
PF3D7_0806700	8	354472	362396	+	7925	340	3841	57	657	263	1519	263	478	389	642	102	308	146	77	3689	1452	872	2279	908	1719	375	682	1025	3055	971	1582	1128	5144	2	9	295	4	4	7	5	18	4	3	1
PF3D7_0806800	8	363260	366421	-	3162	116	1873	29	414	191	895	191	375	203	343	50	168	63	47	1775	622	327	1076	398	680	320	639	653	1348	383	830	502	2714	29	241	93	52	21	65	13	79	14	20	8
PF3D7_0806900	8	368607	369746	-	1140	58	693	13	147	59	335	59	147	69	101	18	38	30	19	707	327	218	445	170	346	72	182	201	490	178	240	227	964	9	11	34	10	6	13	0	10	0	4	12
PF3D7_0807000	8	370784	372623	+	1840	37	464	6	77	33	141	33	116	80	120	23	45	19	9	591	239	175	321	117	242	59	90	121	462	96	273	88	723	7	17	31	9	11	20	3	18	5	16	33
PF3D7_0807100	8	372902	376867	-	3966	152	1800	32	325	156	698	156	319	238	411	54	154	72	33	1973	701	553	1211	483	851	177	315	461	1578	367	886	547	2541	7	6	130	1	1	7	1	20	10	4	6
PF3D7_0807200	8	378024	379446	+	1423	51	670	13	119	53	278	53	111	70	89	20	40	29	10	671	198	157	381	157	302	66	128	162	467	178	267	139	879	18	9	13	6	69	127	0	23	3	106	124
PF3D7_0807300	8	381564	382847	+	1284	26	414	5	63	31	117	31	79	75	139	26	48	6	13	428	244	102	243	111	163	58	107	122	348	116	196	112	491	18	30	35	8	2	7	2	16	1	68	147
PF3D7_0807400	8	384298	385797	+	1500	49	693	1	109	51	258	51	167	160	302	11	47	21	15	697	231	177	375	169	258	84	140	188	518	80	481	174	778	0	2	7	1	1	1	0	3	1	2	4
PF3D7_0807500	8	387219	388364	+	1146	48	479	3	118	33	217	33	73	61	115	24	49	16	12	567	212	118	305	121	185	74	127	162	361	90	280	126	759	4	1	17	4	9	7	1	16	3	5	5
PF3D7_0807600	8	389596	394259	-	4664	193	2485	29	474	195	1093	195	315	263	405	58	220	100	62	2259	822	478	1343	493	870	304	585	765	1642	595	1028	673	3363	3	17	130	11	12	25	1	50	9	9	7
PF3D7_0807700	8	395648	398787	-	3140	106	1314	16	256	111	511	111	139	120	175	36	78	47	36	1267	603	308	690	284	482	193	341	397	954	235	483	388	1957	6	8	95	6	4	4	1	23	6	6	18
PF3D7_0807800	8	399591	401360	-	1770	69	838	11	200	51	417	51	160	102	160	16	47	36	17	706	266	171	435	171	270	107	227	226	553	130	343	226	1140	4	11	36	5	5	12	2	15	4	6	4
PF3D7_0807900	8	402595	404141	+	1547	46	758	8	106	79	293	79	164	125	197	21	55	23	25	649	240	200	375	141	188	168	233	238	444	191	380	215	963	2	7	56	1	3	21	1	7	1	9	15
PF3D7_0808000	8	404996	409084	+	4089	163	1864	32	288	139	790	139	351	179	403	44	168	62	62	2028	774	413	1236	441	829	163	332	552	1683	374	817	576	2708	4	5	38	2	2	1	2	15	2	0	5
PF3D7_0808100	8	409936	415168	+	5233	241	2389	30	500	157	971	157	216	252	555	79	226	91	49	2403	1012	732	1433	552	1056	236	408	661	2012	533	956	632	3349	2	2	61	3	3	4	8	23	11	7	5
PF3D7_0808200	8	416344	418065	-	1722	78	1139	20	265	97	558	97	189	118	199	34	94	53	30	1014	324	270	607	253	354	238	412	369	650	228	403	337	1428	13	92	25	18	5	7	0	20	8	59	186
PF3D7_0808300	8	421493	422640	+	1148	37	427	5	66	51	172	51	46	74	131	11	34	19	13	467	242	80	304	131	162	63	100	145	337	137	188	122	497	0	13	40	3	2	18	0	6	1	8	11
PF3D7_0808400	8	423527	424536	+	1010	23	380	5	62	27	156	27	66	47	64	2	40	15	7	441	172	131	293	122	201	25	63	117	329	89	120	123	640	16	24	35	6	0	3	5	41	7	26	88
PF3D7_0808600	8	431165	439051	+	7887	311	4172	68	911	632	2324	632	576	260	451	137	352	160	261	3094	18312	4200	2151	29490	5388	1213	1960	1347	2369	1128	1145	1403	6441	117	91	214	28	5	15	11	113	20	18	45
PF3D7_0808700	8	440408	448062	+	7655	272	4305	78	913	711	2213	711	604	275	482	172	338	153	266	3231	15269	3804	2125	25499	4743	1113	2123	1349	2334	1103	1204	1317	6222	19	18	109	15	6	8	14	52	13	6	4
PF3D7_0808800	8	450615	451899	+	1285	43	790	9	119	148	423	148	104	37	42	38	75	21	83	664	4558	1048	412	6109	1179	221	374	237	494	348	185	230	1308	3	3	10	4	3	2	1	7	1	3	4
PF3D7_0808900	8	453803	454919	+	1117	42	582	9	106	95	361	95	84	18	47	15	54	27	24	597	3614	970	356	5143	1026	176	317	219	378	137	149	209	1010	1	2	16	0	0	0	1	9	2	2	2
PF3D7_0809100	8	459312	466567	+	7256	278	4186	58	769	477	1968	477	592	308	567	162	400	180	154	3290	9702	2380	2154	14946	3193	1056	1899	1330	2432	905	1279	1443	5820	137	46	94	21	19	26	22	262	30	46	57
PF3D7_0809200	8	467943	471893	-	3951	185	2072	24	447	161	887	161	250	176	389	69	168	89	53	2020	912	513	1186	568	816	204	417	602	1620	354	767	645	3021	0	5	26	3	2	0	3	20	4	18	2
PF3D7_0809400	8	475573	478125	+	2553	118	1413	17	244	121	656	121	234	202	292	45	100	55	26	1483	552	405	884	357	688	149	280	445	1125	272	739	401	2012	0	3	61	0	0	1	1	8	0	13	9
PF3D7_0809500	8	478512	478826	-	315	14	212	4	19	15	72	15	58	17	27	6	29	8	4	198	50	49	88	23	34	36	83	50	101	29	69	37	216	2	8	2	0	0	1	2	7	0	3	4
PF3D7_0809600	8	479980	497382	-	17403	675	7763	119	1518	564	3306	564	737	736	1444	208	571	275	156	7985	3608	2027	4759	2144	3900	692	1295	2027	6648	1745	2780	2171	11039	5	13	206	1	19	24	13	88	28	27	52
PF3D7_0809700	8	499463	501569	-	2107	63	822	7	147	80	385	80	79	88	124	15	82	34	12	764	258	205	445	210	340	98	219	245	584	170	294	223	1069	1	3	26	2	2	2	1	48	12	224	589
PF3D7_0809800	8	502338	506698	-	4361	159	1693	27	330	101	643	101	291	218	359	42	139	63	35	1784	757	554	1205	496	877	78	161	439	1629	323	754	511	2266	6	14	73	5	3	5	0	16	4	172	228
PF3D7_0809900	8	508224	512428	-	4205	173	2004	10	408	168	879	168	218	157	297	63	144	79	46	1934	707	556	1064	488	744	204	466	487	1391	353	659	483	2776	1	5	89	0	2	5	4	37	8	17	41
PF3D7_0810000	8	517421	517693	-	273	5	143	3	43	15	49	15	22	22	24	1	23	3	4	138	48	29	74	31	33	21	42	37	94	17	85	44	188	0	3	3	0	3	8	0	5	1	5	0
PF3D7_0810100	8	519331	519991	-	661	21	239	2	43	22	87	22	59	36	71	9	12	6	7	323	106	80	221	82	166	21	31	64	189	57	120	43	315	4	4	4	4	3	17	1	6	2	21	25
PF3D7_0810200	8	521187	524009	+	2823	108	1444	30	250	113	595	113	201	127	318	40	118	41	44	1423	553	294	783	318	533	214	330	451	1040	300	587	406	1947	7	6	105	5	1	1	4	40	20	3	2
PF3D7_0810300	8	525058	527604	-	2547	83	1199	29	149	105	453	105	90	87	166	38	82	36	33	1013	432	313	688	256	422	167	335	322	803	241	367	333	1450	1	10	32	3	1	4	1	18	6	24	18
PF3D7_0810400	8	532220	534031	+	1812	75	876	8	186	77	419	77	196	134	141	28	48	27	23	852	396	160	616	199	365	81	104	245	704	162	471	223	1066	3	6	45	4	12	14	1	5	2	16	28
PF3D7_0810500	8	534469	536619	-	2151	59	624	9	111	56	240	56	137	56	142	15	76	22	11	699	377	235	410	159	292	84	135	173	422	128	245	180	939	3	2	22	4	3	3	2	12	0	17	14
PF3D7_0810600	8	541971	544796	+	2826	106	1509	23	262	118	585	118	190	106	237	34	123	50	31	1412	514	401	809	285	524	197	406	475	997	308	413	492	2104	6	84	19	15	13	37	5	29	3	19	10
PF3D7_0810700	8	546163	547365	-	1203	35	213	1	45	16	78	16	20	29	59	5	20	2	1	352	120	115	196	61	172	17	17	49	207	9	92	43	334	16	13	37	7	0	0	0	8	2	0	4
PF3D7_0810800	8	548200	550616	+	2417	97	1229	28	281	95	482	95	135	75	171	30	100	40	24	1131	539	330	739	287	459	137	319	378	863	266	373	342	1883	1	3	24	0	1	1	2	8	1	0	1
PF3D7_0810900.1	8	551199	552428	-	1230	22	289	5	57	15	113	15	47	47	79	7	24	17	9	278	150	83	175	62	98	18	41	84	252	58	148	105	415	0	0	13	0	0	0	1	3	2	0	0
PF3D7_0810900.2	8	551867	552428	-	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0811000	8	554437	557205	+	2769	135	1399	20	229	104	524	104	139	102	186	24	94	54	34	1348	574	308	835	323	590	151	245	370	1098	302	434	323	1950	0	0	48	1	1	1	1	4	1	6	5
PF3D7_0811100	8	557884	559506	-	1623	76	698	6	159	56	277	56	106	114	156	19	44	30	14	678	284	155	357	169	299	81	119	191	570	86	466	176	912	1	0	3	0	0	0	1	4	0	6	18
PF3D7_0811200	8	560744	564276	+	3533	132	1531	30	259	118	579	118	127	103	187	45	138	46	46	1562	580	325	930	330	605	113	255	415	1174	219	541	451	2290	0	6	36	0	4	5	1	19	5	5	0
PF3D7_0811300	8	567824	573148	+	5325	230	2974	42	643	249	1223	249	354	226	405	86	262	100	79	2831	924	722	1686	608	1118	421	731	874	2035	599	944	894	4295	8	39	106	4	29	68	6	27	10	15	6
PF3D7_0811400	8	575986	578370	+	2385	105	1228	11	247	92	564	92	136	113	152	36	91	43	31	1070	405	322	562	214	321	185	371	339	789	202	407	259	1662	0	1	95	2	19	39	8	23	16	4	6
PF3D7_0811500	8	579483	582221	+	2739	104	1451	27	185	118	564	118	139	137	240	49	117	54	33	1437	477	291	832	301	556	121	243	414	1115	244	574	393	2104	5	5	31	6	3	0	6	42	13	2	1
PF3D7_0811600	8	582983	586953	-	3971	158	2333	36	366	188	1035	188	273	184	331	56	195	88	61	2084	692	503	1187	388	781	322	621	751	1522	379	715	661	3212	0	3	3	1	1	7	3	32	9	2	4
PF3D7_0811700	8	589821	593489	+	3669	142	1519	28	330	117	537	117	195	95	232	48	96	49	22	1607	651	441	906	417	787	113	191	350	1271	349	511	408	2247	0	1	45	1	1	1	0	4	5	3	0
PF3D7_0811800	8	593649	595412	-	1764	90	801	13	134	52	309	52	93	73	175	8	68	35	20	836	399	178	513	217	456	44	73	212	773	239	345	227	1217	0	0	112	1	1	0	0	2	0	1	0
PF3D7_0811900	8	596190	600328	+	4139	177	2021	22	337	147	809	147	237	204	359	55	162	64	48	1839	647	326	1059	435	757	195	373	533	1563	410	778	638	2670	1	2	128	0	0	2	2	22	2	5	1
PF3D7_0812000	8	600525	602247	-	1723	77	795	13	109	45	296	45	116	80	147	19	68	30	15	741	328	209	432	164	345	60	130	236	647	159	319	180	1057	1	0	25	2	1	5	1	4	3	6	1
PF3D7_0812100	8	604923	612878	+	7956	373	4383	81	905	352	2003	352	539	359	686	140	379	149	107	3972	1664	1122	2442	936	1836	492	907	1203	3371	764	1647	1505	6307	1	0	110	3	2	5	5	34	12	5	6
PF3D7_0812220	8	613325	614862	-	1538	34	416	5	62	39	142	39	39	32	69	2	36	19	7	350	130	102	191	81	162	54	77	103	271	69	142	128	512	0	0	18	0	1	4	0	3	0	2	2
PF3D7_0812200	8	614919	617821	-	2903	76	825	9	132	35	281	35	124	112	163	15	45	22	14	870	390	223	442	155	341	70	108	188	582	138	349	178	1112	2	2	15	1	7	11	3	21	6	31	31
PF3D7_0812300	8	618843	620228	-	1386	64	855	15	156	81	384	81	154	122	222	14	60	18	27	733	279	167	412	157	269	114	211	245	581	178	408	309	1182	0	5	11	2	0	0	0	4	0	1	0
PF3D7_0812400	8	621805	623442	-	1638	79	1098	18	212	117	574	117	270	112	167	20	78	35	20	968	315	152	581	169	301	213	436	365	680	261	380	303	1382	13	46	11	8	8	16	2	16	4	3	9
PF3D7_0812500	8	626069	628945	-	2877	152	1659	21	309	132	636	132	186	100	171	46	145	52	31	1589	524	426	990	346	650	210	392	454	1192	402	517	434	2283	0	4	382	1	11	26	0	13	5	17	7
PF3D7_0812600	8	631584	632229	-	646	25	360	3	72	29	119	29	87	80	95	8	31	9	8	300	126	105	167	75	99	66	156	87	156	41	192	98	428	4	10	2	4	3	7	1	4	0	1	24
PF3D7_0812700	8	633990	634697	+	708	38	525	6	135	48	292	48	85	67	148	16	65	20	10	439	142	129	284	81	164	62	125	166	298	156	244	150	677	0	2	4	0	1	1	6	42	11	8	16
PF3D7_0812800	8	635537	635755	-	219	5	104	2	31	13	18	13	20	21	20	6	4	2	1	98	41	12	37	14	20	9	39	37	49	10	52	21	110	0	0	0	0	0	0	0	0	1	0	2
PF3D7_0812900	8	636628	641458	-	4831	226	2718	43	438	232	1211	232	281	224	430	84	206	84	57	2463	714	565	1572	548	974	278	522	823	1888	592	873	734	3620	0	3	164	1	2	4	2	30	4	28	40
PF3D7_0813000	8	643086	644885	-	1800	79	1011	15	194	64	443	64	239	157	225	27	94	33	30	957	310	219	567	232	337	129	239	330	770	212	480	331	1440	1	6	115	1	2	10	1	8	1	3	4
PF3D7_0813100	8	647316	649304	-	1989	115	1190	16	185	107	516	107	137	101	281	37	85	45	33	1120	457	299	656	250	445	161	305	437	819	253	442	347	1854	1	18	95	2	2	2	1	3	1	2	4
PF3D7_0813200	8	651417	652804	-	1388	37	542	10	101	51	250	51	77	93	148	21	45	11	12	600	226	183	313	133	216	49	100	160	374	133	261	176	851	3	0	25	0	0	6	1	8	1	2	4
PF3D7_0813300	8	656078	657630	+	1553	33	603	15	141	62	287	62	84	61	129	13	62	12	25	572	211	98	339	127	188	127	237	220	408	120	249	194	781	7	22	100	3	49	218	1	24	5	42	20
PF3D7_0813400	8	658493	662095	-	3603	95	1263	21	229	89	541	89	178	123	207	36	99	39	28	1135	469	239	729	261	472	190	296	367	852	311	437	363	1663	9	8	118	2	27	104	4	49	7	62	18
PF3D7_0813500	8	665548	667095	-	1548	54	676	5	130	42	262	42	141	105	175	19	45	17	9	794	326	213	493	194	408	68	119	170	581	129	273	193	1029	2	2	84	0	1	4	0	6	1	5	4
PF3D7_0813600	8	669541	670734	+	1194	55	632	6	132	50	280	50	184	108	134	28	37	16	14	511	177	151	320	106	208	64	121	165	395	46	362	156	746	2	7	38	1	5	13	0	10	1	3	3
PF3D7_0813700	8	671157	675416	-	4260	170	2080	35	349	196	903	196	282	267	487	66	139	84	54	2173	795	524	1362	485	994	248	411	634	1741	447	916	599	2919	1	3	455	2	5	14	6	31	8	13	3
PF3D7_0813800	8	676391	677464	+	1074	42	733	9	148	60	376	60	85	34	100	23	68	27	24	565	246	176	338	119	212	139	213	226	385	95	242	254	961	7	3	1	1	5	19	3	18	2	7	14
PF3D7_0813900	8	677989	678725	-	737	16	270	5	34	21	73	21	29	23	20	5	30	2	12	208	68	31	119	40	54	34	84	81	132	28	73	60	320	0	0	1	2	21	62	0	13	3	10	15
PF3D7_0814000	8	680957	681809	+	853	28	486	4	89	37	172	37	43	37	55	12	23	7	10	477	205	136	301	103	138	62	135	133	315	52	110	103	638	0	3	28	1	28	74	1	30	6	10	13
PF3D7_0814100	8	682518	683572	-	1055	21	273	5	42	10	95	10	36	21	32	8	15	10	0	337	124	62	182	66	116	27	34	50	192	40	113	59	336	0	0	5	0	0	3	0	2	3	0	1
PF3D7_0814200	8	687340	688086	+	747	24	451	12	112	73	184	73	525	230	59	254	55	17	17	372	154	117	236	77	110	142	214	141	214	143	169	169	631	5	13	11	1	45	128	4	50	3	11	4
PF3D7_0814300	8	690541	694143	-	3603	151	1923	26	448	192	780	192	311	230	402	46	167	60	40	1776	578	396	1048	392	745	210	404	579	1332	331	855	617	2649	1	0	26	1	10	9	0	10	2	0	0
PF3D7_0814400	8	695215	697522	-	2308	121	1291	23	276	118	596	118	153	138	202	40	107	53	31	1275	397	224	767	237	431	134	272	381	958	273	479	355	1667	0	4	52	3	2	4	0	8	2	2	2
PF3D7_0814500	8	700376	702652	+	2277	80	1003	11	204	78	454	78	185	63	145	25	76	38	38	1001	272	181	545	206	413	109	204	260	735	227	304	270	1640	0	2	33	1	1	3	0	4	2	2	0
PF3D7_0814600	8	703502	704683	-	1182	54	759	13	145	79	316	79	136	93	140	48	66	19	24	668	248	185	424	152	311	123	266	246	483	195	282	236	1075	11	43	19	1	12	21	1	6	2	13	11
PF3D7_0814700	8	706076	706996	+	921	54	530	11	117	53	225	53	136	120	165	5	45	15	13	509	217	156	289	115	211	45	126	156	421	62	266	168	681	4	4	78	3	1	0	0	10	2	2	8
PF3D7_0814900	8	708228	708824	+	597	34	417	4	63	34	188	34	73	94	125	13	37	18	15	340	74	114	210	51	91	89	137	137	209	75	266	85	517	0	2	1	0	1	4	1	5	2	1	4
PF3D7_0815000	8	709545	710600	-	1056	53	638	5	84	59	217	59	118	73	76	18	44	22	10	539	188	128	349	98	199	46	105	169	471	78	253	189	797	1	2	16	1	1	0	0	3	2	1	1
PF3D7_0815100	8	711239	714166	+	2928	103	1600	20	352	119	670	119	213	128	251	42	130	64	34	1538	518	360	934	357	615	158	396	506	1221	407	516	478	2242	0	0	43	1	5	1	3	11	3	6	3
PF3D7_0815200	8	717113	719746	+	2634	135	1896	28	343	162	917	162	281	126	202	45	139	50	44	1450	489	304	848	303	508	307	650	546	1030	457	598	542	2333	3	5	8	2	4	4	3	45	9	11	6
PF3D7_0815300	8	721928	725476	+	3549	130	1649	25	411	133	729	133	184	132	297	60	112	62	26	1618	632	500	1033	351	772	152	270	419	1310	250	559	439	2336	0	1	14	0	1	0	2	10	3	3	5
PF3D7_0815400	8	725781	726502	-	722	28	343	5	65	22	115	22	53	47	62	12	28	21	8	333	141	62	183	58	146	39	88	86	204	44	166	66	516	0	0	0	0	0	0	1	2	0	0	3
PF3D7_0815500	8	727662	729728	+	2067	70	804	17	105	62	273	62	104	102	169	25	66	20	13	842	258	232	500	187	428	61	116	204	650	116	265	237	1097	5	7	33	1	34	96	2	30	5	78	79
PF3D7_0815600	8	729917	732187	-	2271	65	546	17	77	37	238	37	108	77	216	14	34	17	9	638	159	134	344	114	207	50	92	144	478	67	267	139	763	23	17	111	15	13	37	3	42	5	51	22
