Geneid	Chr	Start	End	Strand	Length	SRR10438730	SRR10438731	SRR9041561	SRR9041562	SRR9041563	SRR9041564	SRR9041565	SRR9041566
PBANKA_080300	8	157328	159673	+	2346	577	632	1761	4273	2444	2483	2992	4004
PBANKA_080310	8	160365	162848	-	2484	570	707	5249	9837	6210	6336	7541	10693
PBANKA_080320	8	166155	173784	-	7630	1798	1992	2579	5609	3436	4862	2951	3469
PBANKA_080330	8	176398	179433	-	3036	801	874	877	1871	844	964	1241	1801
PBANKA_080340	8	180816	181544	-	729	240	266	5001	4257	2579	4728	8157	6473
PBANKA_080350	8	183572	184587	-	1016	312	364	3049	3440	1680	4346	7258	4639
PBANKA_080360	8	186023	189706	+	3684	925	1038	1005	1747	635	1118	1253	1238
PBANKA_080370	8	190125	195653	-	5529	1416	1591	1724	3370	1605	3452	2481	2642
PBANKA_080380	8	196690	197000	+	311	130	160	605	569	297	945	1424	937
PBANKA_080390	8	197720	198368	+	649	243	243	117	97	173	580	206	119
PBANKA_080400	8	199386	199664	-	279	153	170	4642	4631	2377	4672	8054	6548
PBANKA_080410	8	201911	206629	-	4719	1139	1307	4247	7966	4858	6611	4705	5997
PBANKA_080420	8	210294	212186	+	1893	526	627	430	1032	439	700	716	1040
PBANKA_080430	8	212940	215501	+	2562	727	856	4724	9649	4415	3628	6914	10442
PBANKA_080440	8	219159	224588	-	5430	1449	1630	2417	4954	2767	3064	3444	6246
PBANKA_080450	8	227062	230028	+	2967	661	693	628	710	888	3901	847	597
PBANKA_080460	8	232071	234020	+	1950	489	611	366	543	366	743	538	561
PBANKA_080470	8	236545	240837	+	4293	1057	1149	1409	2741	1777	2259	1973	2032
PBANKA_080480	8	241825	242598	+	774	252	266	486	542	274	931	885	728
PBANKA_080490	8	244390	247170	+	2781	724	723	645	1934	696	1387	1121	1562
PBANKA_080500	8	248526	252387	+	3862	1029	1073	760	2123	842	956	1514	2075
PBANKA_080510	8	253579	254358	+	780	231	284	1136	1347	746	1757	1993	1568
PBANKA_080520	8	255536	258589	+	3054	771	873	844	2226	858	1172	1541	2082
PBANKA_080530	8	259502	259810	+	309	139	150	1119	1456	774	1934	2320	1862
PBANKA_080540	8	260230	260439	-	210	107	117	284	598	326	538	764	797
PBANKA_080550	8	261394	264479	-	3086	740	898	1349	3765	1723	1096	1946	3364
PBANKA_080560	8	265416	266752	+	1337	401	440	1859	2097	1099	1847	3522	3538
PBANKA_080570	8	268690	271847	+	3158	789	826	30647	47268	20075	32031	41177	45455
PBANKA_080580	8	272982	274169	-	1188	360	343	229	347	189	358	325	377
PBANKA_080590	8	275809	280038	-	4230	1031	1126	3970	12652	4187	3847	4914	9024
PBANKA_080600	8	281527	282159	-	633	205	209	1680	2244	1073	2324	3235	3214
PBANKA_080610	8	282984	285458	+	2475	650	706	772	988	424	966	932	1017
PBANKA_080620	8	286790	287113	+	324	109	145	1427	1391	814	1957	3171	2632
PBANKA_080630	8	287879	293215	-	5337	1283	1437	1044	2889	1571	1809	1538	1959
PBANKA_080640	8	294862	296521	+	1660	485	529	1582	2520	1161	2137	3266	3216
PBANKA_080650	8	297120	298660	-	1541	452	448	1693	2246	1182	2294	3345	3362
PBANKA_080660	8	299617	302520	+	2904	756	779	612	1406	565	937	871	1160
PBANKA_080670	8	303121	317097	-	13977	3261	3547	2635	3849	2820	3801	2166	2443
PBANKA_080680	8	319885	323692	+	3808	937	1111	22432	33250	16162	15795	27980	41479
PBANKA_080690	8	324715	327725	+	3011	787	826	2501	3536	1595	1879	2667	4348
PBANKA_080700	8	328644	335576	-	6933	1702	1867	4429	10747	5368	6995	5062	6600
PBANKA_080710	8	338211	339401	-	1191	334	443	513	919	427	644	863	1110
PBANKA_080720	8	340972	341628	-	657	211	274	36128	44263	24341	73780	78661	69722
PBANKA_080730	8	342204	344513	-	2310	599	706	228	535	132	434	530	520
PBANKA_080740	8	345188	345862	+	675	197	220	148	176	107	335	234	176
PBANKA_080750	8	345960	354213	-	8254	1974	2279	2643	5038	3605	4622	2818	3176
PBANKA_080760	8	357334	358497	-	1164	384	425	6437	6746	3864	10000	15690	11101
PBANKA_080770	8	361320	365725	+	4406	1217	1363	1004	2370	1507	1216	934	1602
PBANKA_080780	8	368361	369979	+	1619	445	559	939	1947	1073	2308	1870	2487
PBANKA_080790	8	372545	381067	+	8523	1973	2301	8043	16982	9529	13273	6986	10533
PBANKA_080800	8	384964	388992	+	4029	976	1099	1096	3342	1541	2439	1842	1925
PBANKA_080810	8	390445	393102	-	2658	696	786	158	243	128	359	256	239
PBANKA_080820	8	395585	396442	+	858	315	319	1812	1777	1079	2213	3054	2457
PBANKA_080830	8	398198	399890	+	1693	510	553	1193	2633	1278	1957	2252	2493
PBANKA_080838	8	400792	401121	+	330	117	122	10	54	18	45	49	79
PBANKA_080842	8	401220	401966	+	747	244	224	537	1391	608	1586	1449	1668
PBANKA_080850	8	402727	403044	+	318	130	170	335	799	245	642	1059	978
PBANKA_080860	8	403449	407468	-	4020	1090	1247	545	1845	847	1183	1508	1972
PBANKA_080870	8	409391	412066	+	2676	723	820	1718	3384	1520	2370	2049	2485
PBANKA_080880	8	412718	413626	-	909	321	337	646	700	349	858	952	838
PBANKA_080890	8	414297	416624	-	2328	658	675	3526	6396	3783	6078	5133	6055
PBANKA_080900	8	419593	422329	+	2737	789	847	4232	8610	5117	5346	6277	9796
PBANKA_080910	8	422635	423471	-	837	258	271	600	721	429	803	841	846
PBANKA_080920	8	425012	425554	+	543	185	212	400	523	223	749	747	674
PBANKA_080930	8	426057	426846	-	790	247	299	134	218	80	285	242	230
PBANKA_080940	8	427811	429426	-	1616	457	548	995	2140	1171	2407	2021	2294
PBANKA_080950	8	431091	432904	-	1814	558	582	66	174	68	253	198	206
PBANKA_080960	8	436128	441184	+	5057	1344	1469	1505	2176	1307	3216	2988	2509
PBANKA_080970	8	441755	443505	-	1751	517	581	1967	2933	1436	2726	2948	3723
PBANKA_080980	8	445083	446549	-	1467	503	448	510	1265	504	1372	1252	1747
PBANKA_080990	8	447093	449062	-	1970	586	593	1331	1818	896	2454	2504	2259
PBANKA_081000	8	449910	451532	+	1623	475	491	1072	2058	841	1749	2024	2115
PBANKA_081010	8	451627	453991	-	2365	698	762	274	499	192	579	462	504
PBANKA_081020	8	455276	457915	-	2640	825	897	2446	3217	1716	2708	2449	2618
PBANKA_081030	8	459686	461512	+	1827	517	591	1059	2206	1039	1696	2070	2408
PBANKA_081040	8	461916	463505	-	1590	458	499	685	1561	716	1359	1298	1555
PBANKA_081050	8	464035	465200	-	1166	364	420	6916	5766	3192	7343	10477	8945
PBANKA_081060	8	466635	470516	+	3882	937	1096	1074	3485	1442	2113	1439	2426
PBANKA_081070	8	472258	473247	+	990	186	243	64294	73443	36226	66590	81044	87655
PBANKA_081080	8	474627	476656	-	2030	554	631	1838	3573	1416	1845	3269	4213
PBANKA_081090	8	479956	482745	+	2790	749	844	4872	9789	4171	5155	5507	8569
PBANKA_081100	8	484264	485004	+	741	249	276	759	821	402	1233	1646	1167
PBANKA_081110	8	486290	490381	+	4092	1037	1146	542	966	488	888	784	845
PBANKA_081120	8	490692	493952	-	3261	830	937	208	733	380	459	336	544
PBANKA_081130	8	494927	499506	-	4580	1242	1293	3867	10381	4138	5325	6297	9566
PBANKA_081140	8	502356	509741	+	7386	1802	1973	2886	5834	3978	4340	2457	3342
PBANKA_081150	8	511596	512885	+	1290	377	391	424	933	408	725	720	796
PBANKA_081160	8	513628	516660	-	3033	883	863	628	1271	527	1017	1026	1233
PBANKA_081170	8	519200	520778	+	1579	433	474	1430	2103	959	2085	2598	2831
PBANKA_081180	8	521389	523113	+	1725	484	544	2939	6454	2879	2751	5067	7004
PBANKA_081190	8	523894	525198	+	1305	407	463	581	592	361	1033	821	745
PBANKA_081200	8	525581	527380	-	1800	459	557	3884	5632	2514	3908	6815	7829
PBANKA_081210	8	529348	531995	+	2648	697	728	2428	2500	1409	3372	3966	3869
PBANKA_081220	8	533986	536636	+	2651	684	752	4325	7597	3842	7232	4076	6217
PBANKA_081230	8	538467	539081	+	615	211	272	2590	3463	1736	4132	4643	4509
PBANKA_081240	8	540100	549724	+	9625	2361	2475	193	448	163	332	386	501
PBANKA_081250	8	550700	554463	-	3764	1008	1079	311	757	368	559	774	945
PBANKA_081260	8	555598	557019	-	1422	442	452	73811	66754	38588	81416	122070	108344
PBANKA_081270	8	559091	560320	+	1230	343	368	2176	3743	2068	3586	3186	3837
PBANKA_081280	8	560849	563683	+	2835	689	809	9340	9961	5956	16844	8709	10137
PBANKA_081290	8	563843	564619	-	777	221	281	28383	43802	21304	40855	29346	45181
PBANKA_081300	8	565730	567304	-	1575	480	559	4582	8516	3448	6344	9970	10674
PBANKA_081310	8	568533	573125	-	4593	1170	1387	575	1186	615	1645	1199	1118
PBANKA_081320	8	574100	575356	-	1257	355	465	421	1258	477	668	991	1180
PBANKA_081330	8	576609	577976	-	1368	453	492	11837	18293	8686	18707	17010	20499
PBANKA_081340	8	578868	580352	-	1485	456	456	1442	2380	1057	1999	2561	2578
PBANKA_081350	8	581531	583438	+	1908	543	620	3040	3639	2046	3981	5279	5351
PBANKA_081360	8	584261	587411	+	3151	818	951	1688	3828	2155	1954	1786	3732
PBANKA_081370	8	588030	588290	+	261	90	159	127	174	90	279	390	244
PBANKA_081380	8	588496	590220	-	1725	483	527	721	988	568	1291	743	843
PBANKA_081390	8	591970	593083	+	1114	361	415	927	1835	855	1591	1862	1749
PBANKA_081400	8	594009	594966	-	958	308	362	1316	1080	647	1871	2375	1698
PBANKA_081410	8	595716	598046	-	2331	742	800	501	934	402	855	1028	1008
PBANKA_081420	8	599897	600670	+	774	209	258	3409	5035	2550	4978	8434	6949
PBANKA_081430	8	601638	603700	-	2063	662	604	286	510	296	417	446	530
PBANKA_081440	8	604538	605253	-	716	256	317	832	925	422	1422	1586	1256
PBANKA_081450	8	605962	607538	-	1577	473	545	12573	12221	7139	19686	17038	17541
PBANKA_081460	8	608184	611396	+	3213	968	971	250	603	290	372	523	618
PBANKA_081470	8	611930	613786	+	1857	560	531	333	508	240	585	604	526
PBANKA_081480	8	615516	615964	+	449	194	194	891	627	621	2059	1546	940
PBANKA_081490	8	616536	619390	-	2855	818	849	184	430	147	381	443	515
PBANKA_081500	8	620155	622449	+	2295	590	650	312	563	339	714	454	495
PBANKA_081510	8	622670	625846	-	3177	789	907	9681	25659	13061	20046	12571	18245
PBANKA_081520	8	627668	629262	-	1595	449	552	2194	2929	1410	3324	4183	3815
PBANKA_081530	8	631071	633421	-	2351	674	715	1272	2438	1305	2517	2398	2400
PBANKA_081540	8	635844	637186	+	1343	454	526	67371	61685	36855	75488	87518	89907
PBANKA_081550	8	637918	642524	-	4607	1241	1379	4622	9979	6592	6015	3669	6246
PBANKA_081560	8	644242	644715	+	474	196	258	936	1563	856	1303	1845	1960
PBANKA_081570	8	646583	648058	+	1476	455	467	11830	23911	11061	18384	14316	22177
PBANKA_081580	8	649110	649733	-	624	237	243	1682	2219	1470	3350	3376	3123
PBANKA_081590	8	651222	652715	+	1494	469	506	12395	18353	8995	17433	13866	20606
PBANKA_081600	8	653550	655187	-	1638	458	538	1915	3427	1737	2686	3373	3329
PBANKA_081610	8	657038	657941	-	904	366	316	3050	4638	2395	5195	6647	7374
PBANKA_081620	8	659661	660602	+	942	267	287	3404	6780	3628	3764	4639	7229
PBANKA_081630	8	660795	662858	-	2064	580	643	7844	9026	4046	9297	9608	11250
PBANKA_081640	8	663800	667699	-	3900	1020	1116	3138	4932	2443	4631	4373	4317
PBANKA_081650	8	670208	672271	+	2064	596	653	180	538	204	403	367	434
PBANKA_081660	8	672894	673598	+	705	265	296	2201	2287	1319	3320	3076	2866
PBANKA_081670	8	674482	675317	-	836	272	364	3110	3446	1921	4744	5333	4547
PBANKA_081680	8	676569	677222	+	654	248	307	13657	18821	9504	20797	18289	21304
PBANKA_081690	8	678479	678949	+	471	132	167	3946	5330	3784	9196	8121	7585
PBANKA_081700	8	679857	683958	-	4102	1112	1278	4615	13794	5614	6792	7778	13377
PBANKA_081710	8	686279	687344	+	1066	376	400	2794	4481	2942	9207	6728	6233
PBANKA_081720	8	688116	691238	+	3123	864	883	756	1695	818	1423	1384	1736
PBANKA_081730	8	691701	693342	-	1642	543	528	1005	1645	897	2449	2041	2150
PBANKA_081740	8	695181	700838	+	5658	1533	1782	1422	2302	1498	2539	2206	2561
PBANKA_081750	8	701427	703195	-	1769	546	659	109	250	101	251	236	260
PBANKA_081760	8	703837	704499	-	663	276	266	135	146	163	412	281	204
PBANKA_081770	8	705882	706916	-	1035	404	375	628	1139	927	1320	820	732
PBANKA_081780	8	711408	711554	+	147	116	114	317	455	211	468	651	515
PBANKA_081790	8	713003	713836	+	834	256	335	251	399	345	1249	646	349
PBANKA_081800	8	714241	719769	-	5529	1538	1565	4070	6886	4755	4592	2870	4345
PBANKA_081810	8	721247	722929	-	1683	478	516	999	1930	879	1261	1704	1892
PBANKA_081820	8	723889	724963	+	1075	329	423	902	1223	655	1005	1747	1975
PBANKA_081830	8	725924	726937	+	1014	317	359	230	370	172	629	383	453
PBANKA_081840	8	727953	732377	+	4425	1104	1347	676	1174	794	899	786	931
PBANKA_081850	8	733942	735939	+	1998	571	573	3867	5424	2973	3043	3756	5228
PBANKA_081860	8	736309	738657	-	2349	610	723	185	278	141	301	225	230
PBANKA_081870	8	740065	741081	+	1017	342	351	84	139	79	201	221	190
PBANKA_081880	8	741920	743245	+	1326	406	460	201	653	260	323	499	558
PBANKA_081890	8	745208	747477	+	2270	631	717	4043	15997	4924	6197	10260	12673
PBANKA_081900	8	749214	750401	-	1188	347	453	23133	60758	25708	39518	52431	59927
PBANKA_081910	8	753110	754401	+	1292	357	398	1246	1820	963	3167	3516	2642
PBANKA_081920	8	754495	756196	-	1702	457	543	2702	3943	2033	5325	6829	5302
PBANKA_081930	8	757537	758558	-	1022	343	419	2113	3138	1579	2909	4161	4081
PBANKA_081940	8	760104	765466	+	5363	1456	1646	2382	4454	2036	3324	3163	3813
PBANKA_081950	8	769678	771579	+	1902	555	539	1086	2196	963	1781	1935	2296
PBANKA_081960	8	773462	775581	+	2120	593	672	2276	1914	1220	2306	5219	3258
PBANKA_081970	8	776130	777725	-	1596	489	569	1832	2728	1594	3086	1924	2890
PBANKA_081980	8	780187	783090	+	2904	786	866	1844	2950	2476	2140	1561	2168
PBANKA_081990	8	783965	785397	-	1433	469	464	16615	24344	13280	13288	33118	42472
PBANKA_082000	8	789226	791031	+	1806	560	575	1438	1574	913	1899	2394	1892
PBANKA_082010	8	791797	792657	-	861	276	313	2713	2556	1504	4160	3348	3426
PBANKA_082020	8	795394	796314	+	921	302	357	301	281	215	701	559	388
PBANKA_082030	8	797500	799266	+	1767	545	595	948	2630	1153	1139	2601	3344
PBANKA_082040	8	800185	801648	+	1464	443	551	75	113	62	163	78	94
PBANKA_082050	8	802347	803903	+	1557	486	520	38	122	32	79	87	119
PBANKA_082060	8	804655	805383	+	729	280	279	236	222	180	517	310	281
PBANKA_082070	8	806094	809326	-	3233	854	1067	3116	7892	3404	3622	4565	6328
PBANKA_082080	8	810870	818428	-	7559	1972	2225	1437	2638	2153	3011	1214	1443
PBANKA_082090	8	821736	823367	+	1632	473	519	45	32	24	98	53	17
PBANKA_082100	8	823928	825620	-	1693	528	657	700	801	376	1070	1607	1201
PBANKA_082110	8	826226	829018	-	2793	787	860	1894	3829	1928	2535	2286	2633
PBANKA_082120	8	829864	830815	+	952	323	398	40838	33005	20147	67193	67880	54175
PBANKA_082130	8	831701	836119	+	4419	1385	1421	251	1046	344	430	639	935
PBANKA_082140	8	837493	838543	+	1051	359	438	13833	17439	11530	29805	36662	28109
PBANKA_082150	8	839231	842707	+	3477	1031	1196	400	1211	446	854	953	1097
PBANKA_082160	8	844042	845550	+	1509	436	512	1616	3066	1373	3269	2739	3065
PBANKA_082170	8	846290	847813	-	1524	459	504	1900	2325	1389	2101	2866	2749
PBANKA_082180	8	848782	850378	+	1597	472	530	820	1283	789	1359	1574	1371
PBANKA_082190	8	850554	851732	-	1179	384	363	973	801	616	1287	1942	1361
PBANKA_082200	8	853334	854692	+	1359	408	532	967	1244	596	1790	2230	1745
PBANKA_082210	8	854689	861770	-	7082	2179	2317	1593	2630	1184	3168	3304	3121
PBANKA_082220	8	862942	864543	+	1602	464	536	1438	1904	926	1668	1973	2213
PBANKA_082230	8	864927	865860	-	934	316	364	233	496	193	524	615	518
PBANKA_082240	8	866463	867776	+	1314	435	491	70	163	95	300	230	183
PBANKA_082250	8	869079	874057	+	4979	1461	1654	529	1705	788	909	780	1100
PBANKA_082260	8	874407	876464	-	2058	604	685	1380	2238	1420	2624	2438	2456
PBANKA_082270	8	876928	878284	-	1357	413	520	1942	2600	1572	3054	2961	2984
PBANKA_082280	8	879559	880221	+	663	235	279	2012	3233	2044	3442	4281	3916
PBANKA_082290	8	880858	884123	+	3266	958	1038	7538	16913	8405	6631	12765	19338
PBANKA_082300	8	886015	890650	+	4636	1233	1426	9591	16103	8930	10949	8787	14287
PBANKA_082310	8	892660	893868	+	1209	395	482	39124	53881	24924	54146	48655	61704
PBANKA_082320	8	894951	897647	+	2697	784	890	44918	52151	28286	77017	62279	69176
PBANKA_082330	8	898159	901450	+	3292	970	1153	2414	6606	2671	5258	4160	5266
PBANKA_082340	8	902635	903885	+	1251	419	524	5768	10353	4667	6796	11909	12977
PBANKA_082350	8	905152	907191	+	2040	667	687	1502	2247	1304	2490	2159	2067
PBANKA_082360	8	907699	909981	-	2283	686	753	7043	7147	4008	7029	11243	10836
PBANKA_082370	8	911145	922529	-	11385	3262	3900	973	1757	1391	1916	928	1040
PBANKA_082380	8	923775	925113	-	1339	414	513	156	205	117	423	314	281
PBANKA_082390	8	926205	927212	-	1008	358	401	361	407	239	637	620	428
PBANKA_082400	8	927968	928663	-	696	259	298	475	654	454	1272	1606	1069
PBANKA_082410	8	930030	932285	+	2256	698	810	423	680	333	758	706	670
PBANKA_082420	8	933126	935573	+	2448	693	841	2191	4046	1759	3162	2709	3570
PBANKA_082430	8	936522	939494	+	2973	838	1020	4229	8378	4929	8330	4299	6158
PBANKA_082440	8	942113	943107	+	995	311	399	10118	16600	11576	13807	14017	17195
PBANKA_082450	8	943756	944919	+	1164	358	401	274	485	195	459	536	476
PBANKA_082460	8	945224	946353	-	1130	398	394	660	1040	502	561	1123	1370
PBANKA_082470	8	947203	949131	-	1929	652	680	3602	8010	3700	4679	7611	9778
PBANKA_082480	8	951412	952875	-	1464	520	559	1535	2183	930	1793	2118	2470
PBANKA_082490	8	955758	959186	+	3429	1060	1181	1244	2438	1486	2130	1360	1549
PBANKA_082500	8	960313	962103	-	1791	552	642	585	1231	605	886	852	1234
PBANKA_082510	8	963252	965897	+	2646	822	913	664	952	393	1481	1318	1187
PBANKA_082520	8	966456	967574	-	1119	361	408	1191	2968	1195	2928	2917	3356
PBANKA_082530	8	969746	971800	+	2055	671	777	971	1984	1110	1645	1526	1505
PBANKA_082540	8	972860	976700	-	3841	1080	1337	1701	3663	1681	3395	3464	3741
PBANKA_082550	8	978382	983703	+	5322	1581	1841	13544	33150	17066	22897	12781	18330
PBANKA_082560	8	984834	986564	+	1731	540	663	1307	2563	1193	1906	2418	2893
PBANKA_082570	8	987253	987985	+	733	315	396	19384	21949	11845	27431	38217	33615
PBANKA_082580	8	988707	990308	+	1602	529	628	4089	4917	2232	2690	6058	7911
PBANKA_082590	8	990940	991998	-	1059	348	410	11719	21809	10710	19594	17148	21979
PBANKA_082600	8	994331	995628	+	1298	449	461	501	1454	630	1332	950	1138
PBANKA_082610	8	995801	997468	-	1668	502	639	19	62	31	67	70	40
PBANKA_082620	8	998167	999705	-	1539	512	585	1629	2483	1444	1736	2427	3060
PBANKA_082630	8	1001856	1002764	+	909	334	398	1266	2040	1002	1927	2875	2650
PBANKA_082640	8	1003678	1004483	+	806	318	366	2927	3945	2371	4073	7180	6088
PBANKA_082650	8	1005407	1006750	-	1344	463	534	1215	1678	832	1914	1872	1914
PBANKA_082660	8	1009579	1013688	+	4110	1368	1599	1068	2573	1397	1464	1622	2246
PBANKA_082670	8	1015531	1016537	+	1007	444	439	4816	6358	3761	7453	9058	7843
PBANKA_082680	8	1017887	1022245	+	4359	1532	1629	2361	5450	2685	3800	3569	4818
PBANKA_082690	8	1023312	1032107	-	8796	2720	2984	2098	4516	2260	3126	2330	2480
PBANKA_082700	8	1036048	1036203	+	156	124	141	180	405	123	394	589	558
PBANKA_082710	8	1037609	1042819	+	5211	1687	1888	9153	14495	6818	7800	14116	18045
PBANKA_082720	8	1043354	1044998	-	1645	586	640	475	981	388	1345	977	932
PBANKA_082730	8	1046996	1051366	-	4371	1447	1681	799	1881	1225	905	630	1061
PBANKA_082740	8	1054376	1058623	+	4248	1394	1609	5401	11838	6594	7352	5139	6522
PBANKA_082750	8	1059231	1061861	+	2631	871	994	1305	2145	1102	2644	1953	1859
PBANKA_082760	8	1061961	1065272	-	3312	916	1193	1920	6394	3792	3567	2381	4440
PBANKA_082770	8	1066296	1067161	-	866	371	382	633	1040	560	927	1142	1242
PBANKA_082780	8	1067922	1068558	+	637	250	289	1352	1875	1026	2599	3086	2781
PBANKA_082790	8	1069244	1069822	-	579	277	390	794	1418	667	1229	1401	1638
PBANKA_082800	8	1076771	1081052	+	4282	1444	1760	3857	7057	6274	7685	4770	4412
PBANKA_082810	8	1082417	1084444	+	2028	772	800	4356	9020	4607	7268	5767	7434
PBANKA_082820	8	1084639	1087713	-	3075	1040	1208	4202	8235	3849	4188	5908	8438
PBANKA_082830	8	1088117	1089391	-	1275	543	605	1866	2088	1345	1981	4575	3931
PBANKA_082840	8	1091609	1093354	+	1746	694	802	3103	6736	3673	6275	5233	6009
PBANKA_082850	8	1094237	1095163	-	927	390	536	2499	3218	2040	4754	2935	3508
PBANKA_082860	8	1096625	1097637	+	1013	486	492	2021	3387	1640	2851	4345	4153
PBANKA_082870	8	1098092	1099153	-	1062	486	529	1396	1490	921	1999	2009	1591
PBANKA_082880	8	1100605	1101503	+	899	435	458	8269	4934	3243	9106	14419	8787
PBANKA_082890	8	1101920	1103044	-	1125	467	538	8150	12133	6829	5219	9725	16496
PBANKA_082900	8	1104954	1107294	-	2341	974	1124	1739	2707	1345	1892	2049	3046
PBANKA_082910	8	1108016	1109236	+	1221	554	662	1714	2170	1278	2271	2783	2715
PBANKA_082920	8	1110177	1110848	+	672	347	402	904	1295	770	1595	1609	1701
PBANKA_082930	8	1111035	1111776	-	742	373	370	248	562	271	533	611	722
PBANKA_082940	8	1112580	1112906	-	327	269	317	901	1210	314	671	1444	1381
PBANKA_082950	8	1114419	1118087	-	3669	1744	2001	304	1049	359	619	616	822
PBANKA_082960	8	1119420	1121222	+	1803	834	996	598	1341	671	1217	1419	1838
PBANKA_082970	8	1122095	1122700	+	606	340	458	2294	3319	1671	2236	4212	4823
PBANKA_082980	8	1123395	1124824	+	1430	743	884	1991	3178	1403	3026	4183	4159
PBANKA_082990	8	1126043	1127412	+	1370	747	842	1540	2450	1159	2565	3745	3808
PBANKA_083000	8	1128953	1130371	+	1419	799	896	1975	3512	1416	2381	4130	4502
PBANKA_083010	8	1131724	1133553	+	1830	1027	1208	763	1666	685	1207	1417	1773
PBANKA_083020	8	1134874	1139786	+	4913	2460	3013	5397	10964	4241	10902	7493	7640
PBANKA_083030	8	1140064	1141057	-	994	668	740	4909	5300	3102	6760	9363	8986
PBANKA_083040	8	1142166	1143105	-	940	700	763	84003	95782	50122	124033	147261	135540
PBANKA_083045	8	1144700	1145734	-	1035	794	889	2243	2684	1254	2759	3151	3158
PBANKA_083050	8	1146343	1146639	-	297	342	411	224	865	264	468	692	928
PBANKA_083060	8	1147629	1149631	+	2003	650	807	732	737	440	1187	1832	1278
PBANKA_083070	8	1150222	1151796	+	1575	1020	1188	5409	8534	3662	7906	8240	10070
PBANKA_083080	8	1151865	1155098	-	3234	2358	2584	1017	1965	685	1251	1281	1801
PBANKA_083090	8	1155683	1158445	-	2763	2229	2604	5205	12653	5300	4364	8473	14703
PBANKA_083100	8	1161322	1166697	+	5376	4153	4851	1852	2980	2800	9642	2735	1997
PBANKA_083110	8	1167888	1170950	+	3063	3256	3732	5623	10220	4841	7346	8651	11878
PBANKA_083120	8	1171337	1175237	-	3901	4667	5244	4884	10531	5555	5458	5735	9000
PBANKA_083130	8	1176747	1179157	-	2411	3726	4015	958	1624	895	1302	1306	1526
PBANKA_083140	8	1179776	1181325	+	1550	3103	3532	1050	1151	525	1815	1574	1473
PBANKA_083150	8	1182791	1195621	+	12831	45389	48827	1546	2211	1628	2185	1220	1296
PBANKA_083160	8	1199988	1201250	-	1263	10320	11200	4891	6101	3427	6338	5855	7050
PBANKA_083170	8	1202803	1203492	-	690	4270	4757	849	1190	518	1177	2088	1862
PBANKA_083180	8	1204473	1206863	-	2391	9174	10123	1454	2363	1310	2355	3980	3613
PBANKA_083190	8	1208508	1210148	+	1641	4558	5333	814	1297	804	1611	1278	1382
PBANKA_083200	8	1210682	1211368	+	687	1967	2346	1632	1886	762	2944	2834	2502
PBANKA_083210	8	1212558	1213850	+	1293	3205	3582	214	245	149	445	258	214
PBANKA_083220	8	1215474	1216895	+	1422	2505	2921	334	527	201	881	917	627
PBANKA_083230	8	1217201	1218180	-	980	1635	1831	897	1077	599	1209	1453	1534
PBANKA_083240	8	1220183	1221060	+	878	1343	1665	2912	4957	2407	4381	7659	7889
PBANKA_083250	8	1221670	1223877	+	2208	2739	3042	3770	6623	3023	4318	3886	5972
PBANKA_083260	8	1224348	1225175	-	828	1196	1274	462	854	430	867	1162	1010
PBANKA_083270	8	1226541	1227762	-	1222	1341	1538	2266	4553	2683	1989	5288	6227
PBANKA_083280	8	1229564	1230575	+	1012	997	1023	369	521	448	1278	494	415
PBANKA_083290	8	1230728	1234135	-	3408	2701	3046	500	923	684	1572	805	670
PBANKA_083300	8	1236658	1237867	+	1210	1091	1180	4828	6283	3161	8347	13709	8789
PBANKA_083310	8	1238711	1240192	-	1482	1141	1165	1755	2923	1302	2042	3344	3281
PBANKA_083320	8	1241468	1242824	-	1357	920	957	2557	2633	1640	4078	2321	2696
PBANKA_083330	8	1242833	1245272	-	2440	1583	1725	1470	2557	1097	1951	1633	2394
PBANKA_083340	8	1246042	1246798	-	757	635	700	674	937	526	1175	1264	1053
PBANKA_083350	8	1247701	1250565	-	2865	1749	2080	150	392	156	215	295	323
PBANKA_083360	8	1250998	1255243	-	4246	2683	2795	1319	1729	929	1624	1466	1328
PBANKA_083370	8	1256980	1257630	-	651	422	546	2109	2314	1258	1481	2926	3444
PBANKA_083380	8	1259035	1261212	+	2178	1175	1486	1809	3585	1599	3100	3313	4326
PBANKA_083390	8	1262045	1264773	+	2729	1531	1665	1578	4079	1790	1879	3140	3742
PBANKA_083400	8	1264968	1266604	-	1637	881	1048	1163	1429	585	1737	1916	1680
PBANKA_083410	8	1267238	1269913	+	2676	1381	1606	1527	2759	1598	2238	1510	1921
PBANKA_083420	8	1270568	1271380	+	813	467	565	1000	2092	1047	1868	2327	2380
PBANKA_083430	8	1271788	1275516	-	3729	1848	2008	2098	4183	1835	2298	2445	3628
PBANKA_083440	8	1276747	1278186	-	1440	693	725	3752	4656	2593	4694	4832	4664
PBANKA_083450	8	1279882	1280692	-	811	426	519	1520	1622	878	1750	2789	2486
PBANKA_083460	8	1281435	1283555	+	2121	976	1066	3794	8127	3687	4553	5776	8375
PBANKA_083470	8	1283624	1284761	-	1138	496	571	1827	2123	949	1811	2270	2500
PBANKA_083480	8	1285541	1287202	-	1662	768	975	1250	1860	895	2312	2004	2371
PBANKA_083490	8	1288247	1291195	+	2949	1227	1383	1131	2519	1329	2024	1617	2034
