Geneid	Chr	Start	End	Strand	Length	SRR1571697	SRR1571698	SRR1571699	SRR1571700	SRR1571701	SRR1571702	SRR1571703	SRR1571704	SRR1571705	SRR1571706	SRR1571707	SRR1571708	SRR1571709	SRR1571710	SRR1571711	SRR1571712	SRR1571713	SRR1571714	SRR1571715
PVX_111355	6	827301	829460	+	2160	390	430	868	1861	4845	5759	3319	4598	1053	585	2885	3395	3194	4823	4701	6198	6256	6384	1073
PVX_111360	6	830588	832285	-	1698	172	113	125	11	9	30	72	222	200	123	101	12	15	42	98	138	150	136	31
PVX_111365	6	833555	835672	+	2118	295	157	195	27	9	43	62	263	212	137	132	20	20	58	148	196	169	231	27
PVX_111370	6	840337	843729	+	3393	21	43	36	20	6	1	10	60	78	31	55	4	9	14	38	45	58	42	11
PVX_111375	6	844328	845173	-	846	12	2	10	17	20	16	49	22	7	5	22	19	2	14	39	29	29	37	5
PVX_111380	6	846267	847753	-	1487	2534	1491	1938	919	373	255	279	3505	2959	1443	2672	573	234	307	627	2263	2247	2480	372
PVX_111385	6	851733	857376	+	5644	126	96	248	139	146	1445	2061	161	574	205	435	100	388	1694	2142	1341	1233	1288	213
PVX_111390	6	859629	861518	+	1890	39	27	77	20	26	72	95	29	37	42	64	18	12	37	70	89	88	83	9
PVX_111395	6	861597	864314	-	2718	63	74	142	59	36	68	118	86	96	73	113	26	17	55	140	172	151	159	24
PVX_111400	6	864994	866730	+	1737	140	108	159	66	39	91	251	184	187	120	152	27	39	133	304	231	220	233	33
PVX_111405	6	866800	868252	-	1453	193	56	92	52	77	225	618	200	205	118	172	63	98	328	873	386	358	397	55
PVX_111410	6	870283	871720	+	1438	440	314	564	284	140	167	218	599	567	339	670	120	85	163	340	610	587	643	100
PVX_111415	6	873170	875617	+	2448	31	11	29	121	340	270	179	313	31	22	114	128	125	178	164	363	300	309	49
PVX_111420	6	879614	881327	+	1714	44	51	213	199	144	166	196	172	66	102	354	152	83	114	169	354	310	368	46
PVX_111425	6	880925	881317	-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVX_111430	6	882163	882363	-	201	28	69	102	16	11	30	41	47	76	76	118	12	5	29	51	91	75	100	7
PVX_111435	6	883933	901129	+	17197	357	469	954	256	309	892	1666	437	827	481	713	104	200	765	1140	1194	1154	1259	232
PVX_111440	6	905172	907353	+	2182	20	6	42	82	82	79	103	78	15	17	95	69	32	72	107	113	126	126	13
PVX_111445	6	908404	911145	+	2742	303	327	562	292	146	146	135	562	546	310	550	110	72	104	187	565	525	590	93
PVX_111450	6	911781	912776	+	996	28	55	98	64	94	106	85	151	87	51	149	85	67	83	102	199	174	225	29
PVX_111455	6	912957	915239	-	2283	113	165	429	527	718	656	564	752	247	230	740	490	405	569	652	1127	1111	1150	178
PVX_111460	6	920119	924015	+	3897	153	118	271	259	214	454	419	334	193	148	422	186	199	390	492	581	541	567	81
PVX_111465	6	924876	927956	+	3081	51	140	204	31	10	57	85	143	228	121	161	27	11	60	116	177	179	205	36
PVX_111470	6	929221	932619	-	3399	5286	3313	4708	2781	1379	2009	3099	7544	5851	3181	5973	1585	1171	2563	4450	6725	6659	7091	1166
PVX_111475	6	935781	937127	-	1347	106	123	209	98	18	27	36	144	149	107	190	24	9	30	31	167	185	158	23
PVX_111480	6	938146	940156	+	2011	102	134	212	49	19	40	45	198	218	129	164	22	10	35	78	177	165	156	37
PVX_111485	6	940167	940907	-	741	57	107	190	49	27	57	113	92	152	103	144	18	16	64	126	181	143	169	25
PVX_111490	6	941819	944724	+	2906	23	37	58	10	27	86	134	38	31	44	51	20	14	37	85	100	99	80	16
PVX_111495	6	942986	944703	-	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVX_111500	6	944893	945845	+	953	47	58	100	64	38	57	80	92	76	71	118	31	26	33	88	118	144	135	15
PVX_111505	6	946878	947854	+	977	13	0	9	2	5	24	56	7	3	3	9	3	4	17	51	16	27	24	2
PVX_111510	6	948315	951095	+	2781	36	13	37	30	34	68	108	43	38	30	80	20	16	48	150	95	101	79	13
PVX_111515	6	951754	953785	-	2032	79	162	292	80	56	65	64	193	315	212	335	60	28	53	103	245	278	275	48
PVX_111520	6	962351	972076	+	9726	3545	2467	4210	2152	3682	5293	4232	6153	3872	2571	4622	2207	2369	4373	5297	7791	7462	8013	1283
PVX_111525	6	972441	974476	-	2036	5	2	5	0	0	13	12	6	6	4	2	2	1	6	12	14	8	9	3
PVX_111530	6	975569	977821	-	2253	20	4	31	15	55	150	176	25	29	10	43	36	32	90	87	111	114	141	22
PVX_111535	6	979724	981908	+	2185	54	47	132	103	65	144	281	89	73	70	189	41	54	119	229	246	209	216	35
PVX_111540	6	982119	982403	+	285	58	45	122	105	77	105	162	108	87	62	218	73	32	74	147	189	187	232	40
PVX_111545	6	982485	984418	-	1934	109	108	245	215	143	184	326	254	182	171	451	105	89	144	262	466	397	402	70
PVX_111550	6	984463	985765	+	1303	98	114	177	85	53	89	151	197	193	138	171	29	28	71	169	216	206	206	37
PVX_111555	6	986525	987658	-	1134	162	114	95	19	19	37	48	240	177	69	77	19	11	20	52	104	138	123	13
PVX_111560	6	989412	1005236	+	15825	972	673	760	255	775	2128	3671	645	745	362	525	308	527	1819	2556	2103	2042	2300	360
PVX_111565	6	1006411	1007805	+	1395	17	20	61	53	65	56	65	134	36	28	101	71	44	50	111	124	135	125	27
PVX_111570	6	1008509	1009896	+	1388	42	123	284	163	54	78	95	110	157	165	333	64	33	72	98	305	300	305	52
PVX_111575	6	1010100	1012562	-	2463	28	170	395	81	16	33	27	80	191	230	366	34	15	22	71	236	228	257	41
PVX_111580	6	1016215	1017249	+	1035	44	8	13	5	45	117	159	33	15	7	13	13	45	121	150	105	87	108	14
PVX_111590	6	1018172	1020940	-	2769	410	224	283	180	97	176	252	447	398	238	453	105	87	160	315	409	421	442	62
PVX_111595	6	1022195	1024462	+	2268	30	14	63	24	15	53	75	27	38	43	100	14	14	47	80	71	72	72	11
PVX_111600	6	1027065	1030372	+	3308	660	355	581	552	703	831	1398	1215	673	351	1170	595	467	780	1535	1482	1513	1546	235
PVX_098582	7	2388	10205	-	7818	12	6	56	426	415	858	789	162	100	30	452	294	258	712	1056	781	817	863	128
PVX_098585	7	12593	21297	-	8705	22	22	24	18	285	3380	3221	47	730	36	57	210	1083	5222	6732	2634	2639	2678	410
PVX_098590	7	25141	25431	+	291	0	0	1	0	0	0	4	3	0	1	2	0	0	2	10	2	3	1	0
PVX_098595	7	26199	27532	+	1334	70	134	255	96	31	33	76	196	240	207	405	35	14	51	106	235	252	289	49
PVX_098600	7	28358	29121	-	764	91	42	70	64	50	88	166	234	138	88	197	89	57	163	246	231	249	223	33
PVX_098605	7	31468	34422	-	2955	511	269	535	605	672	628	927	1368	526	370	1039	591	388	612	1037	1267	1340	1396	248
PVX_098610	7	39736	49605	+	9870	219	106	474	1630	1770	1072	932	1758	262	256	1954	1527	788	754	1164	2297	2272	2357	366
PVX_098615	7	51432	58957	-	7526	1530	1188	1842	1239	794	731	844	2548	2273	1359	2732	788	476	640	1251	2581	2596	2772	460
PVX_098620	7	63072	67873	+	4802	375	300	506	342	225	202	246	552	529	378	716	239	124	190	372	717	663	743	112
PVX_098625	7	68940	73623	+	4684	81	20	59	328	597	852	603	508	58	28	311	354	383	669	806	765	814	825	120
PVX_098630	7	76366	79310	+	2945	502	386	917	970	1124	1369	2133	1419	621	642	1843	950	721	1411	2515	2492	2472	2617	375
PVX_098635	7	79839	84898	+	5060	888	291	337	157	214	831	2783	715	630	305	504	189	275	1152	3253	1386	1315	1512	222
PVX_098640	7	85425	87336	+	1912	1061	635	860	517	230	178	198	1985	1281	786	1277	395	142	182	339	1204	1240	1333	216
PVX_098645	7	88194	89525	-	1332	375	284	510	399	172	149	264	610	477	338	743	172	88	129	276	601	627	683	79
PVX_098650	7	91407	97049	-	5643	277	460	776	470	259	258	321	572	617	438	948	249	165	234	416	826	861	875	154
PVX_098655	7	98337	100071	+	1735	949	277	337	190	257	1138	3588	695	580	258	456	202	321	1302	3353	1436	1453	1522	246
PVX_098660	7	100140	108788	-	8649	20	29	92	79	57	65	102	82	35	44	166	36	24	58	112	131	121	149	21
PVX_098665	7	110009	110566	-	558	83	77	150	142	46	19	29	169	137	119	248	70	24	24	54	220	184	217	25
PVX_098670	7	111663	112920	+	1258	78	103	248	168	86	83	84	312	216	180	445	124	55	79	136	344	341	372	57
PVX_098675	7	116158	121527	+	5370	550	481	659	428	592	1255	1174	1148	899	473	999	439	511	1345	1780	1733	1598	1732	285
PVX_098680	7	122001	122828	-	828	42	50	130	287	77	40	27	180	94	104	423	137	45	28	47	256	255	276	35
PVX_098685	7	125753	127873	+	2121	184	213	420	243	160	461	909	290	387	311	659	150	122	404	847	760	732	832	115
PVX_098690	7	128701	135124	-	6424	306	751	1141	667	273	258	205	1043	1191	813	1512	327	186	213	470	1288	1274	1308	233
PVX_098695	7	136623	137776	-	1154	24	75	175	64	33	43	61	70	103	118	247	44	20	32	67	169	160	179	27
PVX_098700	7	139172	145844	-	6673	642	524	969	1011	811	625	598	1607	909	669	1835	728	448	487	873	1711	1746	1879	290
PVX_098705	7	148589	151948	-	3360	218	140	185	66	70	172	414	320	256	150	287	54	66	194	590	369	359	370	55
PVX_098710	7	154973	172558	-	17586	628	130	196	205	828	2394	3994	618	523	235	477	371	604	2002	3488	2052	1906	2081	327
PVX_098715	7	182035	182748	+	714	10	2	4	65	122	143	103	112	10	2	67	98	63	148	172	170	157	180	26
PVX_098720	7	184512	188021	+	3510	38	13	39	23	58	185	334	56	52	33	52	31	43	190	323	166	180	184	32
PVX_098725	7	188175	192187	-	4013	60	115	389	283	169	163	134	101	124	112	388	118	62	66	113	351	376	380	49
PVX_098730	7	194056	198552	+	4497	431	296	475	230	157	247	504	520	465	268	513	151	133	257	566	625	624	639	95
PVX_098735	7	199081	202644	-	3564	562	547	848	618	486	387	287	1239	956	610	1296	389	272	297	494	1203	1214	1269	214
PVX_098740	7	208086	213824	+	5739	242	415	704	319	152	328	550	597	720	445	928	251	160	349	693	864	890	965	159
PVX_098745	7	215206	221087	-	5882	386	435	615	224	170	185	261	760	741	421	725	161	97	219	482	750	692	780	127
PVX_098750	7	221357	223405	+	2049	52	33	65	87	79	74	136	102	57	44	157	65	34	93	137	163	144	162	33
PVX_098755	7	224287	225945	-	1659	10	22	30	15	15	28	24	19	27	20	36	8	6	27	24	44	47	41	5
PVX_098760	7	227742	229223	+	1482	131	193	453	181	130	172	145	215	270	223	506	92	58	77	121	444	397	412	69
PVX_098765	7	229757	232846	-	3090	107	40	35	16	67	159	324	85	54	28	34	27	35	155	327	154	177	163	28
PVX_098770	7	236204	237517	+	1314	74	32	39	3	10	30	74	83	75	22	34	11	10	44	77	63	72	69	16
PVX_098775	7	238901	242570	+	3670	1931	1563	2004	708	279	1095	1744	2583	2761	1516	2424	460	418	1684	3118	3045	2818	3083	507
PVX_098780	7	250509	252251	-	1743	110	166	263	38	12	19	26	223	223	174	143	20	8	24	71	188	181	169	34
PVX_098785	7	252892	254811	+	1920	123	297	454	84	61	69	100	330	498	315	346	47	32	75	163	371	376	379	51
PVX_098795	7	255085	256086	+	1002	205	141	214	149	132	127	149	352	228	125	292	121	53	118	196	277	318	362	56
PVX_098800	7	255955	260037	-	4083	22	150	319	161	75	104	89	110	141	184	368	63	31	63	130	255	272	307	47
PVX_098805	7	263955	267617	+	3663	249	131	218	114	76	130	241	293	242	165	287	86	60	130	347	334	304	357	58
PVX_098810	7	268642	270312	-	1671	120	192	348	140	85	102	133	247	324	233	401	99	46	71	180	340	313	333	47
PVX_098815	7	270590	273064	-	2475	472	410	812	847	697	492	358	964	737	483	1372	659	356	321	449	1398	1335	1434	231
PVX_098820	7	275634	276791	-	1158	60	16	33	28	89	388	353	74	55	28	55	41	101	316	400	239	240	261	40
PVX_098825	7	279822	282386	+	2565	273	351	227	38	29	52	65	484	592	235	134	19	27	77	186	285	336	310	45
PVX_098830	7	282677	284960	-	2284	551	496	636	136	60	64	94	914	824	448	529	74	36	97	202	612	591	627	100
PVX_098835	7	286710	287198	+	489	44	45	104	65	38	36	50	101	80	68	168	49	25	43	76	152	133	147	21
PVX_098840	7	287501	288195	-	695	37	40	88	36	12	24	47	61	64	43	88	12	10	24	64	86	65	82	9
PVX_098845	7	289548	291195	-	1648	84	170	277	123	111	337	290	163	189	155	316	78	90	251	318	385	398	420	61
PVX_098850	7	299242	305134	+	5893	69	39	195	431	238	253	245	250	68	102	843	260	140	227	385	583	508	574	103
PVX_098855	7	306065	308537	-	2473	75	119	237	176	61	90	96	288	238	223	407	96	47	84	159	322	295	350	70
PVX_098860	7	310271	311484	+	1214	46	14	22	35	281	354	174	321	20	19	49	141	166	187	198	318	288	332	60
PVX_098865	7	312017	320713	-	8697	58	36	76	27	285	661	403	158	72	55	74	83	175	428	382	439	377	437	79
PVX_098870	7	321304	323530	-	2227	169	143	190	24	25	23	44	247	231	133	150	22	9	41	69	156	147	169	22
PVX_098875	7	324463	325897	-	1435	71	70	97	33	9	21	41	117	109	70	88	6	4	15	48	76	96	97	11
PVX_098880	7	327459	328952	+	1494	154	90	97	17	13	27	47	172	152	71	73	11	19	43	57	95	117	97	25
PVX_098885	7	329228	332148	-	2921	220	192	161	34	22	51	92	355	280	112	151	24	19	46	105	209	197	216	30
PVX_098890	7	332640	335647	-	3008	105	109	212	156	145	229	309	132	150	126	312	73	72	150	285	358	352	385	61
PVX_098895	7	337123	338991	+	1869	113	32	67	35	47	133	278	90	65	46	94	28	32	114	262	171	172	178	29
PVX_098900	7	339323	340965	-	1643	7	2	5	14	10	27	30	22	8	5	13	1	6	28	40	31	22	22	4
PVX_098905	7	341329	343303	-	1975	262	165	232	84	52	171	403	294	250	159	260	44	58	156	442	332	299	356	50
PVX_098910	7	346006	350067	+	4062	762	526	916	718	366	287	467	1252	871	662	1458	489	202	333	609	1272	1312	1421	214
PVX_098915	7	351722	353918	+	2197	381	104	170	65	63	256	900	259	182	145	201	60	98	425	1007	472	462	497	88
PVX_098920	7	354788	357218	-	2431	26	39	227	311	247	187	149	225	90	96	403	157	75	114	140	386	418	376	67
PVX_098925	7	362608	365742	+	3135	338	145	197	222	506	733	870	622	261	124	436	284	279	653	887	895	858	916	135
PVX_098930	7	367055	367705	+	651	122	78	155	83	28	18	24	193	134	112	208	50	12	24	54	158	146	170	23
PVX_098935	7	369120	373301	+	4182	292	291	372	79	32	69	102	316	365	210	195	26	16	77	199	295	288	347	45
PVX_098940	7	373691	376909	-	3219	10	2	23	4	1	22	28	12	16	8	9	3	0	12	25	17	22	18	3
PVX_098945	7	377956	382352	-	4397	663	695	1190	981	495	412	374	1399	1067	856	2022	630	257	369	567	1710	1666	1762	251
PVX_098950	7	386703	395936	+	9234	1770	982	1788	1825	1347	1797	2329	2717	2235	1059	3441	1264	915	2016	3271	3825	3578	3999	660
PVX_098955	7	398837	400246	+	1410	114	96	123	61	52	66	59	235	226	114	211	75	40	64	145	227	234	237	41
PVX_098960	7	400883	404398	-	3516	152	314	500	173	57	90	98	280	386	318	428	64	32	76	149	434	419	433	65
PVX_098965	7	405377	410340	-	4964	271	196	359	502	497	546	538	701	307	241	770	419	208	414	612	957	860	930	143
PVX_098970	7	412257	413967	+	1711	122	91	151	130	149	171	212	268	202	90	230	119	79	138	229	309	287	326	52
PVX_098975	7	414742	416541	+	1800	36	15	26	21	35	81	171	46	36	33	44	23	28	76	125	100	93	103	12
PVX_098980	7	417402	419010	+	1609	63	37	54	12	6	21	20	62	61	43	46	6	10	12	15	49	49	46	8
PVX_098985	7	418944	421075	-	2132	89	133	320	200	122	203	431	178	167	173	418	100	74	245	332	426	444	470	82
PVX_098990	7	423579	425638	+	2060	91	26	76	54	60	136	341	101	55	39	154	46	45	128	306	214	178	218	37
PVX_098995	7	429577	432642	+	3066	20	4	13	3	35	510	655	25	117	13	18	23	121	648	876	376	354	387	54
PVX_099000	7	434633	435461	+	829	22	5	56	161	137	113	112	123	10	20	210	128	73	71	108	178	194	193	39
PVX_099005	7	437138	446692	+	9555	51	31	155	152	88	164	240	184	53	87	338	101	62	171	364	296	322	323	48
PVX_099010	7	447293	451699	-	4407	247	219	246	51	33	45	63	363	338	194	242	31	27	62	146	289	260	285	35
PVX_099015	7	452115	454299	-	2185	201	85	180	106	66	238	786	170	114	89	234	69	88	301	737	414	393	417	72
PVX_099020	7	457086	457487	+	402	5	40	122	100	29	19	9	64	57	81	242	65	23	12	22	141	107	127	24
PVX_099025	7	458198	460952	+	2755	78	175	301	124	55	49	56	165	211	198	354	54	22	29	88	284	248	299	53
PVX_099030	7	461085	462214	-	1130	26	62	97	24	18	21	27	61	78	65	84	24	7	22	48	89	59	74	6
PVX_099035	7	463060	465307	-	2248	1058	649	976	638	495	687	678	1563	1108	653	1307	440	327	644	987	1591	1535	1677	269
PVX_099040	7	466666	471045	-	4380	22	41	258	139	99	97	108	63	43	116	373	110	45	65	118	256	275	249	43
PVX_099045	7	472418	474200	-	1783	155	92	176	48	22	31	73	161	151	100	146	20	11	47	117	141	142	164	24
PVX_099050	7	475143	476486	-	1344	194	78	67	35	63	241	742	211	140	61	138	28	61	225	618	287	305	284	52
PVX_099055	7	477927	479489	-	1563	244	291	530	353	94	99	91	596	508	340	717	140	48	86	193	548	532	575	107
PVX_099060	7	482319	485632	+	3314	412	264	440	192	125	600	965	643	681	316	588	158	202	776	1009	810	881	890	129
PVX_099065	7	486836	490471	+	3636	57	23	44	18	33	121	335	49	68	25	45	13	22	111	269	138	166	161	22
PVX_099070	7	491189	491458	+	270	26	37	100	44	11	15	29	39	56	60	125	23	9	14	32	68	95	106	14
PVX_099075	7	491686	493779	-	2094	139	118	217	92	39	60	37	229	183	154	246	45	14	41	72	219	202	198	39
PVX_099080	7	494102	496124	+	2023	374	480	907	517	253	285	509	746	762	602	1172	290	167	282	637	1075	1022	1153	196
PVX_099085	7	496182	497652	-	1471	209	129	178	181	85	66	91	405	250	179	352	93	46	57	96	286	286	306	46
PVX_099090	7	498180	500318	-	2139	24	31	64	20	29	20	17	48	56	54	83	31	15	28	56	83	72	78	14
PVX_099095	7	502158	503401	+	1244	868	554	1018	838	586	490	357	1994	1233	722	1802	661	355	369	559	1575	1593	1781	272
PVX_099100	7	504372	506443	-	2072	276	205	305	75	63	101	128	410	410	220	365	79	47	97	250	361	362	368	67
PVX_099105	7	508092	509466	-	1375	57	36	69	24	33	62	142	57	83	56	62	20	22	57	128	109	89	117	17
PVX_099107	7	509651	511341	-	1691	27	55	139	50	20	17	36	79	71	66	155	21	19	29	69	117	113	118	24
PVX_099110	7	512329	515472	+	3144	119	131	188	108	53	63	108	199	192	113	231	55	26	52	139	217	196	230	37
PVX_099115	7	515813	518655	+	2843	246	302	504	222	73	75	81	473	510	304	554	65	34	85	187	461	473	510	87
PVX_099120	7	521832	524862	-	3031	233	185	196	28	8	17	25	334	298	161	165	12	10	43	65	192	195	183	36
PVX_099125	7	525601	528018	+	2418	144	141	192	25	11	12	24	210	296	160	149	22	9	32	74	192	186	208	32
PVX_099130	7	528620	531781	-	3162	57	36	77	41	52	273	298	53	82	47	85	32	67	341	430	266	279	235	39
PVX_099135	7	534755	536444	-	1690	554	238	214	26	29	81	151	517	434	187	154	25	36	91	244	301	282	323	42
PVX_099140	7	539303	541779	-	2477	199	127	190	25	25	57	81	233	210	118	142	26	20	59	142	189	148	158	32
PVX_099145	7	544690	547046	+	2357	528	213	244	112	298	879	1823	426	346	188	290	197	318	1001	2282	1109	1009	1183	189
PVX_099150	7	547661	553079	-	5419	131	116	430	285	214	277	470	228	158	177	635	190	104	242	409	567	557	608	105
PVX_099155	7	554868	556065	+	1198	161	135	207	88	102	120	149	283	234	153	286	67	45	122	215	270	283	335	34
PVX_099160	7	557819	559273	+	1455	445	269	335	291	149	125	158	576	354	239	542	198	100	216	378	541	510	581	86
PVX_099165	7	561209	561832	-	624	52	22	74	35	57	65	127	75	60	46	103	37	33	89	183	120	127	115	23
PVX_099170	7	561838	562474	-	637	58	22	76	48	40	71	99	80	47	28	107	30	34	63	127	142	112	111	17
PVX_099175	7	564479	567598	+	3120	232	219	497	209	364	524	395	382	276	210	576	207	186	326	423	774	682	744	127
PVX_099180	7	568345	569946	-	1602	95	76	205	96	64	109	199	73	73	132	284	45	37	109	193	203	215	213	34
PVX_099185	7	572412	573302	-	891	143	145	232	108	53	43	53	258	221	154	246	63	34	42	77	237	212	243	42
PVX_099190	7	575937	577004	+	1068	59	159	290	95	52	119	227	172	224	182	342	56	22	113	190	353	350	377	47
PVX_099195	7	577155	579314	-	2160	72	148	245	85	29	95	154	147	187	154	187	26	21	58	123	234	252	267	35
PVX_099200	7	580105	584765	-	4661	1902	1990	2635	808	379	567	499	2903	3106	1836	2177	399	275	492	721	2527	2524	2708	420
PVX_099205	7	587856	589853	+	1998	56	74	73	12	7	26	27	62	97	57	46	13	8	28	58	65	87	84	20
PVX_099210	7	590522	591313	+	792	47	26	32	2	0	3	4	51	27	23	23	3	3	11	16	30	31	35	7
PVX_099215	7	590602	592941	-	2340	177	221	503	344	192	278	447	367	269	301	706	203	116	218	430	611	555	621	102
PVX_099220	7	594054	594707	+	654	87	16	20	10	22	115	297	39	39	21	26	16	34	85	200	111	118	108	24
PVX_099225	7	595603	596662	+	1060	143	142	240	114	49	146	217	302	250	198	431	76	65	203	296	331	310	321	43
PVX_099230	7	597549	602669	-	5121	123	39	88	94	522	993	722	314	82	30	122	175	302	677	735	688	626	761	122
PVX_099235	7	605104	607428	+	2325	117	60	107	44	41	81	209	104	85	50	146	44	43	91	189	181	170	186	26
PVX_099240	7	607744	611239	+	3496	235	248	295	43	20	37	56	370	376	186	165	28	18	50	98	229	267	265	42
PVX_099245	7	611852	613680	-	1829	8	7	48	28	77	113	81	61	21	34	86	29	34	90	76	120	118	123	24
PVX_099250	7	622306	624927	-	2622	39	171	234	64	19	21	29	176	274	171	275	20	9	29	71	200	211	221	36
PVX_099255	7	625829	628595	-	2767	286	114	112	59	62	253	477	276	239	100	150	61	93	360	625	366	358	374	51
PVX_099265	7	636677	637393	+	717	85	54	39	11	5	23	42	107	74	33	21	10	3	31	52	62	50	59	11
PVX_099270	7	637836	643649	-	5814	96	156	391	312	232	244	278	219	135	180	561	168	84	144	257	528	479	505	87
PVX_099275	7	644548	646554	-	2007	110	108	219	62	32	77	110	196	176	151	179	34	24	60	134	209	217	230	43
PVX_099280	7	647599	648915	+	1317	24	17	20	13	22	55	80	34	31	23	50	12	18	46	97	67	62	68	8
PVX_099285	7	650104	651123	+	1020	5	5	6	21	91	88	32	80	8	8	28	60	56	47	58	93	80	106	8
PVX_099290	7	652182	656405	+	4224	2	6	14	6	17	22	35	20	5	10	14	7	4	13	71	41	35	45	4
PVX_099295	7	658204	660180	+	1977	94	150	456	393	277	330	431	282	189	215	729	230	142	259	404	641	647	631	102
PVX_099300	7	660081	662976	-	2896	295	255	406	167	65	87	91	411	368	267	424	67	39	68	151	391	391	423	64
PVX_099305	7	664766	665839	+	1074	103	66	73	20	7	10	7	145	107	62	78	8	8	17	29	73	68	67	19
PVX_099310	7	666414	667709	+	1296	143	96	145	91	72	34	31	196	189	103	213	51	27	37	72	158	174	177	15
PVX_099315	7	670249	673377	+	3129	3777	2911	4999	6201	4654	2582	1797	10173	5190	3423	9247	4375	2191	1746	2353	9128	9121	10098	1534
PVX_099320	7	674882	676645	-	1764	699	232	463	731	1331	2334	2991	1721	459	269	1145	944	940	2076	3128	2448	2563	2599	433
PVX_099325	7	679837	682553	+	2717	204	182	341	125	74	822	1368	398	790	321	426	105	174	647	1072	764	785	855	118
PVX_099330	7	682118	684434	-	2317	42	79	149	57	40	132	161	112	180	96	164	39	37	79	155	206	191	192	31
PVX_099335	7	685719	686873	-	1155	519	303	501	207	89	75	83	679	635	349	537	103	47	77	146	500	486	560	90
PVX_099340	7	688888	694466	+	5579	31	37	110	51	54	89	145	90	108	87	132	34	33	88	171	166	147	167	28
PVX_099345	7	700527	703114	+	2588	155	158	323	282	275	345	466	406	291	178	573	192	170	369	566	668	587	696	116
PVX_099350	7	705019	707104	+	2086	3	6	3	1	47	206	139	8	21	4	1	27	47	196	202	170	98	132	22
PVX_099355	7	707707	709591	-	1885	237	90	126	55	27	94	163	302	197	85	176	31	36	124	176	186	240	216	42
PVX_099360	7	713247	716345	+	3099	669	510	720	263	88	390	523	786	774	461	763	145	100	396	706	900	942	920	160
PVX_099365	7	716781	718295	-	1515	923	854	1411	562	362	559	606	1872	1726	925	1611	367	201	351	518	1620	1590	1721	269
PVX_099370	7	722572	725006	+	2435	618	406	673	609	520	402	292	1343	779	439	1149	520	297	304	390	1109	1061	1255	181
PVX_099375	7	725877	727589	-	1713	66	26	52	47	82	262	268	96	60	19	97	51	58	205	277	207	197	191	33
PVX_099380	7	731004	731963	+	960	8	3	8	2	2	8	20	3	3	5	6	1	1	5	32	11	8	8	1
PVX_099385	7	733464	735386	+	1923	126	155	323	164	86	76	75	245	226	220	429	84	24	61	82	320	295	382	51
PVX_099390	7	736290	737690	+	1401	151	164	238	52	23	36	58	283	241	177	215	28	18	30	93	228	205	217	36
PVX_099395	7	738706	740241	+	1536	120	143	240	118	43	37	36	207	187	141	256	48	15	45	69	202	231	211	35
PVX_099400	7	741051	741779	+	729	112	37	40	19	10	10	16	173	90	26	51	10	10	21	38	45	62	74	7
PVX_099405	7	742582	745796	-	3215	157	154	425	550	762	638	474	915	183	243	828	554	378	404	577	1093	1051	1168	173
PVX_099410	7	747785	755494	-	7710	162	59	258	505	1333	1216	785	1222	101	113	668	725	610	776	893	1409	1385	1521	239
PVX_099415	7	758544	760202	+	1659	20	16	33	19	21	48	63	58	19	14	49	15	21	30	57	65	74	65	8
PVX_099420	7	760908	762673	-	1766	131	107	170	81	31	36	73	188	152	87	189	51	20	46	98	165	160	183	33
PVX_099425	7	763795	766692	-	2898	296	382	729	313	161	192	316	284	464	325	595	85	61	108	265	591	579	652	93
PVX_099430	7	768231	769037	+	807	68	13	32	16	16	82	180	41	42	22	32	8	20	80	199	81	91	88	23
PVX_099435	7	770243	775162	+	4920	75	177	419	128	36	74	139	156	256	241	442	56	21	58	125	318	341	356	59
PVX_099440	7	777038	778607	+	1570	24	26	121	121	104	109	125	93	40	81	236	71	45	71	93	215	199	209	41
PVX_099445	7	779263	782979	+	3717	117	192	309	151	81	83	74	282	294	186	345	83	43	82	142	312	276	351	40
PVX_099450	7	784784	786397	+	1614	103	63	123	254	558	524	536	522	106	57	360	435	297	422	612	642	694	710	106
PVX_099455	7	787840	789875	-	2036	613	592	743	115	66	74	88	989	1048	517	510	80	49	86	218	689	623	689	109
PVX_099460	7	790787	792409	+	1623	182	155	238	42	20	17	25	259	277	162	206	33	15	24	84	191	195	219	33
PVX_099465	7	792433	794257	-	1825	335	346	381	66	37	50	102	535	484	274	200	27	21	55	106	350	340	350	45
PVX_099470	7	795873	798849	-	2977	25	12	49	21	15	23	61	21	36	54	91	16	8	19	47	43	61	69	9
PVX_099475	7	799474	800012	+	539	12	50	142	47	23	30	77	46	87	59	104	18	8	25	60	92	108	105	23
PVX_099480	7	800411	808110	-	7700	786	523	628	136	62	102	173	837	815	448	419	63	36	122	308	568	534	647	109
PVX_099485	7	809373	811219	+	1847	59	96	163	78	33	32	45	128	121	133	210	30	19	32	76	167	165	210	31
PVX_099490	7	811420	812440	-	1021	16	29	67	46	14	21	28	52	32	38	83	17	10	17	23	59	63	76	9
PVX_099495	7	813129	814421	+	1293	70	126	193	61	27	25	42	174	246	213	357	31	20	20	64	208	203	215	39
PVX_099500	7	815841	820695	+	4855	384	324	560	222	107	96	78	558	532	336	554	111	62	104	155	584	576	620	71
