Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
PF3D7_0530600	5	1248368	1249961	-	1594	7731	3146	3140	2560	3549	2865
PF3D7_0530700	5	1250737	1254190	+	3454	812	284	239	235	262	260
PF3D7_0530750	5	1254282	1254796	-	515	281	151	104	135	110	131
PF3D7_0530800	5	1255221	1257254	+	2034	826	357	234	283	230	298
PF3D7_0530900	5	1257723	1265750	-	8028	388	146	99	141	120	135
PF3D7_0531000	5	1267410	1269539	+	2130	63	23	17	20	20	11
PF3D7_0531100	5	1270388	1278484	-	8097	66	32	27	17	25	19
PF3D7_0531200	5	1279958	1280599	-	642	119	99	76	52	91	74
PF3D7_0531300	5	1281289	1282254	+	966	7	4	1	5	2	3
PF3D7_0531400	5	1282591	1286106	-	3516	20	18	7	5	14	6
PF3D7_0532100	5	1301224	1301769	+	546	327	178	119	167	125	177
PF3D7_0532200	5	1303662	1304526	-	865	818	313	207	235	192	176
PF3D7_0532300	5	1308278	1309940	+	1663	2	1	1	1	1	1
PF3D7_0532400	5	1312471	1314154	+	1684	64	62	13	59	14	40
PF3D7_0532500	5	1316342	1316846	+	505	112	106	21	105	39	99
PF3D7_0532600	5	1318531	1319229	-	699	52	51	16	42	13	52
PF3D7_0532900	5	1326245	1327429	+	1185	34	29	12	44	12	33
PF3D7_0600200	6	3503	12835	+	9333	607	291	176	313	200	321
PF3D7_0600300	6	15065	16410	-	1346	2510	1019	777	1089	863	1118
PF3D7_0600400	6	18586	22721	-	4136	28	10	0	10	3	11
PF3D7_0600500	6	26557	27830	+	1274	34	8	15	10	13	11
PF3D7_0600600	6	29618	31484	-	1867	2	1	1	3	0	0
PF3D7_0600700	6	31965	33244	-	1280	0	1	0	0	0	1
PF3D7_0601000	6	42097	43218	-	1122	0	0	0	0	0	0
PF3D7_0601100	6	44450	45216	+	767	0	0	0	0	0	0
PF3D7_0601200	6	47463	48261	+	799	2	0	2	0	0	0
PF3D7_0601300	6	48874	49722	-	849	2	1	0	4	3	1
PF3D7_0601500	6	65788	67277	-	1490	17	6	8	4	8	16
PF3D7_0601600	6	68833	69693	-	861	7	9	3	7	5	5
PF3D7_0601900	6	78190	78784	+	595	525	229	196	211	200	202
PF3D7_0602000	6	82609	86922	-	4314	82	15	13	18	23	26
PF3D7_0602100	6	92506	96668	+	4163	145	57	58	67	70	69
PF3D7_0602200	6	97890	98951	+	1062	320	95	107	106	111	79
PF3D7_0602300	6	99781	100725	+	945	6	3	2	4	3	3
PF3D7_0602400	6	101385	104561	-	3177	75	27	26	42	28	40
PF3D7_0602500	6	105503	106642	+	1140	389	127	80	147	77	128
PF3D7_0602600	6	107037	111664	-	4628	77	47	36	32	39	31
PF3D7_0602700	6	113824	115224	-	1401	709	347	241	307	270	292
PF3D7_0602800	6	116084	118024	+	1941	176	52	38	37	50	64
PF3D7_0602900	6	118638	120203	-	1566	17	8	7	11	6	14
PF3D7_0603000	6	122634	124412	+	1779	142	53	36	46	35	70
PF3D7_0603100	6	125458	126816	-	1359	53	5	22	10	11	16
PF3D7_0603200	6	128621	130036	+	1416	184	68	45	82	57	67
PF3D7_0603300	6	130329	132038	-	1710	1211	458	382	496	404	539
PF3D7_0603400	6	133150	136461	-	3312	71	38	23	15	21	35
PF3D7_0603500	6	139193	140518	+	1326	1767	566	551	567	546	518
PF3D7_0603600	6	141418	148943	-	7526	95	54	27	40	29	53
PF3D7_0603700	6	151055	152386	+	1332	148	59	58	60	31	48
PF3D7_0603800	6	152541	160455	-	7915	2646	1030	924	1081	1060	992
PF3D7_0603900	6	161254	162381	-	1128	392	204	168	145	141	138
PF3D7_0604000	6	163828	169860	-	6033	187	88	66	73	67	115
PF3D7_0604100	6	171301	177240	-	5940	73	36	22	27	22	24
PF3D7_0604200	6	180936	181481	+	546	296	160	117	158	136	141
PF3D7_0604300	6	182216	184537	+	2322	19953	8672	6761	8899	7653	8316
PF3D7_0604400	6	184892	185843	+	952	644	260	258	233	259	277
PF3D7_0604500	6	189012	198078	+	9067	292	155	84	103	104	120
PF3D7_0604600	6	198862	204355	+	5494	479	208	146	235	158	222
PF3D7_0604700	6	204640	206207	-	1568	357	110	84	111	98	129
PF3D7_0604800	6	206855	211159	-	4305	15	8	6	9	5	18
PF3D7_0604900	6	212415	213032	-	618	607	233	192	186	236	177
PF3D7_0605000	6	213558	214142	+	585	164	72	70	55	82	99
PF3D7_0605100	6	217240	219507	+	2268	272	115	78	131	78	128
PF3D7_0605200	6	220407	221813	-	1407	456	137	137	169	109	149
PF3D7_0605300	6	222739	224287	+	1549	239	62	55	76	59	83
PF3D7_0605400	6	224613	225095	-	483	29	16	3	3	8	6
PF3D7_0605500	6	225346	227446	-	2101	271	109	109	88	114	89
PF3D7_0605600	6	228132	234835	-	6704	386	209	137	197	146	188
PF3D7_0605700	6	236397	237251	+	855	69	25	22	23	32	32
PF3D7_0605800	6	237811	244521	-	6711	56	35	22	33	16	46
PF3D7_0605900	6	247640	249166	+	1527	19111	6328	6580	6644	7384	6251
PF3D7_0606000	6	250612	253803	-	3192	236	153	83	105	94	98
PF3D7_0606100	6	257604	259974	+	2371	66	26	18	15	24	28
PF3D7_0606200	6	261031	261945	-	915	250	95	73	92	85	57
PF3D7_0606300	6	262826	263194	+	369	11	8	4	7	1	3
PF3D7_0606400	6	263936	264830	-	895	66	23	21	26	14	25
PF3D7_0606500	6	265839	268399	-	2561	740	306	331	317	370	348
PF3D7_0606600	6	270332	277762	-	7431	796	323	259	340	326	505
PF3D7_0606700	6	282049	287017	+	4969	841	293	274	353	262	437
PF3D7_0606800	6	288377	289276	-	900	4030	1483	1639	1443	1635	1437
PF3D7_0606900	6	290426	291085	-	660	48	33	36	30	48	48
PF3D7_0607000	6	293864	296797	+	2934	104	33	44	47	44	46
PF3D7_0607100	6	297941	301197	+	3257	774	385	311	277	348	262
PF3D7_0607200	6	301874	303290	-	1417	178	68	63	89	61	81
PF3D7_0607300	6	304638	306042	+	1405	128	55	75	62	54	82
PF3D7_0607400	6	306384	309961	-	3578	2055	659	614	599	628	590
PF3D7_0607500	6	311550	313115	+	1566	1763	631	502	457	527	507
PF3D7_0607600	6	313856	316882	-	3027	295	135	76	110	113	107
PF3D7_0607700	6	320740	328998	+	8259	271	128	80	149	117	143
PF3D7_0607800	6	329537	331725	-	2189	251	80	78	59	58	101
PF3D7_0607900	6	332343	334934	+	2592	906	494	359	288	346	413
PF3D7_0608000	6	335107	337368	-	2262	1165	523	425	506	547	496
PF3D7_0608100	6	337792	341760	+	3969	157	78	42	53	54	74
PF3D7_0608200	6	341874	342821	-	948	1931	760	699	720	753	786
PF3D7_0608300	6	343212	347507	+	4296	46	20	16	25	22	31
PF3D7_0608310	6	348010	349371	+	1362	83	12	28	17	24	22
PF3D7_0608400	6	349946	350515	-	570	95	34	39	30	41	52
PF3D7_0608500	6	351780	352775	-	996	1677	496	542	488	627	558
PF3D7_0608600	6	355229	356276	+	1048	768	245	317	227	328	284
PF3D7_0608700	6	358391	360203	+	1813	6516	1896	2284	2080	2397	2309
PF3D7_0608800	6	362635	363879	+	1245	220	198	63	236	99	244
PF3D7_0608900	6	365287	368459	+	3173	729	268	262	266	276	201
PF3D7_0609000	6	370261	388494	+	18234	115	52	56	55	39	59
PF3D7_0609100	6	388915	390748	-	1834	4688	1752	1674	1619	1810	1723
PF3D7_0609200	6	392991	394611	+	1621	665	239	213	212	259	214
PF3D7_0609300	6	396242	399289	+	3048	23	5	4	18	4	9
PF3D7_0609400	6	399813	401624	-	1812	368	141	76	108	87	99
PF3D7_0609500	6	402722	407242	+	4521	525	225	132	172	179	173
PF3D7_0609600	6	408041	412002	+	3962	75	32	24	35	52	40
PF3D7_0609700	6	413652	419781	+	6130	457	194	173	191	212	201
PF3D7_0609800	6	421157	422622	-	1466	3130	1112	1033	1067	1215	924
PF3D7_0609900	6	425805	431858	+	6054	789	323	274	293	319	302
PF3D7_0610000	6	433008	434178	+	1171	154	46	36	32	38	44
PF3D7_0610100	6	434807	436465	-	1659	236	74	59	84	58	81
PF3D7_0610200	6	437663	440545	-	2883	21	8	8	2	6	15
PF3D7_0610400	6	444747	445157	+	411	211	89	81	93	69	114
PF3D7_0610500	6	445761	446363	-	603	49	16	9	13	12	14
PF3D7_0610600	6	449291	451461	+	2171	553	214	201	192	224	235
PF3D7_0610700	6	452667	453446	+	780	5	3	4	1	3	0
PF3D7_0610800	6	453671	455689	+	2019	224	85	78	98	67	135
PF3D7_0610900	6	456747	460589	-	3843	133	35	30	35	34	37
PF3D7_0611000	6	463564	464676	-	1113	894	349	380	288	383	324
PF3D7_0611100	6	466198	466449	-	252	630	189	224	210	267	188
PF3D7_0611200	6	467481	468642	+	1162	32	24	11	19	13	27
PF3D7_0611300	6	470049	471224	+	1176	250	94	82	92	64	114
PF3D7_0611400	6	471658	474150	-	2493	102	35	22	16	32	33
PF3D7_0611500	6	482825	483907	-	1083	6	11	2	7	4	13
PF3D7_0611600	6	485114	487066	-	1953	141	61	41	52	40	57
PF3D7_0611700	6	488579	489287	-	709	13	19	8	23	12	22
PF3D7_0611800	6	490858	501140	-	10283	246	85	97	100	118	94
PF3D7_0611900	6	506380	507198	+	819	2948	1097	1017	1158	1260	1307
PF3D7_0612000	6	507678	508286	-	609	122	45	35	39	47	43
PF3D7_0612100	6	509160	511130	-	1971	361	149	153	160	134	166
PF3D7_0612200	6	512972	519548	-	6577	432	197	168	198	211	194
PF3D7_0612300	6	520751	521107	+	357	61	14	13	13	12	7
PF3D7_0612400	6	521228	521938	+	711	106	29	27	15	15	29
PF3D7_0612500	6	522300	522665	-	366	1828	745	581	737	670	770
PF3D7_0612600	6	523657	525105	-	1449	968	326	436	361	474	391
PF3D7_0612700	6	525987	527030	-	1044	877	294	290	248	305	223
PF3D7_0612800	6	528060	529175	-	1116	493	218	163	175	156	196
PF3D7_0612900	6	531126	533186	+	2061	607	213	189	212	192	225
PF3D7_0613000.3	6	533907	535364	-	1458	0	0	0	0	0	0
PF3D7_0613000.1	6	533932	535364	-	1433	0	0	0	0	0	0
PF3D7_0613000.2	6	533932	535364	-	1433	0	0	0	0	0	0
PF3D7_0613100	6	537778	538585	+	808	23	12	17	9	10	7
PF3D7_0613200	6	539304	539674	+	371	65	9	10	14	6	14
PF3D7_0613300	6	540077	544798	-	4722	81	42	27	27	22	44
PF3D7_0613400	6	546964	547741	+	778	1524	345	423	364	447	365
PF3D7_0613500	6	548280	552371	-	4092	51	21	14	29	19	34
PF3D7_0613600	6	554457	558228	+	3772	68	29	23	22	18	23
PF3D7_0613700	6	559349	561460	-	2112	166	74	63	88	56	100
PF3D7_0613800	6	566139	578993	+	12855	180	60	59	71	66	74
PF3D7_0613900	6	579435	585896	-	6462	128	59	26	54	34	52
PF3D7_0614000	6	587019	588635	-	1617	78	39	27	44	27	34
PF3D7_0614100	6	589457	592264	-	2808	48	13	10	14	11	17
PF3D7_0614200	6	593172	595904	-	2733	1067	338	400	335	421	346
PF3D7_0614300	6	597484	600517	-	3034	4387	1675	1490	1707	1808	1764
PF3D7_0614400	6	604573	605340	+	768	40	15	8	13	4	11
PF3D7_0614500	6	606142	607259	-	1118	50	13	11	17	19	15
PF3D7_0614600	6	609258	611102	-	1845	218	91	99	88	106	75
PF3D7_0614700	6	612471	614398	+	1928	288	98	89	98	100	119
PF3D7_0614800	6	615297	616610	-	1314	178	54	29	59	50	59
PF3D7_0614900	6	617762	621536	+	3775	292	219	127	150	140	175
PF3D7_0615000	6	622272	622712	+	441	44	17	16	17	9	19
PF3D7_0615100	6	623023	624321	-	1299	471	218	133	238	164	209
PF3D7_0615200	6	625365	627612	+	2248	751	341	283	295	346	285
PF3D7_0615300	6	627693	630317	-	2625	11524	4790	4014	4549	4807	4601
PF3D7_0615400	6	630956	640174	-	9219	901	390	347	370	393	393
PF3D7_0615500	6	644052	646169	+	2118	53	30	47	21	32	40
PF3D7_0615600	6	646637	655596	-	8960	200	106	82	74	98	90
PF3D7_0615700	6	656376	657636	+	1261	158	57	42	44	44	43
PF3D7_0615800	6	657939	661789	-	3851	464	222	141	234	163	227
PF3D7_0615900	6	662435	667855	-	5421	7412	3597	2841	3420	3113	3457
PF3D7_0616000	6	669860	671632	+	1773	164	60	77	97	58	94
PF3D7_0616100	6	672119	672754	+	636	23	7	5	12	10	22
PF3D7_0616200	6	674118	676375	+	2258	215	115	86	106	103	123
PF3D7_0616300	6	676888	677571	-	684	170	90	38	61	41	67
PF3D7_0616400	6	678387	683429	+	5043	155	98	48	36	54	52
PF3D7_0616500	6	684742	688857	+	4116	1751	449	406	423	427	476
PF3D7_0616600	6	689254	691131	-	1878	71	33	23	27	22	29
PF3D7_0616700	6	691769	693319	-	1551	397	136	118	174	172	157
PF3D7_0616800	6	695929	697494	+	1566	343	127	124	194	131	247
PF3D7_0616900	6	699252	703217	+	3966	451	154	116	127	140	154
PF3D7_0617000	6	704035	705168	-	1134	1091	357	370	477	498	598
PF3D7_0617100	6	710059	714576	+	4518	727	252	279	235	288	273
PF3D7_0617200	6	717050	718917	+	1868	179	65	56	71	94	62
PF3D7_0617300	6	720535	721312	+	778	7	4	5	7	3	2
PF3D7_0617400	6	723117	731490	-	8374	363	127	148	153	114	191
PF3D7_0617600	6	738259	739265	-	1007	24	2	7	4	8	4
PF3D7_0617700	6	741269	742406	-	1138	22	5	6	5	5	5
PF3D7_0617800	6	748416	748814	-	399	24	12	5	20	14	15
PF3D7_0617900	6	754395	754805	+	411	336	113	107	135	140	105
PF3D7_0618000	6	758609	760996	+	2388	899	373	278	280	308	289
PF3D7_0618100	6	761939	764170	+	2232	53	24	14	12	10	17
PF3D7_0618200	6	764667	765492	-	826	57	23	20	22	31	28
PF3D7_0618300	6	768792	769456	+	665	528	256	198	226	220	245
PF3D7_0618400	6	770147	772506	-	2360	36	15	10	13	28	10
PF3D7_0618500	6	774529	775470	+	942	740	242	157	236	167	228
PF3D7_0618600	6	775980	777835	-	1856	334	139	138	110	150	129
PF3D7_0618700	6	778692	779636	+	945	199	109	87	77	82	76
PF3D7_0618800	6	779849	783296	-	3448	463	181	167	138	150	136
PF3D7_0618900.2	6	784354	787118	+	2765	0	0	0	0	0	0
PF3D7_0618900.1	6	784354	788027	+	3674	604	204	235	182	256	157
PF3D7_0619000.1	6	788707	796025	-	7319	0	0	0	0	0	0
PF3D7_0619000.2	6	788707	796025	-	7319	0	0	0	0	0	0
PF3D7_0619100	6	797211	798518	+	1308	59	27	24	27	29	28
PF3D7_0619200	6	799397	802789	+	3393	34	19	10	13	20	21
PF3D7_0619300	6	803374	814552	-	11179	581	306	210	266	235	236
PF3D7_0619400	6	815622	818247	-	2626	788	295	276	454	302	562
PF3D7_0619500	6	820069	824247	-	4179	124	34	43	52	49	61
PF3D7_0619600	6	825157	827772	+	2616	451	198	152	151	174	142
PF3D7_0619700	6	828199	830389	-	2191	160	85	51	46	46	67
PF3D7_0619800	6	831286	839033	-	7748	72	31	36	42	25	40
PF3D7_0619900	6	840523	841224	+	702	38	14	2	20	11	20
PF3D7_0620000	6	841846	843363	-	1518	17	13	11	14	8	12
PF3D7_0620100	6	845660	846157	+	498	74	53	39	60	42	50
PF3D7_0620200	6	846523	847494	-	972	26	9	6	8	5	11
PF3D7_0620300	6	848405	850864	-	2460	73	45	21	40	33	40
PF3D7_0620400	6	851378	852955	-	1578	1	4	0	1	0	2
PF3D7_0620500	6	855160	857112	+	1953	2765	918	804	692	756	699
PF3D7_0620600	6	857726	858610	+	885	483	239	157	181	168	168
PF3D7_0620700	6	859026	860114	-	1089	516	258	141	176	155	139
PF3D7_0621000	6	862882	865416	+	2535	117	41	43	22	26	33
PF3D7_0621100	6	865845	869909	-	4065	69	42	18	42	39	65
PF3D7_0621200	6	871297	872202	-	906	2920	759	822	771	896	635
PF3D7_0621300	6	873809	876190	+	2382	154	71	38	53	37	56
PF3D7_0621350	6	876679	877298	-	620	257	105	112	81	112	94
PF3D7_0621400	6	878790	880784	+	1995	1276	643	461	668	581	668
PF3D7_0621500	6	881963	882994	+	1032	237	75	105	95	99	91
PF3D7_0621700	6	884428	889614	+	5187	88	42	44	45	38	44
PF3D7_0621800	6	891997	892777	+	781	224	71	73	69	74	75
PF3D7_0621900	6	893450	895780	-	2331	47	12	9	15	14	11
PF3D7_0622000	6	896989	897968	+	980	646	189	194	148	199	164
PF3D7_0622100	6	898341	902363	-	4023	100	61	43	72	44	93
PF3D7_0622200	6	903740	906322	-	2583	548	175	152	182	206	195
PF3D7_0622300	6	908017	911096	+	3080	461	235	160	204	159	170
PF3D7_0622400	6	911503	911889	+	387	188	65	57	72	60	47
PF3D7_0622500	6	912406	913710	-	1305	80	39	29	55	32	45
PF3D7_0622600	6	914743	915429	+	687	48	20	18	16	24	14
PF3D7_0622700	6	916000	917299	-	1300	86	51	36	24	40	32
PF3D7_0622800	6	919685	924028	+	4344	67	28	22	28	37	32
PF3D7_0622900	6	925105	931074	-	5970	55	15	23	19	19	19
PF3D7_0623000	6	937068	938651	-	1584	3217	1143	1139	1165	1188	1120
PF3D7_0623100	6	939660	943720	-	4061	219	117	78	109	73	98
PF3D7_0623200	6	946129	947244	+	1116	54	19	23	23	17	25
PF3D7_0623300	6	947493	948644	-	1152	1434	504	532	559	563	491
PF3D7_0623400	6	950223	951506	-	1284	111	39	48	52	50	44
PF3D7_0623500	6	952906	954848	-	1943	703	281	280	288	281	263
PF3D7_0623600	6	956765	958756	+	1992	414	172	144	160	137	178
PF3D7_0623700	6	959132	962545	-	3414	139	60	51	41	56	57
PF3D7_0623800	6	963741	970955	-	7215	3373	1106	1152	1131	1116	960
PF3D7_0623900	6	977183	978049	+	867	120	39	29	73	44	69
PF3D7_0624000	6	981066	982547	+	1482	9375	2263	2776	2418	3014	2258
PF3D7_0624100	6	983946	984989	+	1044	2762	951	1022	882	1074	1001
PF3D7_0624200	6	985047	986870	-	1824	5827	1974	1993	1779	2212	1951
PF3D7_0624300	6	987808	989636	+	1829	550	274	142	230	224	238
PF3D7_0624400	6	990375	992198	-	1824	86	17	24	23	29	16
PF3D7_0624500	6	994284	994553	+	270	198	106	75	94	60	72
PF3D7_0624600	6	999524	1007683	+	8160	605	247	202	209	202	230
PF3D7_0624700	6	1009457	1010718	-	1262	1233	423	489	306	548	434
PF3D7_0624800	6	1011429	1014569	-	3141	27	8	3	5	4	12
PF3D7_0624900	6	1015868	1018444	+	2577	20	10	3	11	9	6
PF3D7_0625000.2	6	1020024	1021875	+	1852	0	0	0	0	0	0
PF3D7_0625000.1	6	1020024	1021875	+	1852	0	0	0	0	0	0
PF3D7_0625100	6	1023015	1024214	+	1200	762	322	271	270	344	269
PF3D7_0625200	6	1025179	1026336	+	1158	48	18	17	27	24	19
PF3D7_0625300	6	1026823	1031157	-	4335	178	49	53	50	62	83
PF3D7_0625400	6	1032536	1033774	-	1239	93	48	51	43	46	60
PF3D7_0625500	6	1035358	1036371	+	1014	191	95	86	60	96	68
PF3D7_0625600	6	1039655	1041550	+	1896	69	32	34	41	38	55
PF3D7_0625700	6	1042652	1042948	-	297	50	21	14	30	16	20
PF3D7_0625800	6	1043546	1045474	+	1929	61	27	22	24	23	24
PF3D7_0625900	6	1046986	1048052	+	1067	68	32	22	20	20	19
PF3D7_0626000	6	1048710	1053965	-	5256	81	25	21	34	23	39
PF3D7_0626100	6	1056052	1058529	+	2478	351	111	99	110	134	115
PF3D7_0626200	6	1058666	1059922	-	1257	54	19	21	13	22	20
PF3D7_0626300	6	1061115	1062891	-	1777	1641	547	580	560	632	518
PF3D7_0626400	6	1065147	1068626	+	3480	111	50	29	39	34	44
PF3D7_0626500	6	1069962	1072805	+	2844	121	59	47	46	36	61
PF3D7_0626600	6	1073458	1073895	-	438	665	242	252	208	260	201
PF3D7_0626700	6	1075018	1076136	+	1119	398	265	195	250	196	378
PF3D7_0626800	6	1078995	1081320	+	2326	442	204	149	240	156	263
PF3D7_0626900	6	1082910	1084028	+	1119	270	112	66	117	81	112
PF3D7_0627000	6	1084508	1084840	-	333	12	9	5	5	8	3
PF3D7_0627100	6	1089190	1094328	+	5139	643	242	214	246	237	274
PF3D7_0627200	6	1095065	1096373	-	1309	86	57	44	31	64	39
PF3D7_0627300	6	1097300	1098649	-	1350	76	28	36	22	34	19
PF3D7_0627400	6	1100277	1100858	-	582	164	78	84	113	103	134
PF3D7_0627500	6	1101734	1102852	-	1119	10043	2291	2918	2523	2993	2300
PF3D7_0627600	6	1104015	1105199	+	1185	129	83	51	95	66	86
PF3D7_0627700	6	1108197	1111640	+	3444	406	154	133	199	132	224
PF3D7_0627800	6	1114544	1117537	-	2994	529	196	173	308	220	357
PF3D7_0627900	6	1119587	1120858	+	1272	246	96	75	63	86	83
PF3D7_0628000	6	1121690	1122211	+	522	1058	333	350	256	338	251
PF3D7_0628100	6	1122801	1153664	-	30864	492	182	132	191	168	194
PF3D7_0628200	6	1159862	1169080	+	9219	201	58	86	59	62	73
PF3D7_0628300.1	6	1170813	1173696	-	2884	4235	1378	1491	1221	1710	1176
PF3D7_0628400	6	1176265	1178587	+	2323	2727	894	987	753	1079	734
PF3D7_0628500	6	1179053	1180003	-	951	1492	450	479	354	567	340
PF3D7_0628600	6	1180573	1182353	-	1781	799	466	328	365	352	376
PF3D7_0628700	6	1183896	1185617	+	1722	1699	766	513	628	516	534
PF3D7_0628800	6	1185996	1188644	-	2649	18	13	6	8	2	7
PF3D7_0628900	6	1189472	1193978	+	4507	196	65	61	60	55	66
PF3D7_0629000	6	1194304	1195179	-	876	12	6	4	2	6	7
PF3D7_0629100	6	1196041	1198038	-	1998	48	17	13	28	17	21
PF3D7_0629200	6	1199853	1200995	-	1143	31	27	17	9	22	18
PF3D7_0629300	6	1205190	1207781	+	2592	2470	859	845	949	903	942
PF3D7_0629400	6	1210420	1212762	+	2343	21	16	7	10	11	18
PF3D7_0629500	6	1213948	1216005	-	2058	329	105	90	98	112	100
PF3D7_0629600	6	1218307	1219251	+	945	1318	596	416	687	559	563
PF3D7_0629700	6	1221941	1242922	+	20982	267	111	110	104	99	107
PF3D7_0629800	6	1243580	1247219	-	3640	31	7	7	16	15	11
PF3D7_0629900	6	1250412	1251651	+	1240	836	153	174	175	151	168
PF3D7_0630000	6	1252052	1253985	-	1934	372	117	79	101	105	112
PF3D7_0630100	6	1254907	1256940	-	2034	1577	449	593	409	669	511
PF3D7_0630200	6	1258880	1259939	+	1060	1740	974	538	822	651	862
PF3D7_0630300	6	1260398	1269596	-	9199	4573	1403	1635	1685	1720	1811
PF3D7_0630400	6	1272363	1273532	-	1170	194	106	77	97	98	97
PF3D7_0630500	6	1276329	1277825	+	1497	137	61	31	28	38	37
PF3D7_0630600	6	1279820	1283246	+	3427	109	86	48	78	65	105
PF3D7_0630700	6	1285058	1287031	+	1974	190	59	60	62	63	62
PF3D7_0630800	6	1288237	1290805	+	2569	87	24	18	23	21	22
PF3D7_0630900	6	1291035	1292972	-	1938	758	330	223	346	276	342
PF3D7_0631000	6	1295474	1296331	+	858	12	2	2	7	7	7
PF3D7_0631100	6	1297885	1299373	+	1489	13	12	8	7	5	5
PF3D7_0631300	6	1316873	1317721	+	849	0	0	0	0	0	0
PF3D7_0631400	6	1318327	1319116	-	790	0	0	0	0	0	2
PF3D7_0631500	6	1321320	1322094	-	775	0	0	0	2	0	0
PF3D7_0631600	6	1323294	1324435	+	1142	0	0	1	0	1	0
PF3D7_0631800	6	1329771	1330963	+	1193	2	0	0	0	1	1
PF3D7_0631900	6	1333013	1334035	+	1023	6	3	3	3	0	2
PF3D7_0632000	6	1336146	1337473	+	1328	1	0	0	1	0	0
PF3D7_0632100	6	1338218	1339417	-	1200	0	0	0	0	1	0
PF3D7_0632200	6	1341307	1342595	-	1289	7	0	2	1	7	2
PF3D7_0632300	6	1347341	1348571	+	1231	370	179	110	206	136	166
PF3D7_0632400	6	1350724	1352087	+	1364	2293	871	821	1087	945	929
PF3D7_0632500	6	1353946	1366430	-	12485	1465	577	409	557	415	494
PF3D7_0632700	6	1371501	1372861	+	1361	2056	743	699	792	763	870
PF3D7_0632800	6	1374797	1382627	-	7831	153	66	35	51	38	55
PF3D7_0700100	7	20307	28083	+	7777	5	0	0	1	2	2
PF3D7_0700200	7	30097	31269	+	1173	0	0	2	0	2	1
PF3D7_0700300	7	33585	34804	-	1220	0	0	0	0	0	0
PF3D7_0700400	7	36922	37927	-	1006	1	0	2	0	0	1
PF3D7_0700500	7	40288	41453	-	1166	5	0	0	0	1	0
PF3D7_0700800	7	48300	49106	+	807	80	6	17	4	12	10
PF3D7_0701100	7	55562	56781	-	1220	167	48	66	28	50	28
PF3D7_0701500	7	68066	68840	+	775	0	0	0	0	0	0
PF3D7_0701600	7	71049	71860	+	812	588	165	128	122	93	124
PF3D7_0701700	7	72477	73325	-	849	3	0	2	2	1	1
PF3D7_0701800	7	75918	77055	-	1138	838	304	444	423	515	536
PF3D7_0701900	7	79890	82943	-	3054	37	14	11	16	19	27
PF3D7_0702000	7	84797	85674	+	878	1482	413	337	312	382	295
PF3D7_0702200	7	91867	93141	-	1275	985	352	364	331	386	325
PF3D7_0702300	7	96761	98730	+	1970	86	39	43	29	34	42
PF3D7_0702400	7	101694	102285	+	592	264	121	84	118	111	124
PF3D7_0702500	7	104957	105989	-	1033	3940	1251	1273	1327	1275	1241
PF3D7_0702600	7	109915	110178	+	264	286	89	68	103	106	96
PF3D7_0702900	7	113144	113948	-	805	7	2	3	2	3	6
PF3D7_0703000	7	115239	120770	+	5532	699	178	190	156	217	194
PF3D7_0703100	7	121414	121956	+	543	3	1	0	2	2	1
PF3D7_0703200	7	122513	127135	-	4623	107	35	24	29	34	33
PF3D7_0703300	7	128540	128980	+	441	246	116	80	79	95	114
PF3D7_0703400	7	129370	131832	-	2463	124	53	35	74	41	63
PF3D7_0703500	7	135606	142505	+	6900	275	123	77	153	105	144
PF3D7_0703600	7	144019	145953	+	1935	63	40	27	35	39	35
PF3D7_0703700	7	146645	147394	-	750	536	280	188	209	189	221
PF3D7_0703800	7	149804	152980	+	3177	29	24	16	22	14	23
PF3D7_0703900	7	153320	166396	-	13077	56	31	29	26	25	25
PF3D7_0704000	7	167489	177295	-	9807	91	59	36	61	39	52
PF3D7_0704100	7	180036	190715	+	10680	214	90	68	65	85	92
PF3D7_0704200	7	191309	194890	-	3582	15	8	8	5	10	5
PF3D7_0704300	7	197691	203249	+	5559	649	282	215	227	225	214
PF3D7_0704400	7	204718	207750	+	3033	143	48	36	56	30	72
PF3D7_0704500	7	208690	213501	-	4812	159	72	58	40	39	38
PF3D7_0704600	7	216024	229072	-	13049	1237	539	418	445	503	449
PF3D7_0704700	7	233401	237414	+	4014	188	76	70	84	92	76
PF3D7_0704800	7	238159	242052	-	3894	32	10	8	16	10	21
PF3D7_0704900	7	243898	245016	-	1119	1184	520	580	423	661	511
PF3D7_0705000	7	246259	250152	-	3894	126	55	54	58	46	50
PF3D7_0705100	7	252282	255251	+	2970	22	8	4	2	2	12
PF3D7_0705200	7	256086	260684	+	4599	89	47	40	41	30	36
PF3D7_0705300	7	261977	264454	+	2478	92	45	29	26	46	33
PF3D7_0705400	7	264973	267438	-	2466	144	50	39	49	53	48
PF3D7_0705500	7	270022	278706	-	8685	99	31	24	19	21	32
PF3D7_0705600	7	281035	284433	-	3399	68	28	15	26	8	31
PF3D7_0705700	7	285472	286166	-	695	51	23	23	19	25	18
PF3D7_0705800	7	287597	289088	-	1492	93	66	27	36	39	53
PF3D7_0705900	7	290100	291220	-	1121	3099	917	979	888	1076	841
PF3D7_0706000	7	293400	297089	+	3690	71	23	36	15	24	22
PF3D7_0706100	7	297506	303059	-	5554	298	95	103	119	153	156
PF3D7_0706200	7	304315	304755	+	441	0	5	2	5	1	2
